system_ts_ms, sensor_ts_ns, rotX, rotY, rotZ, rotL
1679995613474,1175601829503194,0.107654,-0.166385,-0.339385,0.919534
1679995613476,1175601832005348,0.107634,-0.166392,-0.33941,0.919526
1679995613481,1175601834507416,0.10761,-0.166402,-0.339438,0.919517
1679995613482,1175601837009570,0.107588,-0.166414,-0.339465,0.919507
1679995613484,1175601839511724,0.107568,-0.166428,-0.339488,0.919498
1679995613494,1175601842013647,0.107655,-0.166357,-0.339537,0.919483
1679995613494,1175601844515724,0.107845,-0.166228,-0.338417,0.919897
1679995613494,1175601847017873,0.107818,-0.166243,-0.338426,0.919894
1679995613494,1175601849520027,0.107787,-0.166256,-0.338445,0.919888
1679995613496,1175601852022180,0.10776,-0.166264,-0.338463,0.919883
1679995613499,1175601854524104,0.107735,-0.166268,-0.338483,0.919878
1679995613501,1175601857026262,0.107712,-0.16627,-0.338504,0.919873
1679995613505,1175601859528416,0.107807,-0.166395,-0.338518,0.919834
1679995613506,1175601862030493,0.107794,-0.16641,-0.33854,0.919825
1679995613509,1175601864532416,0.107843,-0.166369,-0.338166,0.919964
1679995613512,1175601867034569,0.107824,-0.166371,-0.338185,0.919959
1679995613514,1175601869536723,0.107801,-0.166372,-0.338204,0.919954
1679995613518,1175601872038877,0.107782,-0.166373,-0.338225,0.919949
1679995613521,1175601874540954,0.107763,-0.166375,-0.338241,0.919945
1679995613523,1175601877043113,0.107729,-0.166543,-0.338226,0.919924
1679995613524,1175601879545036,0.107708,-0.166566,-0.338238,0.919918
1679995613526,1175601882047189,0.107691,-0.166572,-0.338256,0.919912
1679995613529,1175601884549343,0.107687,-0.166566,-0.338189,0.919938
1679995613531,1175601887051497,0.107672,-0.166571,-0.338201,0.919935
1679995613534,1175601889553593,0.107662,-0.166569,-0.338218,0.91993
1679995613538,1175601892055516,0.107652,-0.166563,-0.338236,0.919925
1679995613539,1175601894557670,0.107618,-0.166757,-0.338217,0.919901
1679995613541,1175601897059747,0.107612,-0.166767,-0.338226,0.919897
1679995613544,1175601899561935,0.10761,-0.166754,-0.338235,0.919896
1679995613547,1175601902064089,0.107611,-0.166734,-0.338245,0.919896
1679995613551,1175601904566243,0.107589,-0.166728,-0.338373,0.919852
1679995613552,1175601907068166,0.107592,-0.166711,-0.33838,0.919853
1679995613556,1175601909570333,0.107597,-0.166688,-0.338385,0.919855
1679995613557,1175601912072410,0.107576,-0.166489,-0.338412,0.919883
1679995613560,1175601914574564,0.107575,-0.166437,-0.338414,0.919891
1679995613562,1175601917076487,0.10758,-0.166401,-0.338413,0.919898
1679995613565,1175601919578872,0.107586,-0.16636,-0.338413,0.919905
1679995613567,1175601922080800,0.107594,-0.166316,-0.338413,0.919912
1679995613573,1175601924582877,0.107713,-0.166199,-0.337789,0.920148
1679995613573,1175601927085031,0.107722,-0.166152,-0.337779,0.920159
1679995613575,1175601929587185,0.107592,-0.165989,-0.337779,0.920204
1679995613577,1175601932089108,0.107585,-0.165933,-0.337776,0.920216
1679995613580,1175601934591262,0.10759,-0.165886,-0.337774,0.920225
1679995613582,1175601937093339,0.107594,-0.165843,-0.337772,0.920233
1679995613584,1175601939595492,0.107598,-0.165803,-0.337771,0.92024
1679995613590,1175601942097661,0.107599,-0.165765,-0.33777,0.920247
1679995613590,1175601944599584,0.107745,-0.165636,-0.336965,0.920548
1679995613593,1175601947101738,0.107757,-0.165454,-0.336983,0.920573
