system_ts_ms, sensor_ts_ns, linX, linY, linZ
1679995613474,1175601829503194,-0.05,0.124,0.143
1679995613476,1175601832005348,-0.05,0.083,0.266
1679995613481,1175601834507416,0.071,0.165,0.225
1679995613482,1175601837009570,-0.078,0.07,0.293
1679995613484,1175601839511724,-0.037,0.002,0.198
1679995613494,1175601842013647,-0.008,0.124,0.238
1679995613494,1175601844515724,0.073,0.083,0.102
1679995613494,1175601847017873,0.031,0.029,0.211
1679995613494,1175601849520027,0.113,0.138,0.334
1679995613496,1175601852022180,0.085,0.166,0.17
1679995613499,1175601854524104,0.139,0.18,0.184
1679995613501,1175601857026262,0.126,0.112,0.143
1679995613505,1175601859528416,0.111,0.178,0.239
1679995613506,1175601862030493,0.137,0.151,0.226
1679995613509,1175601864532416,0.11,0.151,0.171
1679995613512,1175601867034569,0.096,0.07,0.239
1679995613514,1175601869536723,0.042,0.152,0.144
1679995613518,1175601872038877,0.164,0.111,0.294
1679995613521,1175601874540954,0.123,0.016,0.307
1679995613523,1175601877043113,0.134,0.084,0.158
1679995613524,1175601879545036,0.106,0.07,0.186
1679995613526,1175601882047189,0.16,0.043,0.254
1679995613529,1175601884549343,0.215,0.043,0.049
1679995613531,1175601887051497,0.146,0.003,0.199
1679995613534,1175601889553593,0.078,0.085,0.172
1679995613538,1175601892055516,0.051,-0.009,0.267
1679995613539,1175601894557670,0.17,0.098,0.2
1679995613541,1175601897059747,0.183,0.071,0.241
1679995613544,1175601899561935,0.088,0.003,0.173
1679995613547,1175601902064089,-0.006,0.044,0.268
1679995613550,1175601904566243,-0.005,0.112,0.186
1679995613552,1175601907068166,0.062,0.003,0.281
1679995613556,1175601909570333,0.022,0.017,0.227
1679995613557,1175601912072410,-0.042,0.005,0.171
1679995613560,1175601914574564,0.026,0.087,0.062
1679995613562,1175601917076487,0.04,0.032,0.157
1679995613565,1175601919578872,-0.053,0.073,0.211
1679995613567,1175601922080800,-0.012,0.128,0.143
1679995613573,1175601924582877,0.029,0.074,0.17
1679995613573,1175601927085031,0.016,0.087,0.115
1679995613575,1175601929587185,0.032,-0.004,0.29
1679995613577,1175601932089108,0.033,0.05,0.154
1679995613580,1175601934591262,0.061,0.05,0.262
1679995613582,1175601937093339,-0.005,0.078,0.303
1679995613584,1175601939595492,-0.046,0.037,0.316
1679995613590,1175601942097661,0.009,0.01,0.302
1679995613590,1175601944599584,0.105,-0.002,0.275
