system_ts_ms, sensor_ts_ns, gyrX, gyrY, gyrZ
1679995613474,1175601829503194,-0.02145,-0.011275,-0.022275
1679995613476,1175601832005348,-0.02035,-0.0132,-0.0202125
1679995613480,1175601834507416,-0.0224125,-0.0182875,-0.0213125
1679995613482,1175601837009570,-0.02035,-0.0171875,-0.0213125
1679995613484,1175601839511724,-0.017324999,-0.01925,-0.0171875
1679995613494,1175601842013647,-0.0224125,-0.0202125,-0.015262499
1679995613494,1175601844515724,-0.0243375,-0.0202125,-0.0132
1679995613494,1175601847017873,-0.023375,-0.022275,-0.0132
1679995613494,1175601849520027,-0.0264,-0.0202125,-0.0132
1679995613496,1175601852022180,-0.0243375,-0.0143,-0.0132
1679995613499,1175601854524104,-0.023375,-0.011275,-0.015262499
1679995613501,1175601857026262,-0.023375,-0.0092124995,-0.016224999
1679995613505,1175601859528416,-0.0273625,-0.0061875,-0.015262499
1679995613506,1175601862030493,-0.0243375,-0.011275,-0.0171875
1679995613509,1175601864532416,-0.023375,-0.0122375,-0.0182875
1679995613512,1175601867034569,-0.02145,-0.0092124995,-0.0182875
1679995613513,1175601869536723,-0.023375,-0.0092124995,-0.015262499
1679995613517,1175601872038877,-0.02035,-0.0072875,-0.0171875
1679995613521,1175601874540954,-0.0193875,-0.00825,-0.0122375
1679995613523,1175601877043113,-0.02035,-0.0103124995,-0.0092124995
1679995613524,1175601879545036,-0.0193875,-0.011275,-0.011275
1679995613526,1175601882047189,-0.017324999,-0.0103124995,-0.015262499
1679995613529,1175601884549343,-0.0193875,-0.0092124995,-0.0132
1679995613531,1175601887051497,-0.0154,-0.00825,-0.0103124995
1679995613533,1175601889553593,-0.0144375,-0.0033,-0.016224999
1679995613538,1175601892055516,-0.0154,6.875E-4,-0.016224999
1679995613539,1175601894557670,-0.012375,0.0048125,-0.016224999
1679995613541,1175601897059747,-0.0114124995,0.005775,-0.0132
1679995613543,1175601899561935,-0.0114124995,0.010725,-0.0103124995
1679995613546,1175601902064089,-0.01045,0.014712499,-0.0122375
1679995613549,1175601904566243,-0.0114124995,0.014712499,-0.0092124995
1679995613551,1175601907068166,-0.007425,0.01375,-0.00825
1679995613556,1175601909570333,-0.007425,0.0187,-0.00825
1679995613557,1175601912072410,-0.01045,0.0297,-0.00825
1679995613560,1175601914574564,-0.012375,0.0268125,-0.0042625
1679995613562,1175601917076487,-0.0114124995,0.0297,-0.0033
1679995613565,1175601919578872,-0.0114124995,0.0336875,-0.005225
1679995613567,1175601922080800,-0.0114124995,0.03575,-0.005225
1679995613572,1175601924582877,-0.012375,0.03575,-0.0033
1679995613573,1175601927085031,-0.0114124995,0.038775,-0.0022
1679995613575,1175601929587185,-0.0144375,0.0378125,-0.0033
1679995613577,1175601932089108,-0.012375,0.03575,-0.0033
1679995613579,1175601934591262,-0.012375,0.0367125,-0.0033
1679995613582,1175601937093339,-0.0133375,0.0347875,-0.0033
1679995613584,1175601939595492,-0.0133375,0.0317625,-0.0042625
1679995613590,1175601942097661,-0.0144375,0.0297,-0.0033
1679995613590,1175601944599584,-0.0133375,0.0268125,-0.0042625
1679995613593,1175601947101738,-0.01045,0.0237875,-0.0042625
1679995613594,1175601949603892,-0.012375,0.021724999,-0.005225
1679995613597,1175601952105969,-0.0144375,0.0187,-0.0033
1679995613599,1175601954607906,-0.0154,0.01375,-0.0033
1679995613601,1175601957110060,-0.0144375,0.0116875,-0.0033
1679995613607,1175601959612214,-0.0154,0.0116875,-0.0042625
1679995613608,1175601962114397,-0.0144375,0.0097624995,-0.0022
1679995613609,1175601964616474,-0.0154,0.0097624995,-0.0022
1679995613612,1175601967118627,-0.017324999,0.0048125,-0.0042625
1679995613615,1175601969620550,-0.0144375,-0.0022,-0.0042625
1679995613617,1175601972122689,-0.0144375,-0.0022,-0.0061875
1679995613623,1175601974624766,-0.0154,0.00275,-0.0092124995
1679995613623,1175601977126920,-0.0133375,-0.0042625,-0.0092124995
1679995613624,1175601979629074,-0.0133375,-0.011275,-0.0092124995
1679995613628,1175601982131224,-0.0133375,-0.015262499,-0.0103124995
1679995613631,1175601984633147,-0.0144375,-0.0171875,-0.0092124995
1679995613633,1175601987135301,-0.012375,-0.0182875,-0.0103124995
1679995613635,1175601989637378,-0.0114124995,-0.0242,-0.0122375
1679995613640,1175601992139532,-0.00935,-0.0253,-0.0122375
1679995613641,1175601994641689,-0.007425,-0.0262625,-0.0103124995
1679995613642,1175601997143843,-0.01045,-0.0262625,-0.011275
1679995613644,1175601999645766,-0.00935,-0.027224999,-0.016224999
1679995613647,1175602002147920,-0.0053625,-0.0292875,-0.016224999
1679995613649,1175602004649993,-0.006325,-0.0323125,-0.0182875
1679995613652,1175602007151916,-0.007425,-0.0213125,-0.0182875
1679995613656,1175602009654070,-0.007425,-0.0262625,-0.0171875
1679995613656,1175602012156224,-0.006325,-0.0312125,-0.01925
1679995613659,1175602014658392,-0.0083875,-0.0292875,-0.01925
1679995613661,1175602017160469,-0.007425,-0.022275,-0.0202125
1679995613664,1175602019662623,-0.0114124995,-0.0213125,-0.0202125
1679995613668,1175602022164546,-0.0114124995,-0.0182875,-0.016224999
1679995613674,1175602024666632,-0.012375,-0.0132,-0.0122375
1679995613674,1175602027168785,-0.012375,-0.0103124995,-0.0132
1679995613675,1175602029671016,-0.01045,-0.0061875,-0.0122375
1679995613676,1175602032173093,-0.0133375,-0.005225,-0.0072875
1679995613679,1175602034675016,-0.012375,-0.0022,-0.005225
1679995613682,1175602037177180,-0.0144375,0.00275,-0.005225
1679995613684,1175602039679334,-0.0144375,0.005775,-0.005225
1679995613692,1175602042181411,-0.00935,0.005775,-0.0042625
1679995613692,1175602044683551,-0.00935,0.0067375,-0.005225
1679995613693,1175602047185704,-0.00935,0.0097624995,-0.005225
1679995613694,1175602049687628,-0.0083875,0.0116875,-0.0033
1679995613697,1175602052189705,-0.01045,0.0116875,-0.0042625
1679995613699,1175602054691858,-0.007425,0.005775,-2.75E-4
1679995613702,1175602057193978,-0.0083875,0.0067375,-2.75E-4
1679995613706,1175602059695901,-0.0114124995,0.0067375,-0.0012375
1679995613707,1175602062198055,-0.007425,0.005775,0.0048125
1679995613709,1175602064700209,-0.0053625,0.0048125,0.0037125
1679995613712,1175602067202257,-0.007425,0.0067375,0.0048125
1679995613714,1175602069704411,-0.01045,0.0017875,0.005775
1679995613717,1175602072206334,-0.012375,-2.75E-4,0.0048125
1679995613722,1175602074708488,-0.012375,-2.75E-4,0.0037125
1679995613723,1175602077210546,-0.0144375,-2.75E-4,0.0048125
1679995613724,1175602079712776,-0.012375,-0.0022,0.0048125
1679995613728,1175602082214853,-0.0144375,-0.0033,0.00275
1679995613730,1175602084717007,-0.0163625,-0.0022,0.0017875
1679995613732,1175602087218930,-0.02035,-0.0022,6.875E-4
1679995613734,1175602089721007,-0.0224125,-0.0042625,6.875E-4
1679995613739,1175602092223161,-0.0193875,-0.0092124995,0.00275
1679995613739,1175602094725392,-0.02145,-0.0103124995,6.875E-4
1679995613743,1175602097227469,-0.02145,-0.0103124995,-0.0012375
1679995613745,1175602099729392,-0.02145,-0.0132,6.875E-4
1679995613747,1175602102231546,-0.02145,-0.0171875,-0.0012375
1679995613750,1175602104733623,-0.02035,-0.0242,-2.75E-4
1679995613752,1175602107235776,-0.02035,-0.0253,-2.75E-4
1679995613756,1175602109737690,-0.02145,-0.022275,-0.0012375
1679995613757,1175602112240074,-0.0224125,-0.0253,-0.0022
1679995613760,1175602114741997,-0.023375,-0.027224999,-0.0033
1679995613762,1175602117244074,-0.0193875,-0.0253,-0.0022
1679995613764,1175602119746219,-0.0144375,-0.0242,-0.0042625
1679995613767,1175602122248373,-0.0133375,-0.027224999,-0.0061875
1679995613773,1175602124750296,-0.012375,-0.0253,-0.0061875
1679995613773,1175602127252450,-0.0133375,-0.0213125,-0.0042625
1679995613774,1175602129754575,-0.012375,-0.022275,-0.005225
1679995613777,1175602132256652,-0.01045,-0.022275,-0.0042625
1679995613781,1175602134758805,-0.0114124995,-0.0202125,-0.0072875
1679995613783,1175602137260729,-0.012375,-0.0171875,-0.0061875
1679995613785,1175602139762896,-0.0144375,-0.016224999,-0.0072875
1679995613789,1175602142264973,-0.0144375,-0.015262499,-0.0072875
1679995613790,1175602144767204,-0.0154,-0.0122375,-0.005225
1679995613792,1175602147269281,-0.0193875,-0.0092124995,-0.0042625
1679995613794,1175602149771411,-0.017324999,-0.00825,-0.0061875
1679995613797,1175602152273334,-0.0163625,-0.0042625,-0.00825
1679995613799,1175602154775488,-0.018424999,-0.0012375,-0.005225
1679995613801,1175602157277565,-0.0193875,-2.75E-4,-0.0033
1679995613806,1175602159779719,-0.02035,0.0048125,-0.0033
1679995613807,1175602162281853,-0.02035,0.0067375,-0.005225
1679995613810,1175602164783777,-0.018424999,0.010725,-0.0042625
1679995613812,1175602167285853,-0.0193875,0.0127875,-0.0012375
1679995613814,1175602169788007,-0.02035,0.01375,0.0017875
1679995613820,1175602172290175,-0.018424999,0.014712499,-2.75E-4
1679995613821,1175602174792329,-0.012375,0.01375,6.875E-4
1679995613827,1175602177294252,-0.0154,0.0127875,0.0037125
1679995613828,1175602179796406,-0.012375,0.0127875,0.0037125
1679995613828,1175602182298483,-0.0114124995,0.0127875,0.0017875
1679995613829,1175602184800406,-0.0133375,0.0127875,0.0037125
1679995613832,1175602187302560,-0.0083875,0.01375,0.00275
1679995613834,1175602189804714,-0.01045,0.0116875,0.0048125
1679995613839,1175602192306868,-0.00935,0.005775,0.0037125
1679995613839,1175602194808930,-0.00935,0.00275,0.0017875
1679995613842,1175602197311084,-0.01045,0.00275,0.0017875
