system_ts_ms, sensor_ts_ns, graX, graY, graZ
1679995613474,1175601829503194,2.284,3.049,9.036
1679995613476,1175601832005348,2.284,3.048,9.036
1679995613480,1175601834507416,2.284,3.048,9.036
1679995613482,1175601837009570,2.284,3.048,9.036
1679995613484,1175601839511724,2.285,3.048,9.036
1679995613494,1175601842013647,2.283,3.049,9.036
1679995613494,1175601844515724,2.283,3.049,9.036
1679995613494,1175601847017873,2.283,3.048,9.036
1679995613494,1175601849520027,2.284,3.048,9.036
1679995613496,1175601852022180,2.284,3.047,9.036
1679995613499,1175601854524104,2.284,3.047,9.036
1679995613501,1175601857026262,2.284,3.047,9.036
1679995613505,1175601859528416,2.286,3.049,9.035
1679995613506,1175601862030493,2.286,3.049,9.035
1679995613509,1175601864532416,2.286,3.049,9.035
1679995613512,1175601867034569,2.286,3.049,9.035
1679995613514,1175601869536723,2.286,3.048,9.035
1679995613518,1175601872038877,2.286,3.048,9.035
1679995613521,1175601874540954,2.287,3.048,9.035
1679995613523,1175601877043113,2.29,3.048,9.035
1679995613524,1175601879545036,2.29,3.048,9.034
1679995613526,1175601882047189,2.29,3.048,9.034
1679995613529,1175601884549343,2.291,3.047,9.035
1679995613531,1175601887051497,2.291,3.047,9.035
1679995613534,1175601889553593,2.291,3.047,9.035
1679995613538,1175601892055516,2.291,3.047,9.035
1679995613539,1175601894557670,2.294,3.047,9.034
1679995613541,1175601897059747,2.294,3.047,9.034
1679995613544,1175601899561935,2.294,3.047,9.034
1679995613546,1175601902064089,2.294,3.047,9.034
1679995613549,1175601904566243,2.293,3.047,9.034
1679995613552,1175601907068166,2.293,3.047,9.034
1679995613556,1175601909570333,2.293,3.047,9.034
1679995613557,1175601912072410,2.289,3.045,9.036
1679995613560,1175601914574564,2.288,3.045,9.036
1679995613562,1175601917076487,2.288,3.045,9.036
1679995613565,1175601919578872,2.287,3.045,9.036
1679995613567,1175601922080800,2.286,3.045,9.037
1679995613573,1175601924582877,2.285,3.045,9.037
1679995613573,1175601927085031,2.284,3.044,9.037
1679995613575,1175601929587185,2.283,3.041,9.039
1679995613577,1175601932089108,2.282,3.041,9.039
1679995613580,1175601934591262,2.281,3.04,9.039
1679995613582,1175601937093339,2.28,3.04,9.04
1679995613584,1175601939595492,2.279,3.04,9.04
1679995613590,1175601942097661,2.279,3.04,9.04
1679995613590,1175601944599584,2.278,3.04,9.04
1679995613593,1175601947101738,2.275,3.039,9.041
1679995613595,1175601949603892,2.274,3.038,9.042
1679995613597,1175601952105983,2.273,3.038,9.042
1679995613600,1175601954607906,2.273,3.038,9.042
1679995613602,1175601957110060,2.273,3.038,9.042
1679995613607,1175601959612214,2.273,3.038,9.042
1679995613608,1175601962114397,2.272,3.037,9.043
1679995613610,1175601964616474,2.268,3.037,9.044
1679995613612,1175601967118627,2.268,3.036,9.044
1679995613615,1175601969620550,2.268,3.036,9.044
1679995613617,1175601972122689,2.268,3.036,9.044
1679995613623,1175601974624766,2.268,3.036,9.044
1679995613623,1175601977126920,2.268,3.036,9.044
1679995613624,1175601979629074,2.268,3.035,9.044
1679995613628,1175601982131224,2.264,3.035,9.045
1679995613631,1175601984633147,2.264,3.035,9.045
1679995613635,1175601987135301,2.264,3.035,9.045
1679995613636,1175601989637378,2.264,3.035,9.045
1679995613640,1175601992139532,2.265,3.035,9.045
1679995613641,1175601994641689,2.266,3.035,9.045
1679995613642,1175601997143843,2.266,3.035,9.045
1679995613645,1175601999645766,2.269,3.036,9.044
1679995613647,1175602002147920,2.27,3.037,9.043
1679995613650,1175602004649993,2.271,3.037,9.043
1679995613652,1175602007151916,2.271,3.037,9.043
1679995613656,1175602009654070,2.271,3.037,9.043
1679995613656,1175602012156224,2.272,3.037,9.043
1679995613659,1175602014658392,2.273,3.037,9.043
1679995613661,1175602017160469,2.273,3.036,9.043
1679995613664,1175602019662623,2.273,3.036,9.043
1679995613668,1175602022164546,2.273,3.036,9.043
1679995613674,1175602024666632,2.274,3.036,9.043
1679995613675,1175602027168785,2.274,3.036,9.043
1679995613675,1175602029671016,2.274,3.036,9.043
1679995613678,1175602032173093,2.274,3.036,9.043
1679995613680,1175602034675026,2.276,3.035,9.042
1679995613682,1175602037177180,2.276,3.035,9.042
1679995613684,1175602039679334,2.276,3.035,9.042
1679995613692,1175602042181411,2.275,3.035,9.043
1679995613692,1175602044683551,2.275,3.035,9.043
1679995613693,1175602047185704,2.275,3.035,9.043
1679995613694,1175602049687628,2.275,3.035,9.043
1679995613698,1175602052189705,2.274,3.032,9.044
1679995613699,1175602054691858,2.274,3.032,9.044
1679995613702,1175602057193978,2.274,3.032,9.044
1679995613706,1175602059695901,2.274,3.032,9.044
1679995613707,1175602062198055,2.274,3.032,9.044
1679995613710,1175602064700209,2.273,3.032,9.044
1679995613712,1175602067202257,2.273,3.031,9.044
1679995613714,1175602069704411,2.271,3.031,9.045
1679995613717,1175602072206334,2.271,3.03,9.045
1679995613723,1175602074708488,2.271,3.03,9.045
1679995613723,1175602077210546,2.271,3.03,9.045
1679995613725,1175602079712776,2.272,3.03,9.045
1679995613728,1175602082214853,2.272,3.03,9.045
1679995613730,1175602084717007,2.272,3.029,9.045
1679995613732,1175602087218930,2.269,3.03,9.046
1679995613734,1175602089721007,2.269,3.029,9.046
1679995613739,1175602092223161,2.269,3.029,9.046
1679995613740,1175602094725392,2.269,3.029,9.046
1679995613743,1175602097227469,2.269,3.028,9.046
1679995613745,1175602099729392,2.27,3.028,9.046
1679995613747,1175602102231546,2.27,3.027,9.046
1679995613750,1175602104733623,2.269,3.028,9.046
1679995613752,1175602107235776,2.27,3.028,9.046
1679995613756,1175602109737690,2.27,3.028,9.046
1679995613757,1175602112240074,2.271,3.027,9.046
1679995613760,1175602114741997,2.272,3.027,9.046
1679995613762,1175602117244074,2.272,3.026,9.046
1679995613764,1175602119746219,2.273,3.026,9.046
1679995613768,1175602122248373,2.27,3.027,9.046
1679995613773,1175602124750296,2.27,3.027,9.046
1679995613773,1175602127252450,2.271,3.027,9.046
1679995613775,1175602129754575,2.271,3.027,9.046
1679995613777,1175602132256652,2.272,3.027,9.046
1679995613781,1175602134758805,2.272,3.027,9.046
1679995613783,1175602137260729,2.273,3.027,9.046
1679995613785,1175602139762896,2.273,3.028,9.046
1679995613789,1175602142264973,2.273,3.028,9.046
1679995613790,1175602144767204,2.273,3.028,9.046
1679995613792,1175602147269281,2.273,3.027,9.046
1679995613795,1175602149771411,2.274,3.027,9.046
1679995613797,1175602152273334,2.274,3.027,9.046
1679995613800,1175602154775488,2.274,3.027,9.046
1679995613802,1175602157277565,2.272,3.028,9.046
1679995613806,1175602159779719,2.272,3.028,9.046
1679995613807,1175602162281853,2.271,3.027,9.046
1679995613810,1175602164783777,2.271,3.027,9.046
1679995613812,1175602167285853,2.271,3.027,9.046
1679995613814,1175602169788007,2.271,3.026,9.047
1679995613820,1175602172290175,2.27,3.026,9.047
1679995613821,1175602174792329,2.27,3.026,9.047
1679995613827,1175602177294252,2.27,3.026,9.047
1679995613828,1175602179796406,2.27,3.025,9.047
1679995613829,1175602182298483,2.269,3.025,9.047
1679995613830,1175602184800406,2.269,3.025,9.047
1679995613832,1175602187302560,2.269,3.025,9.048
1679995613834,1175602189804714,2.269,3.025,9.048
1679995613839,1175602192306868,2.27,3.023,9.048
1679995613840,1175602194808930,2.27,3.023,9.048
1679995613842,1175602197311084,2.27,3.022,9.048
1679995613846,1175602199813007,2.27,3.022,9.048
1679995613847,1175602202315161,2.27,3.022,9.048
1679995613850,1175602204817286,2.27,3.022,9.048
1679995613852,1175602207319440,2.27,3.022,9.048
1679995613857,1175602209821517,2.268,3.021,9.049
1679995613858,1175602212323671,2.268,3.021,9.049
1679995613861,1175602214825604,2.268,3.021,9.049
1679995613862,1175602217327681,2.268,3.02,9.049
1679995613865,1175602219829835,2.268,3.02,9.049
1679995613867,1175602222332065,2.268,3.02,9.049
1679995613870,1175602224834142,2.268,3.019,9.05
1679995613872,1175602227336093,2.266,3.021,9.05
1679995613875,1175602229838247,2.266,3.021,9.05
1679995613878,1175602232340324,2.266,3.02,9.05
1679995613880,1175602234842478,2.266,3.02,9.05
1679995613883,1175602237344632,2.266,3.02,9.05
1679995613886,1175602239846786,2.267,3.02,9.05
1679995613888,1175602242348709,2.267,3.019,9.05
1679995613890,1175602244850863,2.268,3.023,9.048
1679995613893,1175602247352930,2.268,3.023,9.048
1679995613895,1175602249855083,2.269,3.023,9.048
1679995613897,1175602252357007,2.269,3.023,9.048
1679995613900,1175602254859160,2.27,3.023,9.048
1679995613902,1175602257361314,2.27,3.023,9.048
1679995613905,1175602259863448,2.271,3.023,9.048
1679995613908,1175602262365525,2.273,3.022,9.048
1679995613911,1175602264867448,2.273,3.022,9.047
1679995613912,1175602267369602,2.274,3.022,9.047
1679995613915,1175602269871660,2.274,3.022,9.047
1679995613918,1175602272373814,2.274,3.022,9.047
1679995613921,1175602274875968,2.274,3.022,9.047
1679995613923,1175602277378121,2.275,3.021,9.047
