system_ts_ms, sensor_ts_ns, accX, accY, accZ
1679995613474,1175601829503194,2.2350001,3.18105,9.189
1679995613476,1175601832005348,2.2470002,3.141,9.30405
1679995613480,1175601834507416,2.36595,3.21495,9.26805
1679995613482,1175601837009570,2.22,3.1309502,9.333
1679995613484,1175601839511724,2.24895,3.0619502,9.23505
1679995613494,1175601842013647,2.2780502,3.17895,9.27795
1679995613494,1175601844515724,2.36205,3.141,9.14595
1679995613494,1175601847017873,2.32605,3.0900002,9.25905
1679995613494,1175601849520027,2.4070501,3.1930501,9.3810005
1679995613496,1175601852022180,2.3809502,3.2269502,9.217951
1679995613499,1175601854524104,2.43105,3.2320502,9.232051
1679995613501,1175601857026262,2.4190502,3.1669502,9.184951
1679995613505,1175601859528416,2.4019501,3.2340002,9.285001
1679995613506,1175601862030493,2.436,3.2080503,9.264001
1679995613509,1175601864532416,2.4070501,3.2050502,9.216001
1679995613511,1175601867034569,2.388,3.1260002,9.288
1679995613513,1175601869536723,2.33505,3.2080503,9.187051
1679995613517,1175601872038877,2.46495,3.1690502,9.33495
1679995613521,1175601874540954,2.4120002,3.07095,9.35505
1679995613523,1175601877043113,2.42895,3.1360502,9.204
1679995613524,1175601879545036,2.4,3.1309502,9.232051
1679995613526,1175601882047189,2.457,3.0979502,9.28995
1679995613529,1175601884549343,2.5099502,3.0949502,9.09795
1679995613531,1175601887051497,2.4430501,3.0589502,9.237
1679995613533,1175601889553593,2.3760002,3.1339502,9.220051
1679995613538,1175601892055516,2.35395,3.045,9.313951
1679995613539,1175601894557670,2.4720001,3.14805,9.24405
1679995613541,1175601897059747,2.4840002,3.1290002,9.27795
1679995613543,1175601899561935,2.3860502,3.0550501,9.213
1679995613546,1175601902064089,2.29005,3.0979502,9.309
1679995613549,1175601904566243,2.29905,3.1600502,9.22305
1679995613551,1175601907068166,2.35695,3.0570002,9.321
1679995613556,1175601909570333,2.32605,3.07605,9.26595
1679995613557,1175601912072410,2.259,3.05205,9.213
1679995613559,1175601914574564,2.32605,3.14295,9.10305
1679995613562,1175601917076487,2.33295,3.08295,9.193951
1679995613564,1175601919578872,2.2470002,3.1240501,9.249001
1679995613566,1175601922080800,2.28495,3.17895,9.189
1679995613572,1175601924582877,2.328,3.1290002,9.217951
1679995613573,1175601927085031,2.3110502,3.1360502,9.156
1679995613574,1175601929587185,2.32605,3.0499501,9.34305
1679995613576,1175601932089108,2.32605,3.0949502,9.205951
1679995613579,1175601934591262,2.3500502,3.1000502,9.316051
1679995613581,1175601937093339,2.283,3.1219501,9.349951
1679995613584,1175601939595492,2.2369502,3.0900002,9.36705
1679995613589,1175601942097646,2.29695,3.05205,9.35505
1679995613590,1175601944599584,2.3860502,3.04005,9.325951
1679995613593,1175601947101738,2.26305,3.1189501,9.34305
1679995613594,1175601949603892,2.25195,3.0859501,9.357
1679995613596,1175601952105969,2.187,3.0640502,9.361951
1679995613599,1175601954607906,2.2080002,3.08295,9.37395
1679995613601,1175601957110060,2.1700501,3.114,9.346951
1679995613607,1175601959612214,2.26095,3.04005,9.228001
1679995613607,1175601962114368,2.187,3.0949502,9.283051
1679995613609,1175601964616474,2.2110002,3.0949502,9.264001
1679995613612,1175601967118627,2.196,3.1579502,9.232051
1679995613614,1175601969620550,2.223,3.17895,9.160951
1679995613616,1175601972122704,2.2420502,3.1720502,9.216001
1679995613622,1175601974624766,2.25195,3.0229502,9.25905
1679995613623,1175601977126920,2.2800002,3.0280502,9.1369505
1679995613624,1175601979629074,2.19405,3.1309502,9.313951
1679995613626,1175601982131228,2.1990001,3.114,9.307051
