system_ts_ms, sensor_ts_ns, accX, accY, accZ
1680000854761,1180843106326920,0.64095,9.604951,1.79805
1680000854761,1180843108828997,0.72705,9.739051,1.7860501
1680000854761,1180843111331214,0.69105005,9.636001,1.8510001
1680000854762,1180843113833291,0.74100006,9.67395,1.88205
1680000854762,1180843116335445,0.83505005,9.580951,1.9969501
1680000854765,1180843118837368,0.77205,9.62895,2.1340501
1680000854778,1180843121339450,0.94395006,9.5119505,2.26095
1680000854779,1180843123841604,0.9580501,9.49995,2.3370001
1680000854779,1180843126343527,0.94095004,9.46395,2.328
1680000854779,1180843128845680,0.96300006,9.403951,2.4190502
1680000854780,1180843131347799,0.9889501,9.555,2.5140002
1680000854780,1180843133849876,0.94095004,9.504001,2.3490002
1680000854781,1180843136351799,1.0009501,9.526051,2.35905
1680000854792,1180843138853876,1.056,9.61005,2.421
1680000854792,1180843141356030,1.1020501,9.538051,2.3440502
1680000854792,1180843143858170,1.0680001,9.58605,2.42595
1680000854793,1180843146360093,0.93900007,9.5140505,2.3760002
1680000854793,1180843148862247,0.99195004,9.49995,2.352
1680000854800,1180843151364324,0.897,9.559051,2.2800002
1680000854800,1180843153866468,0.90405005,9.6,2.256
1680000854801,1180843156368391,0.99705005,9.574051,2.352
1680000854804,1180843158870468,0.97695005,9.567,2.18205
1680000854808,1180843161372698,0.94605005,9.562051,2.229
1680000854810,1180843163874785,0.90195006,9.604951,2.1720002
1680000854812,1180843166376708,0.86100006,9.613951,2.1409502
1680000854818,1180843168878862,0.70995003,9.576,2.124
1680000854819,1180843171380939,0.60495,9.580951,2.1739502
1680000854819,1180843173883112,0.63105005,9.540001,2.0670002
1680000854821,1180843176384958,0.59805006,9.588,2.09805
1680000854823,1180843178887189,0.55695003,9.613951,2.1649501
1680000854826,1180843181389266,0.50895,9.550051,2.1409502
1680000854828,1180843183891420,0.41595003,9.47295,2.1409502
1680000854835,1180843186393328,0.411,9.471001,2.1460502
1680000854836,1180843188895405,0.34605002,9.588,2.09505
1680000854836,1180843191397559,0.41805002,9.53295,2.1720002
1680000854838,1180843193899713,0.40395,9.460951,2.15805
1680000854841,1180843196401670,0.47100002,9.46605,2.22705
1680000854845,1180843198903747,0.46800002,9.483001,2.2770002
1680000854849,1180843201405900,0.54495,9.49695,2.421
1680000854850,1180843203908054,0.39195,9.432,2.3059502
1680000854851,1180843206410011,0.44700003,9.50205,2.3710501
1680000854853,1180843208912165,0.57405,9.5119505,2.3419502
1680000854857,1180843211414242,0.58995,9.519,2.421
1680000854859,1180843213916165,0.56895,9.576,2.256
1680000854861,1180843216418319,0.67695004,9.591001,2.35395
1680000854868,1180843218920372,0.61695004,9.625951,2.22705
1680000854869,1180843221422603,0.65295005,9.64995,2.2680001
1680000854870,1180843223924449,0.67200005,9.696,2.22
1680000854871,1180843226426603,0.73395,9.69795,2.19105
1680000854873,1180843228928776,0.77205,9.63405,2.1019502
1680000854876,1180843231430853,0.82995003,9.58605,2.232
1680000854879,1180843233932776,0.82995003,9.6,2.2840502
1680000854885,1180843236434853,0.90195006,9.555,2.046
1680000854885,1180843238937092,0.93705004,9.567,2.1720002
1680000854887,1180843241439169,0.83505005,9.69795,2.1049502
1680000854889,1180843243941092,0.86100006,9.53295,1.9900501
1680000854891,1180843246443246,0.813,9.436951,2.15805
1680000854893,1180843248945323,0.73395,9.403951,2.29395
1680000854901,1180843251447237,0.81105006,9.47295,2.19105
1680000854901,1180843253949622,0.70500004,9.415951,2.18895
1680000854902,1180843256451545,0.657,9.5119505,2.1340501
1680000854904,1180843258953699,0.66705,9.40095,2.2680001
1680000854907,1180843261455761,0.60195005,9.36795,2.08605
1680000854908,1180843263957684,0.66195005,9.45405,2.079
1680000854911,1180843266459838,0.61005,9.460951,2.124
1680000854917,1180843268961915,0.58995,9.40905,2.184
1680000854917,1180843271464073,0.62595004,9.47295,2.26095
1680000854920,1180843273966227,0.61695004,9.4800005,2.328
1680000854923,1180843276468150,0.52095,9.430051,2.3080502
1680000854925,1180843278970227,0.588,9.483001,2.3800502
1680000854927,1180843281472164,0.648,9.528001,2.457
1680000854933,1180843283974318,0.768,9.580951,2.421
1680000854934,1180843286476395,0.74100006,9.567,2.5410001
1680000854935,1180843288978626,0.81795,9.504001,2.5480502
1680000854937,1180843291480708,0.91995007,9.519,2.5120502
1680000854939,1180843293982631,0.94605005,9.567,2.56695
1680000854941,1180843296484785,1.00605,9.65295,2.49495
1680000854943,1180843298986862,1.0849501,9.67905,2.42295
1680000854949,1180843301488785,1.0200001,9.65295,2.421
1680000854949,1180843303991184,0.93705004,9.595051,2.3730001
1680000854951,1180843306493107,0.9990001,9.739051,2.24895
1680000854955,1180843308995261,1.023,9.69795,2.2680001
1680000854958,1180843311497338,0.94095004,9.729,2.2770002
1680000854959,1180843313999261,0.94905007,9.76305,2.229
1680000854964,1180843316501415,0.93900007,9.700951,2.26305
1680000854965,1180843319003492,0.72900003,9.63105,2.2750502
1680000854973,1180843321505646,0.72705,9.66495,2.24895
1680000854974,1180843324007569,0.669,9.538051,2.09295
1680000854974,1180843326509737,0.588,9.672001,2.289
1680000854975,1180843329011814,0.49905002,9.78495,2.25795
1680000854977,1180843331513737,0.47295,9.703051,2.29395
1680000854982,1180843334015891,0.41295,9.66495,2.2099502
1680000854983,1180843336517968,0.40095,9.6,2.16
1680000854984,1180843339020093,0.40605003,9.603001,2.1700501
1680000854986,1180843341522246,0.363,9.64305,2.256
1680000854988,1180843344024169,0.36495003,9.63105,2.2459502
1680000854991,1180843346526323,0.39900002,9.555,2.2099502
1680000854995,1180843349028376,0.38205,9.700951,2.22195
1680000854999,1180843351530299,0.42000002,9.68595,2.15295
1680000855000,1180843354032684,0.55695003,9.61905,2.11395
1680000855001,1180843356534593,0.54495,9.49695,2.1360002
1680000855004,1180843359036670,0.492,9.580951,2.112
1680000855007,1180843361538824,0.55005,9.568951,2.12595
1680000855008,1180843364040747,0.59295005,9.49695,2.01405
1680000855011,1180843366542824,0.49905002,9.435,2.1720002
1680000855018,1180843369044973,0.62100005,9.492001,2.05905
1680000855019,1180843371547127,0.55200005,9.456,2.1769502
1680000855020,1180843374049050,0.56895,9.424951,2.3470502
1680000855021,1180843376551203,0.60195005,9.538051,2.4550502
1680000855023,1180843379053270,0.633,9.46395,2.2750502
1680000855026,1180843381555194,0.62595004,9.427951,2.2369502
