system_ts_ms, sensor_ts_ns, gyrX, gyrY, gyrZ
1680000854761,1180843106326920,-0.14355,-0.3185875,0.037125
1680000854761,1180843108828997,-0.146575,-0.312675,0.0462
1680000854762,1180843111331214,-0.1496,-0.3026375,0.054175
1680000854762,1180843113833291,-0.147675,-0.2916375,0.0551375
1680000854762,1180843116335445,-0.1516625,-0.2756875,0.0572
1680000854765,1180843118837368,-0.157575,-0.2567125,0.0611875
1680000854779,1180843121339450,-0.1535875,-0.229625,0.06215
1680000854779,1180843123841604,-0.1516625,-0.2006125,0.0600875
1680000854779,1180843126343527,-0.1516625,-0.1687125,0.0600875
1680000854779,1180843128845680,-0.1505625,-0.1315875,0.0532125
1680000854780,1180843131347799,-0.141625,-0.0946,0.0451
1680000854780,1180843133849876,-0.13859999,-0.0526625,0.04015
1680000854781,1180843136351799,-0.13859999,-0.0215875,0.0341
1680000854792,1180843138853876,-0.13365,0.0133375,0.026124999
1680000854792,1180843141356030,-0.1315875,0.0484,0.0231
1680000854792,1180843143858170,-0.1276,0.0704,0.0191125
1680000854793,1180843146360093,-0.1236125,0.0903375,0.014162499
1680000854793,1180843148862247,-0.12155,0.1062875,0.0121
1680000854800,1180843151364324,-0.1236125,0.1203125,0.014162499
1680000854800,1180843153866468,-0.125675,0.127325,0.0191125
1680000854801,1180843156368391,-0.1236125,0.1353,0.0160875
1680000854804,1180843158870468,-0.1276,0.1403875,0.0132
1680000854808,1180843161372698,-0.124575,0.1434125,0.0121
1680000854810,1180843163874785,-0.125675,0.144375,0.0092124995
1680000854812,1180843166376708,-0.1285625,0.144375,0.0050875
1680000854818,1180843168878862,-0.1236125,0.1434125,0.0050875
1680000854819,1180843171380939,-0.12265,0.1324125,0.0050875
1680000854819,1180843173883112,-0.12155,0.122375,0.004125
1680000854821,1180843176384958,-0.12155,0.10835,0.0050875
1680000854824,1180843178887189,-0.119625,0.0963875,0.00715
1680000854827,1180843181389266,-0.12155,0.08635,0.010175
1680000854828,1180843183891420,-0.119625,0.072325,0.0121
1680000854835,1180843186393328,-0.1175625,0.0664125,0.015125
