system_ts_ms, sensor_ts_ns, accX, accY, accZ
1679998249018,1178237366692856,6.8380504,6.012,4.533
1679998249019,1178237369194779,6.8760004,6.0199504,4.45905
1679998249019,1178237371696932,6.94605,6.0340505,4.37505
1679998249019,1178237374199101,6.9700503,6.1369505,4.3780503
1679998249032,1178237376701178,7.0030503,6.20205,4.27995
1679998249032,1178237379203332,7.0540504,6.29505,4.155
1679998249032,1178237381705486,6.9940505,6.23295,4.26
1679998249033,1178237384207423,6.9739504,6.3360004,4.19805
1679998249033,1178237386709577,7.0609503,6.3450003,4.0279503
1679998249034,1178237389211654,7.077,6.4360504,4.22205
1679998249037,1178237391713885,7.0800004,6.3289504,4.19805
1679998249041,1178237394216038,7.1299505,6.4080005,4.155
1679998249042,1178237396718110,7.1730003,6.4240503,4.11
1679998249043,1178237399220033,7.2330003,6.4339504,4.3390503
1679998249046,1178237401722187,7.2430506,6.4170003,4.1839504
1679998249049,1178237404224264,7.2690005,6.393,4.25805
1679998249051,1178237406726418,7.2019506,6.3690004,4.27005
1679998249053,1178237409228668,7.1920505,6.2689505,4.3560004
1679998249057,1178237411730745,7.2259502,6.372,4.26
1679998249059,1178237414232899,7.2379503,6.321,4.26795
1679998249062,1178237416734822,7.221,6.2710505,4.275
1679998249064,1178237419236976,7.2760506,6.35505,4.2769504
1679998249067,1178237421739129,7.2690005,6.2689505,4.1839504
1679998249070,1178237424241283,7.1680503,6.1849504,4.086
1679998249074,1178237426743360,7.2019506,6.216,4.203
1679998249074,1178237429245519,7.1130004,6.30495,4.11705
1679998249076,1178237431747673,7.1920505,6.1420503,4.19805
1679998249078,1178237434249596,7.1779504,6.168,4.2049503
1679998249081,1178237436751750,7.1659503,6.1459503,4.2460504
1679998249083,1178237439253817,7.1920505,6.1870503,4.155
1679998249086,1178237441756048,7.2619505,6.19005,4.27005
1679998249092,1178237444258124,7.1850004,6.0870004,4.143
1679998249092,1178237446760278,7.1350503,6.0199504,4.07595
1679998249094,1178237449262403,7.3099504,6.0270004,4.05705
1679998249097,1178237451764326,7.2400503,5.9209504,4.07595
1679998249099,1178237454266403,7.21605,5.9329505,3.9799502
1679998249102,1178237456768557,7.3500004,5.859,4.0140004
1679998249108,1178237459270788,7.3339505,5.85405,4.0219502
1679998249108,1178237461772865,7.42005,5.7990003,3.9900002
1679998249109,1178237464274788,7.3890004,5.78205,4.04505
1679998249112,1178237466776942,7.52505,5.802,4.1620502
1679998249114,1178237469279096,7.5610504,5.8110003,4.32495
1679998249118,1178237471781163,7.6069503,5.8710003,4.51695
1679998249120,1178237474283394,7.5799503,5.8450503,4.5550504
1679998249124,1178237476785471,7.7239504,5.84205,4.4110503
1679998249125,1178237479287625,7.6519504,5.9599504,4.3440003
1679998249127,1178237481789509,7.7310004,5.9670005,4.335
1679998249129,1178237484291663,7.5130506,6.0670505,4.36305
1679998249132,1178237486793817,7.3429503,6.1699505,4.2319503
1679998249133,1178237489295894,7.248,6.28095,4.2340503
1679998249136,1178237491798125,7.03695,6.3019505,3.9799502
1679998249143,1178237494300230,6.8280005,6.321,4.0069504
1679998249143,1178237496802384,6.8809505,6.4099503,3.7410002
1679998249145,1178237499304307,6.747,6.5509505,3.7600503
1679998249147,1178237501806442,6.6439505,6.4429502,3.7740002
1679998249150,1178237504308519,6.67005,6.4960504,3.7099502
1679998249152,1178237506810673,6.5940003,6.4549503,3.762
1679998249153,1178237509312827,6.5940003,6.42705,3.7450502
1679998249159,1178237511814981,6.6180005,6.4219503,3.762
1679998249159,1178237514317150,6.6390004,6.3810005,3.79605
1679998249161,1178237516819073,6.6730504,6.42705,3.726
1679998249164,1178237519321150,6.6769505,6.40005,3.8149502
1679998249166,1178237521823303,6.7780504,6.3450003,3.8080502
1679998249168,1178237524325534,6.8260503,6.261,3.7770002
1679998249174,1178237526827683,6.9289503,6.1969504,3.73095
1679998249174,1178237529329760,6.9910502,6.261,3.8200502
1679998249176,1178237531831683,7.0800004,6.3499503,3.8220003
1679998249180,1178237534333833,7.25895,6.2419505,3.6400502
1679998249184,1178237536835987,7.2829504,6.16305,3.762
1679998249185,1178237539338064,7.3069506,6.1369505,3.6499503
1679998249187,1178237541840294,7.34595,6.20205,3.5779502
1679998249193,1178237544342356,7.4100003,6.20205,3.6780002
1679998249194,1178237546844510,7.3960505,6.168,3.6330001
1679998249195,1178237549346433,7.4220004,6.1579504,3.6880503
1679998249197,1178237551848587,7.4370003,6.2040005,3.6829503
1679998249200,1178237554350664,7.42995,6.1390505,3.6760502
1679998249202,1178237556852885,7.41795,6.168,3.7789502
1679998249204,1178237559354962,7.4340005,6.144,3.7189503
1679998249209,1178237561857116,7.34805,6.1200004,3.8100002
1679998249210,1178237564359270,7.3650002,6.1699505,3.7690501
1679998249211,1178237566861213,7.3309503,6.16095,3.8220003
1679998249215,1178237569363366,7.3000503,6.2380505,3.9130502
1679998249218,1178237571865443,7.3770003,6.1540504,3.9709501
