system_ts_ms, sensor_ts_ns, linX, linY, linZ
1679998249019,1178237366692856,0.234,0.15,0.246
1679998249019,1178237369194779,0.257,0.151,0.184
1679998249019,1178237371696932,0.32,0.178,0.11
1679998249019,1178237374199101,0.343,0.274,0.116
1679998249032,1178237376701178,0.379,0.342,0.028
1679998249032,1178237379203332,0.413,0.433,-0.076
1679998249033,1178237381705486,0.353,0.364,0.027
1679998249033,1178237384207423,0.335,0.473,-0.019
1679998249033,1178237386709577,0.412,0.472,-0.189
1679998249035,1178237389211654,0.421,0.568,0.009
1679998249037,1178237391713885,0.417,0.458,0.003
1679998249042,1178237394216038,0.467,0.539,-0.029
1679998249042,1178237396718110,0.501,0.547,-0.065
1679998249044,1178237399220033,0.564,0.56,0.175
1679998249047,1178237401722187,0.56,0.546,0.033
1679998249049,1178237404224264,0.583,0.518,0.109
1679998249052,1178237406726437,0.51,0.49,0.131
1679998249054,1178237409228668,0.506,0.393,0.221
1679998249058,1178237411730745,0.529,0.488,0.133
1679998249060,1178237414232899,0.537,0.445,0.16
1679998249064,1178237416734822,0.519,0.388,0.169
1679998249065,1178237419236976,0.57,0.468,0.191
1679998249068,1178237421739129,0.553,0.385,0.104
1679998249070,1178237424241283,0.454,0.301,0.004
1679998249074,1178237426743365,0.478,0.326,0.136
1679998249074,1178237429245519,0.393,0.405,0.063
1679998249077,1178237431747673,0.468,0.242,0.156
1679998249079,1178237434249596,0.45,0.267,0.165
1679998249082,1178237436751750,0.434,0.25,0.215
1679998249085,1178237439253817,0.458,0.288,0.143
1679998249087,1178237441756048,0.523,0.285,0.262
1679998249092,1178237444258124,0.439,0.172,0.149
1679998249093,1178237446760278,0.381,0.101,0.091
1679998249094,1178237449262403,0.548,0.117,0.077
1679998249098,1178237451764326,0.477,0.004,0.115
1679998249099,1178237454266403,0.447,0.014,0.03
1679998249103,1178237456768557,0.58,-0.057,0.068
1679998249108,1178237459270788,0.564,-0.074,0.092
1679998249109,1178237461772865,0.643,-0.133,0.062
1679998249110,1178237464274788,0.613,-0.15,0.127
1679998249112,1178237466776942,0.734,-0.126,0.259
1679998249116,1178237469279096,0.771,-0.115,0.433
1679998249120,1178237471781163,0.81,-0.051,0.634
1679998249120,1178237474283394,0.781,-0.083,0.686
1679998249125,1178237476785471,0.929,-0.101,0.546
1679998249126,1178237479287625,0.846,0.016,0.487
1679998249127,1178237481789509,0.927,0.024,0.497
1679998249130,1178237484291663,0.703,0.126,0.526
1679998249132,1178237486793817,0.538,0.217,0.398
1679998249134,1178237489295894,0.441,0.334,0.409
1679998249136,1178237491798154,0.222,0.343,0.175
1679998249143,1178237494300230,0.015,0.365,0.214
1679998249144,1178237496802384,0.067,0.442,-0.045
1679998249146,1178237499304307,-0.072,0.573,-0.004
1679998249148,1178237501806442,-0.174,0.461,0.023
1679998249151,1178237504308519,-0.149,0.497,-0.031
1679998249152,1178237506810673,-0.221,0.453,0.035
1679998249154,1178237509312827,-0.226,0.423,0.02
1679998249159,1178237511814981,-0.216,0.42,0.059
1679998249160,1178237514317150,-0.193,0.377,0.098
1679998249162,1178237516819073,-0.171,0.416,0.042
1679998249164,1178237519321150,-0.152,0.378,0.145
1679998249167,1178237521823303,-0.06,0.321,0.142
1679998249169,1178237524325534,-0.01,0.237,0.126
1679998249174,1178237526827683,0.08,0.168,0.082
1679998249174,1178237529329760,0.144,0.235,0.188
1679998249176,1178237531831683,0.221,0.329,0.198
