system_ts_ms, sensor_ts_ns, gyrX, gyrY, gyrZ
1679998249019,1178237366692856,0.092675,-0.3067625,0.1040875
1679998249019,1178237369194779,0.098725,-0.3117125,0.102025
1679998249019,1178237371696932,0.103675,-0.3196875,0.0961125
1679998249019,1178237374199101,0.1067,-0.323675,0.092125
1679998249032,1178237376701178,0.1067,-0.3306875,0.08305
1679998249032,1178237379203332,0.1027125,-0.346775,0.07205
1679998249033,1178237381705486,0.0977625,-0.3587375,0.064075
1679998249033,1178237384207423,0.0886875,-0.367675,0.059125
1679998249033,1178237386709577,0.081675,-0.37867498,0.053075
1679998249035,1178237389211654,0.0757625,-0.3867875,0.0441375
1679998249037,1178237391713885,0.071775,-0.39875,0.0341
1679998249041,1178237394216038,0.059675,-0.4107125,0.026124999
1679998249042,1178237396718110,0.0526625,-0.42075,0.0210375
1679998249044,1178237399220033,0.0427625,-0.4307875,0.0100375
1679998249047,1178237401722187,0.03575,-0.4437125,0.0011
1679998249049,1178237404224264,0.0306625,-0.445775,-0.007975
1679998249051,1178237406726418,0.0257125,-0.456775,-0.0218625
1679998249054,1178237409228668,0.02365,-0.46667498,-0.0339625
1679998249058,1178237411730745,0.0177375,-0.472725,-0.0449625
1679998249059,1178237414232899,0.01375,-0.4807,-0.0589875
1679998249063,1178237416734822,0.015675,-0.48675,-0.07095
1679998249064,1178237419236976,0.0187,-0.4928,-0.083875
1679998249068,1178237421739129,0.01375,-0.499675,-0.0919875
1679998249070,1178237424241283,0.014712499,-0.50875,-0.10395
1679998249074,1178237426743365,0.014712499,-0.5176875,-0.11495
1679998249074,1178237429245519,0.0097624995,-0.5237375,-0.1208625
1679998249077,1178237431747673,0.0116875,-0.527725,-0.133925
1679998249078,1178237434249596,0.014712499,-0.53267497,-0.1419
1679998249082,1178237436751750,0.014712499,-0.5407875,-0.14795
1679998249084,1178237439253817,0.0196625,-0.5467,-0.160875
1679998249086,1178237441756048,0.0257125,-0.55275,-0.16995
1679998249092,1178237444258124,0.0257125,-0.5506875,-0.1758625
1679998249092,1178237446760278,0.027775,-0.5567375,-0.183975
1679998249094,1178237449262403,0.0367125,-0.560725,-0.1868625
1679998249097,1178237451764326,0.0367125,-0.566775,-0.1909875
1679998249099,1178237454266403,0.0367125,-0.5726875,-0.193875
1679998249102,1178237456768557,0.037675,-0.5808,-0.1978625
1679998249108,1178237459270788,0.037675,-0.5897375,-0.199925
1679998249108,1178237461772865,0.0397375,-0.5946875,-0.20487499
1679998249110,1178237464274788,0.038775,-0.6056875,-0.2079
1679998249112,1178237466776942,0.0407,-0.60775,-0.2088625
1679998249115,1178237469279096,0.0446875,-0.5977125,-0.2118875
1679998249120,1178237471781163,0.0477125,-0.5797,-0.2198625
1679998249120,1178237474283394,0.0556875,-0.549725,-0.22495
