system_ts_ms, sensor_ts_ns, linX, linY, linZ
1679933945278,1113933631738942,0.19,0.247,0.209
1679933945280,1113933634241095,0.15,0.097,0.155
1679933945281,1113933636743249,0.137,0.124,0.196
1679933945284,1113933639245403,0.098,0.028,0.155
1679933945286,1113933641747788,0.099,0.096,0.156
1679933945289,1113933644249990,-0.035,0.082,0.129
1679933945291,1113933646752220,-0.046,0.068,0.128
1679933945299,1113933649254374,-0.072,0.013,0.101
1679933945299,1113933651756528,-0.084,0.108,0.115
1679933945300,1113933654258686,-0.096,0.012,0.047
1679933945303,1113933656760840,-0.109,0.121,-0.006
1679933945305,1113933659262994,0.014,0.052,0.089
1679933945306,1113933661765378,-0.038,0.106,0.131
1679933945313,1113933664267537,-0.18,0.037,0.035
1679933945314,1113933666769691,-0.151,-0.017,0.049
1679933945314,1113933669271922,-0.109,0.022,0.118
1679933945318,1113933671774076,-0.095,0.049,-0.003
1679933945320,1113933674276168,-0.189,0.076,0.051
1679933945323,1113933676778629,-0.147,0.048,-0.002
1679933945329,1113933679280552,-0.187,0.115,-0.029
1679933945329,1113933681782937,-0.114,0.061,0.079
1679933945331,1113933684285100,-0.168,0.115,-0.042
1679933945332,1113933686787330,-0.195,0.032,0.053
1679933945334,1113933689289484,-0.099,0.114,-0.028
1679933945337,1113933691791638,-0.153,0.086,0.04
1679933945342,1113933694293783,-0.03,0.058,0.108
1679933945346,1113933696795937,-0.071,0.031,-0.108
1679933945346,1113933699298091,-0.055,-0.035,0.053
1679933945347,1113933701800475,-0.082,0.004,0.026
1679933945351,1113933704302706,-0.109,0.099,0.081
1679933945352,1113933706804797,-0.109,0.044,0.108
1679933945356,1113933709306951,-0.028,0.058,0.068
1679933945358,1113933711809182,-0.041,0.003,0.164
1679933945362,1113933714311336,0.053,0.002,0.055
1679933945362,1113933716813489,0.038,0.005,0.161
1679933945364,1113933719315874,0.052,0.019,0.039
1679933945368,1113933721818028,0.119,0.018,0.162
1679933945371,1113933724320182,0.065,-0.022,0.108
1679933945372,1113933726822331,0.119,-0.009,0.108
1679933945374,1113933729324484,0.105,0.058,0.04
1679933945379,1113933731826638,0.077,0.058,0.19
1679933945381,1113933734329100,0.167,0.045,0.041
1679933945383,1113933736831013,0.152,0.003,0.151
1679933945385,1113933739333397,0.193,-0.064,0.178
1679933945387,1113933741835551,0.206,-0.01,0.26
1679933945390,1113933744337705,0.302,0.03,0.138
1679933945392,1113933746839859,0.261,0.016,0.206
1679933945398,1113933749342013,0.288,0.043,0.125
1679933945398,1113933751844244,0.2,0.045,0.164
1679933945401,1113933754346398,0.253,-0.063,0.178
1679933945404,1113933756848551,0.254,0.072,0.246
1679933945405,1113933759350662,0.294,0.059,0.192
1679933945406,1113933761853047,0.281,0.018,0.233
1679933945414,1113933764354970,0.227,0.004,0.151
1679933945415,1113933766857355,0.322,0.044,0.219
1679933945416,1113933769359585,0.155,0.047,0.19
1679933945417,1113933771861739,0.168,0.02,0.121
1679933945420,1113933774363893,0.169,0.101,0.122
1679933945422,1113933776866047,0.21,0.088,0.081
1679933945424,1113933779368201,0.143,0.047,0.108
1679933945435,1113933781870355,0.185,0.087,0.081
1679933945436,1113933784372739,0.158,0.005,0.136
1679933945437,1113933786874893,0.035,0.046,0.054
1679933945438,1113933789377047,0.063,-0.007,0.027
1679933945438,1113933791879230,0.064,0.019,0.095
1679933945440,1113933794381307,0.051,0.046,0.095
1679933945445,1113933796883460,-0.028,0.018,-0.027
1679933945446,1113933799385922,0.053,0.018,0.041
1679933945447,1113933801888076,0.027,0.1,0.027
1679933945451,1113933804390239,0.001,0.006,0.08
1679933945453,1113933806892393,-0.105,0.019,0.012
1679933945455,1113933809394546,-0.05,0.033,0.039
1679933945457,1113933811896700,-0.062,0.046,-0.069
1679933945462,1113933814398902,0.033,0.033,-0.001
1679933945462,1113933816901056,-0.06,-0.007,-0.042
1679933945464,1113933819403441,-0.141,-0.007,0.052
