system_ts_ms, sensor_ts_ns, linX, linY, linZ
1680017923100,1197911450078436,0.366,-0.027,0.074
1680017923100,1197911452580820,0.128,-0.028,0.081
1680017923100,1197911455083051,-0.028,-0.069,0.102
1680017923102,1197911457585205,-0.077,-0.002,0.343
1680017923104,1197911460087594,-0.221,-0.07,0.256
1680017923120,1197911462589824,-0.394,-0.043,0.402
1680017923120,1197911465092286,-0.69,0.134,0.495
1680017923121,1197911467594671,-0.796,0.203,0.424
1680017923121,1197911470096925,-0.849,0.135,0.368
1680017923121,1197911472599310,-0.779,0.259,0.395
1680017923121,1197911475101541,-0.683,0.193,0.422
1680017923126,1197911477603695,-0.629,0.004,0.409
1680017923127,1197911480106180,-0.63,0.047,0.451
1680017923129,1197911482608565,-0.563,0.131,0.494
1680017923131,1197911485110796,-0.498,0.066,0.674
1680017923133,1197911487613180,-0.46,0.069,0.5
1680017923135,1197911490115334,-0.45,0.072,0.722
1680017923137,1197911492617777,-0.508,0.02,0.753
1680017923142,1197911495119930,-0.39,-0.072,0.799
1680017923142,1197911497622392,-0.368,-0.015,0.763
1680017923145,1197911500124623,-0.305,0.068,0.659
1680017923147,1197911502627007,-0.338,0.016,0.679
1680017923150,1197911505129161,-0.412,0.141,0.78
1680017923154,1197911507631392,-0.336,0.034,0.568
1680017923160,1197911510133777,-0.342,0.186,0.71
1680017923161,1197911512636243,-0.266,0.311,0.58
1680017923161,1197911515138474,-0.3,0.232,0.654
1680017923165,1197911517640859,-0.184,0.33,0.566
1680017923165,1197911520143089,-0.123,0.264,0.477
1680017923167,1197911522645474,-0.211,0.334,0.62
1680017923170,1197911525147637,-0.136,0.323,0.64
1680017923172,1197911527650098,-0.006,0.258,0.565
1680017923176,1197911530152329,0.027,0.383,0.571
1680017923178,1197911532654714,0.075,0.29,0.633
1680017923180,1197911535156911,0.055,0.28,0.653
1680017923184,1197911537659295,0.144,0.296,0.877
1680017923185,1197911540161526,0.111,0.23,0.924
1680017923188,1197911542663911,0.119,0.124,1.012
1680017923193,1197911545166136,0.195,0.099,1.14
1680017923194,1197911547668521,0.286,0.128,1.199
1680017923195,1197911550170752,0.308,-0.033,1.354
1680017923199,1197911552673136,0.372,0.036,1.222
1680017923201,1197911555175372,0.519,0.023,1.089
1680017923203,1197911557677757,0.624,0.023,0.997
1680017923205,1197911560180218,0.69,-0.099,0.754
1680017923212,1197911562682372,0.797,-0.058,0.592
1680017923212,1197911565184579,0.91,-0.01,0.544
1680017923213,1197911567686964,0.868,-0.012,0.423
1680017923215,1197911570189194,1.072,-0.013,0.314
1680017923218,1197911572691579,1.058,0.04,0.259
1680017923220,1197911575193815,1.087,-0.001,0.299
1680017923222,1197911577696199,1.047,0.011,0.229
1680017923228,1197911580198430,1.091,0.079,0.077
1680017923229,1197911582700815,1.134,0.065,0.224
1680017923232,1197911585203036,1.097,-0.003,0.207
1680017923233,1197911587705420,0.992,-0.058,0.189
1680017923235,1197911590207882,0.929,-0.058,0.226
1680017923237,1197911592710036,0.933,0.05,0.126
1680017923243,1197911595212266,0.898,0.036,0.162
1680017923244,1197911597714646,0.849,-0.14,0.212
1680017923245,1197911600216877,0.711,-0.061,0.349
1680017923248,1197911602719261,0.675,-0.034,0.167
1680017923250,1197911605221723,0.626,-0.006,0.244
1680017923253,1197911607723954,0.496,0.02,0.279
1680017923255,1197911610226097,0.461,-0.019,0.261
1680017923264,1197911612728482,0.371,-0.019,0.187
1680017923265,1197911615230713,0.322,-0.046,0.196
1680017923265,1197911617733098,0.232,-0.033,0.259
1680017923267,1197911620235559,0.169,-0.005,0.214
1680017923268,1197911622737790,0.079,-0.018,0.25
1680017923271,1197911625240174,0.111,-0.072,0.055
1680017923272,1197911627742405,-0.047,-0.058,0.174
1680017923276,1197911630244559,-0.084,-0.084,0.225
1680017923279,1197911632746915,-0.135,-0.002,0.29
1680017923281,1197911635249145,-0.045,-0.041,0.215
1680017923284,1197911637751607,-0.028,-0.013,0.253
1680017923287,1197911640253992,-0.134,-0.053,0.387
1680017923288,1197911642756222,-0.268,-0.012,0.603
1680017923292,1197911645258607,-0.212,-0.079,0.847
1680017923293,1197911647760761,-0.305,-0.024,1.077
1680017923295,1197911650262992,-0.14,-0.16,1.13
1680017923299,1197911652765444,-0.105,-0.16,1.111
1680017923300,1197911655267829,0.101,-0.079,1.04
1680017923306,1197911657769983,0.211,-0.121,0.807
1680017923307,1197911660272213,0.43,-0.109,0.601
1680017923312,1197911662774617,0.54,-0.07,0.341
1680017923313,1197911665276848,0.595,-0.058,0.218
1680017923316,1197911667779309,0.718,-0.034,-0.069
1680017923317,1197911670281694,0.795,0.067,-0.19
1680017923319,1197911672783910,0.807,-0.031,-0.448
1680017923322,1197911675286294,0.725,0.047,-0.422
1680017923327,1197911677788448,0.834,0.099,-0.518
1680017923327,1197911680290679,0.78,0.083,-0.519
1680017923328,1197911682793146,0.698,0.176,-0.52
1680017923331,1197911685295530,0.589,0.119,-0.425
1680017923336,1197911687797761,0.517,0.06,-0.396
1680017923336,1197911690300146,0.474,0.085,-0.259
1680017923338,1197911692802376,0.323,0.043,-0.258
1680017923343,1197911695304530,0.295,0.014,-0.244
1680017923344,1197911697806992,0.171,-0.027,-0.08
1680017923345,1197911700309376,0.224,-0.042,0.029
1680017923347,1197911702811607,0.126,-0.03,0.085
1680017923350,1197911705314012,0.069,-0.057,0.101
1680017923353,1197911707816243,-0.014,-0.168,0.103
1680017923355,1197911710318627,-0.032,-0.073,0.229
1680017923359,1197911712820858,-0.104,-0.02,0.246
1680017923361,1197911715323239,-0.095,-0.075,0.318
1680017923363,1197911717825392,-0.181,-0.063,0.308
1680017923366,1197911720327854,-0.145,-0.131,0.435
1680017923368,1197911722830085,-0.167,-0.063,0.417
1680017923372,1197911725332449,-0.131,-0.009,0.53
1680017923377,1197911727834680,-0.205,-0.009,0.685
1680017923377,1197911730337065,-0.157,-0.051,0.649
1680017923379,1197911732839296,-0.163,-0.037,0.696
1680017923383,1197911735341459,-0.251,-0.064,0.77
1680017923384,1197911737843844,-0.162,-0.064,0.666
1680017923386,1197911740346306,-0.154,-0.091,0.605
1680017923388,1197911742848536,-0.077,-0.063,0.732
1680017923393,1197911745350902,0.038,0.031,0.847
1680017923393,1197911747853133,-0.13,-0.022,0.812
1680017923396,1197911750355517,-0.027,0.169,0.776
1680017923398,1197911752857748,-0.033,-0.007,0.727
1680017923403,1197911755360147,-0.038,0.034,0.8
1680017923404,1197911757862378,0.09,-0.035,0.794
1680017923405,1197911760364762,0.045,-0.076,0.852
1680017923415,1197911762866993,0.122,-0.02,0.775
1680017923416,1197911765369378,0.145,0.048,0.752
1680017923418,1197911767871589,0.237,0.077,0.838
1680017923419,1197911770374051,0.205,0.051,0.733
1680017923419,1197911772876205,0.202,0.161,0.9
