system_ts_ms, sensor_ts_ns, graX, graY, graZ
1680017923100,1197911450078436,6.388,-1.879,7.198
1680017923100,1197911452580820,6.381,-1.878,7.205
1680017923100,1197911455083051,6.375,-1.877,7.211
1680017923102,1197911457585205,6.369,-1.877,7.216
1680017923104,1197911460087594,6.364,-1.877,7.22
1680017923120,1197911462589824,6.36,-1.877,7.224
1680017923120,1197911465092286,6.356,-1.877,7.227
1680017923121,1197911467594671,6.353,-1.878,7.229
1680017923121,1197911470096925,6.351,-1.879,7.231
1680017923121,1197911472599310,6.35,-1.88,7.232
1680017923121,1197911475101541,6.349,-1.882,7.232
1680017923126,1197911477603695,6.349,-1.884,7.231
1680017923126,1197911480106180,6.35,-1.886,7.23
1680017923129,1197911482608565,6.352,-1.888,7.228
1680017923131,1197911485110796,6.354,-1.891,7.225
1680017923133,1197911487613180,6.357,-1.894,7.222
1680017923135,1197911490115334,6.361,-1.897,7.218
1680017923137,1197911492617777,6.365,-1.899,7.213
1680017923142,1197911495119930,6.37,-1.902,7.209
1680017923142,1197911497622392,6.374,-1.905,7.204
1680017923145,1197911500124623,6.38,-1.907,7.199
1680017923147,1197911502627007,6.385,-1.909,7.193
1680017923150,1197911505129161,6.391,-1.912,7.187
1680017923154,1197911507631392,6.397,-1.914,7.181
1680017923160,1197911510133777,6.403,-1.916,7.175
1680017923160,1197911512636243,6.409,-1.918,7.169
1680017923161,1197911515138474,6.416,-1.921,7.163
1680017923165,1197911517640859,6.422,-1.923,7.156
1680017923165,1197911520143089,6.429,-1.926,7.15
1680017923167,1197911522645474,6.435,-1.928,7.143
1680017923170,1197911525147637,6.442,-1.931,7.136
1680017923172,1197911527650098,6.449,-1.933,7.13
1680017923176,1197911530152329,6.455,-1.936,7.123
1680017923178,1197911532654714,6.462,-1.938,7.116
1680017923180,1197911535156911,6.468,-1.941,7.11
1680017923184,1197911537659295,6.474,-1.944,7.104
1680017923185,1197911540161526,6.48,-1.947,7.097
1680017923187,1197911542663911,6.486,-1.949,7.092
1680017923193,1197911545166136,6.491,-1.951,7.086
1680017923194,1197911547668521,6.496,-1.953,7.081
1680017923195,1197911550170752,6.501,-1.955,7.076
1680017923199,1197911552673136,6.505,-1.956,7.072
1680017923201,1197911555175372,6.509,-1.957,7.069
1680017923203,1197911557677757,6.512,-1.957,7.066
1680017923205,1197911560180218,6.514,-1.957,7.063
1680017923212,1197911562682372,6.516,-1.957,7.062
1680017923212,1197911565184579,6.526,-1.95,7.055
1680017923213,1197911567686964,6.527,-1.949,7.054
1680017923215,1197911570189194,6.528,-1.948,7.053
1680017923218,1197911572691579,6.527,-1.947,7.054
1680017923220,1197911575193815,6.526,-1.946,7.055
1680017923222,1197911577696199,6.525,-1.945,7.057
1680017923228,1197911580198430,6.522,-1.945,7.059
1680017923229,1197911582700815,6.519,-1.944,7.062
1680017923232,1197911585203036,6.516,-1.944,7.066
1680017923233,1197911587705420,6.512,-1.944,7.069
1680017923235,1197911590207882,6.507,-1.943,7.074
1680017923237,1197911592710036,6.502,-1.943,7.078
1680017923243,1197911595212266,6.497,-1.943,7.083
1680017923244,1197911597714646,6.492,-1.943,7.088
1680017923245,1197911600216877,6.494,-1.94,7.087
1680017923248,1197911602719261,6.489,-1.94,7.091
1680017923250,1197911605221723,6.483,-1.941,7.097
1680017923253,1197911607723954,6.477,-1.941,7.102
1680017923255,1197911610226097,6.471,-1.941,7.107
1680017923264,1197911612728482,6.465,-1.942,7.112
1680017923265,1197911615230713,6.46,-1.942,7.117
1680017923265,1197911617733098,6.455,-1.941,7.122
1680017923267,1197911620235559,6.449,-1.942,7.127
1680017923268,1197911622737790,6.444,-1.942,7.131
1680017923271,1197911625240174,6.44,-1.943,7.135
1680017923272,1197911627742405,6.435,-1.944,7.139
1680017923276,1197911630244559,6.431,-1.944,7.142
1680017923279,1197911632746915,6.427,-1.945,7.146
1680017923281,1197911635249145,6.419,-1.946,7.153
1680017923284,1197911637751607,6.416,-1.947,7.156
1680017923287,1197911640253992,6.413,-1.948,7.158
1680017923288,1197911642756222,6.411,-1.949,7.16
1680017923292,1197911645258607,6.409,-1.949,7.161
1680017923293,1197911647760761,6.407,-1.95,7.162
1680017923295,1197911650262992,6.406,-1.95,7.164
1680017923299,1197911652765444,6.384,-1.95,7.183
1680017923300,1197911655267829,6.381,-1.95,7.186
1680017923304,1197911657769983,6.38,-1.949,7.187
1680017923307,1197911660272213,6.379,-1.947,7.188
1680017923312,1197911662774617,6.378,-1.945,7.19
1680017923313,1197911665276848,6.377,-1.943,7.191
1680017923316,1197911667779309,6.377,-1.94,7.192
1680017923317,1197911670281694,6.396,-1.933,7.177
