system_ts_ms, sensor_ts_ns, rotX, rotY, rotZ, rotL
1680008971604,1188959957318275,0.407773,0.081095,0.668579,0.616559
1680008971608,1188959959820429,0.407553,0.080616,0.667812,0.617598
1680008971630,1188959962322583,0.4075,0.080756,0.667804,0.617623
1680008971630,1188959964824737,0.407469,0.080912,0.667798,0.61763
1680008971630,1188959967326891,0.407436,0.081062,0.667797,0.617633
1680008971630,1188959969828968,0.407403,0.081203,0.667799,0.617634
1680008971631,1188959972331199,0.407371,0.081335,0.667802,0.617634
1680008971631,1188959974833343,0.407337,0.081461,0.667808,0.617634
1680008971631,1188959977335497,0.407654,0.082138,0.667511,0.617656
1680008971632,1188959979837574,0.407731,0.08196,0.666961,0.618223
1680008971632,1188959982339728,0.407702,0.082049,0.666958,0.618234
1680008971632,1188959984841973,0.407677,0.082126,0.666956,0.618241
1680008971633,1188959987344127,0.407659,0.082185,0.666952,0.61825
1680008971637,1188959989846281,0.407642,0.082233,0.666944,0.618263
1680008971637,1188959992348434,0.407632,0.082271,0.666935,0.618275
1680008971641,1188959994850622,0.407827,0.082794,0.666687,0.618344
1680008971644,1188959997352699,0.407935,0.082453,0.666009,0.619048
1680008971647,1188959999854853,0.407939,0.082472,0.665984,0.61907
1680008971648,1188960002357007,0.407947,0.08249,0.665963,0.619085
1680008971651,1188960004859233,0.407963,0.082506,0.665944,0.619093
1680008971653,1188960007361387,0.407978,0.082522,0.665923,0.619103
1680008971659,1188960009863540,0.407993,0.082536,0.665901,0.619115
1680008971659,1188960012365694,0.408268,0.082839,0.665702,0.619107
1680008971660,1188960014867848,0.408314,0.082873,0.665663,0.619114
1680008971662,1188960017369896,0.408338,0.08288,0.665641,0.619122
1680008971665,1188960019872127,0.408496,0.082207,0.664595,0.620229
1680008971667,1188960022374281,0.408518,0.082197,0.664567,0.620246
1680008971670,1188960024876434,0.408538,0.082188,0.664548,0.620254
1680008971675,1188960027378574,0.408558,0.082175,0.66453,0.620262
1680008971678,1188960029880728,0.408847,0.082345,0.664373,0.620218
1680008971679,1188960032382882,0.408886,0.082343,0.664344,0.620223
1680008971681,1188960034884959,0.408902,0.082322,0.664328,0.620232
1680008971683,1188960037387184,0.408916,0.082297,0.664313,0.620243
1680008971686,1188960039889338,0.409095,0.081439,0.663044,0.621595
1680008971693,1188960042391491,0.409108,0.081397,0.663018,0.621619
1680008971693,1188960044893645,0.409116,0.081363,0.663006,0.621631
1680008971693,1188960047395799,0.408988,0.081175,0.663089,0.621651
1680008971695,1188960049897953,0.408989,0.081126,0.663087,0.621659
1680008971697,1188960052400338,0.409003,0.081092,0.663073,0.621669
1680008971700,1188960054902261,0.409016,0.081064,0.663059,0.621679
1680008971704,1188960057404392,0.409032,0.081037,0.663041,0.621692
1680008971706,1188960059906545,0.409235,0.080079,0.661606,0.623209
1680008971711,1188960062408699,0.409257,0.080043,0.661573,0.623234
1680008971711,1188960064910853,0.408992,0.079813,0.661699,0.623304
1680008971714,1188960067413209,0.408984,0.07977,0.661694,0.62332
1680008971717,1188960069915363,0.408999,0.079753,0.661674,0.623333
1680008971718,1188960072417516,0.409023,0.079737,0.661651,0.623345
1680008971720,1188960074919440,0.409045,0.07972,0.661629,0.623356
1680008971726,1188960077421564,0.409066,0.079705,0.661605,0.623369
1680008971727,1188960079923718,0.409233,0.078951,0.660449,0.62458
1680008971728,1188960082425872,0.409011,0.078758,0.660546,0.624648
1680008971731,1188960084928257,0.409012,0.078732,0.660532,0.624665
1680008971733,1188960087430420,0.409034,0.078723,0.660505,0.62468
1680008971735,1188960089932573,0.409058,0.078717,0.660475,0.624697
1680008971737,1188960092434496,0.40908,0.078715,0.660448,0.624711
1680008971743,1188960094936650,0.409099,0.078718,0.660422,0.624726
1680008971743,1188960097438790,0.409116,0.078726,0.660394,0.624743
1680008971746,1188960099941175,0.409133,0.077967,0.659643,0.62562
1680008971748,1188960102443329,0.409138,0.07795,0.65962,0.625643
1680008971750,1188960104945483,0.409152,0.077961,0.659595,0.62566
1680008971755,1188960107447622,0.409165,0.077979,0.659569,0.625676
1680008971760,1188960109949776,0.409183,0.078,0.65954,0.625691
1680008971761,1188960112451699,0.409193,0.078022,0.659518,0.625706
1680008971761,1188960114953853,0.409201,0.078048,0.659495,0.625722
1680008971763,1188960117456238,0.409022,0.078034,0.65954,0.625793
1680008971766,1188960119958377,0.409103,0.07757,0.658771,0.626607
1680008971768,1188960122460530,0.409111,0.077604,0.658746,0.626624
1680008971770,1188960124962684,0.409114,0.077645,0.658728,0.626636
1680008971776,1188960127464838,0.40912,0.077686,0.658708,0.626648
1680008971777,1188960129966997,0.409127,0.077726,0.658689,0.626659
1680008971778,1188960132469151,0.409132,0.077766,0.658669,0.626671
1680008971781,1188960134971305,0.409048,0.078043,0.658586,0.626778
1680008971782,1188960137473459,0.409045,0.078108,0.658562,0.626798
1680008971787,1188960139975612,0.409122,0.077762,0.657949,0.627435
1680008971788,1188960142477843,0.409127,0.077797,0.657926,0.627451
1680008971792,1188960144979920,0.409133,0.077831,0.657905,0.627464
1680008971794,1188960147482074,0.409142,0.077862,0.657883,0.627478
1680008971796,1188960149984209,0.409147,0.07789,0.657864,0.627492
1680008971798,1188960152486363,0.408974,0.078109,0.657819,0.627625
1680008971801,1188960154988517,0.408964,0.078151,0.657796,0.627649
1680008971803,1188960157490670,0.408971,0.078172,0.657779,0.62766
1680008971811,1188960159992891,0.409088,0.077634,0.656902,0.628568
1680008971811,1188960162495045,0.409096,0.077648,0.656878,0.628586
1680008971812,1188960164997122,0.409104,0.077666,0.656863,0.628595
1680008971813,1188960167499276,0.409115,0.077678,0.656849,0.628601
1680008971815,1188960170001430,0.409147,0.077901,0.656749,0.628656
1680008971817,1188960172503589,0.409157,0.077937,0.656724,0.628672
1680008971820,1188960175005819,0.409167,0.077954,0.656705,0.628683
1680008971824,1188960177507973,0.409177,0.077966,0.656687,0.628694
1680008971826,1188960180010127,0.409289,0.07743,0.655826,0.629585
1680008971831,1188960182512290,0.409302,0.077434,0.655803,0.6296
1680008971832,1188960185014367,0.409313,0.077441,0.655787,0.629609
1680008971834,1188960187516521,0.409247,0.077501,0.65577,0.629662
1680008971837,1188960190018751,0.409247,0.077512,0.655754,0.629677
1680008971842,1188960192520905,0.409255,0.077519,0.65574,0.629686
1680008971843,1188960195023059,0.409267,0.07752,0.655724,0.629695
1680008971843,1188960197525213,0.409283,0.077517,0.655704,0.629706
1680008971845,1188960200027367,0.409352,0.077231,0.655249,0.63017
1680008971847,1188960202529444,0.409367,0.077223,0.655225,0.630185
1680008971851,1188960205031583,0.409098,0.077239,0.655274,0.630308
1680008971854,1188960207533813,0.409087,0.077237,0.655262,0.630327
1680008971860,1188960210035967,0.4091,0.077236,0.655247,0.630334
1680008971861,1188960212538121,0.409118,0.077239,0.65523,0.63034
1680008971862,1188960215040275,0.409132,0.07724,0.655211,0.63035
1680008971864,1188960217542419,0.409143,0.077244,0.655194,0.630361
1680008971867,1188960220044573,0.409203,0.076998,0.654799,0.630763
1680008971869,1188960222546726,0.409157,0.07703,0.65478,0.630808
1680008971871,1188960225048880,0.409168,0.077031,0.65476,0.630821
1680008971876,1188960227551044,0.409181,0.07703,0.654743,0.63083
1680008971876,1188960230053198,0.409196,0.077026,0.654726,0.63084
1680008971878,1188960232555352,0.409212,0.077023,0.654706,0.630849
1680008971880,1188960235057506,0.409228,0.077021,0.654687,0.630859
1680008971883,1188960237559660,0.409244,0.077017,0.654665,0.630872
1680008971887,1188960240062058,0.409006,0.077068,0.654423,0.631271
1680008971888,1188960242563981,0.408993,0.077084,0.6544,0.631302
1680008971893,1188960245066135,0.409005,0.077083,0.65438,0.631315
1680008971894,1188960247568289,0.40902,0.077079,0.654358,0.631329
1680008971895,1188960250070448,0.409036,0.077073,0.654333,0.631345
1680008971898,1188960252572602,0.409051,0.077066,0.65431,0.631359
1680008971900,1188960255074756,0.409069,0.077059,0.654287,0.631372
1680008971904,1188960257576909,0.408865,0.077079,0.654312,0.631476
1680008971908,1188960260079044,0.408882,0.076939,0.654088,0.631714
1680008971909,1188960262581198,0.408902,0.076929,0.654063,0.631729
1680008971910,1188960265083352,0.408921,0.076918,0.65404,0.631742
1680008971913,1188960267585506,0.408938,0.076908,0.654016,0.631756
1680008971915,1188960270087904,0.408958,0.076896,0.653993,0.631769
1680008971918,1188960272590058,0.408977,0.076885,0.653969,0.631783
1680008971920,1188960275092212,0.409081,0.076776,0.653962,0.631736
1680008971927,1188960277594366,0.409104,0.076756,0.653945,0.631742
1680008971928,1188960280096285,0.409161,0.07652,0.653575,0.632116
1680008971929,1188960282598439,0.409175,0.076508,0.653552,0.632131
1680008971931,1188960285100593,0.409185,0.076499,0.653533,0.632146
1680008971933,1188960287602977,0.409195,0.076487,0.653514,0.632161
1680008971935,1188960290105140,0.409206,0.076474,0.653494,0.632175
1680008971943,1188960292607294,0.409348,0.076533,0.653413,0.63216
1680008971944,1188960295109448,0.409368,0.076531,0.653389,0.632173
1680008971945,1188960297611371,0.409403,0.076386,0.653159,0.632405
1680008971947,1188960300113520,0.409414,0.076379,0.653137,0.632421
