system_ts_ms, sensor_ts_ns, linX, linY, linZ
1680015982587,1195970940857897,0.33,-0.285,-0.168
1680015982589,1195970943360300,0.333,-0.246,-0.166
1680015982590,1195970945862531,0.308,-0.315,-0.219
1680015982594,1195970948364916,0.256,-0.37,-0.299
1680015982597,1195970950867146,0.269,-0.221,-0.313
1680015982599,1195970953369531,0.285,-0.303,-0.271
1680015982607,1195970955871993,0.26,-0.331,-0.432
1680015982608,1195970958374223,0.263,-0.251,-0.512
1680015982608,1195970960876608,0.348,-0.251,-0.402
1680015982608,1195970963378839,0.242,-0.307,-0.495
1680015982611,1195970965881223,0.218,-0.267,-0.452
1680015982613,1195970968383377,0.219,-0.279,-0.317
1680015982615,1195970970885839,0.14,-0.265,-0.424
1680015982619,1195970973388069,0.143,-0.225,-0.395
1680015982620,1195970975890454,0.078,-0.117,-0.339
1680015982623,1195970978392700,0.068,-0.05,-0.446
1680015982626,1195970980895085,0.058,0.003,-0.253
1680015982628,1195970983397315,0.075,0.043,-0.387
1680015982632,1195970985899777,0.04,0.062,-0.353
1680015982636,1195970988402170,0.126,0.02,-0.214
1680015982637,1195970990904401,0.212,-0.021,-0.28
1680015982639,1195970993406786,0.217,0.113,-0.264
1680015982641,1195970995908940,0.29,0.003,-0.138
1680015982643,1195970998411170,0.213,0.029,-0.285
1680015982647,1195971000913637,0.246,-0.039,-0.173
1680015982649,1195971003416099,0.179,0.011,-0.143
1680015982653,1195971005918252,0.102,0.023,-0.168
1680015982653,1195971008420637,0.121,-0.072,-0.301
1680015982655,1195971010922868,0.195,-0.032,-0.271
1680015982658,1195971013425252,0.2,-0.115,-0.09
1680015982660,1195971015927714,0.097,-0.034,-0.21
1680015982663,1195971018429945,0.225,-0.117,-0.166
1680015982670,1195971020932315,0.161,-0.157,-0.179
1680015982670,1195971023434469,0.03,-0.185,-0.203
1680015982672,1195971025936700,0.022,-0.199,-0.118
1680015982674,1195971028439162,0.124,-0.159,-0.101
1680015982676,1195971030941623,0.048,-0.092,-0.139
1680015982679,1195971033443786,0.069,-0.133,-0.026
1680015982680,1195971035946171,0.007,-0.188,-0.091
1680015982683,1195971038448401,-0.09,-0.078,-0.06
1680015982687,1195971040950786,-0.015,-0.011,-0.083
1680015982689,1195971043453017,-0.062,0.097,-0.134
1680015982692,1195971045955478,0.067,0.041,-0.157
1680015982693,1195971048457863,0.251,-0.082,-0.262
1680015982697,1195971050960094,0.327,-0.083,-0.081
1680015982699,1195971053462478,0.417,0.038,-0.24
1680015982703,1195971055964709,0.321,-0.047,-0.17
1680015982704,1195971058467094,0.206,-0.007,-0.261
1680015982709,1195971060969555,0.174,-0.062,-0.175
1680015982710,1195971063471700,0.128,-0.022,-0.17
1680015982711,1195971065973931,0.081,0.031,-0.261
1680015982713,1195971068476315,0.063,0.016,-0.23
1680015982717,1195971070978546,0.071,-0.051,-0.198
1680015982720,1195971073480911,0.118,0.012,-0.166
1680015982722,1195971075983372,0.045,-0.028,-0.175
1680015982724,1195971078485603,-0.015,0.025,-0.199
1680015982727,1195971080987988,-0.088,0.038,-0.304
1680015982728,1195971083490219,-0.067,0.065,-0.177
1680015982731,1195971085992599,-0.059,-0.016,-0.187
1680015982733,1195971088494830,0.002,0.01,-0.21
