system_ts_ms, sensor_ts_ns, linX, linY, linZ
1680013339487,1193327831554489,0.359,0.073,-0.498
1680013339487,1193327834056566,0.382,0.141,-0.467
1680013339488,1193327836558792,0.364,0.223,-0.45
1680013339488,1193327839060869,0.389,0.291,-0.517
1680013339488,1193327841562792,0.332,0.236,-0.474
1680013339489,1193327844064946,0.425,0.236,-0.474
1680013339502,1193327846567008,0.191,0.236,-0.46
1680013339502,1193327849068931,0.249,0.249,-0.285
1680013339502,1193327851571008,0.138,0.14,-0.094
1680013339502,1193327854073239,0.205,0.154,-0.067
1680013339502,1193327856575302,0.122,0.182,-0.013
1680013339507,1193327859077455,0.053,0.127,0.0
1680013339508,1193327861579378,0.107,0.086,0.093
1680013339509,1193327864081455,0.01,0.155,0.065
1680013339515,1193327866583590,0.088,0.06,0.023
1680013339515,1193327869085744,0.114,-0.076,0.078
1680013339516,1193327871587667,0.141,-0.048,0.105
1680013339519,1193327874089744,0.031,-0.007,0.091
1680013339522,1193327876591912,0.098,-0.103,0.077
1680013339523,1193327879093835,0.152,-0.048,0.037
1680013339526,1193327881595912,-0.012,-0.116,0.092
1680013339529,1193327884098066,0.053,-0.034,0.05
1680013339532,1193327886600220,0.147,-0.157,0.037
1680013339534,1193327889102374,-0.016,-0.157,-0.043
1680013339537,1193327891604297,0.023,-0.007,-0.043
1680013339539,1193327894106374,-0.018,-0.062,-0.028
1680013339542,1193327896608527,-0.073,-0.007,0.026
1680013339545,1193327899110436,-0.061,-0.007,-0.068
1680013339551,1193327901612590,-0.046,-0.076,-0.065
1680013339551,1193327904114744,-0.115,0.06,-0.091
1680013339551,1193327906616821,-0.17,-0.048,0.018
1680013339555,1193327909118744,-0.198,0.005,-0.076
1680013339557,1193327911620811,-0.227,0.046,-0.062
1680013339559,1193327914122965,-0.201,0.005,-0.047
1680013339568,1193327916624888,-0.202,0.005,0.007
1680013339568,1193327919127042,-0.275,-0.036,-0.058
1680013339569,1193327921629162,-0.303,0.045,-0.057
1680013339570,1193327924131239,-0.209,-0.063,-0.056
1680013339572,1193327926633393,-0.156,0.032,-0.137
1680013339574,1193327929135316,-0.117,-0.022,-0.205
1680013339577,1193327931637393,-0.105,0.018,-0.068
1680013339583,1193327934139316,-0.107,0.018,-0.135
1680013339585,1193327936641700,-0.079,-0.077,-0.156
1680013339585,1193327939143623,-0.026,0.017,-0.142
1680013339588,1193327941645696,-0.001,0.017,-0.059
1680013339589,1193327944147850,0.037,0.004,-0.059
1680013339592,1193327946649773,0.035,0.058,-0.167
1680013339593,1193327949151850,0.088,0.099,-0.139
1680013339600,1193327951654081,0.086,-0.077,-0.261
