system_ts_ms, sensor_ts_ns, gyrXr, gyrYr, gyrZr, gyrDXr, gyrDYr, gyrDZr
1680013339487,1193327831554489,0.121,-0.16499999,0.14905,0.010784936,0.0024234762,0.0056113005
1680013339487,1193327834056566,0.1139875,-0.146025,0.13805,0.010784936,0.0024234762,0.0056113005
1680013339488,1193327836558792,0.099,-0.1219625,0.1219625,0.010784936,0.0024234762,0.0056113005
1680013339488,1193327839060869,0.08305,-0.091025,0.1120625,0.010784936,0.0024234762,0.0056113005
1680013339488,1193327841562792,0.0639375,-0.0620125,0.0999625,0.010784936,0.0024234762,0.0056113005
1680013339489,1193327844064946,0.0419375,-0.033,0.0859375,0.010784936,0.0024234762,0.0056113005
1680013339492,1193327846567008,0.025024999,-0.0119624995,0.0730125,0.010784936,0.0024234762,0.0056113005
1680013339502,1193327849068931,0.0149875,0.0070125,0.062975,0.010784936,0.0024234762,0.0056113005
1680013339502,1193327851571008,9.625E-4,0.0240625,0.058025,0.010784936,0.0024234762,0.0056113005
1680013339502,1193327854073239,-0.0100375,0.039049998,0.051975,0.010784936,0.0024234762,0.0056113005
1680013339502,1193327856575302,-0.014025,0.0540375,0.0460625,0.010784936,0.0024234762,0.0056113005
1680013339507,1193327859077455,-0.013062499,0.0589875,0.044,0.010784936,0.0024234762,0.0056113005
1680013339508,1193327861579378,-0.0100375,0.0680625,0.0419375,0.010784936,0.0024234762,0.0056113005
1680013339509,1193327864081455,-0.007975,0.07095,0.0419375,0.010784936,0.0024234762,0.0056113005
1680013339515,1193327866583590,0.0,0.0760375,0.0419375,0.010784936,0.0024234762,0.0056113005
1680013339515,1193327869085744,0.00605,0.084975,0.0400125,0.010784936,0.0024234762,0.0056113005
1680013339516,1193327871587667,0.011,0.0900625,0.044,0.010784936,0.0024234762,0.0056113005
1680013339519,1193327874089744,0.0180125,0.09295,0.0449625,0.010784936,0.0024234762,0.0056113005
1680013339521,1193327876591898,0.0240625,0.0919875,0.0460625,0.010784936,0.0024234762,0.0056113005
1680013339523,1193327879093835,0.0350625,0.09295,0.047025,0.010784936,0.0024234762,0.0056113005
1680013339526,1193327881595912,0.0369875,0.09295,0.047025,0.010784936,0.0024234762,0.0056113005
1680013339528,1193327884098066,0.039049998,0.09295,0.0400125,0.010784936,0.0024234762,0.0056113005
1680013339532,1193327886600220,0.0460625,0.095975,0.0419375,0.010784936,0.0024234762,0.0056113005
1680013339533,1193327889102374,0.04895,0.0969375,0.0430375,0.010784936,0.0024234762,0.0056113005
1680013339536,1193327891604297,0.04895,0.0950125,0.0419375,0.010784936,0.0024234762,0.0056113005
1680013339539,1193327894106374,0.04895,0.0889625,0.0419375,0.010784936,0.0024234762,0.0056113005
1680013339541,1193327896608527,0.0510125,0.084975,0.03795,0.010784936,0.0024234762,0.0056113005
1680013339545,1193327899110436,0.0460625,0.08195,0.0369875,0.010784936,0.0024234762,0.0056113005
1680013339551,1193327901612590,0.0460625,0.0730125,0.039049998,0.010784936,0.0024234762,0.0056113005
1680013339551,1193327904114744,0.0479875,0.066,0.03795,0.010784936,0.0024234762,0.0056113005
1680013339551,1193327906616821,0.0479875,0.0650375,0.0400125,0.010784936,0.0024234762,0.0056113005
1680013339554,1193327909118744,0.0460625,0.058025,0.044,0.010784936,0.0024234762,0.0056113005
1680013339556,1193327911620811,0.0460625,0.0529375,0.0460625,0.010784936,0.0024234762,0.0056113005
1680013339559,1193327914122965,0.044,0.0460625,0.050049998,0.010784936,0.0024234762,0.0056113005
1680013339562,1193327916624888,0.0419375,0.0400125,0.0529375,0.010784936,0.0024234762,0.0056113005
1680013339568,1193327919127042,0.0460625,0.03795,0.058025,0.010784936,0.0024234762,0.0056113005
1680013339569,1193327921629162,0.0449625,0.0320375,0.05995,0.010784936,0.0024234762,0.0056113005
1680013339570,1193327924131239,0.044,0.033,0.062975,0.010784936,0.0024234762,0.0056113005
1680013339571,1193327926633393,0.0419375,0.0320375,0.07095,0.010784936,0.0024234762,0.0056113005
1680013339574,1193327929135316,0.0419375,0.029975,0.0749375,0.010784936,0.0024234762,0.0056113005
1680013339576,1193327931637393,0.0419375,0.0320375,0.0760375,0.010784936,0.0024234762,0.0056113005
1680013339582,1193327934139316,0.0419375,0.0320375,0.0790625,0.010784936,0.0024234762,0.0056113005
1680013339585,1193327936641700,0.0400125,0.033,0.080025,0.010784936,0.0024234762,0.0056113005
1680013339585,1193327939143623,0.0400125,0.036025,0.0840125,0.010784936,0.0024234762,0.0056113005
1680013339588,1193327941645696,0.039049998,0.0400125,0.084975,0.010784936,0.0024234762,0.0056113005
1680013339589,1193327944147850,0.040975,0.040975,0.08305,0.010784936,0.0024234762,0.0056113005
1680013339592,1193327946649773,0.044,0.0419375,0.08195,0.010784936,0.0024234762,0.0056113005
1680013339593,1193327949151850,0.040975,0.0510125,0.0809875,0.010784936,0.0024234762,0.0056113005
1680013339599,1193327951654081,0.040975,0.0570625,0.0790625,0.010784936,0.0024234762,0.0056113005
1680013339600,1193327954156153,0.03795,0.058025,0.0779625,0.010784936,0.0024234762,0.0056113005
1680013339602,1193327956658307,0.033,0.0699875,0.077,0.010784936,0.0024234762,0.0056113005
1680013339604,1193327959160230,0.0320375,0.0790625,0.0790625,0.010784936,0.0024234762,0.0056113005
1680013339606,1193327961662307,0.0309375,0.087037496,0.0749375,0.010784936,0.0024234762,0.0056113005
1680013339609,1193327964164451,0.0290125,0.0900625,0.0669625,0.010784936,0.0024234762,0.0056113005
1680013339611,1193327966666374,0.025024999,0.0969375,0.066,0.010784936,0.0024234762,0.0056113005
1680013339617,1193327969168527,0.025024999,0.1060125,0.0620125,0.010784936,0.0024234762,0.0056113005
1680013339617,1193327971670604,0.0240625,0.109037496,0.061049998,0.010784936,0.0024234762,0.0056113005
1680013339620,1193327974172503,0.022,0.1120625,0.05995,0.010784936,0.0024234762,0.0056113005
1680013339623,1193327976674580,0.0229625,0.113025,0.058025,0.010784936,0.0024234762,0.0056113005
1680013339624,1193327979176811,0.0229625,0.11495,0.0559625,0.010784936,0.0024234762,0.0056113005
1680013339626,1193327981678888,0.025024999,0.1170125,0.0529375,0.010784936,0.0024234762,0.0056113005
1680013339629,1193327984181042,0.0290125,0.117975,0.055,0.010784936,0.0024234762,0.0056113005
1680013339633,1193327986682970,0.029975,0.1120625,0.055,0.010784936,0.0024234762,0.0056113005
1680013339634,1193327989185047,0.033,0.1060125,0.0540375,0.010784936,0.0024234762,0.0056113005
1680013339636,1193327991687201,0.033,0.1060125,0.0559625,0.010784936,0.0024234762,0.0056113005
1680013339639,1193327994189124,0.0320375,0.106975,0.055,0.010784936,0.0024234762,0.0056113005
1680013339643,1193327996691283,0.0309375,0.10505,0.0529375,0.010784936,0.0024234762,0.0056113005
1680013339644,1193327999193437,0.0309375,0.1120625,0.055,0.010784936,0.0024234762,0.0056113005
1680013339649,1193328001695514,0.02805,0.106975,0.0559625,0.010784936,0.0024234762,0.0056113005
1680013339650,1193328004197437,0.0290125,0.10505,0.0559625,0.010784936,0.0024234762,0.0056113005
1680013339652,1193328006699504,0.0259875,0.106975,0.0589875,0.010784936,0.0024234762,0.0056113005
1680013339654,1193328009201657,0.0210375,0.1120625,0.05995,0.010784936,0.0024234762,0.0056113005
1680013339658,1193328011703811,0.0199375,0.10395,0.055,0.010784936,0.0024234762,0.0056113005
1680013339659,1193328014205965,0.018975,0.102025,0.055,0.010784936,0.0024234762,0.0056113005
1680013339663,1193328016707893,0.0180125,0.1029875,0.058025,0.010784936,0.0024234762,0.0056113005
1680013339667,1193328019209970,0.01705,0.102025,0.0589875,0.010784936,0.0024234762,0.0056113005
1680013339668,1193328021712124,0.0149875,0.099,0.0639375,0.010784936,0.0024234762,0.0056113005
1680013339669,1193328024214047,0.0149875,0.099,0.0669625,0.010784936,0.0024234762,0.0056113005
1680013339672,1193328026716124,0.0149875,0.099,0.0680625,0.010784936,0.0024234762,0.0056113005
1680013339674,1193328029218388,0.01595,0.0999625,0.062975,0.010784936,0.0024234762,0.0056113005
1680013339676,1193328031720465,0.01705,0.0999625,0.062975,0.010784936,0.0024234762,0.0056113005
1680013339679,1193328034222388,0.0149875,0.098037496,0.0639375,0.010784936,0.0024234762,0.0056113005
1680013339683,1193328036724465,0.018975,0.0950125,0.05995,0.010784936,0.0024234762,0.0056113005
1680013339684,1193328039226629,0.018975,0.0950125,0.058025,0.010784936,0.0024234762,0.0056113005
1680013339687,1193328041728552,0.0210375,0.099,0.0589875,0.010784936,0.0024234762,0.0056113005
1680013339689,1193328044230629,0.0229625,0.095975,0.0559625,0.010784936,0.0024234762,0.0056113005
1680013339692,1193328046732859,0.02805,0.0900625,0.0559625,0.010784936,0.0024234762,0.0056113005
1680013339700,1193328049234902,0.029975,0.087037496,0.058025,0.010784936,0.0024234762,0.0056113005
1680013339701,1193328051737056,0.033,0.084975,0.061049998,0.010784936,0.0024234762,0.0056113005
1680013339701,1193328054238979,0.0339625,0.08195,0.0620125,0.010784936,0.0024234762,0.0056113005
1680013339702,1193328056741056,0.0320375,0.0779625,0.05995,0.010784936,0.0024234762,0.0056113005
1680013339704,1193328059243210,0.033,0.0779625,0.0620125,0.010784936,0.0024234762,0.0056113005
1680013339706,1193328061745350,0.0369875,0.0699875,0.062975,0.010784936,0.0024234762,0.0056113005
1680013339709,1193328064247273,0.039049998,0.0650375,0.062975,0.010784936,0.0024234762,0.0056113005
1680013339712,1193328066749427,0.040975,0.05995,0.0639375,0.010784936,0.0024234762,0.0056113005
1680013339715,1193328069251504,0.0400125,0.055,0.0669625,0.010784936,0.0024234762,0.0056113005
1680013339717,1193328071753408,0.044,0.050049998,0.0650375,0.010784936,0.0024234762,0.0056113005
1680013339720,1193328074255485,0.047025,0.0479875,0.066,0.010784936,0.0024234762,0.0056113005
1680013339722,1193328076757639,0.04895,0.0460625,0.0650375,0.010784936,0.0024234762,0.0056113005
1680013339724,1193328079259792,0.050049998,0.0400125,0.066,0.010784936,0.0024234762,0.0056113005
1680013339726,1193328081761716,0.051975,0.03795,0.0669625,0.010784936,0.0024234762,0.0056113005
1680013339729,1193328084263869,0.0529375,0.0369875,0.069025,0.010784936,0.0024234762,0.0056113005
1680013339735,1193328086765946,0.055,0.029975,0.0680625,0.010784936,0.0024234762,0.0056113005
1680013339736,1193328089268100,0.0589875,0.0259875,0.069025,0.010784936,0.0024234762,0.0056113005
1680013339737,1193328091770023,0.061049998,0.0180125,0.0699875,0.010784936,0.0024234762,0.0056113005
1680013339739,1193328094272100,0.0559625,0.0119624995,0.0760375,0.010784936,0.0024234762,0.0056113005
1680013339742,1193328096774331,0.0589875,0.014025,0.0749375,0.010784936,0.0024234762,0.0056113005
1680013339744,1193328099276408,0.0620125,0.01705,0.0760375,0.010784936,0.0024234762,0.0056113005
1680013339749,1193328101778331,0.0589875,0.013062499,0.0809875,0.010784936,0.0024234762,0.0056113005
1680013339750,1193328104280408,0.058025,0.014025,0.0840125,0.010784936,0.0024234762,0.0056113005
1680013339752,1193328106782562,0.058025,0.0089375,0.087037496,0.010784936,0.0024234762,0.0056113005
1680013339755,1193328109284485,0.0589875,0.00495,0.09295,0.010784936,0.0024234762,0.0056113005
1680013339756,1193328111786639,0.061049998,0.003025,0.099,0.010784936,0.0024234762,0.0056113005
1680013339759,1193328114288807,0.0620125,0.0039875,0.1010625,0.010784936,0.0024234762,0.0056113005
