system_ts_ms, sensor_ts_ns, accXr, accYr, accZr, accDXr, accDYr, accDZr
1680013339487,1193327831554489,0.80805004,9.83205,0.49305,0.0,0.0,0.0
1680013339487,1193327834056566,0.837,9.897,0.531,0.0,0.0,0.0
1680013339488,1193327836558792,0.82500005,9.979051,0.54105,0.0,0.0,0.0
1680013339488,1193327839060869,0.84900004,10.041,0.46395,0.0,0.0,0.0
1680013339488,1193327841562792,0.79605,9.98595,0.51495004,0.0,0.0,0.0
1680013339489,1193327844064946,0.88695,9.98595,0.50505,0.0,0.0,0.0
1680013339492,1193327846567008,0.66195005,9.98595,0.522,0.0,0.0,0.0
1680013339502,1193327849068931,0.72195005,10.002001,0.68205005,0.0,0.0,0.0
1680013339502,1193327851571008,0.624,9.898951,0.87600005,0.0,0.0,0.0
1680013339502,1193327854073239,0.68595004,9.910951,0.90705,0.0,0.0,0.0
1680013339502,1193327856575316,0.61200005,9.94005,0.96495,0.0,0.0,0.0
1680013339507,1193327859077455,0.53805,9.883051,0.97905004,0.0,0.0,0.0
1680013339507,1193327861579378,0.588,9.84405,1.0699501,0.0,0.0,0.0
1680013339509,1193327864081455,0.49500003,9.909,1.0390501,0.0,0.0,0.0
1680013339512,1193327866583590,0.58095,9.81105,1.0009501,0.0,0.0,0.0
1680013339515,1193327869085744,0.60495,9.67395,1.06095,0.0,0.0,0.0
1680013339516,1193327871587667,0.63600004,9.705001,1.0870501,0.0,0.0,0.0
1680013339518,1193327874089744,0.52995,9.75105,1.065,0.0,0.0,0.0
1680013339521,1193327876591898,0.59295005,9.65295,1.0510501,0.0,0.0,0.0
1680013339523,1193327879093835,0.64500004,9.708,1.00995,0.0,0.0,0.0
1680013339525,1193327881595912,0.49005002,9.637951,1.07295,0.0,0.0,0.0
1680013339528,1193327884098066,0.55395,9.712951,1.02705,0.0,0.0,0.0
1680013339532,1193327886600220,0.64500004,9.6,1.0129501,0.0,0.0,0.0
1680013339533,1193327889102374,0.48705003,9.592951,0.93600005,0.0,0.0,0.0
1680013339536,1193327891604297,0.52305,9.75105,0.92700005,0.0,0.0,0.0
1680013339538,1193327894106374,0.47805002,9.696,0.94305,0.0,0.0,0.0
1680013339541,1193327896608527,0.432,9.739051,1.0030501,0.0,0.0,0.0
1680013339544,1193327899110436,0.44205,9.739051,0.90300006,0.0,0.0,0.0
1680013339551,1193327901612590,0.46095002,9.672001,0.90705,0.0,0.0,0.0
1680013339551,1193327904114744,0.384,9.80805,0.87600005,0.0,0.0,0.0
1680013339551,1193327906616821,0.33900002,9.703051,0.984,0.0,0.0,0.0
1680013339554,1193327909118744,0.30495003,9.757951,0.89805007,0.0,0.0,0.0
1680013339556,1193327911620811,0.28095,9.79395,0.90495,0.0,0.0,0.0
1680013339558,1193327914122965,0.30795002,9.76095,0.915,0.0,0.0,0.0
1680013339562,1193327916624888,0.303,9.757951,0.97005004,0.0,0.0,0.0
1680013339568,1193327919127042,0.22605,9.712951,0.90000004,0.0,0.0,0.0
1680013339569,1193327921629162,0.19995001,9.79395,0.90495,0.0,0.0,0.0
1680013339569,1193327924131239,0.291,9.688951,0.91200006,0.0,0.0,0.0
1680013339571,1193327926633393,0.34605002,9.792001,0.82605004,0.0,0.0,0.0
1680013339574,1193327929135316,0.39195,9.733951,0.75195,0.0,0.0,0.0
1680013339576,1193327931637393,0.40395,9.768001,0.89505005,0.0,0.0,0.0
1680013339578,1193327934139316,0.40095,9.77505,0.82395005,0.0,0.0,0.0
1680013339584,1193327936641700,0.43005002,9.67905,0.79200006,0.0,0.0,0.0
1680013339585,1193327939143623,0.49005002,9.768001,0.81405,0.0,0.0,0.0
