system_ts_ms, sensor_ts_ns, magX, magY, magZ
1680015643963,1195632318551804,8.925,-23.212502,-24.54375
1680015643984,1195632328531115,8.75625,-23.2875,-24.712502
1680015643985,1195632338509393,9.056251,-23.7,-24.712502
1680015643994,1195632348526143,9.356251,-24.187502,-24.712502
1680015644006,1195632358496787,9.4125,-23.8875,-24.843752
1680015644014,1195632368477191,9.46875,-23.587502,-25.0125
1680015644025,1195632378477902,9.95625,-23.2875,-25.0125
1680015644034,1195632388474517,10.387501,-22.987501,-25.0125
1680015644045,1195632398500747,10.6125,-23.04375,-25.087502
1680015644057,1195632408508809,10.856251,-23.1,-25.143751
1680015644064,1195632418492491,10.6125,-23.04375,-25.143751
1680015644075,1195632428477553,10.387501,-22.987501,-25.143751
1680015644084,1195632438468413,10.668751,-23.1,-25.0125
1680015644094,1195632448461509,10.9875,-23.2875,-24.843752
1680015644106,1195632458483220,10.743751,-23.8125,-24.712502
1680015644113,1195632468517571,10.556251,-24.300001,-24.54375
1680015644125,1195632478530777,10.087501,-24.4125,-24.4125
1680015644134,1195632488529170,9.65625,-24.487501,-24.243752
1680015644143,1195632498519598,9.46875,-24.487501,-24.112501
1680015644156,1195632508514092,9.356251,-24.487501,-23.925001
1680015644164,1195632518486967,9.056251,-24.487501,-24.056252
1680015644176,1195632528491865,8.75625,-24.487501,-24.112501
1680015644184,1195632538498466,8.925,-24.300001,-24.112501
1680015644194,1195632548501499,9.168751,-24.187502,-24.112501
1680015644209,1195632558516536,9.356251,-24.243752,-24.056252
1680015644214,1195632568529848,9.46875,-24.300001,-23.925001
1680015644225,1195632578510396,9.84375,-24.4125,-24.112501
1680015644234,1195632588499396,10.25625,-24.487501,-24.243752
1680015644245,1195632598497015,10.25625,-24.243752,-24.4125
1680015644256,1195632608476625,10.25625,-24.0,-24.54375
1680015644263,1195632618508913,10.125,-24.112501,-24.54375
1680015644274,1195632628490470,10.087501,-24.187502,-24.54375
1680015644285,1195632638472782,10.44375,-24.187502,-24.35625
1680015644295,1195632648471498,10.856251,-24.187502,-24.112501
1680015644305,1195632658476858,10.6125,-24.187502,-24.112501
1680015644314,1195632668480252,10.387501,-24.187502,-24.112501
1680015644325,1195632678489492,10.387501,-24.243752,-24.056252
1680015644334,1195632688501717,10.387501,-24.300001,-23.925001
1680015644344,1195632698488683,10.125,-23.8875,-24.243752
1680015644354,1195632708496144,9.95625,-23.400002,-24.54375
1680015644365,1195632718493774,9.84375,-23.212502,-24.7875
1680015644376,1195632728500172,9.7875,-22.987501,-25.0125
1680015644384,1195632738507095,9.84375,-22.987501,-25.0125
1680015644394,1195632748517912,9.95625,-22.987501,-25.0125
1680015644405,1195632758532778,10.125,-23.212502,-25.087502
1680015644414,1195632768545860,10.387501,-23.400002,-25.143751
1680015644424,1195632778539845,10.25625,-23.7,-25.087502
1680015644436,1195632788544206,10.087501,-24.0,-25.0125
1680015644445,1195632798548883,9.95625,-23.925001,-25.25625
1680015644453,1195632808551017,9.7875,-23.8875,-25.425001
1680015644464,1195632818556205,9.543751,-23.8875,-25.612501
1680015644474,1195632828562133,9.356251,-23.8875,-25.743752
1680015644484,1195632838566521,9.168751,-23.925001,-25.743752
1680015644494,1195632848534487,9.056251,-24.0,-25.743752
1680015644504,1195632858534799,9.243751,-24.187502,-25.556252
1680015644514,1195632868534395,9.46875,-24.300001,-25.312502
1680015644524,1195632878526596,9.4125,-24.6,-25.143751
1680015644535,1195632888555269,9.356251,-24.900002,-25.0125
1680015644544,1195632898557413,9.4125,-24.7875,-24.843752
