system_ts_ms, sensor_ts_ns, accX, accY, accZ
1680015643959,1195632313071458,3.9229503,7.79895,4.96005
1680015643962,1195632315573612,3.9499502,7.8349504,4.833
1680015643965,1195632318075996,3.7800002,7.87095,4.7200503
1680015643967,1195632320578458,3.8560503,7.93305,4.7509503
1680015643969,1195632323080616,3.7750502,7.79895,4.68405
1680015643984,1195632325582846,3.7120502,7.8900003,4.66305
1680015643984,1195632328085231,3.66195,7.8829503,4.806
1680015643984,1195632330587385,3.6190503,7.8490505,4.72695
1680015643985,1195632333089587,3.696,7.938,4.8829503
1680015643985,1195632335592048,3.68895,7.7779503,4.7970004
1680015643985,1195632338094202,3.7800002,7.8829503,4.881
1680015643986,1195632340596587,3.75795,7.998,4.82805
1680015643989,1195632343098798,3.79605,7.9480505,4.7850003
1680015643990,1195632345600952,3.8490002,7.9810505,4.842
1680015643993,1195632348103337,3.86295,7.9480505,4.88805
1680015643995,1195632350605568,3.9379501,7.9759502,4.938
1680015643999,1195632353107962,4.005,7.9570503,4.8180003
1680015644001,1195632355610193,3.9970503,7.9069505,4.9570503
1680015644006,1195632358112347,3.9739501,7.8850503,4.9450502
1680015644007,1195632360614731,4.04505,7.9189506,4.9840503
1680015644008,1195632363116962,4.053,8.017051,4.965
1680015644010,1195632365619424,3.9640503,7.8919506,4.9840503
1680015644013,1195632368121578,3.9589503,7.9140005,4.93095
1680015644015,1195632370623962,3.9469502,8.007,5.04405
1680015644017,1195632373126193,3.9450002,8.115001,5.0680504
1680015644024,1195632375628347,3.9540002,8.10795,5.0170503
1680015644024,1195632378130770,3.8899503,8.095051,5.0989504
1680015644025,1195632380632923,3.7600503,8.026951,5.0479503
1680015644027,1195632383135385,3.7510502,7.9570503,4.9669504
1680015644030,1195632385637616,3.6979501,8.050051,4.9759502
1680015644033,1195632388139770,3.6720002,7.9620004,5.0890503
1680015644040,1195632390642154,3.5520003,7.9279504,5.0220003
1680015644041,1195632393144385,3.5470502,7.9120502,5.07495
1680015644041,1195632395646539,3.5659502,7.9069505,5.1150002
1680015644044,1195632398149000,3.4420502,7.9120502,5.07705
1680015644046,1195632400651385,3.4710002,7.806,5.0340004
1680015644048,1195632403153539,3.4630501,7.8229504,5.0269504
1680015644050,1195632405655770,3.4420502,7.8540006,4.97205
1680015644052,1195632408158159,3.4420502,7.8420005,5.02395
