system_ts_ms, sensor_ts_ns, linX, linY, linZ
1680000639052,1180627392425998,0.019,-0.121,0.353
1680000639055,1180627394928056,0.143,-0.23,0.325
1680000639055,1180627397429979,-0.003,-0.256,0.147
1680000639055,1180627399932056,-0.328,-0.392,-0.071
1680000639056,1180627402433979,-0.395,-0.419,-0.071
1680000639057,1180627404936056,-0.421,-0.418,-0.086
1680000639057,1180627407438201,-0.461,-0.431,-0.086
1680000639058,1180627409940047,-0.461,-0.485,-0.046
1680000639066,1180627412441970,-0.42,-0.279,0.035
1680000639066,1180627414944047,-0.312,-0.224,0.198
1680000639066,1180627417445965,-0.222,0.01,0.262
1680000639067,1180627419948042,-0.004,0.052,0.398
1680000639070,1180627422450196,0.239,0.326,0.248
1680000639070,1180627424952119,0.293,0.395,0.275
1680000639073,1180627427454177,0.32,0.409,0.316
1680000639076,1180627429956023,0.347,0.424,0.234
1680000639079,1180627432457946,0.36,0.547,0.207
1680000639081,1180627434960023,0.246,0.481,0.185
1680000639086,1180627437461936,0.15,0.317,0.131
1680000639087,1180627439964090,0.177,0.385,0.227
1680000639087,1180627442466167,0.0,0.454,0.009
1680000639089,1180627444968013,-0.137,0.277,0.145
1680000639092,1180627447469936,-0.179,0.236,0.091
1680000639095,1180627449972075,-0.317,0.032,0.201
1680000639098,1180627452473921,-0.388,-0.076,0.474
1680000639102,1180627454976075,-0.335,-0.171,0.406
1680000639102,1180627457477921,-0.364,-0.198,0.366
1680000639105,1180627459980080,-0.188,-0.089,0.189
1680000639107,1180627462481926,-0.163,-0.075,0.271
1680000639110,1180627464984080,-0.137,-0.074,0.108
1680000639114,1180627467486157,-0.152,0.007,0.204
1680000639118,1180627469988085,0.038,0.207,0.219
1680000639120,1180627472489931,-0.058,0.111,0.26
1680000639121,1180627474992008,0.049,0.152,0.206
1680000639123,1180627477493931,-0.114,0.111,0.125
1680000639126,1180627479996008,-0.006,0.193,0.125
1680000639128,1180627482498181,-0.047,0.111,0.275
1680000639130,1180627485000104,-0.02,0.179,0.166
1680000639137,1180627487502181,0.048,0.203,0.235
1680000639137,1180627490004104,-0.114,-0.001,0.154
1680000639143,1180627492505940,-0.019,0.066,0.263
1680000639143,1180627495008017,-0.018,-0.002,0.249
1680000639143,1180627497510171,0.036,0.038,0.263
1680000639145,1180627500012094,0.064,0.038,0.33
1680000639155,1180627502514171,0.147,-0.084,0.099
1680000639155,1180627505016110,0.106,0.158,0.263
1680000639155,1180627507518187,0.148,0.158,0.262
1680000639159,1180627510020033,0.15,0.199,0.262
1680000639159,1180627512521956,0.151,0.171,0.153
1680000639160,1180627515024124,0.152,0.185,0.234
1680000639172,1180627517526201,0.153,0.185,0.261
1680000639173,1180627520028124,0.167,0.171,0.22
1680000639173,1180627522530201,0.166,0.168,0.221
1680000639179,1180627525032124,0.057,0.127,0.316
1680000639179,1180627527534201,0.099,0.127,0.262
1680000639179,1180627530036124,0.113,0.195,0.193
1680000639180,1180627532538201,0.127,0.25,0.166
1680000639180,1180627535040124,0.168,0.237,0.207
1680000639186,1180627537542220,0.195,0.169,0.18
