system_ts_ms, sensor_ts_ns, rotX, rotY, rotZ, rotL
1680013190813,1193179164908566,0.141402,0.125494,0.828371,0.527311
1680013190819,1193179167410720,0.141502,0.125401,0.828352,0.527336
1680013190819,1193179169912566,0.141586,0.125324,0.828336,0.527356
1680013190819,1193179172414720,0.141665,0.125256,0.82832,0.527377
1680013190820,1193179174916796,0.141742,0.12519,0.828302,0.5274
1680013190822,1193179177418945,0.141824,0.125122,0.828282,0.527426
1680013190824,1193179179920868,0.142464,0.124586,0.828319,0.527322
1680013190834,1193179182422945,0.142582,0.12449,0.828304,0.527336
1680013190834,1193179184925099,0.142639,0.124446,0.828286,0.52736
1680013190835,1193179187427022,0.14268,0.124416,0.828271,0.527378
1680013190836,1193179189929099,0.142708,0.124403,0.82826,0.527392
1680013190838,1193179192431022,0.142723,0.124404,0.828249,0.527405
1680013190841,1193179194933176,0.142725,0.124417,0.828237,0.52742
1680013190844,1193179197435249,0.143115,0.124252,0.827773,0.528081
1680013190845,1193179199937172,0.14313,0.124272,0.827763,0.528088
1680013190847,1193179202439249,0.143116,0.124302,0.82776,0.528089
1680013190850,1193179204941403,0.143099,0.124339,0.82776,0.528085
1680013190853,1193179207443345,0.143083,0.124383,0.82776,0.528079
1680013190855,1193179209945499,0.143065,0.124426,0.827763,0.52807
1680013190857,1193179212447576,0.143045,0.124468,0.827771,0.528053
1680013190863,1193179214949499,0.142955,0.124837,0.827724,0.528064
1680013190863,1193179217451576,0.142928,0.12492,0.827729,0.528044
1680013190864,1193179219953504,0.14291,0.124967,0.827739,0.528021
1680013190868,1193179222455658,0.142891,0.125008,0.827749,0.528
1680013190870,1193179224957812,0.142878,0.125048,0.827756,0.527984
1680013190872,1193179227459889,0.142867,0.125084,0.827758,0.527975
1680013190879,1193179229961826,0.142862,0.125108,0.827756,0.527974
1680013190879,1193179232463903,0.142687,0.125068,0.82777,0.528009
1680013190880,1193179234965826,0.142684,0.125068,0.827766,0.528017
1680013190884,1193179237467903,0.142889,0.124857,0.826998,0.529212
1680013190885,1193179239970056,0.142933,0.124834,0.826977,0.529239
1680013190887,1193179242472191,0.142985,0.124808,0.826959,0.529259
1680013190890,1193179244974114,0.143049,0.124772,0.826942,0.529277
1680013190895,1193179247476191,0.143127,0.124723,0.826925,0.529295
1680013190895,1193179249978114,0.142786,0.125035,0.826862,0.529411
1680013190897,1193179252480176,0.142839,0.125007,0.826839,0.529439
1680013190900,1193179254982330,0.142946,0.124937,0.826823,0.529452
1680013190902,1193179257484253,0.143071,0.124857,0.826808,0.52946
1680013190904,1193179259986407,0.143208,0.124772,0.826794,0.529465
1680013190911,1193179262488460,0.143355,0.124681,0.826781,0.529467
1680013190911,1193179264990383,0.143516,0.124582,0.82677,0.529465
1680013190914,1193179267492460,0.143717,0.124615,0.826731,0.529462
1680013190916,1193179269994383,0.143894,0.124524,0.826718,0.529456
1680013190918,1193179272496523,0.144076,0.124414,0.826707,0.52945
1680013190922,1193179274998600,0.144263,0.124299,0.826693,0.529448
1680013190924,1193179277500754,0.144453,0.124182,0.826679,0.529446
1680013190929,1193179280002677,0.14464,0.124066,0.826665,0.529444
1680013190929,1193179282504754,0.144824,0.123952,0.826652,0.529441
1680013190930,1193179285006682,0.145152,0.123769,0.826644,0.529406
1680013190933,1193179287508759,0.14535,0.123651,0.82663,0.5294
1680013190935,1193179290010913,0.145522,0.123546,0.826617,0.529399
1680013190937,1193179292513066,0.145693,0.123441,0.826606,0.529394
1680013190940,1193179295014990,0.145862,0.123341,0.826593,0.529391
1680013190946,1193179297517056,0.146028,0.123242,0.826578,0.52939
1680013190946,1193179300018980,0.146187,0.123151,0.826566,0.529387
1680013190947,1193179302521056,0.146544,0.123187,0.826519,0.529353
1680013190952,1193179305022985,0.146713,0.123115,0.826505,0.529345
1680013190953,1193179307525138,0.146857,0.123036,0.826496,0.529336
1680013190955,1193179310027292,0.146986,0.122964,0.826491,0.529326
1680013190957,1193179312529138,0.147107,0.122904,0.826486,0.529314
1680013190962,1193179315031292,0.14722,0.122846,0.826483,0.529301
1680013190963,1193179317533383,0.147329,0.122789,0.826483,0.529284
1680013190965,1193179320035306,0.147561,0.122803,0.826464,0.529245
1680013190968,1193179322537460,0.147667,0.122763,0.826465,0.529223
1680013190970,1193179325039556,0.147755,0.122723,0.82647,0.5292
1680013190973,1193179327541479,0.14784,0.122689,0.826477,0.529175
1680013190979,1193179330043633,0.147917,0.122658,0.826485,0.529147
1680013190980,1193179332545710,0.147988,0.122633,0.826495,0.529117
1680013190980,1193179335047633,0.148053,0.122609,0.826508,0.529084
1680013190982,1193179337549787,0.148361,0.122513,0.826519,0.529003
1680013190985,1193179340051864,0.148446,0.122482,0.82653,0.528969
1680013190989,1193179342553787,0.148505,0.122456,0.826544,0.528937
1680013190992,1193179345055864,0.148559,0.122436,0.826561,0.5289
1680013190995,1193179347558009,0.148608,0.122421,0.826578,0.528864
1680013190995,1193179350059932,0.148653,0.122406,0.826596,0.528826
1680013190998,1193179352562009,0.148695,0.122392,0.826614,0.528789
1680013191000,1193179355064163,0.148907,0.122439,0.826611,0.528723
1680013191003,1193179357566086,0.14896,0.122441,0.82663,0.528679
1680013191005,1193179360068148,0.148984,0.122438,0.826651,0.52864
1680013191007,1193179362570071,0.149005,0.122438,0.826672,0.5286
1680013191011,1193179365072455,0.149023,0.122438,0.826694,0.52856
1680013191014,1193179367574301,0.149037,0.122442,0.826715,0.528524
1680013191015,1193179370076441,0.14905,0.122447,0.826735,0.528487
1680013191018,1193179372578364,0.149061,0.12261,0.826727,0.528459
1680013191020,1193179375080441,0.149071,0.122635,0.826745,0.528421
1680013191023,1193179377582364,0.149075,0.122642,0.826768,0.528383
1680013191028,1193179380084484,0.149077,0.122645,0.826792,0.528344
1680013191028,1193179382586638,0.14908,0.12265,0.826815,0.528307
1680013191030,1193179385088484,0.149084,0.122651,0.826837,0.52827
1680013191033,1193179387590561,0.149087,0.122654,0.826859,0.528234
1680013191036,1193179390092715,0.149071,0.122743,0.826864,0.528211
1680013191037,1193179392594663,0.149075,0.122751,0.826881,0.528181
1680013191040,1193179395096740,0.149082,0.122754,0.826898,0.528151
1680013191045,1193179397598894,0.149062,0.122785,0.827033,0.527938
1680013191045,1193179400100817,0.149067,0.122781,0.827051,0.52791
1680013191047,1193179402602976,0.149074,0.122775,0.827067,0.527884
1680013191053,1193179405104822,0.14908,0.122767,0.827082,0.527861
