system_ts_ms, sensor_ts_ns, linX, linY, linZ
1680019717437,1199705788252984,0.339,0.161,0.284
1680019717438,1199705790755138,0.384,0.067,0.243
1680019717438,1199705793257600,0.321,0.177,0.092
1680019717440,1199705795759984,0.177,0.055,0.077
1680019717444,1199705798262138,0.154,0.028,0.089
1680019717456,1199705800764282,0.076,0.124,0.116
1680019717457,1199705803266513,0.026,0.098,0.019
1680019717457,1199705805768667,0.002,0.03,-0.007
1680019717458,1199705808271051,-0.09,0.071,-0.022
1680019717459,1199705810773282,-0.129,-0.008,0.017
1680019717459,1199705813275677,-0.222,0.033,-0.023
1680019717461,1199705815777831,-0.112,-0.006,-0.065
1680019717465,1199705818279984,-0.235,0.13,-0.079
1680019717465,1199705820782215,-0.235,0.104,0.028
1680019717468,1199705823284614,-0.214,0.114,-0.079
1680019717470,1199705825786845,-0.242,0.142,-0.052
1680019717473,1199705828288998,-0.093,0.089,-0.161
1680019717475,1199705830791383,-0.054,-0.004,0.042
1680019717478,1199705833293537,-0.07,0.023,-0.094
1680019717483,1199705835795754,-0.1,0.038,0.054
1680019717484,1199705838297908,0.02,0.0,-0.054
1680019717486,1199705840800369,0.016,-0.078,-0.001
1680019717488,1199705843302523,0.068,-0.022,-0.042
1680019717490,1199705845804918,-0.002,-0.007,-0.097
1680019717493,1199705848307071,0.021,0.007,-0.083
1680019717495,1199705850809302,0.1,0.09,-0.043
1680019717499,1199705853311446,-0.053,0.078,-0.111
1680019717501,1199705855813908,-0.029,0.106,-0.002
1680019717503,1199705858316061,0.086,0.17,-0.04
1680019717506,1199705860818215,0.068,0.198,0.109
1680019717508,1199705863320600,0.065,0.241,0.041
1680019717510,1199705865822744,0.088,0.16,-0.081
1680019717513,1199705868324975,0.043,0.134,0.027
1680019717517,1199705870827128,0.04,0.108,0.082
1680019717520,1199705873329590,-0.018,0.15,0.204
1680019717522,1199705875831749,0.032,0.11,0.177
1680019717524,1199705878333903,0.028,0.125,0.232
1680019717526,1199705880836287,0.039,0.126,0.164
1680019717532,1199705883338518,0.077,0.181,0.204
1680019717532,1199705885840696,0.074,0.169,0.204
1680019717533,1199705888343081,0.112,0.224,0.381
1680019717535,1199705890845311,0.069,0.198,0.218
1680019717539,1199705893347696,0.04,0.143,0.205
1680019717542,1199705895849845,0.079,0.144,0.164
1680019717543,1199705898351999,0.091,0.077,0.204
1680019717545,1199705900854229,0.076,0.146,0.299
1680019717550,1199705903356614,0.021,0.187,0.285
1680019717551,1199705905858845,-0.047,0.12,0.326
1680019717553,1199705908360990,0.006,0.094,0.312
1680019717557,1199705910863374,-0.044,0.122,0.284
1680019717559,1199705913365528,-0.003,0.123,0.324
1680019717561,1199705915867682,-0.016,0.07,0.378
1680019717565,1199705918370120,-0.125,0.152,0.391
1680019717566,1199705920872350,-0.138,0.262,0.336
1680019717568,1199705923374504,-0.164,0.181,0.363
1680019717570,1199705925876658,-0.123,0.209,0.253
1680019717573,1199705928379047,-0.143,0.155,0.293
1680019717576,1199705930881200,-0.209,0.197,0.156
1680019717579,1199705933383662,-0.154,0.293,0.292
1680019717583,1199705935885816,-0.207,0.198,0.25
1680019717583,1199705938388047,-0.261,0.104,0.277
1680019717585,1199705940890201,-0.205,0.159,0.235
1680019717588,1199705943392354,-0.245,0.147,0.303
1680019717591,1199705945894739,-0.235,0.159,0.166
1680019717594,1199705948396946,-0.247,0.078,0.329
1680019717599,1199705950899330,-0.205,0.16,0.165
1680019717599,1199705953401484,-0.191,0.161,0.11
1680019717601,1199705955903715,-0.204,0.149,0.068
1680019717603,1199705958405869,-0.067,0.123,0.108
1680019717605,1199705960908263,-0.135,0.246,0.108
1680019717608,1199705963410417,-0.024,0.162,0.081
1680019717611,1199705965912879,0.003,0.095,-0.054
1680019717616,1199705968415033,0.016,0.178,0.121
1680019717617,1199705970917272,-0.009,0.111,0.107
1680019717619,1199705973419426,0.003,0.153,0.147
1680019717621,1199705975921811,0.058,0.167,0.051
1680019717624,1199705978423965,0.045,0.169,0.023
1680019717625,1199705980926177,0.045,0.168,0.174
1680019717628,1199705983428561,0.031,0.223,0.105
1680019717632,1199705985930715,0.031,0.156,0.077
1680019717634,1199705988432946,0.045,0.144,0.104
1680019717635,1199705990935110,-0.008,0.159,0.076
1680019717639,1199705993437494,-0.049,0.119,0.13
1680019717641,1199705995939725,-0.007,0.107,0.007
1680019717643,1199705998442110,0.032,0.159,0.089
1680019717646,1199706000944273,0.046,0.092,0.157
1680019717650,1199706003446503,0.06,0.134,0.074
1680019717651,1199706005948657,0.047,0.108,0.115
1680019717653,1199706008451042,-0.047,0.15,0.059
1680019717655,1199706010953264,-0.087,0.083,-0.063
1680019717659,1199706013455417,-0.059,0.139,0.085
1680019717662,1199706015957802,-0.056,0.098,0.112
1680019717667,1199706018460033,-0.083,0.167,-0.024
1680019717668,1199706020962187,-0.069,0.073,0.125
1680019717670,1199706023464355,-0.136,0.088,0.015
1680019717672,1199706025966739,-0.054,0.157,-0.039
1680019717674,1199706028468970,-0.054,0.022,-0.026
1680019717675,1199706030971124,-0.108,0.078,0.067
1680019717678,1199706033473508,-0.09,0.051,0.08
1680019717682,1199706035975739,-0.09,-0.015,0.052
1680019717683,1199706038477893,-0.212,-0.041,-0.056
1680019717685,1199706040980047,-0.13,0.027,-0.043
1680019717689,1199706043482508,-0.102,0.015,0.227
1680019717691,1199706045984662,-0.089,-0.01,0.05
1680019717693,1199706048486816,-0.184,0.017,0.076
1680019717696,1199706050989201,-0.164,-0.06,0.047
1680019717700,1199706053491394,-0.191,-0.004,0.005
1680019717702,1199706055993547,-0.15,-0.044,0.086
1680019717703,1199706058495932,-0.137,-0.056,0.031
1680019717707,1199706060998163,-0.26,-0.014,-0.023
1680019717710,1199706063500556,-0.206,-0.081,0.125
1680019717711,1199706066002710,-0.138,-0.026,0.07
