system_ts_ms, sensor_ts_ns, linX, linY, linZ
1679930055436,1110043787358127,0.046,0.3,0.297
1679930055437,1110043789860281,0.098,0.206,0.297
1679930055437,1110043792362358,0.137,0.248,0.337
1679930055439,1110043794864286,0.217,0.126,0.351
1679930055442,1110043797366363,0.283,0.14,0.365
1679930055444,1110043799868286,0.241,0.113,0.351
1679930055447,1110043802370440,0.226,0.154,0.229
1679930055457,1110043804872301,0.211,0.141,0.12
1679930055457,1110043807374686,0.265,-0.008,0.106
1679930055457,1110043809876609,0.278,0.086,0.079
1679930055457,1110043812378686,0.251,0.073,-0.029
1679930055459,1110043814880613,0.21,0.127,0.024
1679930055462,1110043817382690,0.156,0.196,-0.043
1679930055466,1110043819884613,0.184,0.032,-0.057
1679930055468,1110043822386997,0.157,0.237,-0.179
1679930055471,1110043824888878,0.158,0.223,-0.03
1679930055473,1110043827391031,0.01,0.237,-0.044
1679930055475,1110043829892954,0.024,0.182,0.023
1679930055478,1110043832395031,-0.069,0.128,-0.031
1679930055484,1110043834896935,-0.026,0.169,0.05
1679930055484,1110043837399012,-0.052,0.237,-0.127
1679930055486,1110043839901166,-0.051,0.265,-0.004
1679930055487,1110043842403089,-0.077,0.265,-0.086
1679930055490,1110043844905161,-0.144,0.306,0.089
1679930055492,1110043847407315,-0.033,0.225,0.062
1679930055495,1110043849909238,-0.046,0.238,0.034
1679930055501,1110043852411315,0.009,0.307,0.007
1679930055503,1110043854913238,-0.084,0.239,0.088
1679930055503,1110043857415392,-0.015,0.266,0.129
1679930055506,1110043859917469,-0.082,0.28,0.142
1679930055508,1110043862419392,-0.04,0.226,0.196
1679930055511,1110043864921469,-0.107,0.213,0.059
1679930055513,1110043867423623,-0.079,0.281,-0.035
1679930055518,1110043869925546,-0.051,0.349,0.086
1679930055518,1110043872427700,-0.092,0.309,0.086
1679930055520,1110043874929743,-0.118,0.268,0.113
1679930055523,1110043877431666,-0.132,0.419,0.126
1679930055526,1110043879933743,-0.077,0.31,0.139
1679930055528,1110043882435897,-0.186,0.338,0.071
1679930055534,1110043884937820,-0.199,0.338,0.139
1679930055534,1110043887439902,-0.131,0.27,0.043
1679930055535,1110043889941825,-0.159,0.312,0.111
1679930055537,1110043892443902,-0.092,0.353,0.125
1679930055541,1110043894945825,-0.119,0.299,0.07
1679930055543,1110043897448008,-0.076,0.292,0.06
1679930055545,1110043899950084,-0.062,0.347,0.155
1679930055551,1110043902452238,-0.009,0.334,0.182
1679930055551,1110043904954161,-0.064,0.28,0.21
1679930055552,1110043907456238,-0.052,0.239,0.169
1679930055554,1110043909958146,-0.026,0.24,0.155
1679930055557,1110043912460223,0.04,0.213,0.141
1679930055560,1110043914962146,0.0,0.237,0.17
1679930055562,1110043917464531,-0.001,0.292,0.116
1679930055570,1110043919966373,-0.002,0.211,0.116
1679930055570,1110043922468527,0.091,0.198,0.156
1679930055571,1110043924970450,0.022,0.253,0.006
1679930055573,1110043927472527,0.034,0.09,0.047
1679930055576,1110043929974459,-0.007,0.24,0.129
1679930055578,1110043932476613,0.072,0.277,0.172
1679930055585,1110043934978690,-0.024,0.263,0.077
1679930055585,1110043937480844,0.002,0.196,0.036
1679930055586,1110043939982695,0.014,0.237,0.104
1679930055588,1110043942484849,-0.013,0.224,0.05
1679930055590,1110043944986772,-0.041,0.142,0.104
1679930055592,1110043947488849,-0.042,0.238,0.063
1679930055595,1110043949991003,0.011,0.181,0.119
1679930055602,1110043952492912,-0.043,0.222,0.051
1679930055603,1110043954994989,-0.03,0.195,0.037
1679930055603,1110043957496912,-0.017,0.155,0.064
1679930055605,1110043959998989,-0.058,0.142,0.091
1679930055607,1110043962501143,0.009,0.238,0.119
1679930055610,1110043965002989,-0.018,0.211,0.091
1679930055613,1110043967505219,-0.043,0.035,0.117
1679930055618,1110043970007296,-0.044,0.144,0.117
1679930055618,1110043972509204,0.078,0.185,0.035
1679930055620,1110043975011281,0.064,0.172,0.022
1679930055622,1110043977513204,0.064,0.132,0.13
