system_ts_ms, sensor_ts_ns, magXr, magYr, magZr, magDXr, magDYr, magDZr
1679930055437,1110043793336647,29.156252,-57.525,-268.0125,14.58,-37.55,-242.64
1679930055457,1110043803338786,29.2875,-57.112503,-268.0125,14.58,-37.55,-242.64
1679930055457,1110043813340955,29.156252,-56.737503,-268.3125,14.58,-37.55,-242.64
1679930055469,1110043823335550,29.1,-56.325,-268.61252,14.58,-37.55,-242.64
1679930055478,1110043833348761,29.04375,-56.568752,-268.55627,14.58,-37.55,-242.64
1679930055488,1110043843350896,28.987501,-56.812504,-268.44376,14.58,-37.55,-242.64
1679930055501,1110043853353044,28.987501,-56.812504,-268.44376,14.58,-37.55,-242.64
1679930055509,1110043863355101,28.987501,-56.812504,-268.44376,14.58,-37.55,-242.64
1679930055521,1110043873346298,29.400002,-57.525,-268.725,14.58,-37.55,-242.64
1679930055528,1110043883315163,29.400002,-57.525,-268.725,14.58,-37.55,-242.64
1679930055538,1110043893309648,29.587502,-57.956253,-268.61252,14.58,-37.55,-242.64
1679930055551,1110043903311831,29.7,-58.312504,-268.44376,14.58,-37.55,-242.64
1679930055558,1110043913306219,29.7,-58.068752,-268.55627,14.58,-37.55,-242.64
1679930055570,1110043923334041,29.7,-57.825,-268.61252,14.58,-37.55,-242.64
1679930055579,1110043933336184,29.456251,-57.99375,-268.61252,14.58,-37.55,-242.64
1679930055589,1110043943338285,29.2875,-58.125004,-268.61252,14.58,-37.55,-242.64
1679930055602,1110043953348963,29.325,-57.825,-268.44376,14.58,-37.55,-242.64
1679930055609,1110043963351040,29.400002,-57.525,-268.3125,14.58,-37.55,-242.64
1679930055619,1110043973327871,29.325,-57.393753,-268.25626,14.58,-37.55,-242.64
1679930055629,1110043983339020,29.2875,-57.225002,-268.14377,14.58,-37.55,-242.64
1679930055638,1110043993324881,29.1,-57.16875,-267.84375,14.58,-37.55,-242.64
1679930055651,1110044003319380,28.987501,-57.112503,-267.54376,14.58,-37.55,-242.64
1679930055658,1110044013339168,29.1,-57.05625,-267.54376,14.58,-37.55,-242.64
1679930055669,1110044023340932,29.2875,-56.925003,-267.54376,14.58,-37.55,-242.64
1679930055678,1110044033343086,29.156252,-57.112503,-267.35626,14.58,-37.55,-242.64
1679930055688,1110044043352841,29.1,-57.225002,-267.11252,14.58,-37.55,-242.64
1679930055701,1110044053355085,28.987501,-57.525,-267.1875,14.58,-37.55,-242.64
1679930055709,1110044063340988,28.781252,-57.825,-267.24377,14.58,-37.55,-242.64
1679930055720,1110044073318963,28.743752,-57.99375,-267.54376,14.58,-37.55,-242.64
1679930055729,1110044083282968,28.687502,-58.125004,-267.84375,14.58,-37.55,-242.64
1679930055744,1110044093285034,28.44375,-57.99375,-267.84375,14.58,-37.55,-242.64
1679930055749,1110044103280341,28.2,-57.825,-267.84375,14.58,-37.55,-242.64
1679930055759,1110044113317327,27.956251,-57.825,-268.0125,14.58,-37.55,-242.64
1679930055769,1110044123341643,27.7875,-57.825,-268.14377,14.58,-37.55,-242.64
1679930055778,1110044133351734,27.7875,-57.656254,-268.3125,14.58,-37.55,-242.64
1679930055790,1110044143367249,27.7875,-57.393753,-268.44376,14.58,-37.55,-242.64
1679930055801,1110044153366402,28.143751,-57.525,-268.44376,14.58,-37.55,-242.64
1679930055808,1110044163381459,28.500002,-57.7125,-268.44376,14.58,-37.55,-242.64
1679930055818,1110044173350141,28.743752,-57.656254,-268.25626,14.58,-37.55,-242.64
1679930055829,1110044183331540,28.987501,-57.525,-268.0125,14.58,-37.55,-242.64
1679930055838,1110044193326021,28.987501,-57.656254,-268.14377,14.58,-37.55,-242.64
1679930055848,1110044203319045,28.987501,-57.7125,-268.3125,14.58,-37.55,-242.64
1679930055859,1110044213345592,29.156252,-57.768753,-268.06876,14.58,-37.55,-242.64
1679930055870,1110044223348193,29.400002,-57.825,-267.84375,14.58,-37.55,-242.64
1679930055880,1110044233326774,29.04375,-57.525,-267.95627,14.58,-37.55,-242.64
1679930055890,1110044243331924,28.687502,-57.225002,-268.0125,14.58,-37.55,-242.64
1679930055898,1110044253320346,28.368752,-57.468754,-268.14377,14.58,-37.55,-242.64
1679930055909,1110044263320860,28.087502,-57.7125,-268.3125,14.58,-37.55,-242.64
1679930055920,1110044273309312,28.25625,-57.825,-268.06876,14.58,-37.55,-242.64
1679930055930,1110044283278373,28.500002,-57.99375,-267.84375,14.58,-37.55,-242.64
1679930055940,1110044293287137,28.44375,-58.068752,-267.7875,14.58,-37.55,-242.64
1679930055950,1110044303289589,28.368752,-58.125004,-267.71252,14.58,-37.55,-242.64
1679930055963,1110044313293978,28.781252,-58.36875,-267.65625,14.58,-37.55,-242.64
