system_ts_ms, sensor_ts_ns, linX, linY, linZ
1679931497620,1111485974573732,0.211,0.365,0.465
1679931497623,1111485977075664,0.25,0.501,0.493
1679931497625,1111485979577818,0.288,0.474,0.412
1679931497628,1111485982079972,0.259,0.46,0.494
1679931497630,1111485984582126,0.299,0.529,0.481
1679931497631,1111485987084203,0.296,0.397,0.552
1679931497639,1111485989586443,0.377,0.396,0.567
1679931497640,1111485992088597,0.417,0.314,0.581
1679931497640,1111485994590751,0.335,0.314,0.444
1679931497642,1111485997092828,0.28,0.301,0.499
1679931497644,1111485999595016,0.362,0.301,0.431
1679931497647,1111486002097170,0.308,0.219,0.485
1679931497651,1111486004599400,0.251,0.227,0.378
1679931497651,1111486007101554,0.279,0.227,0.46
1679931497654,1111486009603631,0.253,0.172,0.405
1679931497657,1111486012105780,0.24,0.117,0.282
1679931497661,1111486014607934,0.145,0.103,0.336
1679931497662,1111486017110088,0.133,0.076,0.404
1679931497664,1111486019612242,0.175,0.089,0.376
1679931497667,1111486022114395,0.109,0.022,0.375
1679931497669,1111486024616549,0.205,0.186,0.266
1679931497672,1111486027118472,0.125,0.131,0.265
1679931497675,1111486029620626,-0.091,0.117,0.306
1679931497678,1111486032123015,0.031,0.24,0.319
1679931497679,1111486034625169,0.032,0.322,0.441
1679931497681,1111486037127092,0.032,0.199,0.4
1679931497684,1111486039629246,0.077,0.327,0.387
1679931497688,1111486042131404,-0.003,0.299,0.386
1679931497689,1111486044633481,0.078,0.353,0.318
1679931497692,1111486047135712,0.024,0.353,0.386
1679931497694,1111486049637866,-0.016,0.381,0.332
1679931497703,1111486052140040,0.078,0.34,0.304
1679931497703,1111486054642194,0.009,0.299,0.332
1679931497704,1111486057144271,0.014,0.265,0.359
1679931497705,1111486059646425,-0.013,0.238,0.413
1679931497709,1111486062148655,0.054,0.292,0.386
1679931497709,1111486064650742,0.039,0.225,0.291
1679931497712,1111486067152896,0.12,0.239,0.387
1679931497715,1111486069655050,0.173,0.198,0.387
1679931497720,1111486072157204,0.199,0.213,0.483
1679931497721,1111486074659122,0.132,0.038,0.482
1679931497723,1111486077161276,0.185,0.079,0.415
1679931497725,1111486079663660,0.238,0.148,0.442
1679931497727,1111486082165814,0.182,0.067,0.361
1679931497730,1111486084667737,0.262,-0.027,0.471
1679931497732,1111486087169910,0.206,-0.026,0.471
1679931497736,1111486089672064,0.245,0.069,0.458
