system_ts_ms, sensor_ts_ns, linX, linY, linZ
1679993569873,1173558226009631,0.026,0.243,0.051
1679993569873,1173558228511784,0.025,0.243,-0.084
1679993569876,1173558231013861,0.093,0.203,0.078
1679993569879,1173558233516015,-0.016,0.231,0.16
1679993569881,1173558236018164,0.091,0.149,0.078
1679993569897,1173558238520318,0.09,0.07,0.144
1679993569898,1173558243522241,0.171,0.071,0.211
1679993569898,1173558243669913,0.184,0.099,0.157
1679993569898,1173558246026452,0.198,0.167,0.143
1679993569898,1173558248528683,0.252,0.208,0.034
1679993569898,1173558251030759,0.265,0.154,0.034
1679993569899,1173558253532683,0.224,0.127,0.047
1679993569905,1173558256034831,0.181,0.142,0.089
1679993569905,1173558258536908,0.071,0.129,0.048
1679993569906,1173558261039062,0.071,0.156,0.129
1679993569908,1173558263541216,0.207,0.225,0.074
1679993569912,1173558266043370,0.207,0.348,0.169
1679993569913,1173558268545288,0.194,0.321,0.06
1679993569916,1173558271047365,0.235,0.335,0.155
1679993569920,1173558273549596,0.273,0.306,0.077
1679993569923,1173558276051673,0.286,0.388,0.022
1679993569925,1173558278553813,0.409,0.525,-0.032
1679993569927,1173558281055737,0.328,0.402,0.116
1679993569930,1173558283557890,0.302,0.389,-0.02
1679993569932,1173558286059967,0.18,0.402,-0.034
1679993569937,1173558288562183,0.222,0.348,-0.022
1679993569937,1173558291064260,0.156,0.306,0.195
1679993569939,1173558293566414,0.198,0.334,0.234
1679993569942,1173558296068337,0.158,0.28,0.137
1679993569944,1173558298570414,0.201,0.308,0.19
1679993569945,1173558301072568,0.161,0.295,0.229
1679993569948,1173558303574799,0.081,0.227,0.323
1679993569953,1173558306076875,0.151,0.145,0.334
1679993569954,1173558308578799,0.02,0.2,0.248
1679993569956,1173558311080952,0.049,0.214,0.287
1679993569960,1173558313583106,-0.071,0.187,0.218
1679993569962,1173558316085183,-0.057,0.31,0.394
1679993569965,1173558318587106,-0.069,0.16,0.338
1679993569967,1173558321089491,-0.109,0.187,0.215
1679993569971,1173558323591645,-0.013,0.187,0.228
1679993569973,1173558326093568,-0.087,0.24,0.251
