system_ts_ms, sensor_ts_ns, gyrX, gyrY, gyrZ
1679933804629,1113792982336726,-0.011275,-0.080025,0.0460625
1679933804631,1113792984838879,-0.0103124995,-0.0589875,0.042075
1679933804633,1113792987341023,-0.006325,-0.0419375,0.036025
1679933804635,1113792989843177,-0.0033,-0.0259875,0.036025
1679933804636,1113792992345100,6.875E-4,-0.00495,0.0341
1679933804646,1113792994847254,6.875E-4,0.0121,0.031075
1679933804647,1113792997349639,6.875E-4,0.0240625,0.0341
1679933804647,1113792999851586,0.0026125,0.0341,0.0320375
1679933804647,1113793002353970,0.00165,0.0460625,0.0320375
1679933804650,1113793004855893,6.875E-4,0.051975,0.0320375
1679933804652,1113793007358047,0.00165,0.064075,0.033
1679933804654,1113793009860210,0.0026125,0.0710875,0.0320375
1679933804658,1113793012362595,0.0037125,0.080025,0.0320375
1679933804660,1113793014864749,0.004675,0.0840125,0.0320375
1679933804662,1113793017366672,0.0037125,0.091025,0.031075
1679933804664,1113793019868826,0.0077,0.098037496,0.0290125
1679933804669,1113793022370984,0.009625,0.1040875,0.02805
1679933804672,1113793024873138,0.0056375,0.106975,0.025024999
1679933804676,1113793027375292,0.0037125,0.11605,0.0240625
1679933804677,1113793029877702,0.004675,0.122099996,0.022
1679933804679,1113793032379625,0.00165,0.122099996,0.0210375
1679933804682,1113793034881779,0.0037125,0.124025,0.020075
1679933804683,1113793037383932,0.0056375,0.124025,0.0121
1679933804684,1113793039886086,-2.75E-4,0.1260875,0.0081124995
1679933804687,1113793042388235,6.875E-4,0.117975,0.0070125
1679933804693,1113793044890389,0.0037125,0.1150875,0.0
1679933804693,1113793047392543,-0.001375,0.1120625,0.0
1679933804695,1113793049894697,-0.0042625,0.1029875,-0.0028875
1679933804697,1113793052396837,-0.0042625,0.095975,-0.007975
1679933804700,1113793054898990,-0.0042625,0.084975,-0.0089375
1679933804702,1113793057401144,-0.0072875,0.073975,-0.0119624995
1679933804709,1113793059903298,-0.012375,0.069025,-0.01595
1679933804710,1113793062405452,-0.0133375,0.0600875,-0.0199375
1679933804711,1113793064907606,-0.0143,0.050049998,-0.0199375
1679933804712,1113793067409760,-0.0213125,0.0430375,-0.0199375
1679933804715,1113793069911914,-0.0213125,0.031075,-0.0248875
1679933804717,1113793072414067,-0.0243375,0.025024999,-0.029975
1679933804719,1113793074916158,-0.028324999,0.0149875,-0.0279125
1679933804727,1113793077418389,-0.0323125,0.00605,-0.029975
1679933804727,1113793079920543,-0.033275,-0.0039875,-0.0339625
1679933804727,1113793082422697,-0.033275,-0.0169125,-0.0369875
1679933804730,1113793084924832,-0.039325,-0.029975,-0.03795
1679933804733,1113793087426986,-0.039325,-0.045925,-0.040975
