system_ts_ms, sensor_ts_ns, gyrX, gyrY, gyrZ
1679914370227,1094358582694966,-0.309925,-0.3696,-0.095699996
1679914370230,1094358585197427,-0.265925,-0.493625,-0.071775
1679914370231,1094358587699966,-0.22495,-0.598675,-0.054725
1679914370233,1094358590202427,-0.177925,-0.6815875,-0.0407
1679914370236,1094358592704802,-0.133925,-0.7326,-0.03575
1679914370252,1094358595207264,-0.089925,-0.7546,-0.0397375
1679914370252,1094358597709725,-0.04895,-0.7726125,-0.043725
1679914370252,1094358600211956,-0.0149875,-0.774675,-0.0517
1679914370252,1094358602714628,0.0149875,-0.7646375,-0.0627
1679914370252,1094358605217090,0.0451,-0.7555625,-0.0748
1679914370253,1094358607719321,0.073975,-0.7475875,-0.0818125
1679914370254,1094358610221782,0.098037496,-0.7316375,-0.0847
1679914370259,1094358612724244,0.122099996,-0.7126625,-0.0867625
1679914370260,1094358615226628,0.146025,-0.6815875,-0.087725
1679914370262,1094358617729167,0.1720125,-0.63855,-0.0818125
1679914370265,1094358620231551,0.1909875,-0.592625,-0.0757625
1679914370267,1094358622734009,0.212025,-0.543675,-0.073699996
1679914370270,1094358625236470,0.2300375,-0.493625,-0.073699996
1679914370272,1094358627738932,0.2520375,-0.4456375,-0.073699996
1679914370275,1094358630241163,0.2651,-0.394625,-0.0748
1679914370277,1094358632743859,0.278025,-0.350625,-0.073699996
1679914370280,1094358635246321,0.29205,-0.3106125,-0.076725
1679914370282,1094358637748782,0.3020875,-0.27665,-0.07975
1679914370284,1094358640251013,0.3119875,-0.24255,-0.082775
1679914370287,1094358642753504,0.319,-0.2176625,-0.0837375
1679914370294,1094358645255888,0.322025,-0.2006125,-0.082775
1679914370294,1094358647758427,0.32505,-0.1865875,-0.0757625
1679914370295,1094358650260888,0.3290375,-0.1725625,-0.0697125
1679914370297,1094358652763288,0.32999998,-0.1626625,-0.0617375
1679914370300,1094358655265749,0.32999998,-0.1596375,-0.0528
1679914370302,1094358657768211,0.3290375,-0.1516625,-0.0418
1679914370304,1094358660270442,0.3260125,-0.146575,-0.0336875
1679914370308,1094358662773134,0.3229875,-0.14355,-0.02475
1679914370310,1094358665275595,0.3180375,-0.141625,-0.0207625
1679914370312,1094358667777826,0.31501248,-0.1346125,-0.0158125
1679914370315,1094358670280288,0.3100625,-0.13255,-0.0127875
1679914370317,1094358672782734,0.306075,-0.1266375,-0.0097624995
1679914370320,1094358675285196,0.2981,-0.12155,-0.0127875
1679914370327,1094358677787657,0.2910875,-0.119625,-0.0127875
1679914370328,1094358680290119,0.2871,-0.1186625,-0.0127875
1679914370328,1094358682792538,0.2789875,-0.1175625,-0.0116875
1679914370330,1094358685294922,0.2679875,-0.113575,-0.01375
1679914370332,1094358687797384,0.2600125,-0.11165,-0.0127875
1679914370334,1094358690299922,0.2550625,-0.11055,-0.0097624995
1679914370337,1094358692802307,0.2459875,-0.11165,-0.0097624995
1679914370342,1094358695304758,0.2330625,-0.1095875,-0.0067375
1679914370342,1094358697806989,0.223025,-0.1095875,-6.875E-4
1679914370352,1094358700309451,0.20899999,-0.108625,-6.875E-4
1679914370352,1094358702811912,0.194975,-0.1076625,-0.0017875
1679914370353,1094358705314341,0.1830125,-0.104637496,-0.0017875
1679914370353,1094358707816802,0.1640375,-0.103675,-6.875E-4
1679914370355,1094358710319264,0.1469875,-0.104637496,-0.00275
1679914370359,1094358712821725,0.12705,-0.108625,-0.0037125
1679914370360,1094358715324110,0.11,-0.103675,-0.0048125
1679914370362,1094358717826552,0.0840125,-0.102575,-0.005775
1679914370366,1094358720329090,0.061049998,-0.0985875,-0.005775
1679914370367,1094358722831475,0.0380875,-0.091575,-0.005775
1679914370370,1094358725333936,0.013062499,-0.0826375,-0.00275
1679914370375,1094358727836393,-0.0070125,-0.0735625,-6.875E-4
1679914370375,1094358730338623,-0.0279125,-0.06655,-6.875E-4
1679914370377,1094358732841085,-0.0539,-0.0576125,-6.875E-4
1679914370380,1094358735343547,-0.0809875,-0.0545875,0.0033
1679914370382,1094358737846008,-0.0979,-0.0526625,0.0072875
1679914370384,1094358740348470,-0.11495,-0.047575,0.00825
1679914370387,1094358742850931,-0.133925,-0.04455,0.0103124995
1679914370392,1094358745353316,-0.144925,-0.037675,0.015262499
1679914370392,1094358747855777,-0.155925,-0.03355,0.0213125
1679914370394,1094358750358312,-0.16293749,-0.03355,0.0242
1679914370397,1094358752860773,-0.16499999,-0.03355,0.0312125
1679914370400,1094358755363158,-0.1689875,-0.0295625,0.0372625
1679914370404,1094358757865620,-0.16499999,-0.0215875,0.041249998
1679914370404,1094358760368096,-0.1610125,-0.0196625,0.0422125
1679914370410,1094358762870327,-0.155925,-0.0196625,0.044275
1679914370410,1094358765373019,-0.1500125,-0.014575,0.0482625
1679914370412,1094358767875250,-0.14093749,-0.0105875,0.0452375
1679914370415,1094358770377712,-0.1348875,-0.004675,0.0422125
1679914370417,1094358772880183,-0.122925,-5.5E-4,0.0433125
1679914370420,1094358775382568,-0.111925,-5.5E-4,0.0422125
1679914370424,1094358777885106,-0.100925,-0.00165,0.0422125
1679914370425,1094358780387568,-0.0908875,4.125E-4,0.044275
1679914370427,1094358782889956,-0.078925,0.0053625,0.044275
1679914370430,1094358785392418,-0.064899996,0.006325,0.0452375
1679914370432,1094358787894879,-0.0539,0.0023375,0.0462
1679914370435,1094358790397341,-0.0419375,-0.009625,0.0422125
1679914370437,1094358792899817,-0.0290125,-0.014575,0.0402875
1679914370444,1094358795402279,-0.0138875,-0.0176,0.0402875
1679914370444,1094358797904741,0.0,-0.02365,0.0402875
1679914370445,1094358800406971,0.01705,-0.026675,0.0372625
1679914370449,1094358802909437,0.0301125,-0.0295625,0.0312125
1679914370450,1094358805411898,0.0460625,-0.031625,0.0242
1679914370452,1094358807914360,0.0589875,-0.034649998,0.016224999
1679914370455,1094358810416822,0.0741125,-0.0416625,0.0122375
1679914370460,1094358812919187,0.0919875,-0.0526625,0.0061875
1679914370461,1094358815421649,0.11,-0.056649998,2.75E-4
1679914370462,1094358817924110,0.12705,-0.0655875,-0.0067375
1679914370464,1094358820426341,0.1469875,-0.0716375,-0.0097624995
1679914370467,1094358822929019,0.1661,-0.0746625,-0.01375
1679914370470,1094358825431481,0.1830125,-0.07755,-0.0177375
1679914370475,1094358827933942,0.201025,-0.0716375,-0.021724999
1679914370475,1094358830436173,0.21807499,-0.0716375,-0.0268125
1679914370479,1094358832938620,0.2360875,-0.06765,-0.0287375
1679914370480,1094358835441081,0.2520375,-0.0545875,-0.03575
1679914370482,1094358837943543,0.267025,-0.0435875,-0.0397375
1679914370485,1094358840446004,0.2831125,-0.036575,-0.0457875
1679914370487,1094358842948466,0.289025,-0.0405625,-0.0528
1679914370494,1094358845450875,0.2880625,-0.0576125,-0.0537625
1679914370494,1094358847953336,0.284075,-0.0746625,-0.05775
1679914370495,1094358850455567,0.2660625,-0.0955625,-0.0528
1679914370497,1094358852958259,0.2431,-0.12155,-0.0378125
1679914370500,1094358855460741,0.2190375,-0.14355,-0.0226875
1679914370503,1094358857962971,0.1881,-0.1516625,-0.0088
1679914370505,1094358860465433,0.1579875,-0.1535875,0.0103124995
1679914370510,1094358862967895,0.1230625,-0.146575,0.033275
1679914370510,1094358865470365,0.0900625,-0.119625,0.0592625
1679914370512,1094358867972827,0.0561,-0.080575,0.0862125
1679914370516,1094358870475288,0.0240625,-0.036575,0.104225
1679914370517,1094358872977750,-0.0089375,0.01045,0.126225
1679914370520,1094358875480211,-0.0429,0.051425,0.1412125
1679914370527,1094358877982606,-0.0809875,0.084425,0.15619999
1679914370527,1094358880485144,-0.1219625,0.1073875,0.1683
1679914370527,1094358882987529,-0.1610125,0.1144,0.17325
1679914370531,1094358885489991,-0.2008875,0.1144,0.1802625
1679914370532,1094358887992457,-0.2338875,0.106425,0.1882375
1679914370535,1094358890494688,-0.260975,0.0933625,0.1863125
1679914370537,1094358892997149,-0.2888875,0.0713625,0.181225
1679914370541,1094358895499842,-0.3040125,0.051425,0.1782
1679914370543,1094358898002087,-0.3119875,0.03135,0.1711875
1679914370545,1094358900504548,-0.3119875,0.012375,0.159225
1679914370547,1094358903007010,-0.304975,-5.5E-4,0.1463
1679914370551,1094358905509471,-0.287925,-0.0026125,0.1282875
1679914370553,1094358908011856,-0.2679875,-0.004675,0.111237496
1679914370554,1094358910514394,-0.2448875,-0.0066,0.0902
1679914370560,1094358913016856,-0.216975,-5.5E-4,0.0682
1679914370561,1094358915519240,-0.18493749,4.125E-4,0.0433125
1679914370562,1094358918021702,-0.1500125,0.0023375,0.0182875
1679914370564,1094358920523943,-0.1189375,0.006325,-0.010725
1679914370567,1094358923026404,-0.0859375,0.006325,-0.03575
1679914370570,1094358925529097,-0.0468875,0.0114124995,-0.0598125
1679914370575,1094358928031327,-0.0119624995,0.017324999,-0.076725
1679914370575,1094358930533768,0.0231,0.02145,-0.093775
1679914370577,1094358933036229,0.0620125,0.0273625,-0.1078
