system_ts_ms, sensor_ts_ns, graX, graY, graZ
1680014145414,1194133767569786,1.713,6.987,6.664
1680014145415,1194133770071940,1.71,6.989,6.662
1680014145417,1194133772574325,1.709,6.99,6.661
1680014145422,1194133775076464,1.708,6.992,6.66
1680014145424,1194133777578695,1.707,6.993,6.659
1680014145434,1194133780080848,1.706,6.994,6.658
1680014145434,1194133782583310,1.706,6.995,6.657
1680014145435,1194133785085464,1.702,7.008,6.644
1680014145435,1194133787587877,1.703,7.01,6.642
1680014145435,1194133790090031,1.704,7.01,6.642
1680014145438,1194133792592185,1.705,7.01,6.641
1680014145440,1194133795094416,1.707,7.01,6.641
1680014145442,1194133797596795,1.708,7.01,6.641
1680014145446,1194133800098949,1.71,7.009,6.641
1680014145448,1194133802601180,1.714,7.008,6.641
1680014145450,1194133805103565,1.717,7.007,6.641
1680014145452,1194133807605719,1.719,7.006,6.642
1680014145454,1194133810107872,1.723,7.005,6.642
1680014145462,1194133812610334,1.726,7.003,6.643
1680014145462,1194133815112488,1.729,7.002,6.644
1680014145464,1194133817614671,1.733,7.0,6.645
1680014145466,1194133820116901,1.747,6.999,6.642
1680014145468,1194133822619286,1.752,6.998,6.642
1680014145470,1194133825121440,1.756,6.996,6.643
1680014145472,1194133827623594,1.76,6.995,6.643
1680014145475,1194133830126041,1.764,6.993,6.644
1680014145479,1194133832628195,1.768,6.992,6.644
1680014145479,1194133835130426,1.772,6.991,6.644
1680014145482,1194133837632580,1.798,6.984,6.644
1680014145485,1194133840134767,1.803,6.982,6.645
1680014145487,1194133842637151,1.805,6.981,6.645
1680014145489,1194133845139613,1.807,6.98,6.646
1680014145494,1194133847641767,1.808,6.98,6.646
1680014145496,1194133850143942,1.808,6.979,6.647
1680014145498,1194133852646172,1.808,6.979,6.647
1680014145501,1194133855148326,1.828,6.975,6.646
1680014145503,1194133857650480,1.829,6.974,6.646
1680014145505,1194133860152942,1.828,6.975,6.646
1680014145507,1194133862655104,1.826,6.975,6.646
1680014145512,1194133865157489,1.824,6.975,6.646
1680014145513,1194133867659643,1.822,6.976,6.646
1680014145515,1194133870161874,1.82,6.977,6.646
1680014145519,1194133872664018,1.823,6.98,6.642
1680014145522,1194133875166402,1.821,6.981,6.641
1680014145524,1194133877668633,1.82,6.982,6.64
1680014145528,1194133880170787,1.818,6.984,6.639
1680014145528,1194133882673171,1.817,6.985,6.638
1680014145530,1194133885175325,1.816,6.986,6.637
1680014145536,1194133887677556,1.815,6.987,6.636
1680014145536,1194133890179941,1.804,6.992,6.634
1680014145538,1194133892682171,1.802,6.993,6.633
1680014145540,1194133895184325,1.802,6.995,6.632
