system_ts_ms, sensor_ts_ns, linX, linY, linZ
1680014145414,1194133767569786,-0.256,0.558,0.05
1680014145415,1194133770071940,-0.157,0.488,0.011
1680014145418,1194133772574325,-0.224,0.622,-0.069
1680014145422,1194133775076464,-0.141,0.526,-0.149
1680014145424,1194133777578695,-0.209,0.593,-0.08
1680014145434,1194133780080848,-0.086,0.496,-0.052
1680014145434,1194133782583310,-0.154,0.509,-0.174
1680014145435,1194133785085464,-0.068,0.591,-0.134
1680014145435,1194133787587877,-0.082,0.562,-0.091
1680014145435,1194133790090031,-0.11,0.535,-0.063
1680014145438,1194133792592185,-0.111,0.603,-0.008
1680014145440,1194133795094416,-0.113,0.535,0.005
1680014145442,1194133797596795,-0.196,0.276,-0.022
1680014145446,1194133800098949,-0.117,0.222,0.114
1680014145448,1194133802601180,0.07,0.169,0.154
1680014145450,1194133805103565,0.244,0.061,0.004
1680014145452,1194133807605719,0.214,0.212,-0.09
1680014145454,1194133810107872,0.251,0.213,0.085
1680014145462,1194133812610334,0.207,0.337,0.057
1680014145462,1194133815112488,0.217,0.298,0.084
1680014145464,1194133817614671,0.377,0.313,0.137
1680014145466,1194133820116901,0.363,0.259,0.113
1680014145468,1194133822619286,0.263,0.233,0.113
1680014145470,1194133825121440,0.314,0.181,0.085
1680014145472,1194133827623594,0.31,0.141,-0.119
1680014145475,1194133830126041,0.401,0.156,-0.038
1680014145479,1194133832628195,0.397,-0.018,-0.093
1680014145480,1194133835130426,0.529,-0.085,-0.052
1680014145482,1194133837632580,0.653,-0.119,0.015
1680014145485,1194133840134767,0.648,-0.158,-0.093
1680014145487,1194133842637151,0.714,-0.103,0.082
1680014145489,1194133845139613,0.644,-0.102,0.054
1680014145494,1194133847641767,0.643,-0.183,0.04
1680014145496,1194133850143942,0.629,-0.128,-0.041
1680014145498,1194133852646172,0.643,-0.101,-0.082
1680014145501,1194133855148326,0.554,-0.178,-0.108
1680014145503,1194133857650480,0.567,-0.096,-0.135
1680014145505,1194133860152942,0.432,-0.069,-0.163
1680014145508,1194133862655104,0.379,-0.138,0.0
1680014145512,1194133865157489,0.354,-0.043,-0.217
1680014145513,1194133867659643,0.247,-0.125,-0.272
1680014145515,1194133870161874,0.018,-0.153,-0.299
1680014145519,1194133872664018,0.083,-0.115,-0.267
1680014145522,1194133875166402,0.03,-0.198,-0.198
