system_ts_ms, sensor_ts_ns, gyrX, gyrY, gyrZ
1680007949387,1187937737901571,0.1230625,-0.0424875,-0.032725
1680007949387,1187937740403725,0.124025,-0.0424875,-0.0298375
1680007949388,1187937742905955,0.1280125,-0.0444125,-0.032725
1680007949389,1187937745408176,0.132,-0.043449998,-0.0298375
1680007949401,1187937747910330,0.132,-0.043449998,-0.0257125
1680007949401,1187937750412407,0.13695,-0.0455125,-0.0207625
1680007949401,1187937752914571,0.1390125,-0.0455125,-0.016775
1680007949401,1187937755416725,0.1420375,-0.0424875,-0.010725
1680007949402,1187937757918879,0.143,-0.0424875,-0.0097624995
1680007949405,1187937760421109,0.141075,-0.0455125,-0.0067375
1680007949409,1187937762923167,0.139975,-0.0484,-0.0048125
1680007949411,1187937765425321,0.1420375,-0.0374,-0.0017875
1680007949412,1187937767927475,0.139975,-0.035475,2.75E-4
1680007949416,1187937770429629,0.139975,-0.0284625,2.75E-4
1680007949418,1187937772931783,0.1359875,-0.0254375,-0.00275
1680007949420,1187937775434008,0.13805,-0.024475,-0.0037125
1680007949423,1187937777936085,0.1359875,-0.018424999,-0.005775
1680007949425,1187937780438239,0.130075,-0.01045,-0.0078375
1680007949432,1187937782940393,0.130075,-0.0094875,-0.011825
1680007949433,1187937785442547,0.12595,-0.002475,-0.011825
1680007949433,1187937787944701,0.121,5.5E-4,-0.011825
1680007949435,1187937790446855,0.1170125,0.0066,-0.0177375
1680007949438,1187937792949085,0.109037496,0.0094875,-0.0188375
1680007949440,1187937795451142,0.106975,0.0125124995,-0.0177375
1680007949442,1187937797953296,0.108075,0.0155375,-0.0188375
1680007949449,1187937800455450,0.10505,0.0215875,-0.022824999
1680007949449,1187937802957604,0.1060125,0.0185625,-0.0237875
1680007949451,1187937805459579,0.109037496,0.0176,-0.027775
1680007949453,1187937807961964,0.106975,0.0155375,-0.032725
1680007949455,1187937810464117,0.10505,0.0094875,-0.0367125
1680007949458,1187937812966271,0.10395,0.0066,-0.0397375
1680007949460,1187937815468425,0.1010625,0.0015125,-0.0427625
1680007949466,1187937817970589,0.099,-0.0034375,-0.0488125
1680007949466,1187937820472743,0.0950125,-0.008525,-0.0528
1680007949468,1187937822974974,0.09405,-0.013475,-0.05775
1680007949470,1187937825477051,0.0919875,-0.0204875,-0.0617375
1680007949474,1187937827979190,0.087037496,-0.0275,-0.0628375
1680007949475,1187937830481344,0.086075,-0.029424999,-0.0647625
1680007949478,1187937832983498,0.0840125,-0.035475,-0.066825
1680007949482,1187937835485421,0.0840125,-0.0385,-0.065725
1680007949485,1187937837987584,0.080025,-0.041525,-0.0628375
1680007949487,1187937840489969,0.075075,-0.0474375,-0.0628375
1680007949490,1187937842992122,0.077,-0.054449998,-0.0647625
1680007949491,1187937845494276,0.08195,-0.0594,-0.0617375
1680007949492,1187937847996430,0.0790625,-0.0614625,-0.0587125
1680007949499,1187937850498575,0.080025,-0.0664125,-0.0587125
1680007949499,1187937853000498,0.077,-0.0675125,-0.0587125
1680007949500,1187937855502883,0.0790625,-0.0715,-0.05775
