system_ts_ms, sensor_ts_ns, linX, linY, linZ
1680014809668,1194798013745249,-0.055,-0.049,-0.137
1680014809669,1194798016247633,-0.106,-0.103,-0.112
1680014809669,1194798018749864,-0.103,-0.129,-0.074
1680014809669,1194798021252254,-0.114,-0.06,-0.227
1680014809670,1194798023754485,-0.165,-0.195,-0.108
1680014809674,1194798026256946,-0.244,-0.166,-0.192
1680014809702,1194798028759100,-0.296,-0.151,-0.155
1680014809702,1194798031261551,-0.308,-0.165,-0.194
1680014809703,1194798033763936,-0.25,-0.191,-0.074
1680014809703,1194798036266090,-0.247,-0.149,-0.132
1680014809703,1194798038768321,-0.313,-0.162,-0.135
1680014809704,1194798041270754,-0.31,-0.188,-0.084
1680014809704,1194798043773139,-0.308,-0.227,-0.06
1680014809705,1194798046275370,-0.251,-0.213,-0.118
1680014809706,1194798048777754,-0.214,-0.171,-0.093
1680014809706,1194798051279985,-0.184,-0.142,-0.232
1680014809707,1194798053782355,-0.142,-0.168,-0.126
1680014809707,1194798056284585,-0.208,-0.126,-0.102
1680014809708,1194798058786970,-0.207,-0.221,-0.064
1680014809708,1194798061289201,-0.137,-0.206,-0.217
1680014809709,1194798063791571,-0.163,-0.137,-0.234
1680014809716,1194798066293802,-0.143,-0.19,-0.112
1680014809716,1194798068796187,-0.154,-0.135,-0.047
1680014809718,1194798071298418,-0.112,-0.147,-0.078
1680014809722,1194798073800864,0.01,-0.133,-0.094
1680014809724,1194798076303018,-0.097,-0.186,0.079
1680014809727,1194798078804211,0.053,-0.158,-0.128
1680014809727,1194798081305404,0.054,-0.156,-0.131
1680014809729,1194798083810095,0.066,-0.182,0.026
1680014809732,1194798086312249,0.081,-0.167,-0.113
1680014809734,1194798088814710,0.041,-0.057,0.088
1680014809740,1194798091317095,0.082,-0.178,0.031
1680014809741,1194798093819326,0.151,-0.191,-0.039
1680014809741,1194798096321715,0.138,-0.122,0.08
1680014809744,1194798098823946,0.112,-0.23,-0.003
1680014809746,1194798101326331,0.149,-0.256,-0.008
1680014809751,1194798103828562,0.054,-0.187,0.015
1680014809758,1194798106330960,0.191,-0.24,0.027
1680014809758,1194798108833191,0.165,-0.226,-0.029
1680014809759,1194798111335576,0.138,-0.293,0.131
1680014809759,1194798113837806,0.208,-0.115,-0.019
1680014809763,1194798116340191,0.277,-0.21,-0.049
1680014809765,1194798118842633,0.163,-0.303,0.052
1680014809767,1194798121344864,0.232,-0.248,0.009
1680014809768,1194798123847018,0.07,-0.22,0.021
1680014809775,1194798126349480,0.071,-0.233,-0.021
1680014809776,1194798128851873,0.182,-0.041,0.017
1680014809777,1194798131354104,0.142,-0.177,-0.038
1680014809779,1194798133856258,0.13,-0.176,-0.053
1680014809782,1194798136358719,0.087,-0.188,0.01
1680014809785,1194798138861125,0.089,-0.106,0.008
1680014809789,1194798141363356,0.131,-0.146,0.034
1680014809791,1194798143865740,0.091,-0.091,-0.062
1680014809794,1194798146367971,0.066,-0.173,-0.049
1680014809796,1194798148870356,0.135,-0.118,-0.01
1680014809797,1194798151372587,0.028,-0.09,-0.052
1680014809799,1194798153874971,0.081,-0.102,0.066
