system_ts_ms, sensor_ts_ns, accX, accY, accZ
1679916273078,1096261431823224,0.89505005,0.23205002,9.949051
1679916273078,1096261434325301,0.9889501,0.20805001,9.958051
1679916273080,1096261436827454,0.94905007,0.22200002,9.97305
1679916273083,1096261439329618,1.044,0.246,9.975
1679916273085,1096261441831772,0.915,0.15795001,9.89295
1679916273088,1096261444334003,0.975,0.30600002,9.87195
1679916273090,1096261446836157,0.97005004,0.22695,9.925051
1679916273098,1096261449338311,0.93900007,0.22005,9.843
1679916273098,1096261451840450,0.89895004,0.19305001,9.70905
1679916273098,1096261454342604,0.88500005,0.21000001,9.87405
1679916273101,1096261456844758,1.0129501,0.105000004,9.88605
1679916273103,1096261459346912,0.96105003,0.273,9.847951
1679916273105,1096261461849075,1.0489501,0.201,9.77595
1679916273110,1096261464351229,0.92205006,0.16005,9.879001
1679916273110,1096261466853383,0.92505,0.13605,9.934051
1679916273114,1096261469355536,0.90195006,0.282,9.879001
1679916273115,1096261471857695,0.91695005,0.17895001,9.847951
1679916273118,1096261474359849,1.023,0.162,9.89295
1679916273120,1096261476862234,0.87495005,0.16695,9.87705
1679916273123,1096261479364388,0.90195006,0.102000006,9.846001
1679916273126,1096261481866531,1.11105,0.16695,9.946051
1679916273128,1096261484368685,0.91005003,0.273,9.970051
1679916273130,1096261486870839,0.94905007,0.22005,9.766951
1679916273133,1096261489372762,0.95295006,0.29205,9.901051
1679916273135,1096261491875147,0.9889501,0.11400001,9.835951
1679916273138,1096261494377306,0.99405,0.162,9.891001
1679916273143,1096261496879460,0.92505,0.18195,9.90495
1679916273143,1096261499381613,0.96495,0.23700002,9.951
1679916273145,1096261501883767,0.94395006,0.23700002,9.970051
1679916273148,1096261504385931,0.915,0.25005,9.89295
1679916273152,1096261506888162,0.897,0.22905001,9.798
1679916273153,1096261509390239,0.9289501,0.22200002,9.903001
1679916273155,1096261511892393,0.95295006,0.27,9.94095
1679916273159,1096261514394550,0.95595,0.28695002,9.91005
1679916273160,1096261516896781,1.0009501,0.29205,9.91005
1679916273163,1096261519398858,0.95295006,0.26295,9.949051
1679916273165,1096261521901089,0.92700005,0.22695,9.89805
1679916273168,1096261524403243,0.9889501,0.23205002,9.903001
1679916273170,1096261526905397,1.04205,0.19095,9.913051
1679916273173,1096261529407551,0.99705005,0.12900001,9.901051
1679916273176,1096261531909704,1.02795,0.22905001,9.958051
1679916273178,1096261534411853,0.91695005,0.14595,10.066051
1679916273189,1096261536914007,1.047,0.25605002,9.826051
1679916273189,1096261539416161,0.92505,0.25605002,9.891001
1679916273189,1096261541918315,0.93705004,0.186,9.967951
1679916273190,1096261544420690,0.975,0.252,9.9529505
1679916273191,1096261546922613,0.99705005,0.31305,9.903001
1679916273194,1096261549424767,0.98205006,0.162,9.927
1679916273196,1096261551926921,1.0489501,0.30795002,9.89805
1679916273198,1096261554429075,0.95595,0.246,9.925051
1679916273201,1096261556931229,0.94605005,0.28695002,9.798
1679916273203,1096261559433383,0.95595,0.31095,9.89595
1679916273206,1096261561935767,0.93195003,0.22695,9.996
1679916273210,1096261564437921,1.02495,0.24900001,9.867001
1679916273210,1096261566940075,0.98505,0.15,9.82905
1679916273213,1096261569442229,0.94905007,0.09,9.91695
1679916273216,1096261571944383,0.9889501,0.23400001,9.96105
1679916273218,1096261574446537,0.96105003,0.25005,9.769051
1679916273221,1096261576948675,0.92205006,0.165,9.901051
1679916273223,1096261579450829,1.04205,0.24105,9.964951
1679916273227,1096261581952983,0.96105003,0.22500001,9.88395
1679916273228,1096261584455137,1.0489501,0.201,9.843
1679916273230,1096261586957291,0.96795005,0.16695,9.949051
1679916273233,1096261589459445,0.975,0.15300001,9.8890505
1679916273235,1096261591961675,1.047,0.14295001,9.87405
1679916273238,1096261594463829,0.90195006,0.22695,9.90495
1679916273240,1096261596965983,0.915,0.30795002,9.97305
1679916273243,1096261599468137,0.99195004,0.22005,9.925051
1679916273245,1096261601970291,0.98700005,0.22200002,9.903001
1679916273248,1096261604472445,0.89205,0.20505,9.903001
1679916273250,1096261606974599,0.96495,0.282,9.91005
1679916273253,1096261609476752,0.95100003,0.22200002,9.915001
1679916273255,1096261611978897,0.897,0.16695,9.835951
1679916273259,1096261614481051,0.975,0.097950004,9.996
1679916273261,1096261616983205,0.96495,0.22005,9.943951
1679916273264,1096261619485359,0.93900007,0.22695,9.925051
1679916273266,1096261621987743,0.96795005,0.16695,9.934051
1679916273268,1096261624489667,0.94395006,0.177,9.949051
1679916273270,1096261626991820,1.00605,0.28395,9.87705
1679916273273,1096261629494205,0.93705004,0.21300001,9.89295
1679916273276,1096261631996359,0.95295006,0.31095,9.996
1679916273278,1096261634498262,0.93405,0.21495001,9.90795
1679916273281,1096261637000647,1.0180501,0.19305001,9.811951
1679916273283,1096261639502800,0.91005003,0.27495003,9.87195
1679916273285,1096261642004954,0.93900007,0.31605002,9.9199505
1679916273288,1096261644507099,0.93405,0.17400001,9.94095
1679916273291,1096261647009253,0.9580501,0.23895001,9.903001
1679916273293,1096261649511407,0.9580501,0.18405001,9.85305
1679916273296,1096261652013638,0.94095004,0.18405001,9.931951
1679916273298,1096261654515724,0.98700005,0.31800002,9.901051
1679916273303,1096261657017877,0.906,0.22905001,10.000951
1679916273304,1096261659520031,0.99405,0.21000001,9.88605
1679916273305,1096261662022185,0.9799501,0.201,9.834001
1679916273309,1096261664524339,0.906,0.25800002,10.00605
1679916273311,1096261667026570,0.95100003,0.186,9.87405
1679916273313,1096261669528724,0.96300006,0.19305001,9.77595
1679916273316,1096261672030877,0.94905007,0.22695,9.826051
1679916273318,1096261674533046,0.975,0.22905001,9.819
1679916273321,1096261677035200,0.89205,0.16995001,9.951
1679916273323,1096261679537354,0.99705005,0.24405001,9.999001
1679916273326,1096261682039508,0.897,0.186,9.964951
1679916273328,1096261684541662,0.9799501,0.22500001,9.89295
1679916273331,1096261687043835,0.96105003,0.18405001,9.949051
1679916273333,1096261689545988,1.03695,0.27495003,9.847951
