system_ts_ms, sensor_ts_ns, rotX, rotY, rotZ, rotL
1680014365659,1194354008764487,0.537133,0.324802,0.543079,0.557724
1680014365659,1194354011266948,0.537071,0.324927,0.543136,0.557654
1680014365659,1194354013769102,0.537012,0.325054,0.54319,0.557585
1680014365673,1194354016271338,0.536954,0.325182,0.543243,0.557514
1680014365673,1194354018773492,0.536901,0.325301,0.543293,0.557448
1680014365673,1194354021275876,0.536999,0.325812,0.542999,0.557341
1680014365673,1194354023778039,0.536973,0.325963,0.542998,0.557279
1680014365673,1194354026280270,0.537372,0.325356,0.542286,0.557942
1680014365677,1194354028782655,0.537346,0.32544,0.542306,0.557898
1680014365677,1194354031284809,0.53732,0.325527,0.542329,0.557851
1680014365678,1194354033786962,0.5373,0.325601,0.54235,0.557806
1680014365683,1194354036289189,0.537286,0.325666,0.542367,0.557765
1680014365684,1194354038791574,0.537578,0.326043,0.54207,0.557552
1680014365687,1194354041293805,0.537605,0.326118,0.542044,0.557507
1680014365689,1194354043795958,0.53761,0.326158,0.54204,0.557483
1680014365694,1194354046298352,0.53798,0.325578,0.541407,0.55808
1680014365694,1194354048800506,0.537986,0.325589,0.541396,0.558078
1680014365696,1194354051302660,0.537991,0.325597,0.541386,0.558079
1680014365699,1194354053804891,0.538003,0.325597,0.541369,0.558084
1680014365702,1194354056307261,0.538178,0.325794,0.541161,0.558002
1680014365704,1194354058809492,0.538213,0.325805,0.541118,0.558003
1680014365710,1194354061311646,0.538236,0.325789,0.541092,0.558015
1680014365710,1194354063814030,0.538263,0.325764,0.541064,0.558031
1680014365712,1194354066316179,0.538719,0.32503,0.540301,0.558758
1680014365716,1194354068818410,0.538754,0.324991,0.540262,0.558784
1680014365717,1194354071320564,0.53879,0.324958,0.540226,0.558804
1680014365719,1194354073822949,0.539091,0.324808,0.540229,0.558597
1680014365729,1194354076325174,0.539161,0.324755,0.540198,0.558591
1680014365729,1194354078827328,0.539201,0.32471,0.540162,0.558613
1680014365730,1194354081329713,0.539245,0.324658,0.540123,0.558639
1680014365730,1194354083831867,0.53929,0.324604,0.540085,0.558663
1680014365732,1194354086334097,0.539685,0.323967,0.539443,0.559272
1680014365734,1194354088836468,0.539734,0.323904,0.539399,0.559303
1680014365737,1194354091338622,0.539765,0.323851,0.539364,0.559337
1680014365739,1194354093840853,0.539808,0.323803,0.539333,0.559355
1680014365746,1194354096343006,0.539848,0.323755,0.539304,0.559371
1680014365746,1194354098845145,0.539891,0.323714,0.539279,0.559378
1680014365748,1194354101347530,0.539933,0.323676,0.539257,0.55938
1680014365749,1194354103849992,0.539972,0.323648,0.53924,0.559374
1680014365752,1194354106352145,0.540137,0.32341,0.539012,0.559573
1680014365754,1194354108854299,0.540228,0.323196,0.539153,0.559473
1680014365756,1194354111356520,0.540261,0.323167,0.539173,0.559439
1680014365765,1194354113858674,0.54029,0.323163,0.539181,0.559405
1680014365766,1194354116361058,0.540314,0.323168,0.539195,0.559366
1680014365766,1194354118863212,0.540332,0.323177,0.539214,0.559325
1680014365766,1194354121365425,0.540344,0.32319,0.539239,0.559282
