system_ts_ms, sensor_ts_ns, accX, accY, accZ
1680013658944,1193647298598310,1.7890501,5.8380003,7.6249504
1680013658945,1193647301100464,1.81605,5.78205,7.7830505
1680013658948,1193647303602618,1.674,5.8450503,7.6759505
1680013658950,1193647306104772,1.7530501,5.8609505,7.6969504
1680013658954,1193647308606906,1.7509501,5.94105,7.623
1680013658966,1193647311109137,1.6360501,5.9620504,7.6920004
1680013658967,1193647313611522,1.69605,5.9329505,7.6729503
1680013658967,1193647316113676,1.6290001,5.964,7.5990005
1680013658968,1193647318615830,1.60695,5.91405,7.5370502
1680013658968,1193647321118007,1.5109501,5.92605,7.4410505
1680013658968,1193647323620161,1.50195,5.9500504,7.458
1680013658970,1193647326122623,1.3579501,5.8570504,7.3279505
1680013658976,1193647328624777,1.3939501,6.012,7.48605
1680013658977,1193647331126931,1.4800501,6.084,7.4340005
1680013658978,1193647333629084,1.4950501,5.964,7.4770503
1680013658981,1193647336131238,1.5469501,6.0820503,7.5199504
1680013658983,1193647338633469,1.641,6.0049505,7.6420503
1680013658985,1193647341135604,1.6650001,6.0409503,7.4410505
1680013658988,1193647343637988,1.65795,6.0319505,7.49595
1680013658993,1193647346140142,1.593,6.0049505,7.5199504
1680013658995,1193647348642296,1.557,6.0870004,7.5940504
1680013658997,1193647351144450,1.5829501,6.09105,7.5150003
1680013658999,1193647353646604,1.3609501,6.0360003,7.4119506
1680013659001,1193647356148835,1.2550501,6.16305,7.431
1680013659003,1193647358651219,1.353,6.23295,7.4119506
1680013659005,1193647361153373,1.3270501,6.0990005,7.5060005
1680013659010,1193647363655551,1.3770001,6.1009502,7.5199504
1680013659011,1193647366157705,1.42305,6.2040005,7.5150003
1680013659013,1193647368659859,1.3630501,6.2590504,7.4770503
1680013659016,1193647371162013,1.4470501,6.29295,7.49805
1680013659018,1193647373664474,1.45395,6.2710505,7.4430003
1680013659020,1193647376166637,1.5670501,6.3640504,7.6660504
1680013659026,1193647378668791,1.6980001,6.3570004,7.6830006
1680013659027,1193647381170945,1.9590001,6.40005,7.8100505
1680013659029,1193647383673079,1.99995,6.4630504,7.8619504
1680013659031,1193647386175310,2.019,6.39795,7.839
1680013659034,1193647388677695,1.9780501,6.43905,7.8030005
1680013659036,1193647391179849,2.163,6.58995,7.8940506
1680013659038,1193647393682003,2.1319501,6.5490003,7.8700504
1680013659044,1193647396184146,2.11305,6.5659504,7.8600006
1680013659044,1193647398686300,2.0650501,6.5869503,7.8550506
1680013659045,1193647401188531,2.055,6.4510503,7.767
1680013659048,1193647403690916,1.9780501,6.393,7.8510003
1680013659050,1193647406193066,1.8559501,6.42705,7.7119503
