system_ts_ms, sensor_ts_ns, graX, graY, graZ
1680013658944,1193647298598310,1.521,6.036,7.577
1680013658945,1193647301100464,1.523,6.036,7.577
1680013658948,1193647303602618,1.525,6.036,7.576
1680013658950,1193647306104772,1.526,6.036,7.576
1680013658955,1193647308606906,1.528,6.036,7.575
1680013658967,1193647311109137,1.533,6.032,7.577
1680013658967,1193647313611522,1.534,6.032,7.577
1680013658968,1193647316113676,1.536,6.032,7.577
1680013658968,1193647318615830,1.537,6.032,7.576
1680013658968,1193647321118007,1.539,6.033,7.576
1680013658969,1193647323620161,1.541,6.033,7.575
1680013658971,1193647326122623,1.544,6.033,7.575
1680013658977,1193647328624777,1.542,6.034,7.574
1680013658977,1193647331126931,1.546,6.034,7.573
1680013658978,1193647333629084,1.55,6.034,7.573
1680013658981,1193647336131238,1.554,6.034,7.572
1680013658983,1193647338633469,1.559,6.034,7.571
1680013658986,1193647341135604,1.563,6.033,7.57
1680013658988,1193647343637988,1.568,6.033,7.57
1680013658993,1193647346140142,1.573,6.033,7.569
1680013658995,1193647348642296,1.578,6.033,7.568
1680013658997,1193647351144450,1.583,6.032,7.567
1680013658999,1193647353646604,1.588,6.032,7.566
1680013659001,1193647356148835,1.593,6.032,7.565
1680013659004,1193647358651219,1.6,6.031,7.564
1680013659006,1193647361153373,1.606,6.031,7.563
1680013659010,1193647363655551,1.605,6.033,7.562
1680013659011,1193647366157705,1.612,6.033,7.561
1680013659014,1193647368659859,1.619,6.032,7.559
1680013659017,1193647371162013,1.627,6.032,7.558
1680013659018,1193647373664483,1.635,6.032,7.557
1680013659021,1193647376166637,1.644,6.031,7.555
1680013659027,1193647378668791,1.653,6.031,7.553
1680013659027,1193647381170945,1.669,6.033,7.548
1680013659030,1193647383673079,1.679,6.032,7.546
1680013659031,1193647386175310,1.688,6.032,7.544
1680013659034,1193647388677695,1.696,6.032,7.542
1680013659037,1193647391179849,1.704,6.032,7.541
1680013659039,1193647393682003,1.712,6.033,7.539
1680013659044,1193647396184146,1.72,6.033,7.537
1680013659044,1193647398686300,1.734,6.038,7.529
1680013659046,1193647401188531,1.741,6.039,7.527
1680013659048,1193647403690916,1.748,6.04,7.525
1680013659051,1193647406193066,1.754,6.04,7.523
1680013659054,1193647408695219,1.76,6.04,7.521
1680013659056,1193647411197373,1.766,6.041,7.52
1680013659060,1193647413699604,1.771,6.041,7.518
1680013659061,1193647416201786,1.778,6.039,7.518
1680013659064,1193647418703940,1.783,6.039,7.517
1680013659067,1193647421206324,1.787,6.039,7.516
1680013659069,1193647423708478,1.791,6.04,7.515
1680013659071,1193647426210613,1.795,6.04,7.514
1680013659076,1193647428712767,1.799,6.04,7.513
1680013659077,1193647431214998,1.802,6.04,7.512
1680013659079,1193647433717152,1.804,6.037,7.514
1680013659081,1193647436219555,1.806,6.036,7.514
1680013659084,1193647438721709,1.809,6.036,7.513
1680013659086,1193647441223863,1.81,6.036,7.513
1680013659088,1193647443726094,1.812,6.036,7.512
1680013659093,1193647446228195,1.814,6.036,7.512
1680013659094,1193647448730425,1.815,6.036,7.512
1680013659096,1193647451232810,1.815,6.033,7.514
1680013659099,1193647453734964,1.816,6.033,7.514
1680013659101,1193647456237118,1.817,6.033,7.514
1680013659106,1193647458739271,1.817,6.033,7.514
1680013659110,1193647461241502,1.817,6.033,7.514
1680013659110,1193647463743656,1.817,6.033,7.514
1680013659111,1193647466246032,1.817,6.033,7.514
1680013659114,1193647468748186,1.818,6.034,7.513
1680013659117,1193647471250339,1.818,6.034,7.513
1680013659119,1193647473752493,1.817,6.034,7.513
1680013659122,1193647476254696,1.817,6.035,7.512
1680013659127,1193647478756927,1.816,6.035,7.512
1680013659127,1193647481259312,1.815,6.036,7.512
1680013659128,1193647483761465,1.814,6.036,7.512
1680013659131,1193647486263619,1.813,6.038,7.511
1680013659134,1193647488765830,1.812,6.038,7.511
1680013659136,1193647491267984,1.811,6.039,7.51
1680013659139,1193647493770138,1.81,6.039,7.51
1680013659143,1193647496272292,1.81,6.04,7.51
1680013659144,1193647498774676,1.809,6.041,7.51
1680013659147,1193647501276907,1.808,6.041,7.509
1680013659149,1193647503778984,1.809,6.043,7.508
1680013659151,1193647506281215,1.809,6.043,7.507
1680013659154,1193647508783398,1.808,6.044,7.507
1680013659156,1193647511285551,1.808,6.045,7.507
1680013659160,1193647513787936,1.807,6.045,7.506
1680013659161,1193647516290090,1.807,6.046,7.506
1680013659164,1193647518792331,1.807,6.047,7.505
1680013659166,1193647521294484,1.806,6.047,7.505
1680013659168,1193647523796638,1.806,6.048,7.505
1680013659171,1193647526298792,1.806,6.048,7.504
1680013659177,1193647528801167,1.806,6.049,7.503
1680013659177,1193647531303321,1.807,6.05,7.503
1680013659180,1193647533805475,1.807,6.05,7.502
1680013659182,1193647536307628,1.807,6.051,7.502
1680013659185,1193647538809849,1.803,6.054,7.5
1680013659187,1193647541312003,1.803,6.055,7.499
1680013659189,1193647543814388,1.804,6.056,7.499
1680013659193,1193647546316541,1.804,6.056,7.498
1680013659194,1193647548818695,1.805,6.057,7.497
1680013659197,1193647551320864,1.806,6.057,7.497
1680013659199,1193647553823095,1.807,6.058,7.496
1680013659201,1193647556325480,1.806,6.058,7.497
1680013659204,1193647558827633,1.807,6.058,7.496
1680013659206,1193647561329787,1.808,6.058,7.495
1680013659212,1193647563831931,1.81,6.059,7.495
1680013659212,1193647566334085,1.811,6.059,7.494
1680013659214,1193647568836547,1.812,6.059,7.494
1680013659217,1193647571338470,1.813,6.06,7.493
1680013659219,1193647573840854,1.81,6.058,7.496
1680013659221,1193647576343008,1.81,6.058,7.495
1680013659226,1193647578845162,1.812,6.058,7.495
1680013659227,1193647581347316,1.813,6.058,7.495
1680013659228,1193647583849470,1.814,6.058,7.494
1680013659231,1193647586351926,1.815,6.059,7.494
1680013659234,1193647588854080,1.815,6.059,7.493
1680013659237,1193647591356234,1.812,6.06,7.493
1680013659239,1193647593858388,1.813,6.06,7.493
1680013659244,1193647596360547,1.813,6.06,7.493
1680013659244,1193647598862700,1.814,6.061,7.492
1680013659246,1193647601365162,1.814,6.061,7.492
1680013659249,1193647603867316,1.815,6.061,7.492
1680013659251,1193647606369465,1.815,6.061,7.491
1680013659256,1193647608871619,1.815,6.059,7.493
1680013659257,1193647611373772,1.815,6.059,7.493
1680013659260,1193647613876003,1.816,6.059,7.493
1680013659261,1193647616378388,1.816,6.06,7.493
1680013659264,1193647618880542,1.816,6.06,7.492
1680013659266,1193647621382695,1.816,6.06,7.492
1680013659268,1193647623884849,1.817,6.06,7.492
1680013659271,1193647626387008,1.816,6.063,7.49
1680013659274,1193647628889162,1.816,6.063,7.49
1680013659277,1193647631391624,1.816,6.064,7.489
1680013659279,1193647633893777,1.816,6.064,7.489
1680013659281,1193647636395931,1.816,6.064,7.489
1680013659284,1193647638898080,1.816,6.065,7.488
1680013659286,1193647641400234,1.817,6.065,7.488
1680013659289,1193647643902465,1.815,6.068,7.486
1680013659294,1193647646404605,1.815,6.068,7.486
1680013659295,1193647648906989,1.815,6.069,7.486
1680013659296,1193647651409143,1.815,6.069,7.485
1680013659298,1193647653911297,1.815,6.069,7.485
1680013659301,1193647656413451,1.816,6.069,7.485
1680013659304,1193647658915624,1.816,6.069,7.485
1680013659307,1193647661417854,1.813,6.074,7.482
1680013659310,1193647663920239,1.813,6.074,7.481
1680013659311,1193647666422393,1.814,6.074,7.481
1680013659314,1193647668924560,1.814,6.075,7.481
1680013659317,1193647671426714,1.814,6.075,7.481
1680013659319,1193647673928944,1.814,6.075,7.481
1680013659321,1193647676431021,1.814,6.075,7.481
1680013659326,1193647678933470,1.813,6.077,7.479
1680013659327,1193647681435624,1.813,6.077,7.479
1680013659330,1193647683937778,1.813,6.078,7.479
1680013659332,1193647686439931,1.813,6.078,7.479
1680013659335,1193647688942093,1.813,6.078,7.479
1680013659336,1193647691444324,1.813,6.078,7.478
1680013659339,1193647693946478,1.813,6.078,7.478
1680013659342,1193647696448863,1.813,6.078,7.478
1680013659344,1193647698951016,1.813,6.078,7.478
1680013659346,1193647701453204,1.813,6.078,7.478
1680013659349,1193647703955358,1.813,6.078,7.478
1680013659351,1193647706457589,1.814,6.078,7.478
1680013659354,1193647708959973,1.814,6.078,7.478
1680013659357,1193647711462146,1.814,6.078,7.478
1680013659359,1193647713964300,1.814,6.078,7.479
1680013659361,1193647716466454,1.814,6.077,7.479
1680013659364,1193647718968685,1.815,6.077,7.478
1680013659368,1193647721470839,1.815,6.077,7.478
1680013659369,1193647723972993,1.815,6.077,7.478
1680013659371,1193647726475377,1.816,6.077,7.478
1680013659375,1193647728977531,1.816,6.077,7.478
1680013659376,1193647731479685,1.814,6.077,7.479
1680013659381,1193647733981849,1.815,6.077,7.479
1680013659382,1193647736484079,1.815,6.077,7.479
1680013659385,1193647738986233,1.815,6.077,7.479
1680013659386,1193647741488618,1.816,6.077,7.479
1680013659389,1193647743990772,1.816,6.077,7.479
1680013659391,1193647746492926,1.816,6.077,7.479
1680013659395,1193647748995156,1.818,6.076,7.479
1680013659397,1193647751497233,1.818,6.076,7.479
1680013659399,1193647753999464,1.818,6.076,7.478
1680013659401,1193647756501854,1.818,6.076,7.478
1680013659406,1193647759004008,1.819,6.077,7.478
1680013659407,1193647761506161,1.819,6.077,7.478
1680013659409,1193647764008315,1.819,6.077,7.478
1680013659411,1193647766510560,1.821,6.076,7.478
1680013659415,1193647769012714,1.821,6.076,7.478
1680013659416,1193647771515099,1.821,6.076,7.478
1680013659419,1193647774017252,1.82,6.076,7.478
1680013659421,1193647776519377,1.82,6.076,7.478
1680013659425,1193647779021608,1.82,6.076,7.478
1680013659426,1193647781523685,1.82,6.076,7.478
1680013659429,1193647784025916,1.82,6.074,7.48
1680013659432,1193647786528300,1.821,6.074,7.48
1680013659434,1193647789030454,1.821,6.074,7.48
1680013659438,1193647791532608,1.821,6.074,7.48
1680013659439,1193647794034762,1.821,6.074,7.48
1680013659443,1193647796536988,1.821,6.074,7.48
1680013659446,1193647799039142,1.821,6.074,7.479
1680013659447,1193647801541295,1.821,6.074,7.48
1680013659449,1193647804043680,1.821,6.074,7.48
1680013659452,1193647806545834,1.821,6.074,7.48
1680013659456,1193647809047969,1.821,6.074,7.48
1680013659457,1193647811550199,1.822,6.074,7.479
1680013659460,1193647814052353,1.822,6.074,7.479
1680013659462,1193647816554507,1.822,6.075,7.479
1680013659465,1193647819056892,1.822,6.076,7.477
1680013659467,1193647821559046,1.823,6.077,7.477
1680013659469,1193647824061276,1.823,6.077,7.477
1680013659471,1193647826563430,1.823,6.077,7.476
1680013659474,1193647829065589,1.824,6.078,7.476
1680013659477,1193647831567743,1.824,6.078,7.476
1680013659481,1193647834070128,1.824,6.079,7.475
1680013659483,1193647836572281,1.824,6.082,7.473
1680013659485,1193647839074415,1.825,6.082,7.472
1680013659487,1193647841576646,1.825,6.083,7.471
1680013659489,1193647844078800,1.825,6.083,7.471
1680013659491,1193647846580954,1.826,6.084,7.471
1680013659495,1193647849083338,1.826,6.084,7.47
1680013659497,1193647851585474,1.826,6.085,7.469
1680013659500,1193647854087705,1.827,6.086,7.469
1680013659502,1193647856589782,1.827,6.087,7.468
1680013659505,1193647859092244,1.828,6.087,7.467
1680013659507,1193647861594138,1.828,6.088,7.466
1680013659510,1193647864096522,1.829,6.089,7.466
1680013659512,1193647866598676,1.829,6.09,7.465
1680013659514,1193647869100830,1.83,6.091,7.464
1680013659520,1193647871602936,1.834,6.093,7.461
1680013659522,1193647876605167,1.836,6.095,7.459
1680013659525,1193647876703013,1.836,6.096,7.458
1680013659526,1193647879109705,1.836,6.097,7.457
1680013659528,1193647881796167,1.837,6.098,7.456
1680013659530,1193647884114023,1.838,6.099,7.455
1680013659533,1193647886616177,1.839,6.1,7.454
1680013659535,1193647889118407,1.843,6.104,7.45
1680013659538,1193647891620792,1.844,6.105,7.449
1680013659539,1193647894122946,1.845,6.106,7.448
1680013659542,1193647896625105,1.846,6.107,7.446
1680013659544,1193647899127259,1.847,6.108,7.445
1680013659547,1193647901629412,1.849,6.109,7.444
1680013659550,1193647904131643,1.85,6.11,7.443
1680013659552,1193647906634018,1.853,6.112,7.441
1680013659556,1193647909136172,1.855,6.113,7.439
1680013659558,1193647911638325,1.856,6.114,7.438
1680013659560,1193647914140479,1.858,6.116,7.437
1680013659562,1193647916642643,1.859,6.117,7.435
1680013659566,1193647919144797,1.861,6.118,7.434
1680013659574,1193647921647259,1.862,6.119,7.432
1680013659577,1193647924149412,1.869,6.121,7.429
1680013659577,1193647926651556,1.871,6.123,7.428
1680013659577,1193647929153710,1.872,6.124,7.426
1680013659578,1193647931655864,1.874,6.126,7.424
1680013659579,1193647934158095,1.875,6.127,7.423
1680013659581,1193647936660479,1.877,6.129,7.421
1680013659584,1193647939162628,1.878,6.131,7.419
1680013659587,1193647941664782,1.884,6.132,7.416
1680013659589,1193647944166936,1.886,6.134,7.414
1680013659593,1193647946669177,1.887,6.136,7.412
1680013659596,1193647949171254,1.889,6.138,7.41
1680013659599,1193647951673484,1.89,6.14,7.408
1680013659600,1193647954175869,1.891,6.142,7.406
1680013659602,1193647956678023,1.892,6.144,7.404
1680013659604,1193647959180177,1.898,6.148,7.399
1680013659607,1193647961682331,1.899,6.151,7.397
1680013659609,1193647964184561,1.901,6.153,7.395
1680013659612,1193647966686715,1.902,6.155,7.392
1680013659614,1193647969189090,1.904,6.158,7.39
1680013659616,1193647971691244,1.905,6.16,7.388
1680013659619,1193647974193398,1.906,6.163,7.385
1680013659621,1193647976695551,1.915,6.164,7.382
1680013659625,1193647979197787,1.917,6.167,7.379
1680013659626,1193647981699941,1.919,6.169,7.376
1680013659630,1193647984202326,1.92,6.172,7.374
1680013659632,1193647986704480,1.922,6.175,7.371
1680013659634,1193647989206628,1.923,6.178,7.368
1680013659637,1193647991708782,1.925,6.181,7.365
1680013659639,1193647994211013,1.936,6.184,7.36
1680013659641,1193647996713167,1.938,6.187,7.357
1680013659644,1193647999215551,1.939,6.19,7.354
1680013659647,1193648001717705,1.941,6.193,7.351
1680013659649,1193648004219859,1.942,6.197,7.348
1680013659651,1193648006722013,1.943,6.2,7.344
1680013659654,1193648009224244,1.945,6.204,7.341
1680013659656,1193648011726389,1.954,6.209,7.333
1680013659658,1193648014228773,1.957,6.213,7.33
1680013659661,1193648016730927,1.958,6.217,7.326
1680013659664,1193648019233081,1.959,6.221,7.322
1680013659668,1193648021735316,1.961,6.224,7.319
1680013659669,1193648024237393,1.962,6.228,7.315
1680013659672,1193648026739623,1.964,6.232,7.312
1680013659676,1193648029241777,1.979,6.237,7.303
1680013659677,1193648031744162,1.982,6.241,7.299
1680013659679,1193648034246330,1.984,6.245,7.295
1680013659682,1193648036748484,1.986,6.249,7.291
1680013659685,1193648039250714,1.988,6.253,7.287
1680013659687,1193648041752868,1.99,6.257,7.283
1680013659689,1193648044255065,1.992,6.261,7.279
1680013659692,1193648046757450,2.003,6.268,7.27
1680013659695,1193648049259604,2.006,6.273,7.265
1680013659696,1193648051761834,2.008,6.277,7.261
1680013659701,1193648054263974,2.01,6.281,7.257
1680013659702,1193648056766128,2.012,6.285,7.253
