system_ts_ms, sensor_ts_ns, gyrXr, gyrYr, gyrZr, gyrDXr, gyrDYr, gyrDZr
1679995139523,1175127876826853,-0.01705,0.102025,-0.0039875,0.009688709,0.002157147,0.006258804
1679995139524,1175127879328930,-0.01705,0.106975,-0.0020625,0.009688709,0.002157147,0.006258804
1679995139526,1175127881830853,-0.0180125,0.109037496,-9.625E-4,0.009688709,0.002157147,0.006258804
1679995139530,1175127884332930,-0.0210375,0.1120625,0.0,0.009688709,0.002157147,0.006258804
1679995139531,1175127886835083,-0.0229625,0.1120625,0.00495,0.009688709,0.002157147,0.006258804
1679995139533,1175127889337007,-0.0240625,0.113025,0.0070125,0.009688709,0.002157147,0.006258804
1679995139545,1175127891839165,-0.0240625,0.1120625,0.0070125,0.009688709,0.002157147,0.006258804
1679995139545,1175127894341012,-0.02695,0.1120625,0.0070125,0.009688709,0.002157147,0.006258804
1679995139545,1175127896843165,-0.02695,0.1079375,0.0089375,0.009688709,0.002157147,0.006258804
1679995139545,1175127899345242,-0.02695,0.1010625,0.0089375,0.009688709,0.002157147,0.006258804
1679995139547,1175127901847160,-0.02805,0.095975,0.0089375,0.009688709,0.002157147,0.006258804
1679995139549,1175127904349314,-0.0240625,0.095975,0.014025,0.009688709,0.002157147,0.006258804
1679995139551,1175127906851468,-0.0229625,0.0840125,0.0149875,0.009688709,0.002157147,0.006258804
1679995139556,1175127909353314,-0.02805,0.0809875,0.0149875,0.009688709,0.002157147,0.006258804
1679995139557,1175127911855391,-0.025024999,0.066,0.01595,0.009688709,0.002157147,0.006258804
1679995139560,1175127914357314,-0.0199375,0.058025,0.018975,0.009688709,0.002157147,0.006258804
1679995139562,1175127916859699,-0.0199375,0.047025,0.0199375,0.009688709,0.002157147,0.006258804
1679995139565,1175127919361545,-0.018975,0.0350625,0.0229625,0.009688709,0.002157147,0.006258804
1679995139568,1175127921863699,-0.01595,0.0259875,0.025024999,0.009688709,0.002157147,0.006258804
1679995139573,1175127924365575,-0.014025,0.013062499,0.0259875,0.009664195,0.002148487,0.0062590707
1679995139573,1175127926867729,-0.013062499,-0.00605,0.02695,0.009664195,0.002148487,0.0062590707
