system_ts_ms, sensor_ts_ns, accXr, accYr, accZr, accDXr, accDYr, accDZr
1679995139523,1175127876826853,0.47100002,2.69805,9.59895,0.0,0.0,0.0
1679995139524,1175127879328930,0.46305,2.628,9.594001,0.0,0.0,0.0
1679995139526,1175127881830853,0.52305,2.7120001,9.573001,0.0,0.0,0.0
1679995139530,1175127884332930,0.43905002,2.628,9.56295,0.0,0.0,0.0
1679995139531,1175127886835083,0.40800002,2.67405,9.4789505,0.0,0.0,0.0
1679995139533,1175127889337007,0.41595003,2.6790001,9.60795,0.0,0.0,0.0
1679995139545,1175127891839165,0.36,2.76195,9.429001,0.0,0.0,0.0
1679995139545,1175127894341012,0.37695003,2.7600002,9.4480505,0.0,0.0,0.0
1679995139545,1175127896843165,0.29295,2.5870502,9.498,0.0,0.0,0.0
1679995139545,1175127899345242,0.29295,2.7,9.43395,0.0,0.0,0.0
1679995139547,1175127901847160,0.21000001,2.6590502,9.5460005,0.0,0.0,0.0
1679995139549,1175127904349314,0.25005,2.71005,9.484051,0.0,0.0,0.0
1679995139551,1175127906851468,0.18105,2.6140501,9.38805,0.0,0.0,0.0
1679995139556,1175127909353314,0.21405001,2.7580502,9.4480505,0.0,0.0,0.0
1679995139556,1175127911855391,0.27195,2.6590502,9.441,0.0,0.0,0.0
1679995139559,1175127914357314,0.162,2.70495,9.4480505,0.0,0.0,0.0
1679995139561,1175127916859699,0.21405001,2.6470501,9.316051,0.0,0.0,0.0
1679995139564,1175127919361545,0.16395001,2.59695,9.40995,0.0,0.0,0.0
1679995139568,1175127921863699,0.31005,2.70195,9.405001,0.0,0.0,0.0
1679995139573,1175127924365575,0.24300002,2.67105,9.40695,0.0,0.0,0.0
1679995139573,1175127926867729,0.171,2.66895,9.382951,0.0,0.0,0.0
1679995139575,1175127929369652,0.31695002,2.5849502,9.462001,0.0,0.0,0.0
1679995139577,1175127931871806,0.30105,2.66895,9.43605,0.0,0.0,0.0
1679995139579,1175127934373960,0.37695003,2.63295,9.496051,0.0,0.0,0.0
1679995139581,1175127936875811,0.39600003,2.571,9.474,0.0,0.0,0.0
1679995139584,1175127939377888,0.372,2.66895,9.4459505,0.0,0.0,0.0
1679995139590,1175127941880042,0.44895002,2.6430001,9.505051,0.0,0.0,0.0
1679995139590,1175127944381965,0.41295,2.6260502,9.469951,0.0,0.0,0.0
1679995139592,1175127946884061,0.37695003,2.6430001,9.55305,0.0,0.0,0.0
1679995139595,1175127949386215,0.44400004,2.63295,9.517051,0.0,0.0,0.0
1679995139596,1175127951888138,0.48705003,2.63505,9.369,0.0,0.0,0.0
1679995139599,1175127954390291,0.36,2.6430001,9.538951,0.0,0.0,0.0
1679995139601,1175127956892138,0.48705003,2.6550002,9.56505,0.0,0.0,0.0
1679995139607,1175127959394291,0.43500003,2.6809502,9.486,0.0,0.0,0.0
1679995139608,1175127961896368,0.49695003,2.6230502,9.46695,0.0,0.0,0.0
1679995139610,1175127964398522,0.42705002,2.67105,9.667951,0.0,0.0,0.0
1679995139612,1175127966900445,0.49905002,2.7,9.51,0.0,0.0,0.0
1679995139616,1175127969402536,0.48705003,2.7139502,9.529051,0.0,0.0,0.0
1679995139617,1175127971904459,0.6,2.70705,9.604051,0.0,0.0,0.0
1679995139623,1175127974406613,0.59505004,2.67405,9.549001,0.0,0.0,0.0
1679995139624,1175127976908445,0.55005,2.70705,9.606001,0.0,0.0,0.0
1679995139625,1175127979410599,0.648,2.73405,9.549001,0.0,0.0,0.0
1679995139627,1175127981912753,0.67395,2.6830502,9.711,0.0,0.0,0.0
1679995139629,1175127984414830,0.708,2.67405,9.640051,0.0,0.0,0.0
1679995139631,1175127986916753,0.55005,2.70705,9.484051,0.0,0.0,0.0
1679995139633,1175127989418825,0.61200005,2.66205,9.460051,0.0,0.0,0.0
1679995139641,1175127991920748,0.60195005,2.73795,9.537001,0.0,0.0,0.0
1679995139642,1175127994422825,0.64305,2.6899502,9.529051,0.0,0.0,0.0
1679995139642,1175127996924714,0.62100005,2.6790001,9.54405,0.0,0.0,0.0
1679995139644,1175127999427099,0.64500004,2.74095,9.490951,0.0,0.0,0.0
1679995139647,1175128001929022,0.588,2.76195,9.402,0.0,0.0,0.0
1679995139649,1175128004431099,0.55005,2.70705,9.57495,0.0,0.0,0.0
1679995139651,1175128006933022,0.42705002,2.7480001,9.309,0.0,0.0,0.0
1679995139656,1175128009435104,0.45405003,2.667,9.534,0.0,0.0,0.0
1679995139656,1175128011937027,0.50895,2.7810001,9.462001,0.0,0.0,0.0
1679995139659,1175128014439181,0.53505003,2.70495,9.526951,0.0,0.0,0.0
1679995139661,1175128016941258,0.52305,2.6550002,9.63195,0.0,0.0,0.0
1679995139664,1175128019443172,0.44400004,2.6809502,9.678,0.0,0.0,0.0
1679995139667,1175128021945326,0.42705002,2.6470501,9.541051,0.0,0.0,0.0
1679995139669,1175128024447402,0.40800002,2.568,9.561001,0.0,0.0,0.0
1679995139675,1175128026949326,0.44895002,2.7,9.549001,0.0,0.0,0.0
1679995139675,1175128029451388,0.42000002,2.79795,9.549001,0.0,0.0,0.0
1679995139677,1175128031953541,0.363,2.6110501,9.4480505,0.0,0.0,0.0
1679995139680,1175128034455464,0.39600003,2.69295,9.505051,0.0,0.0,0.0
1679995139682,1175128036957618,0.41295,2.67105,9.46695,0.0,0.0,0.0
1679995139684,1175128039459695,0.38895002,2.69295,9.673051,0.0,0.0,0.0
1679995139689,1175128041961541,0.44205,2.7190502,9.57495,0.0,0.0,0.0
1679995139689,1175128044463695,0.33405003,2.6830502,9.441,0.0,0.0,0.0
1679995139692,1175128046965618,0.45405003,2.592,9.502951,0.0,0.0,0.0
1679995139694,1175128049467772,0.30495003,2.676,9.59595,0.0,0.0,0.0
1679995139696,1175128051969873,0.36795002,2.736,9.441,0.0,0.0,0.0
1679995139699,1175128054471796,0.36795002,2.6089501,9.441,0.0,0.0,0.0
1679995139701,1175128056973950,0.41295,2.67405,9.55605,0.0,0.0,0.0
1679995139706,1175128059476027,0.432,2.6830502,9.472051,0.0,0.0,0.0
1679995139707,1175128061977945,0.40095,2.6569502,9.42195,0.0,0.0,0.0
1679995139709,1175128064480099,0.47295,2.7499502,9.481951,0.0,0.0,0.0
1679995139711,1175128066982176,0.42000002,2.6089501,9.59595,0.0,0.0,0.0
1679995139714,1175128069484099,0.52095,2.70495,9.58695,0.0,0.0,0.0
1679995139718,1175128071986186,0.42000002,2.604,9.690001,0.0,0.0,0.0
1679995139722,1175128074488109,0.44700003,2.59695,9.505051,0.0,0.0,0.0
1679995139722,1175128076990263,0.53805,2.6590502,9.56505,0.0,0.0,0.0
1679995139724,1175128079492340,0.55005,2.676,9.60795,0.0,0.0,0.0
1679995139727,1175128081994508,0.44205,2.7120001,9.549001,0.0,0.0,0.0
1679995139729,1175128084496431,0.52095,2.6569502,9.56505,0.0,0.0,0.0
1679995139731,1175128086998508,0.55695003,2.772,9.594001,0.0,0.0,0.0
1679995139734,1175128089500431,0.48705003,2.7169502,9.585,0.0,0.0,0.0
1679995139740,1175128092002483,0.57105005,2.6110501,9.56505,0.0,0.0,0.0
1679995139740,1175128094504406,0.49905002,2.7960002,9.573001,0.0,0.0,0.0
1679995139741,1175128097006560,0.49695003,2.7460501,9.429001,0.0,0.0,0.0
1679995139745,1175128099508636,0.49500003,2.69295,9.57495,0.0,0.0,0.0
1679995139748,1175128102010785,0.507,2.6809502,9.55305,0.0,0.0,0.0
1679995139750,1175128104512631,0.52995,2.6430001,9.508051,0.0,0.0,0.0
1679995139751,1175128107014785,0.504,2.6500502,9.51,0.0,0.0,0.0
1679995139759,1175128109516939,0.42705002,2.7259502,9.5130005,0.0,0.0,0.0
1679995139760,1175128112018862,0.52995,2.7120001,9.56505,0.0,0.0,0.0
1679995139761,1175128114520939,0.54195005,2.6830502,9.61995,0.0,0.0,0.0
1679995139762,1175128117022862,0.46095002,2.6520002,9.541051,0.0,0.0,0.0
1679995139764,1175128119524939,0.38700002,2.6089501,9.505051,0.0,0.0,0.0
1679995139766,1175128122027093,0.47100002,2.6899502,9.61305,0.0,0.0,0.0
1679995139769,1175128124529030,0.483,2.71005,9.55305,0.0,0.0,0.0
1679995139775,1175128127031184,0.483,2.676,9.667951,0.0,0.0,0.0
1679995139776,1175128129533030,0.42000002,2.60205,9.63195,0.0,0.0,0.0
1679995139777,1175128132035184,0.44205,2.559,9.673051,0.0,0.0,0.0
1679995139779,1175128134537233,0.44895002,2.631,9.72105,0.0,0.0,0.0
1679995139782,1175128137039156,0.42705002,2.6089501,9.66405,0.0,0.0,0.0
1679995139785,1175128139541310,0.47100002,2.496,9.759001,0.0,0.0,0.0
1679995139790,1175128142043387,0.37695003,2.6449502,9.642,0.0,0.0,0.0
1679995139791,1175128144545560,0.44700003,2.56605,9.673051,0.0,0.0,0.0
1679995139793,1175128147047483,0.47805002,2.5440001,9.625051,0.0,0.0,0.0
1679995139796,1175128149549560,0.52095,2.60205,9.604051,0.0,0.0,0.0
1679995139797,1175128152051483,0.48705003,2.628,9.58905,0.0,0.0,0.0
1679995139799,1175128154553560,0.49500003,2.6809502,9.57705,0.0,0.0,0.0
1679995139801,1175128157055483,0.54495,2.67105,9.642,0.0,0.0,0.0
1679995139806,1175128159557867,0.53505003,2.7139502,9.699,0.0,0.0,0.0
1679995139807,1175128162059714,0.59505004,2.5780501,9.646951,0.0,0.0,0.0
1679995139809,1175128164561867,0.47805002,2.6209502,9.63,0.0,0.0,0.0
1679995139811,1175128167063747,0.55005,2.64,9.702001,0.0,0.0,0.0
1679995139814,1175128169565900,0.61695004,2.631,9.453,0.0,0.0,0.0
1679995139817,1175128172067823,0.54195005,2.6860502,9.55605,0.0,0.0,0.0
1679995139819,1175128174569977,0.588,2.7139502,9.438001,0.0,0.0,0.0
1679995139824,1175128177072064,0.63795,2.77005,9.490951,0.0,0.0,0.0
1679995139826,1175128179573987,0.55200005,2.77005,9.561001,0.0,0.0,0.0
1679995139828,1175128182076064,0.54495,2.70495,9.502951,0.0,0.0,0.0
1679995139831,1175128184578199,0.633,2.72895,9.405001,0.0,0.0,0.0
1679995139833,1175128187080045,0.50895,2.7859502,9.61095,0.0,0.0,0.0
1679995139836,1175128189582199,0.58305,2.7529502,9.63195,0.0,0.0,0.0
1679995139840,1175128192084353,0.51900005,2.7810001,9.42405,0.0,0.0,0.0
1679995139841,1175128194586276,0.52995,2.7460501,9.43095,0.0,0.0,0.0
1679995139842,1175128197088348,0.57600003,2.74095,9.51,0.0,0.0,0.0
1679995139844,1175128199590271,0.55200005,2.67405,9.490951,0.0,0.0,0.0
1679995139847,1175128202092348,0.45600003,2.70495,9.56805,0.0,0.0,0.0
1679995139849,1175128204594271,0.44895002,2.7529502,9.465,0.0,0.0,0.0
1679995139851,1175128207096425,0.42495003,2.7220502,9.450001,0.0,0.0,0.0
1679995139858,1175128209598598,0.49500003,2.8150501,9.529051,0.0,0.0,0.0
1679995139859,1175128212100675,0.42000002,2.71005,9.56295,0.0,0.0,0.0
1679995139860,1175128214602598,0.44400004,2.73405,9.55605,0.0,0.0,0.0
1679995139862,1175128217104670,0.46305,2.7169502,9.529051,0.0,0.0,0.0
1679995139864,1175128219606593,0.57105005,2.67105,9.537001,0.0,0.0,0.0
1679995139869,1175128222108670,0.46800002,2.6430001,9.525001,0.0,0.0,0.0
1679995139870,1175128224610824,0.432,2.56605,9.498,0.0,0.0,0.0
1679995139877,1175128227112977,0.38700002,2.6569502,9.40995,0.0,0.0,0.0
