system_ts_ms, sensor_ts_ns, rotX, rotY, rotZ, rotL
1679995139523,1175127876826853,0.108881,0.083487,0.729743,0.669812
1679995139524,1175127879328930,0.108763,0.083553,0.729759,0.669806
1679995139527,1175127881830853,0.108641,0.083621,0.729776,0.669799
1679995139530,1175127884332930,0.108516,0.083687,0.729794,0.669791
1679995139532,1175127886835083,0.108388,0.083752,0.729817,0.669779
1679995139534,1175127889337007,0.108202,0.083875,0.729835,0.669774
1679995139545,1175127891839165,0.108066,0.083945,0.729859,0.669761
1679995139545,1175127894341012,0.107937,0.084005,0.729883,0.669747
1679995139545,1175127896843165,0.10781,0.084062,0.729909,0.669732
1679995139545,1175127899345242,0.107688,0.084114,0.729935,0.669718
1679995139547,1175127901847160,0.10757,0.084161,0.729959,0.669704
1679995139550,1175127904349314,0.107457,0.084209,0.729987,0.669686
1679995139552,1175127906851468,0.107033,0.084551,0.729981,0.669717
1679995139556,1175127909353314,0.106899,0.084615,0.730005,0.669705
1679995139557,1175127911855391,0.106806,0.084642,0.730031,0.669688
1679995139560,1175127914357314,0.106731,0.084662,0.730058,0.669668
1679995139562,1175127916859699,0.106666,0.084674,0.730084,0.669648
1679995139565,1175127919361545,0.106612,0.084676,0.730111,0.669627
1679995139568,1175127921863699,0.106569,0.084673,0.730138,0.669604
1679995139573,1175127924365575,0.106389,0.084964,0.730126,0.669609
1679995139573,1175127926867729,0.106363,0.084968,0.730147,0.66959
1679995139576,1175127929369652,0.106355,0.08494,0.73017,0.66957
1679995139577,1175127931871806,0.106358,0.084906,0.730193,0.669549
1679995139579,1175127934373960,0.106372,0.084865,0.730213,0.66953
1679995139582,1175127936875811,0.106397,0.084819,0.730232,0.669511
1679995139585,1175127939377888,0.106434,0.084766,0.73025,0.669492
1679995139590,1175127941880042,0.106525,0.0847,0.730267,0.669468
1679995139591,1175127944381965,0.106574,0.084633,0.730282,0.669452
1679995139592,1175127946884061,0.106622,0.084567,0.730297,0.669437
1679995139595,1175127949386215,0.106668,0.084493,0.730313,0.669421
1679995139597,1175127951888138,0.106718,0.084414,0.730331,0.669403
1679995139600,1175127954390291,0.106767,0.084339,0.730348,0.669386
1679995139601,1175127956892138,0.106813,0.084262,0.730368,0.669367
1679995139607,1175127959394291,0.106906,0.084252,0.73038,0.66934
1679995139608,1175127961896368,0.106953,0.084177,0.730403,0.669317
1679995139610,1175127964398522,0.106989,0.084099,0.730427,0.669294
1679995139612,1175127966900459,0.107021,0.08402,0.730454,0.66927
1679995139616,1175127969402536,0.107045,0.083942,0.730483,0.669244
1679995139619,1175127971904459,0.10707,0.083869,0.730518,0.669212
1679995139624,1175127974406613,0.107096,0.083798,0.730554,0.669177
1679995139624,1175127976908445,0.107296,0.083667,0.730596,0.669115
1679995139626,1175127979410599,0.107331,0.083595,0.730636,0.669075
1679995139628,1175127981912753,0.107349,0.083533,0.730678,0.669034
1679995139630,1175127984414830,0.107365,0.083476,0.730718,0.668995
1679995139631,1175127986916748,0.107376,0.083424,0.73076,0.668954
1679995139634,1175127989418825,0.107385,0.083377,0.730801,0.668913
1679995139642,1175127991920748,0.107393,0.083331,0.730843,0.668872
1679995139642,1175127994422825,0.107704,0.083138,0.730896,0.668787
1679995139643,1175127996924714,0.107735,0.083083,0.730939,0.668743
1679995139645,1175127999427099,0.107736,0.083048,0.730978,0.668705
1679995139648,1175128001929022,0.107733,0.083016,0.731016,0.668668
1679995139649,1175128004431099,0.107723,0.082989,0.731054,0.668631
1679995139652,1175128006933027,0.107711,0.082964,0.731092,0.668594
1679995139656,1175128009435104,0.107693,0.082945,0.731129,0.668559
1679995139657,1175128011937027,0.107923,0.083096,0.731137,0.668495
1679995139660,1175128014439181,0.107923,0.083104,0.731169,0.668458
1679995139662,1175128016941249,0.107896,0.083101,0.731206,0.668423
1679995139665,1175128019443172,0.107864,0.083098,0.731241,0.66839
1679995139668,1175128021945326,0.107833,0.083098,0.731277,0.668356
1679995139670,1175128024447402,0.107801,0.083106,0.731311,0.668322
1679995139675,1175128026949326,0.107768,0.083114,0.731345,0.66829
1679995139676,1175128029451388,0.107849,0.083378,0.73134,0.668249
1679995139678,1175128031953541,0.107837,0.083411,0.731366,0.668219
1679995139680,1175128034455464,0.107814,0.083414,0.731394,0.668192
1679995139683,1175128036957618,0.107789,0.083417,0.731419,0.668167
1679995139685,1175128039459695,0.107768,0.083418,0.731445,0.668142
1679995139689,1175128041961541,0.107749,0.083418,0.731473,0.668115
1679995139690,1175128044463695,0.107739,0.083411,0.731496,0.668092
1679995139692,1175128046965618,0.107685,0.083365,0.731523,0.668077
1679995139695,1175128049467772,0.107677,0.083348,0.731543,0.668059
1679995139697,1175128051969873,0.107673,0.083331,0.731563,0.66804
1679995139699,1175128054471796,0.107668,0.083311,0.73158,0.668024
1679995139702,1175128056973950,0.107671,0.083288,0.731596,0.668009
1679995139706,1175128059476022,0.107676,0.083265,0.731612,0.667993
1679995139708,1175128061977945,0.107685,0.08324,0.73163,0.667975
1679995139710,1175128064480099,0.107838,0.083357,0.731623,0.667944
1679995139712,1175128066982176,0.107861,0.083342,0.731635,0.667928
1679995139714,1175128069484099,0.107877,0.083312,0.731649,0.667914
1679995139718,1175128071986186,0.107894,0.083281,0.731664,0.667899
1679995139722,1175128074488109,0.107908,0.083255,0.731678,0.667885
1679995139723,1175128076990263,0.107922,0.083231,0.731693,0.66787
1679995139725,1175128079492340,0.107936,0.083208,0.73171,0.667852
1679995139728,1175128081994508,0.10799,0.08331,0.731712,0.667828
1679995139730,1175128084496431,0.108001,0.083298,0.731727,0.667811
1679995139732,1175128086998508,0.108006,0.08328,0.731741,0.667797
1679995139734,1175128089500431,0.108006,0.083258,0.731758,0.667781
1679995139740,1175128092002483,0.108003,0.083236,0.731778,0.667762
1679995139741,1175128094504406,0.107997,0.083216,0.7318,0.667742
1679995139743,1175128097006560,0.107992,0.083198,0.731817,0.667726
1679995139745,1175128099508636,0.108063,0.083204,0.731829,0.667701
1679995139748,1175128102010785,0.10806,0.083189,0.731846,0.667685
1679995139751,1175128104512631,0.108046,0.083178,0.731864,0.667668
1679995139752,1175128107014785,0.108031,0.083166,0.731883,0.667651
1679995139760,1175128109516939,0.108014,0.083152,0.731902,0.667635
1679995139761,1175128112018862,0.107997,0.083141,0.73192,0.66762
1679995139762,1175128114520939,0.107976,0.083129,0.731941,0.667601
1679995139763,1175128117022862,0.107946,0.083149,0.731961,0.667582
1679995139765,1175128119524939,0.107926,0.083138,0.731982,0.667564
1679995139767,1175128122027093,0.107901,0.083124,0.732004,0.667545
1679995139775,1175128124529030,0.107874,0.083105,0.732028,0.667525
1679995139776,1175128127031184,0.107849,0.083089,0.732054,0.667503
1679995139777,1175128129533030,0.107825,0.083071,0.732079,0.667482
1679995139778,1175128132035184,0.107803,0.083055,0.732105,0.667459
1679995139780,1175128134537233,0.107688,0.083022,0.732134,0.667449
1679995139782,1175128137039156,0.107665,0.083008,0.732161,0.667426
1679995139785,1175128139541310,0.107654,0.082989,0.732187,0.667401
1679995139791,1175128142043387,0.107649,0.082971,0.732211,0.667377
1679995139792,1175128144545560,0.107649,0.082954,0.732235,0.667354
1679995139793,1175128147047483,0.107652,0.08294,0.732258,0.667329
1679995139796,1175128149549560,0.107656,0.082919,0.732282,0.667305
1679995139798,1175128152051483,0.107645,0.082859,0.732309,0.667284
1679995139800,1175128154553560,0.107651,0.082836,0.732328,0.667266
1679995139802,1175128157055483,0.107654,0.082818,0.73235,0.667244
1679995139807,1175128159557867,0.107657,0.082804,0.732371,0.667222
1679995139809,1175128162059714,0.107662,0.08279,0.732392,0.6672
1679995139810,1175128164561900,0.107666,0.082774,0.732411,0.66718
1679995139813,1175128167063747,0.107666,0.082761,0.732431,0.66716
1679995139814,1175128169565900,0.107886,0.08261,0.732463,0.667107
1679995139818,1175128172067823,0.107912,0.082583,0.732484,0.667084
1679995139819,1175128174569987,0.107913,0.082572,0.7325,0.667067
1679995139825,1175128177072064,0.10791,0.082564,0.732517,0.66705
1679995139826,1175128179573987,0.107908,0.082562,0.732535,0.667031
1679995139828,1175128182076064,0.107904,0.082559,0.73255,0.667016
1679995139832,1175128184578199,0.107899,0.082554,0.732565,0.667
1679995139833,1175128187080045,0.108067,0.082692,0.73256,0.666961
1679995139836,1175128189582199,0.10807,0.082709,0.732577,0.666941
1679995139840,1175128192084353,0.108053,0.08271,0.732596,0.666922
1679995139841,1175128194586271,0.108034,0.082714,0.732615,0.666904
1679995139842,1175128197088348,0.108016,0.082718,0.732635,0.666884
1679995139844,1175128199590271,0.10799,0.082724,0.732657,0.666864
1679995139848,1175128202092348,0.107965,0.082731,0.732679,0.666843
1679995139850,1175128204594271,0.108065,0.082963,0.732667,0.666811
1679995139853,1175128207096444,0.108051,0.082993,0.732687,0.666787
1679995139858,1175128209598598,0.108025,0.083005,0.732712,0.666763
1679995139859,1175128212100675,0.107999,0.083015,0.732735,0.66674
1679995139861,1175128214602598,0.107973,0.083022,0.732761,0.666715
1679995139863,1175128217104670,0.107946,0.083027,0.732788,0.66669
1679995139865,1175128219606593,0.107918,0.083035,0.73281,0.666668
1679995139870,1175128222108670,0.1079,0.083069,0.732829,0.666647
1679995139871,1175128224610824,0.10787,0.083078,0.73285,0.666627
1679995139880,1175128227112968,0.10784,0.083086,0.732871,0.666608
1679995139880,1175128229614892,0.10781,0.083092,0.732891,0.66659
1679995139881,1175128232116968,0.107779,0.083096,0.732913,0.66657
1679995139882,1175128234618892,0.107754,0.0831,0.732933,0.666551
1679995139882,1175128237120968,0.107727,0.083103,0.732953,0.666534
1679995139886,1175128239622882,0.107529,0.083139,0.732974,0.666538
1679995139891,1175128242125266,0.107489,0.083146,0.732993,0.666522
1679995139891,1175128244627189,0.107469,0.083151,0.733012,0.666504
1679995139892,1175128247129266,0.107452,0.083154,0.73303,0.666487
1679995139896,1175128249631189,0.107435,0.083155,0.733048,0.66647
1679995139897,1175128252133266,0.107423,0.083154,0.733063,0.666455
1679995139900,1175128254635189,0.107412,0.083153,0.733079,0.66644
1679995139903,1175128257137343,0.1073,0.083242,0.733084,0.666442
1679995139907,1175128259639415,0.10728,0.083248,0.733098,0.666429
1679995139909,1175128262141569,0.107271,0.083244,0.733111,0.666416
1679995139911,1175128264643492,0.107268,0.083238,0.733122,0.666405
1679995139912,1175128267145569,0.107265,0.083231,0.733135,0.666392
1679995139915,1175128269647492,0.107263,0.083225,0.733148,0.666378
1679995139917,1175128272149593,0.107265,0.083218,0.733163,0.666363
1679995139920,1175128274651747,0.107598,0.08334,0.733153,0.666305
1679995139923,1175128277153670,0.107636,0.083345,0.733166,0.666284
1679995139925,1175128279655747,0.107648,0.083337,0.733179,0.666269
1679995139929,1175128282157901,0.107659,0.083329,0.733194,0.666252
1679995139930,1175128284659824,0.107671,0.083319,0.733211,0.666233
1679995139933,1175128287161901,0.107684,0.083306,0.733227,0.666214
1679995139935,1175128289663824,0.107701,0.083296,0.733244,0.666194
1679995139938,1175128292165978,0.107846,0.083295,0.733258,0.666155
1679995139940,1175128294668055,0.107876,0.083286,0.733275,0.666132
1679995139945,1175128297169978,0.107895,0.083275,0.733295,0.666108
1679995139947,1175128299672055,0.107911,0.083265,0.733316,0.666084
1679995139949,1175128302174218,0.107922,0.083254,0.733337,0.666061
1679995139951,1175128304676141,0.107937,0.083245,0.733356,0.666038
1679995139953,1175128307178218,0.107948,0.083232,0.733379,0.666013
1679995139955,1175128309680141,0.107994,0.083353,0.733384,0.665985
1679995139958,1175128312182295,0.108009,0.083354,0.733407,0.665957
1679995139961,1175128314684372,0.108018,0.083346,0.733428,0.665933
1679995139963,1175128317186526,0.108024,0.083339,0.73345,0.665909
1679995139965,1175128319688449,0.108031,0.08333,0.733472,0.665885
1679995139968,1175128322190526,0.108036,0.08332,0.733493,0.665862
1679995139970,1175128324692425,0.10804,0.08331,0.733514,0.665839
1679995139973,1175128327194502,0.108057,0.083171,0.733551,0.665813
1679995139975,1175128329696656,0.108059,0.083148,0.733574,0.665791
1679995139979,1175128332198502,0.108058,0.083136,0.733594,0.66577
1679995139982,1175128334700656,0.108053,0.08313,0.733613,0.665751
1679995139984,1175128337202810,0.108046,0.083126,0.733633,0.665731
1679995139987,1175128339704733,0.108041,0.083115,0.733653,0.665711
1679995139989,1175128342206810,0.108033,0.083109,0.733671,0.665693
1679995139991,1175128344708733,0.108087,0.082981,0.733703,0.665665
1679995139993,1175128347210805,0.108086,0.082961,0.733723,0.665646
1679995139996,1175128349712728,0.108078,0.082952,0.733741,0.665627
1679995139998,1175128352215113,0.108068,0.082946,0.73376,0.665609
1679995140000,1175128354717036,0.108053,0.082937,0.733779,0.665592
1679995140003,1175128357219137,0.108036,0.082929,0.733798,0.665575
1679995140005,1175128359721060,0.108023,0.082925,0.733817,0.665557
1679995140008,1175128362223137,0.108306,0.082991,0.733819,0.665501
1679995140010,1175128364725060,0.10832,0.082994,0.733837,0.665478
1679995140013,1175128367227243,0.108304,0.082993,0.733858,0.665457
1679995140015,1175128369729396,0.108286,0.082995,0.733876,0.66544
1679995140019,1175128372231243,0.108265,0.083,0.733891,0.665426
1679995140021,1175128374733396,0.108245,0.083005,0.733907,0.665411
1679995140024,1175128377235219,0.108224,0.083009,0.733924,0.665395
1679995140026,1175128379737372,0.108225,0.08312,0.733925,0.66538
1679995140029,1175128382239449,0.108202,0.083142,0.733938,0.665367
1679995140032,1175128384741603,0.108177,0.083155,0.733952,0.665354
1679995140033,1175128387243526,0.108151,0.083167,0.733968,0.665339
1679995140038,1175128389745602,0.108124,0.083181,0.733985,0.665323
