system_ts_ms, sensor_ts_ns, magX, magY, magZ
1680020366049,1200354402227359,25.612501,-17.8125,-8.45625
1680020366067,1200354412221903,25.687502,-17.643751,-8.700001
1680020366068,1200354422224004,25.800001,-17.400002,-8.925
1680020366077,1200354432218541,25.85625,-17.1,-8.925
1680020366086,1200354442220642,25.9125,-16.78125,-8.925
1680020366096,1200354452221690,25.800001,-16.743752,-9.168751
1680020366108,1200354462216223,25.612501,-16.612501,-9.356251
1680020366118,1200354472219650,25.800001,-16.612501,-9.3
1680020366126,1200354482215034,25.9125,-16.612501,-9.243751
1680020366136,1200354492218249,26.081251,-17.34375,-8.887501
1680020366148,1200354502220850,26.212502,-18.0,-8.45625
1680020366157,1200354512214605,26.456251,-18.056252,-8.2875
1680020366166,1200354522216610,26.7,-18.112501,-8.043751
1680020366177,1200354532209845,26.812502,-18.243752,-7.8562503
1680020366186,1200354542211547,27.000002,-18.28125,-7.74375
1680020366198,1200354552215383,26.812502,-18.35625,-7.9875
1680020366210,1200354562217657,26.7,-18.4125,-8.15625
1680020366217,1200354572227422,26.812502,-18.0,-8.34375
1680020366228,1200354582221877,27.000002,-17.5125,-8.45625
1680020366236,1200354592223179,26.75625,-17.681252,-8.587501
1680020366247,1200354602207721,26.5125,-17.8125,-8.625
1680020366262,1200354612197563,26.5125,-18.056252,-8.587501
1680020366267,1200354622199707,26.5125,-18.28125,-8.45625
1680020366276,1200354632200476,26.5125,-18.525002,-8.2875
1680020366286,1200354642211298,26.5125,-18.712502,-8.043751
1680020366297,1200354652218154,26.400002,-19.143751,-7.8562503
1680020366308,1200354662220259,26.212502,-19.5,-7.74375
1680020366317,1200354672215942,26.156252,-19.5,-7.4437504
1680020366328,1200354682218099,26.081251,-19.5,-7.14375
1680020366336,1200354692220238,26.156252,-19.25625,-7.0875
1680020366347,1200354702214757,26.212502,-19.0125,-6.95625
1680020366360,1200354712215897,25.987501,-18.956251,-6.95625
1680020366367,1200354722218012,25.800001,-18.900002,-6.95625
1680020366376,1200354732227723,25.85625,-18.956251,-7.0875
1680020366386,1200354742230055,25.9125,-19.0125,-7.14375
1680020366396,1200354752232291,26.156252,-18.956251,-7.14375
1680020366408,1200354762234444,26.400002,-18.900002,-7.14375
1680020366416,1200354772230208,26.2875,-18.84375,-7.36875
1680020366426,1200354782239804,26.212502,-18.712502,-7.55625
1680020366436,1200354792242451,26.2875,-18.28125,-7.55625
1680020366448,1200354802236980,26.400002,-17.8125,-7.55625
1680020366456,1200354812230301,26.2875,-17.5125,-7.55625
1680020366466,1200354822224791,26.212502,-17.212502,-7.55625
1680020366478,1200354832226112,26.156252,-17.15625,-7.74375
1680020366486,1200354842225059,25.800001,-17.025002,-7.8
1680020366496,1200354852217472,25.312502,-16.9125,-7.4437504
1680020366506,1200354862212001,24.900002,-16.85625,-7.0875
1680020366517,1200354872206534,25.312502,-16.9125,-7.14375
1680020366526,1200354882211875,25.500002,-16.9125,-7.14375
1680020366536,1200354892213952,25.500002,-16.743752,-7.14375
1680020366547,1200354902216101,25.3875,-17.025002,-6.95625
1680020366556,1200354912218250,25.312502,-17.400002,-6.8812504
1680020366567,1200354922220412,25.612501,-17.681252,-6.8250003
1680020366576,1200354932224700,25.9125,-18.0,-6.7875004
1680020366586,1200354942227763,26.156252,-18.056252,-6.7875004
