system_ts_ms, sensor_ts_ns, linX, linY, linZ
1679992607376,1172595726176308,-0.297,-0.29,1.025
1679992607376,1172595728678231,-0.248,-0.264,0.937
1679992607377,1172595731180077,-0.295,-0.199,0.905
1679992607378,1172595733681933,-0.275,-0.148,0.873
1679992607381,1172595736183702,-0.175,-0.085,0.733
1679992607384,1172595738685625,-0.144,0.004,0.688
1679992607394,1172595741187471,-0.096,0.095,0.52
1679992607394,1172595743689317,-0.08,0.265,0.599
1679992607394,1172595746191163,-0.053,0.297,0.557
1679992607394,1172595748693009,-0.136,0.314,0.596
1679992607397,1172595751194856,-0.125,0.316,0.459
1679992607398,1172595753696905,-0.279,0.359,0.363
1679992607401,1172595756198751,-0.162,0.291,0.296
1679992607404,1172595758700366,-0.215,0.139,0.269
1679992607406,1172595761202212,-0.209,0.165,0.161
1679992607408,1172595763704270,-0.272,0.148,0.081
1679992607412,1172595766206116,-0.269,0.118,-0.011
1679992607415,1172595768707963,-0.158,0.168,-0.131
1679992607416,1172595771209809,-0.198,0.177,-0.073
1679992607418,1172595773711655,-0.185,0.227,-0.302
1679992607421,1172595776213492,-0.218,0.185,-0.268
1679992607424,1172595778715338,-0.151,0.137,-0.291
1679992607427,1172595781217261,-0.193,0.254,-0.369
1679992607428,1172595783719030,-0.139,0.194,-0.379
1679992607432,1172595786220881,-0.154,0.216,-0.43
1679992607433,1172595788722804,-0.073,0.278,-0.318
1679992607437,1172595791224650,-0.06,0.342,-0.328
1679992607439,1172595793726419,-0.058,0.35,-0.265
1679992607442,1172595796228251,-0.03,0.304,-0.234
1679992607444,1172595798730097,0.025,0.354,-0.122
1679992607447,1172595801232021,-0.04,0.324,-0.079
1679992607450,1172595803733867,-0.065,0.199,0.072
1679992607455,1172595806235718,-0.075,0.264,0.183
1679992607456,1172595808737564,-0.002,0.167,0.267
1679992607456,1172595811239410,0.095,0.244,0.324
1679992607458,1172595813741487,0.114,0.214,0.38
1679992607461,1172595816243102,0.106,0.24,0.382
1679992607464,1172595818744915,0.18,0.157,0.479
1679992607466,1172595821246992,0.147,0.115,0.425
1679992607468,1172595823748838,0.209,0.1,0.467
1679992607471,1172595826250453,0.094,0.072,0.319
1679992607475,1172595828752530,0.139,-0.046,0.291
1679992607477,1172595831254362,0.202,-0.02,0.237
1679992607479,1172595833756208,0.103,0.06,0.225
1679992607481,1172595836258055,0.044,-0.036,0.239
1679992607483,1172595838759901,0.15,-0.051,0.159
1679992607490,1172595841261761,0.024,0.014,0.173
1679992607493,1172595843763607,0.13,0.0,0.161
1679992607494,1172595846265530,0.004,-0.067,0.038
1679992607494,1172595848767376,0.055,0.135,0.107
1679992607496,1172595851269222,-0.028,0.106,0.053
1679992607498,1172595853771088,-0.018,0.159,-0.026
1679992607501,1172595856272934,0.006,0.145,-0.094
1679992607506,1172595858774780,-0.023,0.075,-0.243
1679992607507,1172595861276626,-0.052,0.183,-0.242
1679992607509,1172595863778458,-0.027,0.161,-0.224
1679992607512,1172595866280304,-0.056,0.173,-0.278
1679992607514,1172595868782381,-0.03,0.173,-0.005
1679992607516,1172595871284227,-0.099,0.146,-0.033
1679992607519,1172595873785838,0.021,0.05,-0.033
1679992607521,1172595876287684,-0.115,0.228,0.075
1679992607525,1172595878789530,-0.047,0.16,0.062
1679992607527,1172595881291607,0.007,0.132,0.171
1679992607529,1172595883793429,-0.006,0.078,0.157
1679992607531,1172595886295275,0.02,0.161,0.198
1679992607534,1172595888797122,0.034,0.039,0.306
1679992607538,1172595891298968,0.007,0.081,0.306
1679992607539,1172595893800814,0.049,0.013,0.387
1679992607542,1172595896302660,-0.004,0.137,0.278
1679992607545,1172595898804506,0.037,0.125,0.386
1679992607549,1172595901306429,-0.098,0.126,0.44
1679992607550,1172595903808275,0.01,0.153,0.358
1679992607551,1172595906310112,-0.111,0.018,0.33
1679992607556,1172595908811958,-0.11,0.059,0.426
1679992607556,1172595911313727,-0.083,0.032,0.439
1679992607559,1172595913815573,-0.069,0.072,0.412
1679992607565,1172595916317405,-0.092,0.023,0.45
1679992607566,1172595918819559,-0.105,0.023,0.436
1679992607567,1172595921321175,-0.064,0.132,0.491
1679992607569,1172595923823021,-0.065,0.117,0.314
1679992607573,1172595926324867,-0.092,0.062,0.383
1679992607574,1172595928826713,-0.107,0.116,0.329
1679992607576,1172595931328559,-0.039,0.102,0.424
1679992607579,1172595933830405,-0.063,0.076,0.396
1679992607583,1172595936332482,-0.077,0.021,0.369
1679992607585,1172595938834313,-0.104,0.061,0.301
1679992607587,1172595941336160,-0.105,-0.021,0.193
1679992607590,1172595943837775,-0.092,0.086,0.275
1679992607591,1172595946339852,-0.133,0.017,0.276
1679992607594,1172595948841698,-0.12,-0.052,0.304
1679992607596,1172595951343530,-0.103,0.109,0.209
1679992607600,1172595953845376,-0.157,0.053,0.25
1679992607603,1172595956347223,-0.103,-0.029,0.21
1679992607606,1172595958849069,-0.185,-0.072,0.197
1679992607607,1172595961350901,-0.172,-0.1,0.157
1679992607609,1172595963852824,-0.159,-0.006,0.198
1679992607611,1172595966354670,-0.159,-0.076,0.199
1679992607614,1172595968856516,-0.074,-0.073,0.129
1679992607617,1172595971358376,-0.087,-0.061,0.225
1679992607619,1172595973860223,-0.196,-0.13,0.185
1679992607622,1172595976362069,-0.209,0.004,0.117
1679992607625,1172595978863838,-0.182,-0.064,0.145
1679992607626,1172595981365770,-0.236,-0.025,0.186
1679992607629,1172595983867847,-0.249,0.027,0.037
1679992607632,1172595986369693,-0.174,-0.064,0.185
1679992607634,1172595988871309,-0.227,-0.024,0.199
1679992607638,1172595991373184,-0.281,-0.066,0.158
1679992607640,1172595993875030,-0.158,-0.04,-0.004
1679992607642,1172595996376876,-0.144,-0.028,0.105
1679992607645,1172595998878722,-0.266,-0.056,0.078
1679992607647,1172596001380809,-0.238,0.011,0.01
1679992607649,1172596003882655,-0.216,-0.016,-0.017
1679992607652,1172596006384501,-0.187,-0.003,0.023
1679992607655,1172596008886348,-0.145,0.022,-0.003
1679992607658,1172596011388194,-0.185,0.049,-0.003
