system_ts_ms, sensor_ts_ns, graX, graY, graZ
1679992607376,1172595726176308,0.678,3.804,9.013
1679992607376,1172595728678231,0.67,3.792,9.018
1679992607377,1172595731180077,0.663,3.781,9.023
1679992607378,1172595733681933,0.657,3.771,9.028
1679992607381,1172595736183702,0.652,3.763,9.032
1679992607384,1172595738685625,0.648,3.755,9.036
1679992607394,1172595741187471,0.641,3.745,9.04
1679992607394,1172595743689317,0.639,3.739,9.043
1679992607394,1172595746191163,0.639,3.734,9.045
1679992607394,1172595748693009,0.64,3.73,9.046
1679992607397,1172595751194856,0.643,3.728,9.047
1679992607398,1172595753696905,0.647,3.726,9.047
1679992607401,1172595756198751,0.652,3.726,9.047
1679992607404,1172595758700366,0.651,3.728,9.046
1679992607406,1172595761202212,0.658,3.73,9.045
1679992607408,1172595763704270,0.667,3.732,9.043
1679992607412,1172595766206116,0.678,3.736,9.041
1679992607415,1172595768707963,0.69,3.74,9.038
1679992607416,1172595771209809,0.702,3.744,9.036
1679992607418,1172595773711655,0.716,3.75,9.032
1679992607421,1172595776213492,0.722,3.764,9.026
1679992607424,1172595778715338,0.736,3.771,9.022
1679992607427,1172595781217261,0.751,3.777,9.018
1679992607428,1172595783719030,0.766,3.782,9.015
1679992607432,1172595786220881,0.781,3.788,9.011
1679992607433,1172595788722804,0.795,3.793,9.008
1679992607437,1172595791224650,0.809,3.798,9.004
1679992607439,1172595793726419,0.821,3.817,8.995
1679992607441,1172595796228251,0.834,3.822,8.992
1679992607444,1172595798730097,0.846,3.826,8.989
1679992607447,1172595801232021,0.857,3.829,8.987
1679992607450,1172595803733867,0.868,3.832,8.984
1679992607455,1172595806235718,0.878,3.834,8.982
1679992607456,1172595808737564,0.888,3.837,8.981
1679992607456,1172595811239410,0.898,3.841,8.977
1679992607458,1172595813741487,0.907,3.843,8.976
1679992607461,1172595816243102,0.915,3.845,8.974
1679992607464,1172595818744915,0.922,3.846,8.973
1679992607466,1172595821246992,0.928,3.848,8.972
1679992607468,1172595823748838,0.934,3.849,8.97
1679992607471,1172595826250453,0.94,3.85,8.969
1679992607475,1172595828752530,0.949,3.846,8.97
1679992607476,1172595831254362,0.954,3.847,8.969
1679992607479,1172595833756208,0.959,3.848,8.968
1679992607481,1172595836258055,0.962,3.85,8.967
1679992607483,1172595838759901,0.966,3.851,8.966
1679992607490,1172595841261761,0.969,3.853,8.965
1679992607493,1172595843763607,0.973,3.854,8.964
1679992607494,1172595846265530,0.976,3.853,8.964
1679992607494,1172595848767376,0.979,3.855,8.963
1679992607496,1172595851269222,0.982,3.856,8.962
1679992607498,1172595853771088,0.985,3.858,8.961
1679992607501,1172595856272934,0.987,3.859,8.961
1679992607506,1172595858774780,0.99,3.86,8.96
1679992607507,1172595861276626,0.992,3.861,8.959
1679992607508,1172595863778458,0.994,3.87,8.955
1679992607511,1172595866280304,0.995,3.871,8.954
1679992607514,1172595868782381,0.997,3.871,8.954
1679992607516,1172595871284227,0.998,3.871,8.954
1679992607519,1172595873785838,0.999,3.871,8.954
1679992607521,1172595876287684,1.0,3.871,8.954
1679992607525,1172595878789530,1.0,3.87,8.954
1679992607527,1172595881291607,1.0,3.871,8.954
1679992607529,1172595883793429,1.0,3.871,8.954
1679992607531,1172595886295275,1.0,3.87,8.954
1679992607534,1172595888797122,1.0,3.869,8.955
1679992607538,1172595891298968,0.999,3.868,8.955
1679992607538,1172595893800814,0.999,3.867,8.956
1679992607542,1172595896302660,0.998,3.867,8.956
1679992607545,1172595898804506,0.998,3.865,8.957
1679992607549,1172595901306429,0.997,3.864,8.957
1679992607550,1172595903808275,0.996,3.864,8.957
1679992607551,1172595906310112,0.996,3.863,8.958
1679992607556,1172595908811958,0.996,3.863,8.958
1679992607556,1172595911313727,0.995,3.863,8.958
1679992607559,1172595913815573,0.995,3.863,8.958
1679992607563,1172595916317405,0.991,3.858,8.96
1679992607566,1172595918819559,0.99,3.858,8.961
1679992607567,1172595921321175,0.991,3.858,8.96
1679992607569,1172595923823021,0.991,3.859,8.96
1679992607572,1172595926324867,0.991,3.859,8.96
1679992607574,1172595928826713,0.992,3.86,8.96
1679992607576,1172595931328559,0.992,3.861,8.959
1679992607579,1172595933830405,0.989,3.859,8.96
1679992607582,1172595936332482,0.989,3.86,8.96
1679992607585,1172595938834313,0.99,3.861,8.959
1679992607587,1172595941336160,0.99,3.862,8.959
1679992607590,1172595943837775,0.991,3.863,8.958
1679992607591,1172595946339852,0.991,3.864,8.958
1679992607594,1172595948841698,0.992,3.866,8.957
1679992607596,1172595951343530,0.988,3.868,8.957
1679992607600,1172595953845376,0.988,3.869,8.956
1679992607602,1172595956347223,0.989,3.87,8.955
1679992607606,1172595958849069,0.989,3.872,8.955
1679992607607,1172595961350901,0.989,3.873,8.954
1679992607609,1172595963852824,0.99,3.874,8.954
1679992607611,1172595966354670,0.99,3.876,8.953
1679992607614,1172595968856516,0.987,3.873,8.954
1679992607617,1172595971358376,0.986,3.874,8.954
1679992607619,1172595973860223,0.986,3.876,8.953
1679992607622,1172595976362069,0.986,3.877,8.953
1679992607625,1172595978863838,0.985,3.878,8.952
1679992607626,1172595981365770,0.985,3.879,8.952
1679992607629,1172595983867847,0.985,3.881,8.951
1679992607632,1172595986369693,0.978,3.878,8.953
1679992607634,1172595988871309,0.976,3.879,8.953
1679992607638,1172595991373184,0.976,3.88,8.953
1679992607640,1172595993875030,0.975,3.881,8.952
1679992607642,1172595996376876,0.975,3.882,8.952
1679992607644,1172595998878722,0.974,3.883,8.952
1679992607647,1172596001380799,0.973,3.884,8.951
1679992607649,1172596003882655,0.965,3.885,8.952
1679992607652,1172596006384501,0.963,3.885,8.952
1679992607655,1172596008886348,0.962,3.886,8.952
1679992607658,1172596011388194,0.961,3.886,8.952
1679992607661,1172596013890045,0.96,3.886,8.952
1679992607662,1172596016391891,0.959,3.887,8.952
1679992607665,1172596018893814,0.958,3.887,8.952
1679992607668,1172596021395660,0.949,3.888,8.952
1679992607669,1172596023897502,0.947,3.888,8.952
1679992607673,1172596026399271,0.946,3.888,8.952
1679992607675,1172596028901117,0.945,3.888,8.952
1679992607677,1172596031403040,0.944,3.888,8.952
1679992607679,1172596033904900,0.943,3.889,8.952
1679992607683,1172596036406746,0.942,3.889,8.952
1679992607684,1172596038908592,0.935,3.886,8.954
1679992607689,1172596041410439,0.934,3.887,8.954
1679992607691,1172596043912304,0.933,3.887,8.954
1679992607692,1172596046414150,0.933,3.888,8.954
1679992607694,1172596048915996,0.933,3.888,8.954
1679992607696,1172596051417842,0.933,3.889,8.953
1679992607699,1172596053919929,0.933,3.89,8.953
1679992607701,1172596056421775,0.925,3.89,8.954
1679992607706,1172596058923622,0.925,3.891,8.953
1679992607708,1172596061425468,0.926,3.892,8.953
1679992607710,1172596063927309,0.927,3.894,8.952
1679992607714,1172596066429155,0.929,3.895,8.951
1679992607715,1172596068931001,0.931,3.897,8.95
1679992607717,1172596071432924,0.933,3.898,8.949
1679992607721,1172596073934688,0.925,3.896,8.951
1679992607723,1172596076436535,0.926,3.898,8.95
1679992607724,1172596078938381,0.928,3.899,8.949
1679992607727,1172596081440304,0.93,3.901,8.948
1679992607729,1172596083942150,0.932,3.903,8.947
1679992607732,1172596086444001,0.934,3.905,8.946
1679992607734,1172596088945847,0.935,3.907,8.945
1679992607736,1172596091447694,0.927,3.907,8.946
1679992607739,1172596093949540,0.927,3.909,8.945
1679992607741,1172596096451395,0.929,3.911,8.944
1679992607745,1172596098953241,0.93,3.913,8.943
1679992607746,1172596101455318,0.931,3.915,8.942
1679992607750,1172596103957164,0.932,3.917,8.941
1679992607755,1172596106459010,0.933,3.919,8.94
1679992607755,1172596108960856,0.925,3.917,8.942
1679992607757,1172596111462703,0.925,3.918,8.941
1679992607758,1172596113964549,0.925,3.92,8.94
1679992607761,1172596116466395,0.926,3.922,8.94
1679992607764,1172596118968256,0.926,3.924,8.939
1679992607766,1172596121470102,0.926,3.926,8.938
1679992607769,1172596123971948,0.926,3.928,8.937
1679992607771,1172596126473795,0.915,3.926,8.939
1679992607774,1172596128975641,0.913,3.927,8.939
1679992607776,1172596131477487,0.911,3.93,8.938
1679992607779,1172596133979333,0.91,3.932,8.937
1679992607781,1172596136481256,0.908,3.935,8.936
1679992607784,1172596138983097,0.907,3.938,8.935
1679992607787,1172596141484943,0.905,3.941,8.934
1679992607789,1172596143986790,0.894,3.94,8.935
1679992607793,1172596146488636,0.892,3.943,8.934
1679992607794,1172596148990491,0.89,3.948,8.932
1679992607796,1172596151492337,0.89,3.952,8.93
1679992607803,1172596153994414,0.889,3.958,8.928
1679992607803,1172596156496260,0.89,3.964,8.925
1679992607803,1172596158998106,0.891,3.97,8.922
1679992607807,1172596161499962,0.882,3.975,8.921
1679992607809,1172596164001809,0.883,3.982,8.917
1679992607812,1172596166503424,0.886,3.99,8.914
1679992607814,1172596169005270,0.89,3.999,8.909
1679992607816,1172596171507371,0.894,4.008,8.905
1679992607818,1172596174009294,0.9,4.018,8.9
1679992607823,1172596176511063,0.906,4.028,8.894
1679992607826,1172596179012915,0.881,4.031,8.896
1679992607828,1172596181514761,0.887,4.041,8.891
1679992607829,1172596184016607,0.898,4.052,8.884
1679992607832,1172596186518453,0.912,4.064,8.878
1679992607834,1172596189020376,0.927,4.075,8.871
1679992607836,1172596191522241,0.944,4.087,8.864
1679992607839,1172596194024087,0.963,4.098,8.856
1679992607842,1172596196525934,0.984,4.11,8.849
1679992607844,1172596199027780,1.006,4.122,8.841
1679992607846,1172596201529616,1.029,4.134,8.832
1679992607848,1172596204031462,1.055,4.146,8.824
1679992607852,1172596206533308,1.081,4.158,8.815
1679992607854,1172596209035154,1.11,4.171,8.805
1679992607856,1172596211537001,1.14,4.184,8.795
1679992607858,1172596214038833,1.172,4.197,8.784
1679992607863,1172596216540679,1.206,4.211,8.773
1679992607866,1172596219042756,1.244,4.226,8.761
1679992607868,1172596221544602,1.282,4.241,8.748
1679992607869,1172596224046434,1.322,4.256,8.735
1679992607872,1172596226548280,1.365,4.273,8.72
1679992607874,1172596229050126,1.412,4.291,8.704
1679992607876,1172596231551973,1.46,4.31,8.686
1679992607878,1172596234053819,1.513,4.33,8.667
1679992607882,1172596236555751,1.571,4.353,8.645
1679992607884,1172596239057597,1.633,4.378,8.621
1679992607886,1172596241559443,1.7,4.405,8.594
1679992607889,1172596244061289,1.772,4.435,8.564
1679992607892,1172596246563126,1.85,4.468,8.531
1679992607894,1172596249064973,1.935,4.505,8.492
1679992607897,1172596251566742,2.025,4.545,8.449
1679992607901,1172596254068665,2.122,4.59,8.401
1679992607902,1172596256570534,2.226,4.64,8.347
1679992607905,1172596259072380,2.333,4.693,8.288
1679992607907,1172596261574226,2.447,4.751,8.221
1679992607909,1172596264076073,2.565,4.814,8.148
1679992607912,1172596266577919,2.688,4.882,8.068
1679992607914,1172596269079765,2.814,4.955,7.98
1679992607917,1172596271581842,2.94,5.031,7.887
1679992607919,1172596274083688,3.067,5.111,7.786
1679992607922,1172596276585534,3.194,5.196,7.678
1679992607925,1172596279087399,3.321,5.285,7.563
1679992607926,1172596281589246,3.443,5.376,7.443
1679992607929,1172596284091092,3.564,5.47,7.316
1679992607934,1172596286592938,3.682,5.566,7.184
1679992607935,1172596289094861,3.796,5.665,7.046
1679992607938,1172596291596707,3.904,5.764,6.906
1679992607939,1172596294098553,4.007,5.864,6.761
1679992607942,1172596296600399,4.105,5.964,6.613
1679992607945,1172596299102178,4.199,6.065,6.46
1679992607947,1172596301604024,4.286,6.164,6.308
1679992607949,1172596304105947,4.368,6.262,6.153
1679992607952,1172596306608024,4.445,6.358,5.997
1679992607954,1172596309109639,4.517,6.454,5.839
1679992607956,1172596311611485,4.583,6.545,5.685
1679992607959,1172596314113332,4.644,6.634,5.53
1679992607962,1172596316615178,4.7,6.72,5.377
1679992607964,1172596319117024,4.752,6.803,5.224
1679992607966,1172596321618866,4.799,6.881,5.077
1679992607968,1172596324120943,4.841,6.957,4.932
1679992607972,1172596326622789,4.88,7.028,4.79
1679992607975,1172596329124635,4.915,7.097,4.651
1679992607977,1172596331626485,4.945,7.161,4.518
1679992607979,1172596334128332,4.973,7.222,4.389
1679992607982,1172596336630178,4.998,7.279,4.264
1679992607984,1172596339132101,5.021,7.333,4.143
1679992607986,1172596341633947,5.041,7.383,4.029
1679992607989,1172596344135688,5.059,7.429,3.92
1679992607992,1172596346637611,5.076,7.472,3.816
1679992607997,1172596349139457,5.092,7.511,3.716
1679992608000,1172596351641227,5.105,7.546,3.625
1679992608000,1172596354143150,5.118,7.579,3.54
1679992608002,1172596356644996,5.129,7.608,3.46
1679992608004,1172596359147073,5.139,7.634,3.387
1679992608006,1172596361648688,5.148,7.657,3.321
1679992608008,1172596364150506,5.156,7.677,3.261
1679992608013,1172596366652353,5.162,7.695,3.208
1679992608015,1172596369154199,5.168,7.711,3.161
1679992608017,1172596371656276,5.173,7.723,3.121
1679992608019,1172596374158107,5.178,7.734,3.086
1679992608022,1172596376659953,5.181,7.743,3.057
1679992608024,1172596379161799,5.184,7.751,3.033
1679992608026,1172596381663645,5.187,7.757,3.014
1679992608029,1172596384165471,5.189,7.761,2.999
1679992608032,1172596386667318,5.191,7.765,2.987
1679992608034,1172596389169241,5.192,7.767,2.978
1679992608036,1172596391671087,5.193,7.77,2.97
1679992608039,1172596394172947,5.193,7.772,2.964
1679992608043,1172596396674793,5.193,7.774,2.958
1679992608045,1172596399176562,5.194,7.776,2.952
1679992608046,1172596401678409,5.194,7.778,2.946
1679992608050,1172596404180327,5.194,7.781,2.938
1679992608053,1172596406682404,5.195,7.784,2.929
1679992608055,1172596409184019,5.196,7.787,2.918
1679992608056,1172596411685865,5.198,7.791,2.905
1679992608059,1172596414187711,5.201,7.795,2.889
1679992608062,1172596416689798,5.204,7.8,2.87
1679992608065,1172596419191414,5.208,7.806,2.847
1679992608066,1172596421693260,5.212,7.812,2.822
1679992608069,1172596424195337,5.218,7.818,2.793
1679992608072,1172596426697149,5.223,7.826,2.761
1679992608074,1172596429198995,5.23,7.834,2.726
1679992608076,1172596431700841,5.236,7.843,2.687
1679992608078,1172596434202687,5.243,7.852,2.646
1679992608082,1172596436704524,5.251,7.862,2.602
1679992608084,1172596439206371,5.258,7.873,2.556
1679992608087,1172596441708294,5.265,7.883,2.508
1679992608089,1172596444210140,5.272,7.894,2.458
1679992608092,1172596446711981,5.28,7.905,2.407
1679992608094,1172596449213827,5.287,7.916,2.356
1679992608096,1172596451715673,5.293,7.926,2.304
1679992608099,1172596454217520,5.3,7.937,2.253
1679992608102,1172596456719270,5.306,7.947,2.203
1679992608105,1172596459221193,5.312,7.956,2.154
1679992608106,1172596461723270,5.317,7.965,2.107
1679992608109,1172596464225116,5.322,7.974,2.061
1679992608113,1172596466726726,5.327,7.982,2.018
1679992608114,1172596469228572,5.332,7.989,1.975
1679992608116,1172596471730649,5.335,7.996,1.936
1679992608119,1172596474232496,5.339,8.003,1.897
1679992608122,1172596476734356,5.342,8.01,1.86
1679992608125,1172596479236202,5.344,8.017,1.825
1679992608127,1172596481738048,5.345,8.024,1.792
1679992608129,1172596484239894,5.345,8.03,1.76
1679992608133,1172596486741725,5.345,8.037,1.73
1679992608134,1172596489243648,5.345,8.043,1.702
1679992608136,1172596491745495,5.343,8.05,1.675
1679992608139,1172596494247341,5.341,8.056,1.65
1679992608142,1172596496749110,5.338,8.063,1.627
1679992608146,1172596499250952,5.335,8.07,1.605
1679992608147,1172596501752875,5.33,8.077,1.585
1679992608149,1172596504254721,5.325,8.084,1.566
1679992608152,1172596506756568,5.319,8.091,1.548
1679992608154,1172596509258409,5.313,8.099,1.531
1679992608156,1172596511760255,5.306,8.106,1.514
1679992608159,1172596514262101,5.298,8.114,1.497
1679992608164,1172596516763947,5.291,8.123,1.479
1679992608166,1172596519265774,5.283,8.131,1.462
1679992608167,1172596521767621,5.274,8.14,1.444
1679992608169,1172596524269697,5.266,8.149,1.425
1679992608172,1172596526771544,5.256,8.158,1.406
1679992608174,1172596529273390,5.247,8.167,1.386
1679992608176,1172596531775236,5.238,8.177,1.366
1679992608178,1172596534277082,5.228,8.186,1.346
1679992608182,1172596536778928,5.218,8.196,1.325
1679992608185,1172596539280783,5.207,8.206,1.304
1679992608186,1172596541782707,5.197,8.216,1.284
1679992608189,1172596544284553,5.187,8.225,1.262
1679992608192,1172596546786399,5.177,8.235,1.241
1679992608195,1172596549288245,5.167,8.244,1.22
1679992608196,1172596551790096,5.157,8.254,1.198
1679992608200,1172596554291942,5.147,8.263,1.176
1679992608203,1172596556793788,5.137,8.273,1.153
1679992608204,1172596559295635,5.128,8.282,1.13
1679992608206,1172596561797712,5.118,8.291,1.107
1679992608209,1172596564299327,5.108,8.3,1.084
1679992608212,1172596566801404,5.099,8.309,1.062
1679992608214,1172596569303250,5.089,8.317,1.042
1679992608217,1172596571804870,5.08,8.325,1.023
1679992608219,1172596574306717,5.071,8.332,1.004
1679992608223,1172596576808563,5.062,8.34,0.986
1679992608225,1172596579310640,5.054,8.347,0.968
1679992608226,1172596581812491,5.045,8.355,0.949
1679992608229,1172596584314337,5.037,8.362,0.93
1679992608232,1172596586816183,5.029,8.369,0.912
1679992608234,1172596589318029,5.021,8.375,0.895
1679992608238,1172596591819889,5.013,8.382,0.879
1679992608240,1172596594321736,5.005,8.388,0.864
1679992608244,1172596596823659,4.997,8.394,0.849
1679992608245,1172596599325505,4.989,8.4,0.836
1679992608247,1172596601827351,4.981,8.406,0.824
1679992608250,1172596604329192,4.973,8.412,0.813
1679992608252,1172596606831038,4.965,8.418,0.802
1679992608254,1172596609333115,4.957,8.424,0.791
1679992608256,1172596611834961,4.949,8.429,0.781
1679992608259,1172596614336818,4.941,8.435,0.772
1679992608262,1172596616838433,4.932,8.441,0.762
1679992608264,1172596619340279,4.924,8.446,0.754
1679992608266,1172596621842125,4.916,8.452,0.745
1679992608268,1172596624344202,4.908,8.457,0.736
1679992608272,1172596626846057,4.9,8.463,0.727
1679992608276,1172596629347904,4.892,8.468,0.718
1679992608277,1172596631849750,4.883,8.474,0.708
1679992608279,1172596634351592,4.874,8.48,0.698
1679992608282,1172596636853438,4.865,8.486,0.687
1679992608283,1172596639355284,4.856,8.492,0.676
1679992608286,1172596641857207,4.846,8.499,0.665
1679992608289,1172596644359053,4.837,8.505,0.654
1679992608293,1172596646860890,4.828,8.511,0.643
1679992608295,1172596649362736,4.819,8.517,0.632
1679992608297,1172596651864582,4.811,8.522,0.621
1679992608299,1172596654366428,4.803,8.527,0.609
1679992608302,1172596656868279,4.796,8.532,0.596
1679992608305,1172596659370125,4.791,8.536,0.582
1679992608307,1172596661872202,4.786,8.54,0.568
1679992608309,1172596664374048,4.783,8.543,0.552
1679992608314,1172596666875890,4.781,8.545,0.535
1679992608315,1172596669377736,4.779,8.547,0.518
1679992608317,1172596671879351,4.779,8.548,0.5
1679992608319,1172596674381197,4.779,8.549,0.482
1679992608324,1172596676883274,4.779,8.55,0.463
1679992608325,1172596679385202,4.78,8.551,0.445
1679992608327,1172596681886972,4.781,8.551,0.426
1679992608329,1172596684388818,4.782,8.551,0.406
1679992608332,1172596686890664,4.784,8.551,0.386
1679992608334,1172596689392620,4.786,8.551,0.366
1679992608336,1172596691894389,4.788,8.551,0.344
1679992608339,1172596694396235,4.791,8.55,0.323
1679992608343,1172596696898158,4.793,8.549,0.3
1679992608345,1172596699400020,4.797,8.548,0.278
1679992608347,1172596701901866,4.8,8.547,0.255
1679992608350,1172596704403712,4.804,8.545,0.232
1679992608353,1172596706905558,4.809,8.543,0.208
1679992608354,1172596709407404,4.813,8.541,0.185
1679992608356,1172596711909245,4.818,8.539,0.161
1679992608359,1172596714411322,4.824,8.536,0.137
1679992608362,1172596716913169,4.83,8.533,0.112
1679992608364,1172596719415015,4.836,8.53,0.088
1679992608367,1172596721916871,4.843,8.526,0.064
