system_ts_ms, sensor_ts_ns, gyrX, gyrY, gyrZ
1679932757330,1112745681892698,-0.03355,-0.4593875,0.0460625
1679932757331,1112745684652698,-0.0275,-0.49335,0.0490875
1679932757333,1112745686897082,-0.025575,-0.52442497,0.0540375
1679932757334,1112745689399236,-0.019524999,-0.546425,0.0561
1679932757336,1112745691901659,-0.014575,-0.5643,0.0570625
1679932757339,1112745694403813,-0.008525,-0.5753,0.0600875
1679932757341,1112745696905966,-0.0015125,-0.5883625,0.061049998
1679932757356,1112745699408197,0.0045375,-0.5913875,0.0600875
1679932757356,1112745701910337,0.01045,-0.5863,0.064075
1679932757357,1112745704412491,0.018424999,-0.5773625,0.0631125
1679932757357,1112745706914645,0.029424999,-0.5663625,0.0600875
1679932757358,1112745709416799,0.0375375,-0.5413375,0.0561
1679932757358,1112745711919192,0.043449998,-0.512325,0.048125
1679932757363,1112745714421423,0.0534875,-0.491425,0.039049998
1679932757363,1112745716923577,0.0595375,-0.463375,0.02805
1679932757365,1112745719425731,0.0664125,-0.42734998,0.0210375
1679932757368,1112745721927884,0.0715,-0.3933875,0.011
1679932757370,1112745724430038,0.0754875,-0.370425,-0.006875
1679932757372,1112745726932192,0.0785125,-0.3304125,-0.022
1679932757374,1112745729434346,0.0785125,-0.2943875,-0.0358875
1679932757379,1112745731936731,0.0774125,-0.260425,-0.050875
1679932757380,1112745734438899,0.0754875,-0.2204125,-0.056925
1679932757381,1112745736941129,0.0664125,-0.1804,-0.066
1679932757385,1112745739443283,0.0584375,-0.138325,-0.072875
1679932757386,1112745741945437,0.0495,-0.100375,-0.077
1679932757389,1112745744447582,0.0424875,-0.061325,-0.08195
1679932757391,1112745746949966,0.0364375,-0.0264,-0.0829125
1679932757396,1112745749452120,0.0284625,-0.0023375,-0.0829125
1679932757398,1112745751954274,0.019524999,0.020624999,-0.0809875
1679932757400,1112745754456433,0.01045,0.0386375,-0.0779625
1679932757402,1112745756958587,0.0064625,0.0506,-0.0759
1679932757405,1112745759460818,0.0015125,0.0526625,-0.073975
1679932757407,1112745761962972,-0.0075625,0.0517,-0.062975
1679932757413,1112745764465356,-0.0185625,0.0517,-0.05995
1679932757413,1112745766967471,-0.024475,0.0506,-0.051975
1679932757414,1112745769469625,-0.0265375,0.0435875,-0.040975
1679932757417,1112745771971779,-0.036575,0.0336875,-0.0339625
1679932757419,1112745774473933,-0.0405625,0.0176,-0.02695
1679932757422,1112745776976076,-0.0424875,0.0056375,-0.018975
1679932757424,1112745779478307,-0.0424875,-0.0023375,-0.0089375
1679932757431,1112745781980461,-0.04455,-0.0143,-9.625E-4
1679932757432,1112745784482615,-0.0424875,-0.029424999,0.0121
1679932757435,1112745786984979,-0.0394625,-0.0444125,0.020075
1679932757435,1112745789487133,-0.036575,-0.061325,0.0270875
1679932757437,1112745791989287,-0.0295625,-0.08635,0.0320375
1679932757439,1112745794491441,-0.0215875,-0.10835,0.0400125
1679932757442,1112745796993672,-0.0165,-0.13035,0.0411125
1679932757446,1112745799495803,-0.014575,-0.1533125,0.0341
1679932757447,1112745801997957,-0.008525,-0.1793,0.036025
1679932757450,1112745804500110,-0.008525,-0.2003375,0.036025
