system_ts_ms, sensor_ts_ns, linX, linY, linZ
1679932923519,1112911872597650,0.849,0.12,0.106
1679932923521,1112911875099808,0.902,0.156,0.084
1679932923522,1112911877601961,0.902,0.087,0.125
1679932923524,1112911880104346,0.942,0.1,0.057
1679932923527,1112911882606500,0.956,0.059,0.152
1679932923530,1112911885108654,0.806,0.031,0.111
1679932923539,1112911887610808,0.902,-0.023,0.193
1679932923539,1112911890112962,0.888,0.097,0.206
1679932923539,1112911892615115,0.833,-0.01,0.194
1679932923539,1112911895117577,0.738,0.043,0.276
1679932923542,1112911897619731,0.752,-0.079,0.235
1679932923544,1112911900121654,0.752,-0.066,0.248
1679932923548,1112911902624038,0.738,0.041,0.384
1679932923550,1112911905126192,0.779,0.0,0.275
1679932923553,1112911907628346,0.711,-0.027,0.275
1679932923554,1112911910130500,0.684,0.0,0.193
1679932923558,1112911912632731,0.711,0.0,0.18
1679932923559,1112911915134885,0.684,0.053,0.207
1679932923562,1112911917637039,0.657,0.026,0.261
1679932923564,1112911920139212,0.575,0.039,0.179
1679932923568,1112911922641366,0.643,-0.015,0.07
1679932923570,1112911925143520,0.616,-0.029,0.206
1679932923573,1112911927645905,0.712,0.051,0.233
1679932923575,1112911930148059,0.589,0.023,0.124
1679932923579,1112911932650289,0.684,0.091,0.151
1679932923580,1112911935152443,0.698,0.05,0.11
1679932923585,1112911937654520,0.725,0.05,0.191
1679932923586,1112911940156764,0.712,0.131,0.178
1679932923588,1112911942659148,0.725,0.104,0.191
1679932923592,1112911945161302,0.807,0.009,0.179
1679932923593,1112911947663456,0.725,0.091,0.179
1679932923595,1112911950165610,0.698,0.009,0.165
1679932923598,1112911952667750,0.657,0.132,0.097
1679932923602,1112911955169904,0.698,0.105,0.137
1679932923602,1112911957672058,0.617,0.023,0.15
1679932923605,1112911960174288,0.767,0.091,0.19
1679932923608,1112911962676451,0.712,0.076,0.19
1679932923610,1112911965178836,0.712,0.021,0.162
1679932923612,1112911967680759,0.672,0.049,0.27
1679932923615,1112911970183144,0.672,0.076,0.283
1679932923619,1112911972685273,0.632,0.076,0.214
1679932923620,1112911975187427,0.645,0.117,0.145
1679932923622,1112911977689658,0.578,0.103,0.103
1679932923625,1112911980191812,0.647,0.075,0.25
1679932923629,1112911982693947,0.674,0.007,0.058
1679932923631,1112911985196101,0.674,0.061,0.098
1679932923635,1112911987698254,0.593,0.129,0.098
1679932923635,1112911990200408,0.634,0.089,0.083
1679932923638,1112911992702793,0.648,0.034,0.137
1679932923640,1112911995204932,0.634,0.116,0.191
1679932923643,1112911997707086,0.486,0.034,0.241
1679932923645,1112912000209239,0.65,0.035,0.145
1679932923648,1112912002711470,0.65,0.008,0.131
1679932923653,1112912005213547,0.691,-0.073,0.143
1679932923653,1112912007716009,0.664,-0.004,0.17
1679932923655,1112912010218163,0.664,-0.031,0.128
1679932923658,1112912012720316,0.719,0.009,0.046
1679932923660,1112912015222461,0.731,0.037,0.09
1679932923663,1112912017724615,0.772,0.05,0.103
1679932923671,1112912020226769,0.718,0.078,0.129
1679932923672,1112912022728923,0.759,-0.043,0.074
1679932923673,1112912025231144,0.828,0.011,0.168
1679932923673,1112912027733297,0.855,0.011,0.126
1679932923676,1112912030235451,0.856,-0.056,0.112
1679932923679,1112912032737605,0.853,0.025,-0.029
1679932923681,1112912035239788,0.88,-0.028,0.038
1679932923682,1112912037741942,0.799,0.107,-0.031
1679932923686,1112912040244403,0.745,0.012,0.063
1679932923689,1112912042746480,0.895,-0.055,0.034
1679932923690,1112912045248711,0.841,0.053,0.006
1679932923693,1112912047750865,0.869,0.053,-0.008
1679932923695,1112912050253019,0.772,0.092,0.05
1679932923699,1112912052755173,0.813,0.051,0.035
1679932923700,1112912055257557,0.732,0.187,0.02
1679932923704,1112912057759672,0.773,0.01,0.087
1679932923705,1112912060261826,0.719,0.064,0.126
1679932923709,1112912062763980,0.72,0.105,0.098
1679932923710,1112912065266211,0.815,0.091,0.137
1679932923713,1112912067768364,0.664,0.049,0.019
1679932923714,1112912070270518,0.637,0.144,0.182
1679932923720,1112912072772672,0.678,0.09,0.044
1679932923721,1112912075275057,0.733,0.117,0.125
1679932923724,1112912077776980,0.666,0.035,0.124
1679932923725,1112912080279163,0.57,0.13,0.0
1679932923729,1112912082781624,0.598,0.076,0.108
1679932923730,1112912085283701,0.612,0.087,0.162
1679932923732,1112912087785932,0.598,0.114,0.189
1679932923737,1112912090288091,0.544,0.087,0.066
1679932923738,1112912092790245,0.612,0.005,0.133
1679932923741,1112912095292399,0.613,0.032,0.146
1679932923742,1112912097794783,0.64,0.018,0.091
1679932923745,1112912100296956,0.558,0.032,0.118
1679932923749,1112912102799110,0.613,-0.073,0.16
1679932923755,1112912105301264,0.64,-0.059,0.296
1679932923756,1112912107803418,0.599,-0.032,0.282
1679932923757,1112912110305571,0.681,0.022,0.186
1679932923759,1112912112807793,0.681,-0.072,0.213
1679932923761,1112912115309947,0.708,0.09,0.254
1679932923762,1112912117812101,0.722,-0.059,0.185
1679932923769,1112912120314490,0.776,0.009,0.2
1679932923770,1112912122816643,0.749,-0.031,0.322
1679932923770,1112912125318797,0.763,-0.072,0.227
1679932923773,1112912127820951,0.763,-0.031,0.24
1679932923776,1112912130323182,0.776,-0.031,0.213
1679932923780,1112912132825341,0.763,-0.059,0.158
1679932923781,1112912135327495,0.79,-0.045,0.117
1679932923787,1112912137829648,0.667,-0.056,0.159
1679932923787,1112912140331802,0.749,0.052,0.117
1679932923789,1112912142833956,0.681,0.133,0.09
1679932923790,1112912145336129,0.6,0.065,0.103
1679932923793,1112912147838514,0.654,0.023,0.075
1679932923795,1112912150340744,0.641,0.091,0.102
1679932923799,1112912152842821,0.586,0.077,0.088
1679932923804,1112912155344975,0.56,0.141,0.195
1679932923805,1112912157847206,0.655,0.113,0.072
1679932923805,1112912160349360,0.574,0.14,0.14
1679932923809,1112912162851744,0.642,0.085,0.099
1679932923810,1112912165353898,0.642,0.057,0.058
1679932923813,1112912167856052,0.642,-0.01,0.153
1679932923819,1112912170358206,0.656,0.002,0.057
1679932923820,1112912172860360,0.655,0.002,0.101
1679932923820,1112912175362519,0.614,0.083,0.197
1679932923823,1112912177864749,0.614,-0.066,0.183
1679932923825,1112912180366903,0.655,-0.053,0.169
1679932923828,1112912182869057,0.614,0.0,0.224
1679932923830,1112912185371202,0.519,-0.027,0.129
1679932923835,1112912187873587,0.587,-0.001,0.251
1679932923836,1112912190375740,0.532,-0.053,0.09
1679932923839,1112912192877894,0.6,0.027,0.281
1679932923841,1112912195380125,0.545,0.0,0.186
1679932923843,1112912197882274,0.681,-0.055,0.2
1679932923846,1112912200384428,0.586,-0.109,0.159
1679932923849,1112912202886582,0.599,-0.042,0.186
1679932923853,1112912205388735,0.668,-0.056,0.241
1679932923854,1112912207890879,0.722,-0.066,0.267
1679932923855,1112912210393264,0.736,-0.093,0.28
1679932923859,1112912212895418,0.723,-0.093,0.375
1679932923860,1112912215397572,0.873,-0.284,0.347
1679932923863,1112912217899726,0.805,-0.08,0.306
1679932923866,1112912220401894,0.723,-0.121,0.333
1679932923871,1112912222904048,0.682,-0.109,0.4
1679932923871,1112912225406279,0.575,-0.013,0.367
1679932923873,1112912227908664,0.576,-0.041,0.23
1679932923875,1112912230410845,0.508,-0.001,0.27
1679932923879,1112912232912999,0.385,0.025,0.297
1679932923880,1112912235415153,0.344,-0.002,0.297
1679932923886,1112912237917307,0.372,0.077,0.242
1679932923886,1112912240419461,0.29,0.036,0.161
1679932923889,1112912242921692,0.238,0.087,0.343
1679932923892,1112912245423846,0.361,0.099,0.316
1679932923893,1112912247925999,0.374,0.126,0.29
1679932923895,1112912250428139,0.564,0.139,0.333
1679932923899,1112912252930293,0.537,0.138,0.171
1679932923904,1112912255432447,0.563,0.15,0.254
1679932923905,1112912257934832,0.468,0.149,0.297
1679932923906,1112912260437004,0.563,0.144,0.228
1679932923909,1112912262939235,0.563,0.088,0.189
1679932923910,1112912265441389,0.576,0.154,0.217
1679932923913,1112912267943466,0.521,0.057,0.246
