system_ts_ms, sensor_ts_ns, accX, accY, accZ
1679932923519,1112911872597650,10.231951,0.51600003,2.946
1679932923521,1112911875099808,10.288951,0.54705,2.9190001
1679932923522,1112911877601961,10.29405,0.48495004,2.96895
1679932923524,1112911880104346,10.3279505,0.49395,2.8950002
1679932923527,1112911882606500,10.344001,0.45795003,2.9860501
1679932923529,1112911885108654,10.189051,0.432,2.9530501
1679932923539,1112911887610808,10.29405,0.37305,3.0340502
1679932923539,1112911890112962,10.28205,0.49695003,3.04905
1679932923539,1112911892615115,10.227,0.384,3.0250502
1679932923539,1112911895117577,10.1310005,0.44895002,3.111
1679932923541,1112911897619731,10.14105,0.31800002,3.0649502
1679932923544,1112911900121654,10.13595,0.33495003,3.084
1679932923547,1112911902624038,10.1310005,0.44595003,3.216
1679932923550,1112911905126192,10.16205,0.39600003,3.108
1679932923553,1112911907628346,10.10505,0.37095,3.111
1679932923554,1112911910130500,10.066051,0.40605003,3.0370502
1679932923557,1112911912632731,10.102051,0.39795002,3.015
1679932923559,1112911915134885,10.074,0.45405003,3.039
1679932923561,1112911917637039,10.03995,0.43005002,3.1009502
1679932923564,1112911920139212,9.967951,0.44895002,3.01305
1679932923567,1112911922641366,10.033051,0.38205,2.90505
1679932923570,1112911925143520,10.00695,0.36795002,3.04395
1679932923572,1112911927645905,10.102051,0.45405003,3.075
1679932923575,1112911930148059,9.98295,0.43005002,2.96895
1679932923579,1112911932650289,10.071,0.49695003,2.9890501
1679932923580,1112911935152443,10.090051,0.45600003,2.9479501
1679932923585,1112911937654520,10.119,0.45600003,3.0370502
1679932923585,1112911940156751,10.09305,0.54,3.015
1679932923588,1112911942659148,10.114051,0.504,3.0340502
1679932923591,1112911945161302,10.1959505,0.41295,3.015
1679932923592,1112911947663456,10.111951,0.49695003,3.0199502
1679932923594,1112911950165610,10.083,0.42000002,3.0030003
1679932923598,1112911952667750,10.047001,0.53505003,2.93595
1679932923602,1112911955169904,10.087951,0.51600003,2.97405
1679932923602,1112911957672058,9.999001,0.43005002,2.9959502
1679932923604,1112911960174288,10.155001,0.49905002,3.0250502
1679932923608,1112911962676451,10.09305,0.48000002,3.0270002
1679932923610,1112911965178836,10.099951,0.43005002,2.9980502
1679932923612,1112911967680759,10.05195,0.45405003,3.11595
1679932923614,1112911970183144,10.05195,0.48495004,3.1300502
1679932923619,1112911972685273,10.023001,0.48495004,3.0600002
1679932923619,1112911975187427,10.030951,0.528,2.9959502
1679932923622,1112911977689658,9.966001,0.513,2.946
1679932923624,1112911980191812,10.038,0.48900002,3.1039503
1679932923629,1112911982693947,10.057051,0.42000002,2.91405
1679932923631,1112911985196101,10.05195,0.47295,2.95005
1679932923635,1112911987698254,9.97305,0.54,2.943
1679932923635,1112911990200408,10.01895,0.50100005,2.9310002
1679932923638,1112911992702793,10.026,0.44400004,2.9929502
1679932923639,1112911995204932,10.014001,0.528,3.04605
1679932923642,1112911997707086,9.870001,0.43905002,3.0919502
1679932923644,1112912000209239,10.026,0.44895002,3.0030003
1679932923648,1112912002711470,10.033051,0.42195,2.9890501
1679932923652,1112912005213547,10.069051,0.34005,2.9980502
1679932923653,1112912007716009,10.03995,0.40305,3.0250502
1679932923655,1112912010218163,10.047001,0.37695003,2.9890501
1679932923658,1112912012720316,10.10505,0.42195,2.91195
1679932923660,1112912015222461,10.11705,0.44205,2.9479501
1679932923662,1112912017724615,10.15995,0.45795003,2.9569502
1679932923671,1112912020226769,10.10505,0.48195,2.9890501
1679932923672,1112912022728923,10.13595,0.35895002,2.9340003
1679932923672,1112912025231144,10.210051,0.40995002,3.0250502
1679932923673,1112912027733297,10.231951,0.42000002,2.9839501
1679932923675,1112912030235451,10.231951,0.342,2.97195
1679932923678,1112912032737605,10.231951,0.43005002,2.83095
1679932923680,1112912035239759,10.264951,0.37905002,2.89995
1679932923682,1112912037741942,10.18095,0.51600003,2.8260002
1679932923686,1112912040244403,10.1310005,0.41505003,2.9220002
1679932923688,1112912042746480,10.27005,0.34905002,2.8950002
1679932923689,1112912045248711,10.225051,0.45105,2.8660502
1679932923693,1112912047750865,10.255951,0.45795003,2.8519502
1679932923694,1112912050253019,10.14795,0.492,2.90505
1679932923698,1112912052755173,10.19295,0.45405003,2.8879502
1679932923699,1112912055257557,10.110001,0.597,2.88105
1679932923704,1112912057759672,10.155001,0.41295,2.9530501
1679932923705,1112912060261826,10.099951,0.47505003,2.9860501
1679932923708,1112912062763980,10.099951,0.50895,2.9650502
1679932923709,1112912065266211,10.191001,0.492,3.0030003
1679932923712,1112912067768364,10.047001,0.46095002,2.874
1679932923714,1112912070270518,10.014001,0.55695003,3.04095
1679932923720,1112912072772672,10.05195,0.492,2.91195
1679932923720,1112912075275057,10.11705,0.52095,2.9839501
1679932923722,1112912077776980,10.05,0.43905002,2.9890501
1679932923725,1112912080279163,9.943951,0.537,2.8660502
1679932923728,1112912082781624,9.979951,0.48195,2.97195
1679932923730,1112912085283701,9.98505,0.492,3.0270002
1679932923732,1112912087785932,9.975,0.52500004,3.0529501
1679932923736,1112912090288086,9.92805,0.49695003,2.9340003
1679932923738,1112912092790245,9.990001,0.41805002,3.0030003
1679932923741,1112912095292399,9.99495,0.44595003,3.0199502
1679932923742,1112912097794783,10.01595,0.432,2.96895
1679932923744,1112912100296937,9.93,0.44595003,2.9959502
1679932923748,1112912102799110,9.990001,0.34005,3.0289502
1679932923754,1112912105301264,10.014001,0.34905002,3.1680002
1679932923756,1112912107803418,9.97305,0.37500003,3.14895
1679932923757,1112912110305571,10.05405,0.432,3.0529501
1679932923758,1112912112807793,10.05405,0.34005,3.0870001
1679932923760,1112912115309947,10.086,0.49395,3.1249502
1679932923762,1112912117812101,10.095,0.34695002,3.0630002
1679932923764,1112912120314486,10.15995,0.41805002,3.0700502
1679932923769,1112912122816643,10.12905,0.37695003,3.1920002
1679932923770,1112912125318797,10.134001,0.33705002,3.1009502
1679932923772,1112912127820951,10.143001,0.37500003,3.1060503
1679932923775,1112912130323182,10.15005,0.37500003,3.08205
1679932923780,1112912132825341,10.13805,0.34395,3.0270002
1679932923781,1112912135327495,10.1650505,0.36105,2.9959502
1679932923786,1112912137829648,10.047001,0.342,3.0340502
1679932923787,1112912140331802,10.12395,0.45600003,2.9890501
1679932923788,1112912142833956,10.057051,0.54,2.9569502
1679932923790,1112912145336129,9.98295,0.46605003,2.97405
1679932923792,1112912147838514,10.035001,0.432,2.943
1679932923795,1112912150340744,10.02105,0.50100005,2.979
1679932923798,1112912152842821,9.96105,0.47700003,2.9569502
1679932923803,1112912155344975,9.942,0.55395,3.0679502
1679932923804,1112912157847206,10.02795,0.52500004,2.95005
1679932923805,1112912160349360,9.955951,0.55200005,3.0199502
1679932923808,1112912162851744,10.02105,0.492,2.97705
1679932923809,1112912165353898,10.01595,0.46995002,2.93595
1679932923812,1112912167856052,10.02105,0.40305,3.0319502
1679932923819,1112912170358206,10.026,0.42195,2.93595
1679932923819,1112912172860360,10.02795,0.40995002,2.979
1679932923820,1112912175362514,9.990001,0.49905002,3.075
1679932923822,1112912177864749,9.987,0.34905002,3.051
1679932923825,1112912180366903,10.038,0.36105,3.04095
1679932923828,1112912182869057,9.99195,0.40995002,3.1039503
1679932923830,1112912185371211,9.901051,0.384,3.01005
1679932923835,1112912187873587,9.967951,0.42195,3.1249502
1679932923836,1112912190375740,9.906,0.36600003,2.96895
1679932923838,1112912192877894,9.98295,0.44205,3.147
1679932923840,1112912195380125,9.918,0.42195,3.0580502
1679932923842,1112912197882274,10.059,0.36600003,3.07695
1679932923845,1112912200384428,9.96105,0.31305,3.0370502
1679932923848,1112912202886582,9.978001,0.37905002,3.0630002
1679932923852,1112912205388735,10.047001,0.36105,3.11595
1679932923853,1112912207890879,10.095,0.34905002,3.13995
1679932923855,1112912210393264,10.114051,0.31800002,3.15405
1679932923858,1112912212895418,10.099951,0.32295,3.24495
1679932923860,1112912215397572,10.248,0.124050006,3.2209501
1679932923862,1112912217899726,10.18395,0.32805002,3.183
1679932923865,1112912220401894,10.102051,0.29205,3.2070003
1679932923870,1112912222904048,10.062,0.30405003,3.28095
1679932923871,1112912225406279,9.954,0.39600003,3.25395
1679932923873,1112912227908664,9.943951,0.36795002,3.111
1679932923875,1112912230410845,9.87495,0.41295,3.1590002
1679932923878,1112912232912999,9.762,0.44595003,3.18705
1679932923880,1112912235415153,9.717,0.41295,3.18495
1679932923885,1112912237917307,9.745951,0.50100005,3.1300502
1679932923886,1112912240419461,9.658951,0.46305,3.04395
1679932923888,1112912242921692,9.61095,0.51600003,3.2350502
1679932923891,1112912245423846,9.738001,0.52095,3.2040002
1679932923892,1112912247925999,9.745951,0.55200005,3.18
1679932923895,1112912250428153,9.931951,0.564,3.219
1679932923898,1112912252930293,9.904051,0.57105005,3.0529501
1679932923904,1112912255432447,9.93,0.57795,3.1369503
1679932923904,1112912257934832,9.846001,0.573,3.17805
1679932923905,1112912260436985,9.937051,0.58305,3.108
1679932923908,1112912262939235,9.931951,0.51795,3.072
1679932923910,1112912265441389,9.954,0.597,3.0990002
1679932923912,1112912267943466,9.898951,0.50100005,3.1320002
1679932923915,1112912270445697,9.97305,0.54705,3.1200001
1679932923918,1112912272947851,9.98295,0.50100005,3.252
1679932923920,1112912275450235,9.946951,0.44205,3.15405
1679932923922,1112912277952389,10.01595,0.44595003,3.3259501
1679932923924,1112912280454543,9.967951,0.44205,3.28605
1679932923929,1112912282956716,9.99705,0.432,3.3019502
1679932923931,1112912285458870,10.134001,0.40305,3.2950501
1679932923933,1112912287961023,10.081051,0.49395,3.2280002
1679932923935,1112912290463254,10.035001,0.41295,3.252
1679932923938,1112912292965655,10.090051,0.48900002,3.111
1679932923941,1112912295467578,10.102051,0.46995002,3.0340502
1679932923942,1112912297969732,10.207951,0.46095002,2.9929502
1679932923945,1112912300472116,10.13595,0.46800002,3.0700502
1679932923948,1112912302974274,10.155001,0.46605003,3.01005
1679932923950,1112912305476197,10.102051,0.49905002,3.04095
1679932923952,1112912307978659,10.099951,0.528,2.93805
1679932923955,1112912310480813,10.167001,0.46605003,3.0199502
1679932923958,1112912312982948,10.111951,0.48195,2.98095
1679932923960,1112912315485101,10.122001,0.46305,3.0030003
1679932923963,1112912317987255,10.17405,0.46305,2.97405
1679932923966,1112912320489409,10.035001,0.564,2.943
1679932923968,1112912322991794,10.062,0.537,3.01305
1679932923970,1112912325493948,10.107,0.50895,2.97195
1679932923972,1112912327996101,10.02795,0.42195,2.9929502
1679932923975,1112912330498255,9.951,0.47700003,2.979
1679932923978,1112912333000486,9.904051,0.55695003,2.943
1679932923980,1112912335502573,9.894,0.43905002,2.97405
1679932923982,1112912338004804,9.84405,0.47700003,2.87805
1679932923985,1112912340507188,9.84405,0.49395,3.0010502
1679932923988,1112912343009342,9.814951,0.50100005,2.96895
1679932923990,1112912345511486,9.778951,0.48495004,3.04395
1679932923992,1112912348013640,9.74295,0.44595003,2.8639503
1679932923995,1112912350515794,9.748051,0.49395,3.0010502
1679932923998,1112912353017948,9.769051,0.38205,2.9190001
1679932924000,1112912355520178,9.670951,0.52500004,3.0250502
1679932924003,1112912358022322,9.774,0.43005002,3.0289502
1679932924005,1112912360524476,9.790951,0.36105,2.979
1679932924008,1112912363026630,9.784051,0.42195,3.051
1679932924010,1112912365529025,9.825001,0.36105,3.051
1679932924013,1112912368031179,9.834001,0.46800002,3.0960002
1679932924015,1112912370533332,9.901051,0.43395,3.04095
1679932924018,1112912373035486,9.94005,0.40095,3.0600002
1679932924020,1112912375537640,9.943951,0.37095,2.9839501
1679932924022,1112912378039799,9.94005,0.39105,3.1969502
1679932924025,1112912380542030,9.987,0.43905002,2.97405
1679932924028,1112912383044184,9.97095,0.37695003,3.0199502
1679932924030,1112912385546327,10.078051,0.41805002,2.9650502
1679932924032,1112912388048712,10.086,0.34905002,3.0270002
1679932924035,1112912390550866,10.086,0.46800002,2.9569502
1679932924038,1112912393053020,10.189051,0.39405003,2.9620502
1679932924041,1112912395555184,10.207951,0.37500003,3.108
1679932924042,1112912398057414,10.201051,0.37695003,2.9670002
1679932924045,1112912400559568,10.26795,0.34005,3.0220501
1679932924048,1112912403061722,10.299001,0.42495003,2.7949502
1679932924052,1112912405563876,10.251,0.52995,2.9670002
1679932924053,1112912408066034,10.299001,0.48900002,2.8570502
1679932924055,1112912410568188,10.335,0.42705002,2.88105
1679932924058,1112912413070572,10.288951,0.42195,2.8980002
1679932924060,1112912415572726,10.215,0.53505003,2.86905
1679932924062,1112912418074880,10.26,0.48495004,2.9550002
1679932924065,1112912420577034,10.311001,0.43395,3.0250502
1679932924069,1112912423079188,10.30095,0.46605003,2.8639503
1679932924070,1112912425581418,10.252951,0.42705002,2.7490501
1679932924074,1112912428083534,10.1980505,0.47505003,2.69895
1679932924075,1112912430585919,10.167001,0.40095,2.7250502
1679932924079,1112912433088073,10.215,0.43005002,2.706
1679932924082,1112912435590227,10.107,0.51000005,2.73
1679932924083,1112912438092380,10.12905,0.48195,2.7829502
1679932924085,1112912440594529,10.063951,0.46800002,2.89995
1679932924088,1112912443096683,10.078051,0.44595003,2.7799501
1679932924090,1112912445598914,10.13595,0.40995002,2.7589502
1679932924092,1112912448101068,10.167001,0.432,2.9190001
1679932924095,1112912450603198,10.13805,0.37695003,2.8519502
1679932924099,1112912453105351,10.01895,0.38205,2.8879502
1679932924100,1112912455607736,10.071,0.44205,2.88105
1679932924102,1112912458109890,10.05,0.41805002,2.9190001
1679932924105,1112912460612044,9.97305,0.42195,2.8140001
1679932924109,1112912463114285,10.03995,0.43005002,2.871
1679932924110,1112912465616438,10.026,0.37095,2.8620002
1679932924112,1112912468118592,9.97095,0.46305,3.0559502
1679932924117,1112912470620726,9.990001,0.54495,2.9650502
1679932924120,1112912473122880,10.02795,0.46095002,3.1630502
1679932924122,1112912475625034,9.99195,0.36795002,3.04395
1679932924125,1112912478127418,10.00695,0.48000002,3.13995
1679932924126,1112912480629572,10.10505,0.37905002,3.0600002
1679932924129,1112912483131726,10.074,0.43905002,2.9479501
1679932924130,1112912485633880,10.098001,0.52995,2.9239502
1679932924133,1112912488136034,10.143001,0.55200005,2.9290502
1679932924135,1112912490638188,10.075951,0.55395,2.9910002
1679932924138,1112912493140669,10.00395,0.55695003,2.8519502
1679932924140,1112912495642823,10.00695,0.48000002,2.9670002
1679932924145,1112912498144977,10.083,0.60405004,2.9860501
1679932924145,1112912500647131,10.063951,0.564,2.8980002
1679932924148,1112912503149294,10.069051,0.60405004,3.0600002
1679932924150,1112912505651448,10.057051,0.55905,2.97405
1679932924154,1112912508153601,10.00905,0.64305,2.946
1679932924155,1112912510655832,9.98295,0.58305,2.946
1679932924158,1112912513158001,10.011001,0.64305,2.838
1679932924160,1112912515660155,9.9199505,0.56805,2.9020503
1679932924162,1112912518162309,9.93,0.58005005,2.9670002
1679932924165,1112912520664463,9.922951,0.64995,2.88105
1679932924168,1112912523166847,9.955951,0.60405004,2.9860501
1679932924170,1112912525669001,9.987,0.67905,3.0700502
1679932924173,1112912528171155,9.99705,0.56100005,3.0559502
1679932924175,1112912530673386,9.916051,0.564,2.9890501
1679932924178,1112912533175540,9.97095,0.73395,3.0220501
1679932924180,1112912535677697,9.918,0.57795,2.9650502
1679932924182,1112912538179851,9.910951,0.64500004,2.9530501
1679932924186,1112912540682005,9.916051,0.61200005,2.89995
1679932924191,1112912543184362,9.918,0.61605,2.84295
1679932924192,1112912545686516,9.951,0.57600003,2.8279502
1679932924193,1112912548188669,9.967951,0.549,2.8590002
1679932924195,1112912550690823,9.849001,0.564,3.00495
1679932924198,1112912553192977,9.999001,0.55200005,2.9980502
1679932924200,1112912555695135,10.00905,0.52095,2.946
1679932924202,1112912558197366,9.955951,0.57105005,2.7949502
1679932924205,1112912560699750,9.99195,0.54495,2.9839501
1679932924208,1112912563201904,10.00395,0.54495,2.9650502
1679932924210,1112912565703842,9.979951,0.597,2.88105
1679932924212,1112912568206227,9.979951,0.52500004,2.8590002
1679932924215,1112912570708381,9.963,0.48495004,2.8590002
1679932924219,1112912573210612,10.062,0.51600003,2.8590002
1679932924221,1112912575712755,9.978001,0.50895,2.835
1679932924222,1112912578214909,10.071,0.46305,2.835
1679932924225,1112912580717063,10.15305,0.47505003,2.87805
1679932924229,1112912583219217,10.15305,0.48000002,2.8140001
1679932924231,1112912585721366,10.18605,0.50895,2.8590002
1679932924233,1112912588223520,10.29405,0.492,2.73495
1679932924236,1112912590725904,10.21695,0.59505004,2.8519502
1679932924239,1112912593228058,10.26,0.60705,2.7970502
1679932924241,1112912595730212,10.246051,0.56595004,2.9020503
1679932924242,1112912598232381,10.31805,0.588,2.9170501
1679932924245,1112912600734612,10.276951,0.45405003,2.93805
1679932924248,1112912603236689,10.252951,0.55200005,2.9599502
