system_ts_ms, sensor_ts_ns, magXr, magYr, magZr, magDXr, magDYr, magDZr
1679998855892,1178844239574530,-17.2875,-78.7125,-247.74376,-28.2,-51.96,-221.34
1679998855895,1178844249569078,-17.04375,-78.881256,-247.74376,-28.2,-51.96,-221.34
1679998855920,1178844259571106,-16.987501,-79.012505,-247.74376,-28.2,-51.96,-221.34
1679998855922,1178844269579952,-16.9125,-79.200005,-247.74376,-28.2,-51.96,-221.34
1679998855925,1178844279596432,-17.15625,-79.012505,-247.55626,-28.2,-51.96,-221.34
1679998855940,1178844289589816,-17.34375,-78.881256,-247.425,-28.2,-51.96,-221.34
1679998855945,1178844299574647,-17.34375,-78.7125,-247.55626,-28.2,-51.96,-221.34
1679998855954,1178844309558556,-17.34375,-78.600006,-247.74376,-28.2,-51.96,-221.34
1679998855966,1178844319566608,-17.587502,-78.412506,-247.85626,-28.2,-51.96,-221.34
1679998855976,1178844329541608,-17.8125,-78.3,-248.04376,-28.2,-51.96,-221.34
1679998855984,1178844339551377,-17.587502,-78.356255,-248.04376,-28.2,-51.96,-221.34
1679998855994,1178844349553478,-17.34375,-78.412506,-248.04376,-28.2,-51.96,-221.34
1679998856005,1178844359534261,-17.34375,-78.65625,-247.9875,-28.2,-51.96,-221.34
1679998856015,1178844369554088,-17.34375,-78.881256,-247.85626,-28.2,-51.96,-221.34
1679998856027,1178844379538640,-17.2875,-78.84375,-247.9875,-28.2,-51.96,-221.34
1679998856035,1178844389541019,-17.212502,-78.7125,-248.04376,-28.2,-51.96,-221.34
1679998856048,1178844399526611,-17.04375,-78.84375,-247.9875,-28.2,-51.96,-221.34
1679998856055,1178844409516423,-16.9125,-78.881256,-247.85626,-28.2,-51.96,-221.34
1679998856065,1178844419495148,-17.04375,-78.95625,-247.74376,-28.2,-51.96,-221.34
1679998856080,1178844429464441,-17.212502,-79.012505,-247.55626,-28.2,-51.96,-221.34
1679998856085,1178844439488609,-17.15625,-78.7125,-247.55626,-28.2,-51.96,-221.34
1679998856096,1178844449492632,-17.04375,-78.412506,-247.55626,-28.2,-51.96,-221.34
1679998856104,1178844459507959,-16.987501,-78.543755,-247.55626,-28.2,-51.96,-221.34
1679998856117,1178844469508261,-16.9125,-78.600006,-247.55626,-28.2,-51.96,-221.34
1679998856129,1178844479508722,-17.04375,-78.7125,-247.55626,-28.2,-51.96,-221.34
1679998856135,1178844489521645,-17.212502,-78.881256,-247.55626,-28.2,-51.96,-221.34
1679998856145,1178844499517525,-17.212502,-79.012505,-247.50002,-28.2,-51.96,-221.34
1679998856155,1178844509552525,-17.212502,-79.200005,-247.425,-28.2,-51.96,-221.34
1679998856165,1178844519545279,-17.34375,-79.3125,-247.68752,-28.2,-51.96,-221.34
1679998856178,1178844529522510,-17.53125,-79.5,-247.85626,-28.2,-51.96,-221.34
1679998856185,1178844539532962,-17.53125,-79.3125,-247.8,-28.2,-51.96,-221.34
1679998856195,1178844549496100,-17.53125,-79.200005,-247.74376,-28.2,-51.96,-221.34
1679998856205,1178844559502720,-17.34375,-79.14375,-247.74376,-28.2,-51.96,-221.34
1679998856217,1178844569521575,-17.212502,-79.012505,-247.74376,-28.2,-51.96,-221.34
1679998856226,1178844579500705,-17.04375,-78.881256,-247.85626,-28.2,-51.96,-221.34
1679998856235,1178844589506628,-16.9125,-78.7125,-248.04376,-28.2,-51.96,-221.34
1679998856250,1178844599481724,-16.9125,-78.7125,-247.8,-28.2,-51.96,-221.34
1679998856255,1178844609459113,-16.9125,-78.7125,-247.55626,-28.2,-51.96,-221.34
1679998856266,1178844619458536,-17.04375,-78.95625,-247.55626,-28.2,-51.96,-221.34
1679998856274,1178844629451920,-17.212502,-79.200005,-247.55626,-28.2,-51.96,-221.34
1679998856285,1178844639458578,-17.34375,-78.95625,-247.55626,-28.2,-51.96,-221.34
1679998856295,1178844649460275,-17.53125,-78.7125,-247.55626,-28.2,-51.96,-221.34
1679998856304,1178844659490972,-17.643751,-78.65625,-247.425,-28.2,-51.96,-221.34
1679998856315,1178844669494178,-17.8125,-78.600006,-247.25626,-28.2,-51.96,-221.34
1679998856325,1178844679501865,-17.8125,-78.7125,-247.425,-28.2,-51.96,-221.34
1679998856335,1178844689510629,-17.8125,-78.881256,-247.55626,-28.2,-51.96,-221.34
1679998856346,1178844699512764,-17.643751,-78.7125,-247.425,-28.2,-51.96,-221.34
1679998856355,1178844709528509,-17.53125,-78.600006,-247.25626,-28.2,-51.96,-221.34
1679998856371,1178844719529076,-17.34375,-78.65625,-247.18126,-28.2,-51.96,-221.34
1679998856375,1178844729537301,-17.212502,-78.7125,-247.14375,-28.2,-51.96,-221.34
1679998856385,1178844739528662,-17.2875,-78.65625,-247.38751,-28.2,-51.96,-221.34
1679998856395,1178844749534988,-17.34375,-78.600006,-247.55626,-28.2,-51.96,-221.34
1679998856405,1178844759550049,-17.34375,-78.3,-247.68752,-28.2,-51.96,-221.34
1679998856417,1178844769556703,-17.34375,-78.0,-247.74376,-28.2,-51.96,-221.34
1679998856425,1178844779569611,-17.2875,-78.3,-247.8,-28.2,-51.96,-221.34
1679998856436,1178844789545149,-17.212502,-78.600006,-247.85626,-28.2,-51.96,-221.34
1679998856445,1178844799519034,-17.587502,-78.543755,-248.15627,-28.2,-51.96,-221.34
1679998856454,1178844809524567,-17.94375,-78.412506,-248.45625,-28.2,-51.96,-221.34
1679998856468,1178844819489264,-17.8875,-78.543755,-248.45625,-28.2,-51.96,-221.34
