system_ts_ms, sensor_ts_ns, magXr, magYr, magZr, magDXr, magDYr, magDZr
1679929888431,1109876783299416,41.04375,-59.625004,-258.6,14.58,-37.55,-242.64
1679929888438,1109876793274383,40.800003,-59.625004,-258.46875,14.58,-37.55,-242.64
1679929888450,1109876803249257,40.612503,-59.625004,-258.30002,14.58,-37.55,-242.64
1679929888459,1109876813222564,40.5,-59.325,-258.4125,14.58,-37.55,-242.64
1679929888468,1109876823223357,40.425003,-59.025,-258.46875,14.58,-37.55,-242.64
1679929888480,1109876833230039,40.425003,-58.425003,-258.54376,14.58,-37.55,-242.64
1679929888494,1109876843231688,40.425003,-57.825,-258.6,14.58,-37.55,-242.64
1679929888499,1109876853239621,40.3875,-57.99375,-258.6,14.58,-37.55,-242.64
1679929888511,1109876863250827,40.3125,-58.125004,-258.6,14.58,-37.55,-242.64
1679929888519,1109876873260581,40.425003,-57.99375,-258.90002,14.58,-37.55,-242.64
1679929888529,1109876883293273,40.612503,-57.825,-259.2,14.58,-37.55,-242.64
1679929888539,1109876893298874,40.5,-58.125004,-259.14377,14.58,-37.55,-242.64
1679929888550,1109876903306864,40.425003,-58.425003,-259.08752,14.58,-37.55,-242.64
1679929888564,1109876913314234,40.3875,-58.968754,-258.825,14.58,-37.55,-242.64
1679929888569,1109876923308690,40.3125,-59.5125,-258.6,14.58,-37.55,-242.64
1679929888580,1109876933318905,40.3125,-59.268753,-258.30002,14.58,-37.55,-242.64
1679929888589,1109876943325544,40.3125,-59.025,-258.0,14.58,-37.55,-242.64
1679929888600,1109876953332173,40.143753,-59.025,-257.7,14.58,-37.55,-242.64
1679929888614,1109876963333793,40.0125,-59.025,-257.38126,14.58,-37.55,-242.64
1679929888619,1109876973335571,40.0875,-58.893753,-257.5125,14.58,-37.55,-242.64
1679929888629,1109876983343182,40.143753,-58.725002,-257.58752,14.58,-37.55,-242.64
1679929888641,1109876993345402,40.2,-58.85625,-257.58752,14.58,-37.55,-242.64
1679929888650,1109877003348229,40.3125,-58.893753,-257.58752,14.58,-37.55,-242.64
1679929888661,1109877013350262,40.425003,-59.025,-257.58752,14.58,-37.55,-242.64
1679929888669,1109877023346484,40.612503,-59.2125,-257.58752,14.58,-37.55,-242.64
1679929888679,1109877033340868,40.66875,-59.156254,-257.8875,14.58,-37.55,-242.64
1679929888689,1109877043335209,40.74375,-59.025,-258.1875,14.58,-37.55,-242.64
1679929888699,1109877053338569,40.74375,-58.968754,-258.30002,14.58,-37.55,-242.64
1679929888711,1109877063341890,40.74375,-58.893753,-258.46875,14.58,-37.55,-242.64
1679929888720,1109877073351097,41.04375,-58.612503,-258.30002,14.58,-37.55,-242.64
1679929888729,1109877083354942,41.04375,-58.612503,-258.30002,14.58,-37.55,-242.64
1679929888739,1109877093356326,40.987503,-58.36875,-258.54376,14.58,-37.55,-242.64
1679929888749,1109877103357701,40.912502,-58.125004,-258.7875,14.58,-37.55,-242.64
1679929888762,1109877113352778,40.800003,-58.256252,-258.54376,14.58,-37.55,-242.64
1679929888769,1109877123346759,40.74375,-58.312504,-258.30002,14.58,-37.55,-242.64
1679929888782,1109877133349619,40.612503,-58.36875,-258.11252,14.58,-37.55,-242.64
1679929888796,1109877143345023,40.425003,-58.425003,-257.8875,14.58,-37.55,-242.64
1679929888800,1109877153347561,40.3875,-58.612503,-257.8875,14.58,-37.55,-242.64
1679929888812,1109877163349729,40.3125,-58.725002,-257.8875,14.58,-37.55,-242.64
1679929888819,1109877173344258,40.2,-58.85625,-257.8125,14.58,-37.55,-242.64
1679929888828,1109877183345070,40.143753,-58.893753,-257.7,14.58,-37.55,-242.64
1679929888839,1109877193344862,40.2,-58.968754,-257.8125,14.58,-37.55,-242.64
1679929888848,1109877203345741,40.3125,-59.025,-257.8875,14.58,-37.55,-242.64
1679929888858,1109877213347861,40.425003,-59.2125,-257.8125,14.58,-37.55,-242.64
1679929888869,1109877223349953,40.612503,-59.325,-257.7,14.58,-37.55,-242.64
1679929888878,1109877233346434,40.425003,-59.325,-257.7,14.58,-37.55,-242.64
1679929888888,1109877243349794,40.3125,-59.325,-257.7,14.58,-37.55,-242.64
1679929888898,1109877253351927,40.3125,-59.568752,-257.5125,14.58,-37.55,-242.64
1679929888908,1109877263354326,40.3125,-59.812504,-257.2875,14.58,-37.55,-242.64
1679929888920,1109877273350772,40.143753,-59.325,-257.2875,14.58,-37.55,-242.64
1679929888928,1109877283352002,40.143753,-59.325,-257.2875,14.58,-37.55,-242.64
1679929888938,1109877293346517,40.3875,-59.456253,-257.38126,14.58,-37.55,-242.64
1679929888948,1109877303351516,40.612503,-59.5125,-257.58752,14.58,-37.55,-242.64
1679929888958,1109877313357890,40.800003,-59.756252,-257.8125,14.58,-37.55,-242.64
1679929888968,1109877323352280,41.04375,-59.925003,-258.0,14.58,-37.55,-242.64
1679929888979,1109877333353174,40.987503,-59.925003,-257.92502,14.58,-37.55,-242.64
1679929888988,1109877343347308,40.912502,-59.925003,-257.8875,14.58,-37.55,-242.64
1679929888999,1109877353343846,40.912502,-60.225002,-257.92502,14.58,-37.55,-242.64
1679929889007,1109877363346980,40.912502,-60.525,-258.0,14.58,-37.55,-242.64
1679929889020,1109877373319874,40.66875,-60.05625,-258.0,14.58,-37.55,-242.64
1679929889028,1109877383319465,40.425003,-59.5125,-258.0,14.58,-37.55,-242.64
1679929889038,1109877393322234,40.5,-59.2125,-257.8875,14.58,-37.55,-242.64
1679929889047,1109877403316709,40.612503,-58.893753,-257.7,14.58,-37.55,-242.64
1679929889067,1109877413341724,40.5,-58.968754,-257.7,14.58,-37.55,-242.64
1679929889068,1109877423336050,40.425003,-59.025,-257.7,14.58,-37.55,-242.64
1679929889077,1109877433337127,40.425003,-58.968754,-257.7,14.58,-37.55,-242.64
1679929889087,1109877443346896,40.425003,-58.893753,-257.7,14.58,-37.55,-242.64
1679929889098,1109877453347665,40.3875,-59.325,-257.64377,14.58,-37.55,-242.64
1679929889108,1109877463349833,40.3125,-59.812504,-257.58752,14.58,-37.55,-242.64
1679929889120,1109877473351702,39.7125,-60.393753,-256.98752,14.58,-37.55,-242.64
1679929889129,1109877483352621,39.7125,-60.393753,-256.98752,14.58,-37.55,-242.64
1679929889138,1109877493356144,40.0125,-60.35625,-257.1,14.58,-37.55,-242.64
1679929889148,1109877503358538,40.3125,-60.225002,-257.2875,14.58,-37.55,-242.64
1679929889158,1109877513354412,40.3875,-60.16875,-257.2875,14.58,-37.55,-242.64
1679929889168,1109877523349240,40.425003,-60.112503,-257.2875,14.58,-37.55,-242.64
1679929889178,1109877533350181,40.612503,-59.925003,-257.2875,14.58,-37.55,-242.64
1679929889188,1109877543344705,40.74375,-59.812504,-257.2875,14.58,-37.55,-242.64
1679929889200,1109877553346867,40.912502,-59.568752,-257.5125,14.58,-37.55,-242.64
1679929889208,1109877563348694,41.04375,-59.325,-257.7,14.58,-37.55,-242.64
1679929889218,1109877573352030,41.081253,-59.325,-257.8875,14.58,-37.55,-242.64
1679929889228,1109877583353892,41.2125,-59.325,-258.0,14.58,-37.55,-242.64
1679929889238,1109877593356002,41.287502,-59.568752,-258.0,14.58,-37.55,-242.64
1679929889248,1109877603360843,41.34375,-59.812504,-258.0,14.58,-37.55,-242.64
1679929889259,1109877613355343,41.2125,-59.756252,-258.11252,14.58,-37.55,-242.64
1679929889270,1109877623349805,41.04375,-59.625004,-258.1875,14.58,-37.55,-242.64
1679929889279,1109877633354011,40.912502,-59.756252,-258.24377,14.58,-37.55,-242.64
1679929889287,1109877643345765,40.74375,-59.812504,-258.30002,14.58,-37.55,-242.64
1679929889298,1109877653347866,40.425003,-59.925003,-258.24377,14.58,-37.55,-242.64
1679929889308,1109877663357928,40.143753,-60.112503,-258.1875,14.58,-37.55,-242.64
1679929889321,1109877673356778,39.7125,-59.625004,-258.0,14.58,-37.55,-242.64
1679929889328,1109877683351215,39.7125,-59.625004,-258.0,14.58,-37.55,-242.64
1679929889338,1109877693353398,39.787502,-59.5125,-258.11252,14.58,-37.55,-242.64
1679929889348,1109877703347620,39.84375,-59.325,-258.1875,14.58,-37.55,-242.64
1679929889357,1109877713342148,40.2,-59.2125,-258.24377,14.58,-37.55,-242.64
1679929889368,1109877723352426,40.612503,-59.025,-258.30002,14.58,-37.55,-242.64
