system_ts_ms, sensor_ts_ns, linX, linY, linZ
1680010470657,1190459008493649,0.003,-0.313,-0.758
1680010470657,1190459010995880,-0.041,-0.239,-0.731
1680010470659,1190459013498265,-0.099,-0.246,-0.759
1680010470661,1190459016000418,-0.089,-0.352,-0.757
1680010470663,1190459018502649,-0.106,-0.386,-0.743
1680010470678,1190459021004793,-0.192,-0.352,-0.717
1680010470678,1190459023506947,-0.265,-0.359,-0.732
1680010470678,1190459026009332,-0.243,-0.379,-0.72
1680010470678,1190459028511562,-0.316,-0.44,-0.708
1680010470678,1190459031013706,-0.376,-0.447,-0.561
1680010470679,1190459033515860,-0.441,-0.419,-0.458
1680010470682,1190459036018245,-0.527,-0.452,-0.446
1680010470686,1190459038520398,-0.615,-0.418,-0.326
1680010470687,1190459041022523,-0.608,-0.493,-0.357
1680010470691,1190459043524985,-0.602,-0.459,-0.307
1680010470692,1190459046027139,-0.623,-0.397,-0.188
1680010470693,1190459048529293,-0.673,-0.459,-0.179
1680010470696,1190459051031523,-0.603,-0.52,-0.167
1680010470702,1190459053533687,-0.528,-0.348,-0.144
1680010470702,1190459056036072,-0.552,-0.397,-0.054
1680010470703,1190459058538226,-0.385,-0.309,-0.032
1680010470706,1190459061040456,-0.083,0.023,-0.201
1680010470709,1190459063542851,-0.204,-0.216,-0.03
1680010470711,1190459066045005,-0.229,-0.306,0.018
1680010470714,1190459068547159,-0.243,-0.307,-0.135
1680010470719,1190459071049313,-0.036,-0.355,-0.128
1680010470720,1190459073551552,0.019,-0.282,-0.052
1680010470722,1190459076053937,0.142,-0.331,-0.044
1680010470725,1190459078556091,0.212,-0.366,0.085
1680010470728,1190459081058322,0.336,-0.347,0.08
1680010470730,1190459083560481,0.419,-0.288,0.115
1680010470736,1190459086062634,0.439,-0.373,0.204
1680010470736,1190459088565019,0.508,-0.327,0.184
1680010470737,1190459091067173,0.579,-0.389,0.302
1680010470739,1190459093569404,0.569,-0.438,0.325
1680010470741,1190459096071552,0.613,-0.433,0.444
1680010470743,1190459098573937,0.576,-0.401,0.454
1680010470746,1190459101076091,0.73,-0.395,0.424
1680010470749,1190459103578322,0.647,-0.238,0.401
1680010470754,1190459106080500,0.582,-0.273,0.369
1680010470755,1190459108582884,0.545,-0.282,0.325
1680010470756,1190459111085115,0.578,-0.276,0.35
1680010470760,1190459113587269,0.528,-0.243,0.388
1680010470762,1190459116089418,0.507,-0.306,0.291
1680010470764,1190459118591802,0.458,-0.287,0.234
1680010470771,1190459121093956,0.438,-0.264,0.325
1680010470771,1190459123596187,0.401,-0.353,0.335
1680010470771,1190459126098341,0.366,-0.32,0.265
1680010470775,1190459128600697,0.386,-0.41,0.332
1680010470776,1190459131102851,0.283,-0.336,0.098
1680010470779,1190459133605005,0.344,-0.44,0.219
1680010470781,1190459136107236,0.323,-0.366,0.218
1680010470786,1190459138609375,0.244,-0.435,0.15
1680010470787,1190459141111836,0.222,-0.497,0.175
1680010470789,1190459143613990,0.282,-0.424,0.092
1680010470791,1190459146116144,0.22,-0.514,-0.004
1680010470793,1190459148618510,0.294,-0.482,-0.032
1680010470796,1190459151120663,0.244,-0.478,-0.074
1680010470803,1190459153622817,0.29,-0.569,-0.034
1680010470803,1190459156125279,0.226,-0.396,-0.015
1680010470805,1190459158627414,0.353,-0.5,-0.139
1680010470807,1190459161129568,0.276,-0.482,-0.222
1680010470810,1190459163631721,0.294,-0.532,-0.223
1680010470811,1190459166133952,0.326,-0.542,-0.292
1680010470813,1190459168636106,0.222,-0.415,-0.348
1680010470819,1190459171138486,0.267,-0.371,-0.349
1680010470820,1190459173640716,0.3,-0.449,-0.43
1680010470821,1190459176142870,0.372,-0.472,-0.321
1680010470824,1190459178645255,0.295,-0.36,-0.445
1680010470827,1190459181147409,0.245,-0.437,-0.501
1680010470830,1190459183649563,0.262,-0.447,-0.325
1680010470831,1190459186151793,0.294,-0.348,-0.326
1680010470837,1190459188654178,0.257,-0.398,-0.368
1680010470837,1190459191156337,0.249,-0.407,-0.301
1680010470841,1190459193658491,0.281,-0.416,-0.261
1680010470843,1190459196160721,0.177,-0.425,-0.208
1680010470844,1190459198662875,0.099,-0.407,-0.209
1680010470846,1190459201165029,0.104,-0.471,-0.169
1680010470854,1190459203667491,0.054,-0.454,-0.183
1680010470855,1190459206169645,0.1,-0.436,-0.225
1680010470856,1190459208672029,0.149,-0.481,-0.215
1680010470857,1190459211174183,0.114,-0.504,-0.079
1680010470859,1190459213676337,0.119,-0.473,-0.161
1680010470862,1190459216178568,0.11,-0.496,-0.121
1680010470863,1190459218680722,-0.006,-0.451,-0.108
1680010470869,1190459221182875,0.134,-0.393,0.0
1680010470870,1190459223685255,0.071,-0.416,-0.026
1680010470871,1190459226187409,0.013,-0.432,-0.071
1680010470876,1190459228689640,0.087,-0.4,-0.017
1680010470878,1190459231192024,0.079,-0.451,-0.03
1680010470881,1190459233694168,0.07,-0.365,-0.153
1680010470888,1190459236196399,0.198,-0.485,-0.084
1680010470889,1190459238698553,0.148,-0.576,-0.057
1680010470891,1190459241200707,0.085,-0.587,-0.029
1680010470892,1190459243703091,0.201,-0.535,-0.077
1680010470893,1190459246205317,0.178,-0.599,-0.145
1680010470894,1190459248707471,0.238,-0.677,-0.118
1680010470896,1190459251209625,0.079,-0.837,-0.117
1680010470903,1190459253712009,0.179,-0.684,-0.09
1680010470906,1190459256214154,0.211,-0.79,0.005
1680010470907,1190459258716308,-0.028,-0.882,-0.048
1680010470907,1190459261218539,0.067,-0.821,-0.018
1680010470909,1190459263720923,0.005,-0.856,-0.087
1680010470913,1190459266223163,0.065,-0.839,-0.059
1680010470915,1190459268725317,-0.147,-0.917,-0.208
1680010470920,1190459271227471,0.049,-0.818,-0.03
1680010470921,1190459273729856,-0.027,-0.692,0.065
1680010470922,1190459276232009,0.087,-0.688,0.011
1680010470924,1190459278734226,-0.086,-0.721,0.029
1680010470926,1190459281236611,-0.079,-0.688,0.029
1680010470929,1190459283738765,-0.113,-0.657,-0.092
1680010470932,1190459286240918,-0.107,-0.612,-0.078
1680010470937,1190459288743067,-0.061,-0.553,-0.064
1680010470937,1190459291245298,-0.068,-0.603,-0.063
1680010470939,1190459293747452,-0.144,-0.681,-0.063
1680010470941,1190459296249837,-0.086,-0.57,-0.16
1680010470944,1190459298752086,-0.025,-0.51,-0.119
1680010470947,1190459301254240,-0.019,-0.628,-0.065
1680010470953,1190459303756625,0.094,-0.623,-0.024
1680010470954,1190459306258779,0.086,-0.537,-0.065
1680010470955,1190459308760933,0.05,-0.533,-0.079
1680010470957,1190459311263394,0.082,-0.597,0.042
1680010470960,1190459313765548,0.213,-0.675,-0.009
1680010470963,1190459316267702,0.082,-0.561,-0.052
1680010470964,1190459318769856,0.087,-0.461,-0.08
1680010470969,1190459321272086,0.078,-0.566,-0.189
1680010470970,1190459323774240,0.056,-0.493,-0.067
1680010470971,1190459326276625,0.156,-0.339,-0.218
1680010470975,1190459328778856,0.092,-0.389,-0.137
1680010470977,1190459331281028,0.155,-0.355,-0.286
1680010470979,1190459333783413,0.146,-0.418,-0.246
1680010470981,1190459336285567,0.096,-0.332,-0.247
1680010470985,1190459338787721,0.074,-0.368,-0.262
1680010470988,1190459341289962,0.064,-0.363,-0.236
1680010470990,1190459343792115,-0.012,-0.345,-0.238
1680010470993,1190459346294500,-0.035,-0.34,-0.062
1680010470994,1190459348796654,-0.063,-0.383,-0.173
1680010470996,1190459351298885,-0.058,-0.35,-0.106
1680010471004,1190459353801039,-0.109,-0.222,-0.026
1680010471005,1190459356303192,-0.173,-0.19,-0.109
1680010471007,1190459358805654,-0.155,-0.118,0.092
1680010471008,1190459361307784,-0.178,-0.099,0.036
1680010471010,1190459363809938,-0.188,-0.08,0.035
1680010471012,1190459366312322,-0.221,0.062,0.102
1680010471014,1190459368814476,-0.271,0.094,0.237
1680010471019,1190459371316707,-0.226,0.045,0.126
1680010471020,1190459373818861,-0.276,0.05,0.097
1680010471022,1190459376321245,-0.095,0.15,0.014
1680010471026,1190459378823399,-0.2,0.168,0.012
