system_ts_ms, sensor_ts_ns, linX, linY, linZ
1680016759245,1196747594938241,0.109,-0.219,0.029
1680016759245,1196747597440472,0.055,-0.179,-0.064
1680016759260,1196747599942933,-0.039,-0.18,-0.022
1680016759260,1196747602445087,0.042,-0.113,-0.238
1680016759260,1196747604947472,0.027,-0.02,-0.098
1680016759261,1196747607449703,0.095,-0.157,-0.191
1680016759261,1196747609952087,-0.013,0.032,-0.244
1680016759261,1196747612454241,0.04,0.044,-0.311
1680016759261,1196747614956703,-0.041,0.044,-0.336
1680016759272,1196747617458928,-0.055,0.029,-0.267
1680016759272,1196747619961313,-0.001,0.069,-0.347
1680016759272,1196747622463467,0.025,0.011,-0.217
1680016759273,1196747624965698,0.024,-0.03,-0.202
1680016759273,1196747627468068,-0.044,-0.099,-0.173
1680016759279,1196747629970299,0.077,-0.018,-0.091
1680016759279,1196747632472684,0.036,0.076,-0.13
1680016759280,1196747634974914,0.008,0.007,-0.184
1680016759284,1196747637477053,0.075,-0.02,-0.088
1680016759287,1196747639979438,0.099,-0.011,-0.23
1680016759289,1196747642481669,0.098,-0.066,-0.079
1680016759291,1196747644984053,0.001,0.001,-0.051
1680016759298,1196747647486294,0.069,-0.026,-0.091
1680016759298,1196747649988679,0.054,-0.04,-0.036
1680016759298,1196747652490909,0.081,-0.055,-0.021
1680016759300,1196747654993063,0.053,0.026,-0.034
1680016759302,1196747657495448,0.077,-0.043,-0.099
1680016759305,1196747659997597,-0.004,0.05,0.064
1680016759308,1196747662500058,0.008,0.05,-0.029
1680016759315,1196747665002289,0.008,0.009,0.038
1680016759315,1196747667504674,0.103,0.049,0.039
1680016759316,1196747670006799,-0.019,0.076,0.176
1680016759319,1196747672509029,-0.006,0.048,0.013
1680016759323,1196747675011414,0.071,0.131,0.161
1680016759332,1196747677512625,0.016,0.008,0.175
1680016759332,1196747680013858,0.016,0.008,0.175
1680016759333,1196747682518241,0.056,0.035,0.081
1680016759333,1196747685020626,0.002,0.061,-0.013
1680016759334,1196747687522780,0.097,-0.006,0.068
1680016759338,1196747690025010,0.124,-0.047,0.083
1680016759338,1196747692527462,0.053,-0.006,0.094
1680016759340,1196747695029616,0.025,0.034,0.108
1680016759343,1196747697532000,-0.001,0.034,0.095
1680016759346,1196747700034231,0.025,0.101,0.096
1680016759355,1196747702536607,0.106,-0.061,0.206
1680016759356,1196747705038838,0.146,0.073,0.084
1680016759356,1196747707541222,0.078,-0.049,0.071
1680016759357,1196747710043453,0.127,-0.008,0.043
1680016759366,1196747712545607,0.154,0.032,0.03
1680016759366,1196747715047991,0.181,0.127,0.044
1680016759367,1196747717601838,0.221,0.031,0.004
1680016759367,1196747720052607,0.166,-0.105,0.113
1680016759369,1196747722554838,0.111,-0.023,0.005
1680016759370,1196747725057188,0.179,-0.024,-0.02
1680016759373,1196747727559342,0.159,-0.024,0.046
1680016759375,1196747730061573,0.118,-0.011,0.114
1680016759381,1196747732563958,0.172,0.002,0.02
1680016759381,1196747735066188,0.171,-0.066,0.007
1680016759383,1196747737568563,0.13,-0.012,-0.046
1680016759385,1196747740070794,0.048,-0.012,-0.032
1680016759388,1196747742573178,0.089,-0.108,-0.044
1680016759391,1196747745075332,0.072,-0.109,-0.084
1680016759393,1196747747577582,0.072,-0.083,-0.056
1680016759398,1196747750080043,0.071,-0.056,-0.178
1680016759401,1196747752581119,0.071,0.011,-0.041
1680016759402,1196747755082198,0.07,0.01,-0.04
1680016759403,1196747757586847,0.152,-0.057,-0.107
1680016759405,1196747760089001,0.165,-0.071,-0.12
1680016759408,1196747762591385,0.133,-0.113,-0.065
1680016759414,1196747765093847,0.077,-0.127,-0.078
1680016759415,1196747767596078,0.172,-0.168,-0.091
1680016759416,1196747770098245,0.035,-0.182,-0.091
1680016759419,1196747772600630,0.171,-0.141,-0.036
1680016759422,1196747775102861,0.048,-0.033,-0.022
1680016759422,1196747777605231,0.061,-0.074,-0.13
1680016759426,1196747780107462,0.124,-0.089,-0.101
1680016759431,1196747782609847,0.014,-0.13,-0.101
1680016759431,1196747785112078,0.028,-0.158,-0.128
1680016759435,1196747787614448,0.027,-0.158,-0.06
1680016759437,1196747790116602,0.027,-0.171,-0.032
1680016759439,1196747792618833,0.027,-0.158,-0.005
1680016759441,1196747795121294,-0.095,-0.144,-0.045
1680016759446,1196747797623448,-0.065,-0.209,0.098
1680016759447,1196747800125823,0.015,-0.209,-0.038
1680016759448,1196747802628054,0.001,-0.196,-0.051
1680016759450,1196747805130207,0.001,-0.182,0.044
1680016759452,1196747807632592,-0.067,-0.101,-0.091
1680016759455,1196747810134823,-0.081,-0.183,0.018
1680016759458,1196747812637231,0.0,-0.17,-0.09
1680016759464,1196747815139462,-0.013,-0.143,-0.089
1680016759464,1196747817641616,0.039,-0.103,-0.197
1680016759465,1196747820144001,-0.137,-0.158,-0.169
1680016759468,1196747822646236,-0.084,-0.104,-0.277
1680016759472,1196747825148621,-0.153,-0.159,-0.086
1680016759474,1196747827650852,-0.099,-0.132,-0.167
1680016759480,1196747830153237,-0.087,-0.051,-0.098
1680016759480,1196747832655467,-0.032,-0.001,-0.253
1680016759481,1196747835157852,-0.087,-0.07,-0.143
1680016759483,1196747837660006,0.033,-0.057,-0.019
1680016759485,1196747840162237,0.018,-0.085,-0.113
1680016759488,1196747842664693,0.057,-0.044,-0.112
1680016759490,1196747845166847,-0.038,-0.154,-0.097
1680016759493,1196747847669232,0.027,-0.1,-0.137
1680016759499,1196747850171462,0.025,-0.103,-0.134
1680016759500,1196747852673866,0.119,-0.049,-0.173
1680016759500,1196747855176020,0.077,-0.118,-0.089
1680016759503,1196747857678481,0.116,-0.024,-0.156
1680016759505,1196747860180712,0.019,-0.039,-0.154
1680016759510,1196747862683102,0.14,-0.013,-0.275
1680016759514,1196747865185256,0.138,-0.109,-0.246
1680016759515,1196747867687486,0.198,-0.019,-0.224
1680016759518,1196747870189871,0.209,-0.048,-0.221
1680016759520,1196747872692097,0.139,-0.117,-0.219
1680016759523,1196747877694481,0.15,-0.093,-0.269
1680016759524,1196747877854174,0.163,-0.038,-0.214
1680016759530,1196747880198866,0.134,-0.026,-0.171
1680016759531,1196747882701251,0.16,-0.055,-0.046
1680016759531,1196747885203495,0.113,-0.046,-0.255
1680016759532,1196747887705649,0.179,-0.089,-0.061
1680016759535,1196747890208111,0.191,-0.145,-0.017
1680016759538,1196747892710495,0.148,-0.215,0.012
1680016759540,1196747895212649,0.269,-0.203,-0.025
1680016759544,1196747897714890,0.281,-0.164,0.031
1680016759548,1196747900217275,0.265,-0.139,0.048
1680016759550,1196747902719505,0.307,-0.016,0.169
