system_ts_ms, sensor_ts_ns, gyrXr, gyrYr, gyrZr, gyrDXr, gyrDYr, gyrDZr
1679993518232,1173506585164310,0.0540375,0.34705,-0.4170375,0.014799593,0.0029707903,0.0058944165
1679993518233,1173506587666464,0.0449625,0.4659875,-0.476025,0.014799593,0.0029707903,0.0058944165
1679993518235,1173506590168617,0.039049998,0.59894997,-0.5240125,0.014799593,0.0029707903,0.0058944165
1679993518237,1173506592670771,0.033,0.7330125,-0.564025,0.014799593,0.0029707903,0.0058944165
1679993518241,1173506595172934,0.02805,0.86294997,-0.6059625,0.014799593,0.0029707903,0.0058944165
1679993518243,1173506597674857,0.018975,0.9810625,-0.6359375,0.014799593,0.0029707903,0.0058944165
1679993518252,1173506600176934,0.0149875,1.089,-0.6620625,0.014799593,0.0029707903,0.0058944165
1679993518252,1173506602679088,0.01595,1.1859375,-0.682,0.014799593,0.0029707903,0.0058944165
1679993518253,1173506605181242,0.0229625,1.2739375,-0.7000125,0.014799593,0.0029707903,0.0058944165
1679993518253,1173506607683468,0.0369875,1.3490125,-0.7110125,0.014799593,0.0029707903,0.0058944165
1679993518254,1173506610185545,0.0559625,1.4089625,-0.71995,0.014799593,0.0029707903,0.0058944165
1679993518257,1173506612687468,0.0919875,1.44705,-0.7250375,0.014799593,0.0029707903,0.0058944165
1679993518259,1173506615189622,0.1469875,1.45695,-0.722975,0.014799593,0.0029707903,0.0058944165
1679993518262,1173506617691785,0.223025,1.4290375,-0.71995,0.014799593,0.0029707903,0.0058944165
1679993518265,1173506620193862,0.3260125,1.3660625,-0.7110125,0.014799593,0.0029707903,0.0058944165
1679993518267,1173506622696093,0.44494998,1.25895,-0.696025,0.014799593,0.0029707903,0.0058944165
1679993518269,1173506625198170,0.57805,1.114025,-0.678975,0.014799593,0.0029707903,0.0058944165
1679993518272,1173506627700319,0.71995,0.9579625,-0.6620625,0.014799593,0.0029707903,0.0058944165
1679993518275,1173506630202242,0.8680375,0.78595,-0.6419875,0.014799593,0.0029707903,0.0058944165
1679993518281,1173506632704396,1.0140625,0.6169625,-0.623975,0.014799593,0.0029707903,0.0058944165
1679993518281,1173506635206550,1.1529375,0.451,-0.6029375,0.014799593,0.0029707903,0.0058944165
1679993518283,1173506637708608,1.287,0.3059375,-0.5850625,0.014799593,0.0029707903,0.0058944165
1679993518285,1173506640210838,1.4119875,0.18205,-0.5649875,0.014799593,0.0029707903,0.0058944165
1679993518288,1173506642712915,1.5219874,0.091025,-0.5490375,0.014799593,0.0029707903,0.0058944165
1679993518291,1173506645215069,1.613975,0.036025,-0.5369375,0.014799593,0.0029707903,0.0058944165
1679993518292,1173506647717223,1.6919374,0.0119624995,-0.528,0.014799593,0.0029707903,0.0058944165
