system_ts_ms, sensor_ts_ns, accX, accY, accZ
1679993518232,1173506585164324,4.9510503,0.44595003,8.545051
1679993518232,1173506587666464,4.9120502,0.36795002,8.63595
1679993518234,1173506590168617,4.73505,0.31800002,8.545051
1679993518237,1173506592670771,4.49595,0.30600002,8.658
1679993518241,1173506595172934,4.2010503,0.36105,8.587951
1679993518243,1173506597674857,3.82695,0.37305,8.844001
1679993518252,1173506600176934,3.6409502,0.48495004,9.09405
1679993518252,1173506602679088,3.3120003,0.61605,9.58005
1679993518253,1173506605181242,3.08295,0.73905003,9.846001
1679993518253,1173506607683468,2.83095,0.85800004,10.234051
1679993518254,1173506610185545,2.57505,0.90900004,10.82505
1679993518257,1173506612687468,2.2399502,1.011,11.533951
1679993518259,1173506615189622,1.8970501,0.96105003,12.5449505
1679993518262,1173506617691775,1.26495,0.83895004,13.207951
1679993518264,1173506620193862,0.78705,0.57600003,13.65795
1679993518267,1173506622696093,0.54495,0.45795003,13.87905
1679993518269,1173506625198170,0.21000001,0.37305,13.987051
1679993518272,1173506627700324,0.11595,0.31800002,14.182951
1679993518274,1173506630202242,-0.078,0.36405003,14.128051
1679993518281,1173506632704396,-0.16905001,0.34005,14.146951
1679993518281,1173506635206550,-0.25995,0.37905002,14.014951
1679993518283,1173506637708608,-0.18105,0.6,13.837951
1679993518285,1173506640210838,-0.08505,0.60195005,13.656001
1679993518287,1173506642712915,0.051000003,0.777,13.15305
1679993518290,1173506645215069,0.36795002,0.91305006,12.835051
1679993518292,1173506647717223,0.66195005,1.1050501,12.174001
1679993518298,1173506650219160,0.9289501,1.11195,11.521951
1679993518298,1173506652721237,1.167,1.1719501,10.82295
1679993518299,1173506655223468,1.437,1.3230001,10.224001
1679993518303,1173506657725545,1.6189501,1.3399501,9.462001
1679993518305,1173506660227699,1.7080501,1.45905,8.73705
1679993518307,1173506662729833,1.89495,1.47105,8.32995
1679993518309,1173506665231987,2.01405,1.4430001,7.7880006
1679993518316,1173506667733910,1.9519501,1.5480001,7.26105
1679993518317,1173506670235982,1.93095,1.5169501,6.7320004
1679993518318,1173506672738213,2.05005,1.6009501,6.4810505
1679993518320,1173506675240367,2.0719502,1.5409501,6.05205
1679993518323,1173506677742444,2.0020502,1.6320001,5.709
1679993518324,1173506680244598,2.055,1.7830501,5.3380504
1679993518327,1173506682746545,2.0719502,1.764,5.27295
1679993518333,1173506685248699,2.058,1.69395,4.97205
1679993518336,1173506687750852,1.9590001,1.8520501,4.7730002
1679993518336,1173506690253006,2.0400002,1.9410001,4.79895
1679993518338,1173506692755069,1.9590001,1.9980001,4.6320004
1679993518341,1173506695257223,1.9930501,2.0970001,4.617
1679993518343,1173506697759146,1.9429501,2.12805,4.5210004
1679993518349,1173506700261300,1.81305,2.17995,4.4880004
1679993518349,1173506702763454,1.8780001,2.2069502,4.61205
1679993518349,1173506705265638,1.89495,2.2690501,4.66995
1679993518354,1173506707767792,1.9090501,2.322,4.97205
1679993518355,1173506710269869,1.9039501,2.283,5.22795
1679993518357,1173506712772022,1.7869501,2.4850502,5.61105
1679993518359,1173506715273945,1.6650001,2.35995,5.87895
1679993518364,1173506717776094,1.557,2.47005,6.37305
1679993518364,1173506720278479,1.4280001,2.45805,6.6910505
1679993518367,1173506722780402,1.2379501,2.45295,7.2040505
1679993518370,1173506725282479,1.08,2.3860502,7.5799503
1679993518372,1173506727784633,0.83505005,2.3500502,7.9990506
1679993518374,1173506730286787,0.69795,2.2740002,8.260051
1679993518381,1173506732788940,0.588,2.1709502,8.574
1679993518381,1173506735291094,0.45600003,2.20005,9.04605
1679993518382,1173506737793017,0.39195,2.18805,9.328051
1679993518384,1173506740295171,0.34800002,2.2740002,9.74295
1679993518387,1173506742797325,0.21405001,2.118,9.970051
1679993518391,1173506745299373,0.15705001,2.08695,10.176001
1679993518394,1173506747801527,0.15900001,2.058,10.51095
1679993518399,1173506750303450,0.19800001,2.0730002,10.581
1679993518399,1173506752805835,0.29595003,2.1370502,10.725
1679993518400,1173506755307758,0.29295,1.9050001,10.80405
1679993518402,1173506757809907,0.40395,1.9699501,10.64805
1679993518406,1173506760312060,0.52305,1.7560501,10.37205
1679993518407,1173506762814137,0.66495,1.7590501,9.967951
1679993518410,1173506765316291,0.80100006,1.51005,9.82905
1679993518415,1173506767818445,0.79200006,1.881,9.691951
1679993518415,1173506770320580,0.86805004,1.8570001,9.240001
1679993518418,1173506772822503,0.95100003,1.6180501,8.731951
1679993518419,1173506775324657,1.0849501,1.54305,8.401051
1679993518422,1173506777826734,1.2739501,1.572,8.262
1679993518424,1173506780328868,1.473,1.44,7.9579506
1679993518431,1173506782830791,1.7010001,1.52205,7.55595
1679993518432,1173506785333175,1.9519501,1.4280001,7.0750504
1679993518433,1173506787835305,2.25405,1.404,6.675
1679993518436,1173506790337228,2.52195,1.3560001,6.4489503
1679993518438,1173506792839382,2.6830502,1.3300501,6.1050005
1679993518440,1173506795341459,2.7859502,1.3230001,5.86005
1679993518443,1173506797843613,2.877,1.16505,5.61105
1679993518449,1173506800345859,2.9220002,1.30095,5.47695
1679993518450,1173506802847936,2.9959502,1.2100501,5.5609503
1679993518451,1173506805349859,2.8960502,1.2529501,5.36205
1679993518452,1173506807852013,2.7210002,1.263,5.2830005
1679993518455,1173506810354180,2.5800002,1.31595,5.2380004
1679993518458,1173506812856334,2.3089502,1.3039501,5.0989504
1679993518460,1173506815358411,2.0719502,1.26495,5.07
1679993518465,1173506817860565,1.81305,1.3759501,4.8640504
1679993518466,1173506820362464,1.66005,1.4569501,4.8900003
1679993518468,1173506822864618,1.5469501,1.47105,5.04405
1679993518471,1173506825367003,1.19505,1.54305,5.4150004
1679993518472,1173506827868926,1.03695,1.6819501,5.5939503
1679993518475,1173506830371003,0.804,1.692,5.82
1679993518477,1173506832873171,0.63600004,1.70895,6.0160503
1679993518483,1173506835375325,0.41805002,1.8280501,6.28695
1679993518484,1173506837877248,0.35295,1.9050001,6.6150002
1679993518485,1173506840379402,0.31305,1.89795,6.6649504
1679993518487,1173506842881556,0.303,1.7899501,6.9600005
1679993518490,1173506845383734,0.39405003,1.7539501,6.94005
1679993518492,1173506847885888,0.51405,1.5979501,6.9739504
1679993518497,1173506850387965,0.67200005,1.5270001,6.9600005
1679993518498,1173506852890090,0.90795004,1.3369501,7.017
1679993518500,1173506855392013,1.07595,1.215,7.0960503
1679993518504,1173506857894397,1.2430501,1.0000501,7.221
1679993518506,1173506860396320,1.557,0.96795005,7.1700006
1679993518507,1173506862898474,1.7370001,0.68595004,7.1179504
1679993518509,1173506865400546,2.1409502,0.47295,7.1580005
1679993518514,1173506867902700,2.4409502,0.42000002,7.0750504
1679993518515,1173506870404623,2.76195,0.27705002,7.0219502
1679993518517,1173506872906777,3.0679502,0.24105,7.0360503
1679993518520,1173506875409122,3.45405,0.14805001,6.9880505
1679993518522,1173506877911045,3.7410002,-0.003,6.9210005
1679993518524,1173506880413198,4.33005,-0.22995001,6.0420003
1679993518527,1173506882915275,4.4809504,-0.36495003,4.63395
1679993518533,1173506885417425,4.33995,-0.31905,3.4050002
1679993518534,1173506887919348,4.17705,-0.46005002,3.9919503
1679993518535,1173506890421733,4.42605,-0.88905007,5.1990004
1679993518538,1173506892923887,4.6729503,-0.99000007,5.9539504
1679993518542,1173506895425795,4.70895,-0.98205006,6.1260004
1679993518549,1173506897927872,4.359,-0.81705004,5.87895
1679993518549,1173506900430026,4.0680003,-0.64500004,5.6020503
1679993518550,1173506902932180,3.8179502,-0.30705002,5.37195
1679993518551,1173506905434103,3.4369502,-0.12495001,5.6329503
1679993518553,1173506907936468,3.18105,-0.0049500004,5.97795
1679993518555,1173506910438391,2.9170501,0.22695,6.45195
1679993518557,1173506912940545,2.50305,0.35595003,6.7099504
1679993518560,1173506915442699,2.163,0.40305,6.94005
1679993518564,1173506917944776,1.52295,0.37500003,7.1629505
1679993518565,1173506920446954,0.94905007,0.46095002,7.3669505
1679993518567,1173506922949108,0.30495003,0.597,7.6780505
1679993518570,1173506925451261,-0.171,0.36105,7.9560003
1679993518572,1173506927953185,-0.64500004,0.64995,8.30805
1679993518575,1173506930455352,-1.09095,0.61605,8.821051
1679993518583,1173506932957506,-1.4860501,0.71505004,9.346951
1679993518584,1173506935459583,-1.7569501,0.76500005,9.73095
1679993518586,1173506938136824,-2.19495,0.71895003,10.18095
1679993518587,1173506940463901,-2.4420002,0.89895004,10.66695
1679993518588,1173506942966055,-2.69805,0.9799501,11.31105
1679993518590,1173506945467978,-2.91405,0.90105003,11.809051
1679993518593,1173506947970132,-3.07905,0.95400006,12.147
1679993518599,1173506950472218,-3.1750503,0.98505,12.50895
1679993518601,1173506952974371,-3.1990502,0.97095007,12.85095
1679993518602,1173506955476525,-3.21495,0.98805004,13.11705
1679993518604,1173506957978679,-3.22005,0.94200003,13.443001
1679993518605,1173506960480833,-3.1630502,0.94905007,13.813951
1679993518607,1173506962982756,-3.0310502,0.873,13.972051
1679993518610,1173506965484833,-2.8459501,0.81495005,14.202001
1679993518619,1173506967986987,-2.631,0.89205,14.298
1679993518620,1173506970489204,-2.45595,0.82005006,14.37495
1679993518621,1173506972991281,-2.32905,0.85605,14.680951
1679993518623,1173506975493434,-2.0989501,0.94695,14.611951
1679993518624,1173506977995358,-1.8090001,0.98805004,14.652
1679993518625,1173506980497511,-1.4070001,0.94695,14.55195
1679993518627,1173506982999593,-1.1200501,0.98805004,14.52795
1679993518630,1173506985501747,-0.80805004,0.966,14.296051
1679993518632,1173506988003978,-0.61395,0.91605,14.001
1679993518635,1173506990506055,-0.25005,0.90900004,13.576951
1679993518637,1173506993008209,-0.09195001,0.83895004,13.057051
1679993518640,1173506995510141,-0.094950005,0.597,12.616951
1679993518643,1173506998012295,0.19005,0.58995,11.565001
1679993518645,1173507000514449,0.43905002,0.56805,10.986
1679993518647,1173507003016602,0.62595004,0.50505,10.689
1679993518650,1173507005518660,0.88305,0.624,10.79895
1679993518654,1173507008020814,0.975,0.67905,10.894951
1679993518656,1173507010522968,1.2409501,0.79095006,10.95405
1679993518659,1173507013024891,1.3939501,0.90105003,10.818001
1679993518660,1173507015527045,1.58595,0.88695,10.753051
1679993518663,1173507018029199,1.72905,1.011,10.63395
1679993518665,1173507020531353,1.9980001,1.12905,10.64805
1679993518667,1173507023033430,1.9930501,1.1719501,10.52805
1679993518670,1173507025535583,2.11305,1.4470501,10.602
1679993518673,1173507028037742,2.019,1.6650001,10.725
1679993518675,1173507030539665,1.9350001,1.8790501,10.879951
1679993518677,1173507033041819,1.7370001,1.98405,10.909051
1679993518680,1173507035543973,1.3630501,2.08695,11.11005
1679993518683,1173507038046132,0.9889501,2.2810502,11.3539505
1679993518685,1173507040548209,0.59505004,2.32395,11.479051
1679993518687,1173507043050363,0.33195,2.5519502,11.94795
1679993518691,1173507045552526,0.16605,2.559,12.387001
1679993518694,1173507048054679,-0.252,2.74305,12.66705
1679993518696,1173507050556602,-0.41295,2.79795,13.014001
1679993518699,1173507053058756,-0.68100005,2.736,13.431001
1679993518700,1173507055560833,-0.89895004,2.67405,13.87905
1679993518703,1173507058062992,-1.04505,2.5849502,14.142
1679993518706,1173507060565146,-1.2079501,2.48895,14.482051
1679993518708,1173507063067300,-1.2900001,2.5129502,14.655001
1679993518710,1173507065569223,-1.371,2.298,14.901001
1679993518713,1173507068071386,-1.33305,2.262,14.944951
1679993518715,1173507070573540,-1.09095,2.214,15.16005
1679993518718,1173507073075617,-0.81105006,2.15595,15.124051
1679993518720,1173507075577770,-0.42495003,2.283,15.229951
1679993518723,1173507078079924,-0.162,2.2350001,15.1699505
1679993518725,1173507080582088,0.16905001,2.283,15.166951
1679993518729,1173507083084242,0.49905002,2.28795,15.081
1679993518732,1173507085586165,0.86805004,2.394,14.884951
1679993518735,1173507088088309,1.116,2.319,14.638051
1679993518737,1173507090590386,1.21395,2.32605,14.209051
1679993518740,1173507093092540,1.3770001,2.40105,13.71405
1679993518743,1173507095594694,1.33905,2.4100502,13.471951
1679993518745,1173507098485223,1.3270501,2.41995,13.1959505
1679993518747,1173507100598992,1.21905,2.5780501,12.825001
1679993518749,1173507103100915,1.0680001,2.6790001,12.745951
1679993518751,1173507105602992,0.90795004,2.877,12.538051
1679993518753,1173507108105146,0.86100006,2.868,12.384001
1679993518755,1173507110607353,0.588,2.9299502,12.435
1679993518757,1173507113109430,0.39405003,2.94,12.49905
1679993518760,1173507115611584,0.22905001,3.11205,12.4800005
1679993518763,1173507118113507,0.11595,3.2080503,12.778951
1679993518767,1173507120615680,0.11100001,3.31605,12.66705
1679993518768,1173507123117757,0.135,3.186,12.736051
1679993518770,1173507125619987,0.28905,3.2050502,12.47805
1679993518773,1173507128122141,0.61905,3.3439503,12.423
1679993518775,1173507130624218,0.813,3.2680502,12.372001
1679993518778,1173507133126155,1.1230501,3.31095,12.35595
1679993518780,1173507135628309,1.4080501,3.2629502,12.340951
1679993518784,1173507138130463,1.55505,3.153,12.384001
1679993518785,1173507140632617,1.7340001,3.1579502,12.576
1679993518787,1173507143134771,1.8229501,3.10995,12.703051
1679993518790,1173507145636881,1.9039501,3.0280502,12.94995
1679993518793,1173507148139035,1.88505,2.98305,13.191001
1679993518795,1173507150640958,1.8870001,3.0280502,13.203001
1679993518797,1173507153143112,1.6980001,3.0349503,13.516951
1679993518800,1173507155645280,1.5949501,3.0690002,13.5720005
1679993518806,1173507158147434,1.44,3.01605,13.687051
1679993518807,1173507160649511,1.36995,3.14595,13.72605
1679993518808,1173507163151665,1.2019501,3.1189501,13.65795
1679993518810,1173507165653838,1.03995,3.0880501,13.761001
1679993518813,1173507168155761,1.0830001,3.14295,13.64595
