system_ts_ms, sensor_ts_ns, accXr, accYr, accZr, accDXr, accDYr, accDZr
1680016234439,1196222788491517,-1.2919501,8.83605,3.00495,0.0,0.0,0.0
1680016234439,1196222790993902,-1.47405,8.82195,3.0370502,0.0,0.0,0.0
1680016234439,1196222793496133,-1.5150001,8.956051,2.8210502,0.0,0.0,0.0
1680016234441,1196222795998518,-1.5510001,8.989051,2.8260002,0.0,0.0,0.0
1680016234454,1196222798500748,-1.58895,8.937,2.9260502,0.0,0.0,0.0
1680016234454,1196222801003215,-1.7380501,8.92695,2.7949502,0.0,0.0,0.0
1680016234454,1196222803505599,-1.7350501,8.898001,2.87595,0.0,0.0,0.0
1680016234454,1196222806007830,-1.7400001,8.922001,2.7850502,0.0,0.0,0.0
1680016234454,1196222808510215,-1.6560001,8.98005,2.8470001,0.0,0.0,0.0
1680016234458,1196222811012446,-1.77795,9.01305,2.9550002,0.0,0.0,0.0
1680016234460,1196222813514830,-1.6660501,9.00105,2.8570502,0.0,0.0,0.0
1680016234462,1196222816017292,-1.62705,9.0060005,2.87805,0.0,0.0,0.0
1680016234464,1196222818519532,-1.67505,9.102,2.8590002,0.0,0.0,0.0
1680016234467,1196222821021916,-1.6990501,9.121051,2.9620502,0.0,0.0,0.0
1680016234469,1196222823524147,-1.7659501,9.085051,3.0169501,0.0,0.0,0.0
1680016234472,1196222826026532,-1.67805,9.01095,2.97195,0.0,0.0,0.0
1680016234473,1196222828528762,-1.6030501,9.03195,3.0870001,0.0,0.0,0.0
1680016234478,1196222831031128,-1.6489501,9.0060005,3.0030003,0.0,0.0,0.0
1680016234479,1196222833533590,-1.5990001,9.085051,3.0870001,0.0,0.0,0.0
1680016234480,1196222836035743,-1.6470001,9.0060005,3.1300502,0.0,0.0,0.0
1680016234483,1196222838538205,-1.7179501,8.962951,3.15405,0.0,0.0,0.0
1680016234491,1196222841040436,-1.6800001,8.977051,3.147,0.0,0.0,0.0
1680016234492,1196222843542815,-1.6710001,9.04395,3.13995,0.0,0.0,0.0
1680016234492,1196222846044969,-1.6540501,8.961,3.1660502,0.0,0.0,0.0
1680016234493,1196222848547508,-1.6350001,8.953051,3.28605,0.0,0.0,0.0
1680016234498,1196222851049873,-1.6560001,8.946,3.2929502,0.0,0.0,0.0
1680016234500,1196222853552104,-1.8139501,8.965051,3.3019502,0.0,0.0,0.0
1680016234507,1196222856054489,-1.7500501,8.982,3.25395,0.0,0.0,0.0
1680016234508,1196222858556719,-1.7209501,8.973001,3.3600001,0.0,0.0,0.0
1680016234508,1196222861059104,-1.58895,8.898001,3.1950002,0.0,0.0,0.0
1680016234509,1196222863561571,-1.6560001,8.86695,3.22305,0.0,0.0,0.0
1680016234512,1196222866063724,-1.6390501,8.920051,3.2659502,0.0,0.0,0.0
1680016234513,1196222868566186,-1.6060501,8.922001,3.3070502,0.0,0.0,0.0
1680016234516,1196222871068417,-1.58895,8.941051,3.2329502,0.0,0.0,0.0
1680016234523,1196222873570791,-1.6200001,8.932051,3.2040002,0.0,0.0,0.0
1680016234523,1196222876072945,-1.7160001,8.944051,3.2430003,0.0,0.0,0.0
1680016234525,1196222878575484,-1.8019501,8.84805,3.219,0.0,0.0,0.0
1680016234528,1196222881077868,-1.69395,8.905951,3.111,0.0,0.0,0.0
1680016234528,1196222883580022,-1.8240001,8.905951,3.1279502,0.0,0.0,0.0
1680016234530,1196222886082238,-1.76205,8.90295,2.97705,0.0,0.0,0.0
1680016234535,1196222888584699,-1.74705,8.898001,3.14895,0.0,0.0,0.0
1680016234541,1196222891087084,-1.82895,8.85495,2.98095,0.0,0.0,0.0
1680016234542,1196222893589315,-1.764,8.934,3.252,0.0,0.0,0.0
1680016234543,1196222896091700,-1.728,8.917951,3.1560001,0.0,0.0,0.0
1680016234545,1196222898594161,-1.7400001,8.818951,3.0270002,0.0,0.0,0.0
1680016234547,1196222901096392,-1.7380501,8.800051,2.9620502,0.0,0.0,0.0
1680016234548,1196222903598546,-1.9080001,8.865001,3.0319502,0.0,0.0,0.0
1680016234550,1196222906101007,-2.08005,8.86695,2.8230002,0.0,0.0,0.0
1680016234555,1196222908603378,-2.1780002,8.853001,2.87805,0.0,0.0,0.0
1680016234556,1196222911105839,-2.1400502,8.89395,2.7589502,0.0,0.0,0.0
1680016234559,1196222913607993,-2.1400502,8.86695,2.8470001,0.0,0.0,0.0
1680016234561,1196222916110224,-2.1060002,8.805,3.0889502,0.0,0.0,0.0
1680016234563,1196222918612691,-2.01705,8.842951,3.084,0.0,0.0,0.0
1680016234566,1196222921115075,-2.05605,8.817,3.0199502,0.0,0.0,0.0
1680016234568,1196222923617229,-2.085,8.86995,2.8519502,0.0,0.0,0.0
1680016234573,1196222926119691,-1.968,8.84595,2.838,0.0,0.0,0.0
1680016234574,1196222928622152,-1.9909501,8.946,3.2380502,0.0,0.0,0.0
1680016234577,1196222931124306,-1.8409501,8.89605,3.0250502,0.0,0.0,0.0
1680016234579,1196222933626537,-1.77795,8.85795,2.9550002,0.0,0.0,0.0
1680016234582,1196222936128921,-1.8840001,8.929951,3.15105,0.0,0.0,0.0
1680016234583,1196222938631383,-1.764,8.90295,3.1060503,0.0,0.0,0.0
1680016234591,1196222941133604,-1.8649501,8.908051,3.04095,0.0,0.0,0.0
1680016234592,1196222943635988,-1.8210001,8.90295,3.28305,0.0,0.0,0.0
1680016234592,1196222946138219,-1.7590501,8.953051,3.2950501,0.0,0.0,0.0
1680016234593,1196222948640681,-1.812,8.87205,3.1660502,0.0,0.0,0.0
1680016234597,1196222951142834,-1.764,8.83395,3.1369503,0.0,0.0,0.0
1680016234598,1196222953645224,-1.8000001,8.917951,3.13995,0.0,0.0,0.0
1680016234600,1196222956147763,-1.8550501,9.01305,3.1279502,0.0,0.0,0.0
1680016234606,1196222958650147,-1.8550501,8.986951,3.075,0.0,0.0,0.0
1680016234607,1196222961152301,-1.9650002,8.905951,3.18495,0.0,0.0,0.0
1680016234611,1196222963654541,-1.7520001,8.89395,3.288,0.0,0.0,0.0
1680016234612,1196222966157002,-1.8529501,8.89605,3.15405,0.0,0.0,0.0
1680016234614,1196222968659387,-1.93605,8.99895,3.1249502,0.0,0.0,0.0
1680016234616,1196222971161618,-1.8169501,8.812051,3.27795,0.0,0.0,0.0
1680016234619,1196222973663998,-2.1400502,8.88195,3.1249502,0.0,0.0,0.0
1680016234625,1196222976166229,-1.9789501,8.932051,3.3289502,0.0,0.0,0.0
1680016234626,1196222978668691,-1.8840001,8.800051,3.0220501,0.0,0.0,0.0
1680016234627,1196222981170845,-1.7950501,8.86005,3.13995,0.0,0.0,0.0
1680016234628,1196222983673248,-1.7260501,9.052051,3.2329502,0.0,0.0,0.0
1680016234631,1196222986175479,-1.9120501,8.809951,3.08205,0.0,0.0,0.0
1680016234633,1196222988678171,-1.8600001,8.938951,3.039,0.0,0.0,0.0
1680016234639,1196222991180325,-2.0989501,8.932051,2.9929502,0.0,0.0,0.0
1680016234640,1196222993682551,-1.8550501,8.961,2.9599502,0.0,0.0,0.0
1680016234641,1196222996185012,-2.1379502,8.961,3.25005,0.0,0.0,0.0
1680016234643,1196222998687166,-1.7209501,8.889001,3.1969502,0.0,0.0,0.0
1680016234649,1196223001189570,-1.644,8.908051,3.1300502,0.0,0.0,0.0
1680016234653,1196223003692031,-1.8169501,8.842951,3.0199502,0.0,0.0,0.0
1680016234654,1196223006194493,-1.7329501,8.898001,3.0600002,0.0,0.0,0.0
1680016234655,1196223008696647,-1.9150501,9.06105,3.1060503,0.0,0.0,0.0
1680016234665,1196223011198878,-2.01495,8.962951,3.1420503,0.0,0.0,0.0
1680016234666,1196223013701243,-1.9480501,8.886001,3.07995,0.0,0.0,0.0
1680016234666,1196223016203474,-1.89795,8.88195,3.0649502,0.0,0.0,0.0
1680016234667,1196223018705936,-2.05905,8.87205,3.3769503,0.0,0.0,0.0
1680016234667,1196223021208320,-1.8409501,8.908051,2.9959502,0.0,0.0,0.0
1680016234669,1196223023710599,-1.9030501,8.898001,3.1300502,0.0,0.0,0.0
1680016234673,1196223026212984,-1.8859501,8.913,3.0630002,0.0,0.0,0.0
1680016234673,1196223028715214,-1.8259501,8.965051,3.0340502,0.0,0.0,0.0
1680016234676,1196223031217599,-1.7350501,8.932051,3.07995,0.0,0.0,0.0
1680016234679,1196223033720061,-1.797,8.829,3.1729503,0.0,0.0,0.0
1680016234680,1196223036222512,-1.8379501,8.82195,3.18705,0.0,0.0,0.0
1680016234685,1196223038724666,-1.67295,8.87895,3.07695,0.0,0.0,0.0
1680016234691,1196223041226897,-1.9120501,8.92695,3.1009502,0.0,0.0,0.0
1680016234691,1196223043729291,-1.8049501,8.962951,3.0630002,0.0,0.0,0.0
1680016234692,1196223046231522,-1.7260501,8.946,3.1969502,0.0,0.0,0.0
1680016234694,1196223048733907,-1.5600001,8.994,2.9530501,0.0,0.0,0.0
1680016234697,1196223051236368,-1.7950501,9.076051,3.01005,0.0,0.0,0.0
1680016234698,1196223053738599,-1.9650002,8.89395,3.31905,0.0,0.0,0.0
1680016234702,1196223056240955,-1.6660501,8.83605,3.0559502,0.0,0.0,0.0
1680016234706,1196223058743185,-1.8330001,8.946,3.11295,0.0,0.0,0.0
1680016234707,1196223061245570,-1.848,8.910001,3.015,0.0,0.0,0.0
1680016234708,1196223063747801,-1.6200001,8.85795,3.0630002,0.0,0.0,0.0
1680016234711,1196223066250262,-1.83105,8.82405,3.1420503,0.0,0.0,0.0
1680016234714,1196223068752628,-1.89795,8.925,3.2620502,0.0,0.0,0.0
1680016234716,1196223071254859,-1.7880001,8.88405,3.2040002,0.0,0.0,0.0
1680016234719,1196223073757243,-1.8570001,8.946,2.946,0.0,0.0,0.0
1680016234723,1196223076259488,-1.9440001,8.874001,3.216,0.0,0.0,0.0
1680016234725,1196223078761873,-1.6540501,8.934,3.2740502,0.0,0.0,0.0
1680016234728,1196223081264334,-1.8240001,8.953051,3.1900501,0.0,0.0,0.0
1680016234730,1196223083766565,-1.8859501,8.910001,3.1680002,0.0,0.0,0.0
1680016234731,1196223086268950,-1.8550501,8.865001,3.24705,0.0,0.0,0.0
1680016234733,1196223088771181,-1.74705,8.944051,3.2209501,0.0,0.0,0.0
1680016234740,1196223091273545,-1.7380501,8.86005,3.2350502,0.0,0.0,0.0
1680016234740,1196223093775776,-1.7809501,8.889001,3.1060503,0.0,0.0,0.0
1680016234741,1196223096278237,-1.8790501,8.84805,3.1680002,0.0,0.0,0.0
1680016234743,1196223098780622,-1.6350001,8.937,3.1969502,0.0,0.0,0.0
1680016234747,1196223101282853,-1.692,8.85495,3.1560001,0.0,0.0,0.0
