system_ts_ms, sensor_ts_ns, magXr, magYr, magZr, magDXr, magDYr, magDZr
1680016234439,1196222791067227,-5.5875,-65.756256,-223.425,-7.8,-53.16,-207.24
1680016234454,1196222801069309,-5.8875003,-65.943756,-223.31252,-7.8,-53.16,-207.24
1680016234458,1196222811077539,-6.1875005,-66.05625,-223.14375,-7.8,-53.16,-207.24
1680016234465,1196222821072067,-6.0,-65.943756,-223.25626,-7.8,-53.16,-207.24
1680016234478,1196222831082586,-5.8875003,-65.756256,-223.31252,-7.8,-53.16,-207.24
1680016234491,1196222841106965,-5.8875003,-65.943756,-223.6125,-7.8,-53.16,-207.24
1680016234498,1196222851117253,-5.8875003,-66.05625,-223.9125,-7.8,-53.16,-207.24
1680016234508,1196222861119406,-5.83125,-65.756256,-223.55626,-7.8,-53.16,-207.24
1680016234516,1196222871114238,-5.71875,-65.45625,-223.14375,-7.8,-53.16,-207.24
1680016234528,1196222881115132,-5.5875,-65.325005,-223.01251,-7.8,-53.16,-207.24
1680016234541,1196222891124905,-5.4187503,-65.15625,-222.84377,-7.8,-53.16,-207.24
1680016234547,1196222901120078,-5.4187503,-65.287506,-222.7875,-7.8,-53.16,-207.24
1680016234557,1196222911142237,-5.4187503,-65.325005,-222.71251,-7.8,-53.16,-207.24
1680016234567,1196222921145549,-5.5875,-65.4,-222.65627,-7.8,-53.16,-207.24
1680016234576,1196222931148472,-5.71875,-65.45625,-222.52501,-7.8,-53.16,-207.24
1680016234591,1196222941157673,-5.5875,-65.64375,-222.7875,-7.8,-53.16,-207.24
1680016234596,1196222951153807,-5.4187503,-65.756256,-223.01251,-7.8,-53.16,-207.24
1680016234607,1196222961156831,-5.2875004,-65.756256,-223.25626,-7.8,-53.16,-207.24
1680016234616,1196222971158147,-5.1000004,-65.756256,-223.425,-7.8,-53.16,-207.24
1680016234626,1196222981152700,-5.1000004,-65.943756,-223.38751,-7.8,-53.16,-207.24
1680016234639,1196222991148430,-5.1000004,-66.05625,-223.31252,-7.8,-53.16,-207.24
1680016234649,1196223001149348,-4.9125004,-65.86875,-223.38751,-7.8,-53.16,-207.24
1680016234665,1196223011147655,-4.6875,-65.64375,-223.425,-7.8,-53.16,-207.24
1680016234667,1196223021150789,-4.6875,-65.5875,-223.31252,-7.8,-53.16,-207.24
1680016234676,1196223031160606,-4.6875,-65.45625,-223.14375,-7.8,-53.16,-207.24
1680016234691,1196223041162826,-4.6875,-65.700005,-223.38751,-7.8,-53.16,-207.24
1680016234697,1196223051161759,-4.6875,-65.943756,-223.6125,-7.8,-53.16,-207.24
1680016234707,1196223061155037,-4.6312504,-66.0,-223.6125,-7.8,-53.16,-207.24
1680016234716,1196223071149537,-4.5,-66.05625,-223.6125,-7.8,-53.16,-207.24
1680016234726,1196223081137935,-4.5,-66.24375,-223.6125,-7.8,-53.16,-207.24
1680016234739,1196223091139838,-4.5,-66.356255,-223.6125,-7.8,-53.16,-207.24
1680016234746,1196223101144357,-4.5,-66.1875,-223.68752,-7.8,-53.16,-207.24
1680016234756,1196223111146497,-4.5,-65.943756,-223.74376,-7.8,-53.16,-207.24
1680016234766,1196223121147568,-4.6312504,-65.700005,-223.6125,-7.8,-53.16,-207.24
1680016234776,1196223131142952,-4.6875,-65.45625,-223.425,-7.8,-53.16,-207.24
1680016234790,1196223141113802,-4.8,-65.45625,-223.55626,-7.8,-53.16,-207.24
1680016234795,1196223151115186,-4.9875,-65.45625,-223.6125,-7.8,-53.16,-207.24
1680016234806,1196223161117042,-5.0437503,-65.325005,-223.55626,-7.8,-53.16,-207.24
1680016234815,1196223171119209,-5.1000004,-65.15625,-223.425,-7.8,-53.16,-207.24
1680016234826,1196223181150738,-5.2125,-65.64375,-223.31252,-7.8,-53.16,-207.24
1680016234836,1196223191158007,-5.2875004,-66.05625,-223.14375,-7.8,-53.16,-207.24
1680016234846,1196223201159896,-5.1000004,-66.356255,-223.01251,-7.8,-53.16,-207.24
1680016234855,1196223211161988,-4.9875,-66.65625,-222.84377,-7.8,-53.16,-207.24
1680016234866,1196223221156165,-4.9125004,-66.65625,-222.95625,-7.8,-53.16,-207.24
1680016234876,1196223231152713,-4.8,-66.65625,-223.01251,-7.8,-53.16,-207.24
1680016234886,1196223241122117,-4.74375,-66.787506,-223.14375,-7.8,-53.16,-207.24
1680016234896,1196223251124237,-4.6875,-66.825005,-223.31252,-7.8,-53.16,-207.24
1680016234906,1196223261126232,-4.4437504,-66.65625,-223.38751,-7.8,-53.16,-207.24
1680016234917,1196223271094699,-4.2000003,-66.543755,-223.425,-7.8,-53.16,-207.24
1680016234926,1196223281124006,-4.0875,-66.4875,-223.74376,-7.8,-53.16,-207.24
1680016234936,1196223291118525,-3.9,-66.356255,-224.02501,-7.8,-53.16,-207.24
1680016234946,1196223301120981,-3.8437502,-66.1875,-224.02501,-7.8,-53.16,-207.24
1680016234956,1196223311149365,-3.7875001,-65.943756,-224.02501,-7.8,-53.16,-207.24
1680016234966,1196223321158326,-3.7125,-65.756256,-223.9125,-7.8,-53.16,-207.24
1680016234975,1196223331159254,-3.61875,-65.64375,-223.74376,-7.8,-53.16,-207.24
1680016234987,1196223341160994,-3.7875001,-65.287506,-223.9125,-7.8,-53.16,-207.24
1680016234996,1196223351162917,-3.9,-64.856255,-224.02501,-7.8,-53.16,-207.24
1680016235006,1196223361156373,-4.3125,-64.856255,-223.9875,-7.8,-53.16,-207.24
1680016235016,1196223371159705,-4.6875,-64.856255,-223.9125,-7.8,-53.16,-207.24
1680016235026,1196223381139051,-4.6312504,-65.100006,-223.85626,-7.8,-53.16,-207.24
1680016235036,1196223391134738,-4.5,-65.325005,-223.74376,-7.8,-53.16,-207.24
1680016235046,1196223401130281,-4.6312504,-65.64375,-223.74376,-7.8,-53.16,-207.24
1680016235056,1196223411123641,-4.6875,-65.943756,-223.74376,-7.8,-53.16,-207.24
1680016235066,1196223421140977,-4.3875003,-66.24375,-223.68752,-7.8,-53.16,-207.24
1680016235075,1196223431142530,-4.0875,-66.543755,-223.6125,-7.8,-53.16,-207.24
1680016235086,1196223441116746,-3.7875001,-66.05625,-223.74376,-7.8,-53.16,-207.24
1680016235095,1196223451120048,-3.4875002,-65.64375,-223.9125,-7.8,-53.16,-207.24
1680016235106,1196223461114533,-3.4875002,-65.756256,-223.9125,-7.8,-53.16,-207.24
1680016235115,1196223471109672,-3.4875002,-65.943756,-223.9125,-7.8,-53.16,-207.24
1680016235126,1196223481138633,-3.3000002,-66.0,-223.9125,-7.8,-53.16,-207.24
1680016235137,1196223491131854,-3.1875002,-66.05625,-223.9125,-7.8,-53.16,-207.24
1680016235146,1196223501141618,-3.54375,-66.3,-223.85626,-7.8,-53.16,-207.24
1680016235155,1196223511143772,-3.9,-66.543755,-223.74376,-7.8,-53.16,-207.24
