system_ts_ms, sensor_ts_ns, magX, magY, magZ
1680001706808,1181695163950843,-8.15625,-27.712502,-26.400002
1680001706823,1181695173945395,-8.34375,-27.112501,-26.587502
1680001706828,1181695183947549,-8.212501,-27.112501,-26.2875
1680001706838,1181695193965692,-8.043751,-27.112501,-25.987501
1680001706850,1181695203967826,-7.9875,-26.812502,-26.212502
1680001706858,1181695213969965,-7.9125004,-26.5125,-26.400002
1680001706869,1181695223972094,-7.8562503,-26.156252,-26.2875
1680001706879,1181695233974285,-7.74375,-25.743752,-26.081251
1680001706888,1181695243953545,-7.74375,-26.343752,-26.04375
1680001706901,1181695253955617,-7.74375,-26.925001,-25.987501
1680001706910,1181695263950088,-8.043751,-27.056252,-26.2875
1680001706919,1181695273915025,-8.34375,-27.112501,-26.587502
1680001706929,1181695283939419,-8.34375,-27.656252,-26.587502
1680001706939,1181695293942169,-8.34375,-28.143751,-26.587502
1680001706954,1181695303945000,-8.512501,-28.687502,-26.587502
1680001706958,1181695313968971,-8.625,-29.212502,-26.587502
1680001706969,1181695323956495,-8.587501,-29.04375,-26.400002
1680001706979,1181695333952404,-8.512501,-28.9125,-26.2875
1680001706990,1181695343947077,-8.587501,-28.85625,-25.987501
1680001707003,1181695353960946,-8.625,-28.743752,-25.687502
1680001707009,1181695363963110,-8.512501,-28.743752,-25.9125
1680001707023,1181695373963273,-8.34375,-28.743752,-26.081251
1680001707029,1181695383973138,-8.34375,-28.612501,-26.081251
1680001707040,1181695393963730,-8.34375,-28.425001,-26.081251
1680001707051,1181695403965893,-8.45625,-28.312502,-26.2875
1680001707060,1181695413967950,-8.512501,-28.143751,-26.400002
1680001707069,1181695423969133,-8.512501,-28.312502,-26.643751
1680001707079,1181695433977460,-8.512501,-28.425001,-26.8875
1680001707090,1181695443983060,-8.512501,-28.312502,-26.643751
1680001707101,1181695453960430,-8.512501,-28.143751,-26.400002
1680001707109,1181695463967103,-8.587501,-28.0125,-26.587502
1680001707120,1181695473965036,-8.625,-27.843752,-26.7
1680001707129,1181695483963689,-8.625,-28.0125,-26.5125
1680001707139,1181695493994910,-8.625,-28.143751,-26.2875
1680001707154,1181695503995592,-8.512501,-27.956251,-26.343752
1680001707160,1181695513998000,-8.34375,-27.712502,-26.400002
1680001707170,1181695523992918,-8.512501,-27.656252,-26.643751
1680001707179,1181695533954533,-8.625,-27.54375,-26.8875
1680001707189,1181695543949874,-8.625,-27.243752,-26.643751
1680001707200,1181695553949620,-8.625,-26.925001,-26.400002
1680001707210,1181695563923335,-8.75625,-26.587502,-26.8875
1680001707219,1181695573946412,-8.8125,-26.212502,-27.300001
1680001707229,1181695583936998,-8.8125,-26.456251,-27.187502
1680001707240,1181695593931483,-8.8125,-26.643751,-27.000002
1680001707249,1181695603961569,-8.925,-26.75625,-26.925001
1680001707259,1181695613971444,-9.1125,-26.812502,-26.8875
1680001707270,1181695623973540,-9.1125,-27.112501,-26.812502
1680001707279,1181695633975828,-9.1125,-27.4125,-26.7
1680001707290,1181695643970404,-9.056251,-27.956251,-26.212502
1680001707300,1181695653973899,-8.925,-28.425001,-25.687502
1680001707309,1181695663968456,-8.925,-28.556252,-25.3875
1680001707320,1181695673951389,-8.925,-28.612501,-25.087502
1680001707330,1181695683954475,-9.1125,-28.687502,-24.843752
1680001707340,1181695693956514,-9.243751,-28.743752,-24.6
1680001707349,1181695703973898,-9.1125,-28.9125,-24.712502
1680001707360,1181695713963195,-8.925,-29.04375,-24.7875
1680001707370,1181695723942570,-9.056251,-28.85625,-24.900002
1680001707380,1181695733905132,-9.1125,-28.612501,-25.087502
1680001707390,1181695743865060,-9.243751,-28.425001,-25.312502
1680001707400,1181695753866241,-9.4125,-28.312502,-25.500002
1680001707410,1181695763854414,-9.46875,-28.143751,-25.687502
1680001707419,1181695773864155,-9.543751,-28.0125,-25.800001
1680001707432,1181695783878606,-9.84375,-27.843752,-25.800001
1680001707439,1181695793885312,-10.125,-27.712502,-25.800001
1680001707449,1181695803888523,-10.25625,-28.0125,-25.687502
1680001707459,1181695813876648,-10.3125,-28.312502,-25.500002
1680001707469,1181695823887740,-10.3125,-28.087502,-25.312502
1680001707479,1181695833899162,-10.3125,-27.843752,-25.087502
1680001707489,1181695843902124,-10.25625,-28.0125,-24.7875
1680001707500,1181695853899753,-10.125,-28.143751,-24.487501
1680001707510,1181695863870200,-10.012501,-28.143751,-24.6
