system_ts_ms, sensor_ts_ns, graX, graY, graZ
1679931077293,1111065646676924,-1.808,7.221,6.383
1679931077294,1111065649179001,-1.81,7.22,6.384
1679931077298,1111065651681169,-1.812,7.219,6.385
1679931077299,1111065654183093,-1.814,7.217,6.386
1679931077301,1111065656685246,-1.806,7.215,6.391
1679931077304,1111065659187400,-1.807,7.213,6.392
1679931077314,1111065661689554,-1.809,7.212,6.392
1679931077314,1111065664191713,-1.811,7.211,6.393
1679931077315,1111065666693867,-1.813,7.21,6.394
1679931077315,1111065669196021,-1.816,7.209,6.394
1679931077316,1111065671698174,-1.818,7.208,6.395
1679931077319,1111065674200332,-1.815,7.21,6.394
1679931077324,1111065676702409,-1.817,7.209,6.394
1679931077325,1111065679204563,-1.819,7.208,6.395
1679931077327,1111065681706794,-1.821,7.207,6.395
1679931077328,1111065684208886,-1.824,7.206,6.396
1679931077332,1111065686711040,-1.826,7.205,6.396
1679931077336,1111065689213194,-1.828,7.204,6.397
1679931077339,1111065691715347,-1.841,7.196,6.401
1679931077340,1111065694217289,-1.843,7.195,6.403
1679931077344,1111065696719674,-1.845,7.193,6.404
1679931077345,1111065699221828,-1.847,7.192,6.405
1679931077346,1111065701723751,-1.848,7.191,6.406
1679931077349,1111065704225905,-1.849,7.189,6.407
1679931077351,1111065706728054,-1.85,7.188,6.408
1679931077354,1111065709230208,-1.85,7.186,6.41
1679931077356,1111065711732284,-1.851,7.185,6.412
1679931077360,1111065714234515,-1.851,7.183,6.413
1679931077361,1111065716736660,-1.851,7.182,6.415
1679931077365,1111065719238737,-1.851,7.18,6.417
1679931077366,1111065721740891,-1.85,7.178,6.419
1679931077369,1111065724243045,-1.849,7.176,6.422
1679931077378,1111065726744967,-1.847,7.174,6.424
1679931077379,1111065729246159,-1.845,7.172,6.427
1679931077379,1111065731747352,-1.842,7.17,6.43
1679931077380,1111065734251428,-1.839,7.168,6.433
1679931077382,1111065736753582,-1.836,7.166,6.437
1679931077385,1111065739255736,-1.832,7.164,6.44
1679931077387,1111065741757813,-1.827,7.162,6.444
1679931077389,1111065744259967,-1.822,7.16,6.448
1679931077394,1111065746762198,-1.817,7.157,6.452
1679931077395,1111065749264343,-1.811,7.155,6.456
1679931077397,1111065751766419,-1.805,7.153,6.46
1679931077402,1111065754268573,-1.799,7.15,6.464
1679931077402,1111065756770727,-1.792,7.148,6.469
1679931077404,1111065759272664,-1.785,7.146,6.473
1679931077407,1111065761775049,-1.8,7.124,6.494
1679931077411,1111065764277203,-1.795,7.119,6.5
1679931077414,1111065766779357,-1.788,7.116,6.505
1679931077419,1111065769281275,-1.78,7.114,6.51
1679931077419,1111065771783428,-1.772,7.111,6.515
1679931077421,1111065774285582,-1.764,7.109,6.52
1679931077421,1111065776787736,-1.756,7.106,6.525
1679931077427,1111065779289890,-1.757,7.094,6.537
1679931077427,1111065781792044,-1.749,7.091,6.543
1679931077429,1111065784294198,-1.741,7.089,6.548
1679931077431,1111065786796352,-1.732,7.086,6.553
1679931077435,1111065789298429,-1.724,7.084,6.558
1679931077436,1111065791800563,-1.715,7.082,6.562
1679931077439,1111065794302717,-1.707,7.079,6.567
1679931077443,1111065796804871,-1.703,7.072,6.575
1679931077444,1111065799307025,-1.695,7.07,6.58
1679931077449,1111065801809160,-1.686,7.068,6.585
1679931077450,1111065804311083,-1.677,7.066,6.589
1679931077453,1111065806813467,-1.669,7.064,6.593
1679931077455,1111065809315391,-1.66,7.062,6.597
1679931077461,1111065811817544,-1.651,7.06,6.601
1679931077461,1111065814319703,-1.643,7.059,6.605
1679931077462,1111065816821857,-1.635,7.057,6.609
1679931077464,1111065819323934,-1.626,7.056,6.613
1679931077467,1111065821826088,-1.618,7.054,6.616
1679931077470,1111065824328294,-1.611,7.053,6.62
1679931077472,1111065826830371,-1.603,7.052,6.623
1679931077478,1111065829332524,-1.596,7.05,6.626
1679931077478,1111065831834678,-1.589,7.049,6.629
1679931077479,1111065834336818,-1.583,7.048,6.632
1679931077483,1111065836838741,-1.577,7.046,6.635
1679931077486,1111065839341126,-1.571,7.045,6.638
1679931077488,1111065841843280,-1.566,7.043,6.64
1679931077490,1111065844345178,-1.561,7.042,6.643
1679931077494,1111065846847332,-1.557,7.04,6.646
1679931077495,1111065849349409,-1.553,7.038,6.648
1679931077497,1111065851851562,-1.55,7.037,6.651
1679931077500,1111065854353678,-1.548,7.035,6.653
1679931077502,1111065856855909,-1.546,7.033,6.656
1679931077504,1111065859357986,-1.544,7.031,6.658
1679931077507,1111065861860140,-1.543,7.03,6.66
1679931077511,1111065864362294,-1.543,7.028,6.662
1679931077512,1111065866864217,-1.543,7.026,6.664
1679931077514,1111065869366371,-1.543,7.024,6.666
1679931077517,1111065871868524,-1.544,7.022,6.668
1679931077519,1111065874370678,-1.545,7.021,6.669
1679931077523,1111065876872831,-1.547,7.019,6.671
1679931077528,1111065879374985,-1.549,7.017,6.672
1679931077528,1111065881877139,-1.551,7.016,6.673
1679931077530,1111065884379216,-1.553,7.014,6.674
1679931077532,1111065886881370,-1.556,7.013,6.675
1679931077535,1111065889383586,-1.559,7.011,6.676
1679931077537,1111065891885740,-1.561,7.01,6.676
1679931077539,1111065894387817,-1.564,7.009,6.677
1679931077543,1111065896889971,-1.567,7.008,6.677
1679931077544,1111065899392115,-1.57,7.007,6.678
1679931077547,1111065901894269,-1.582,7.012,6.67
1679931077549,1111065904396192,-1.586,7.012,6.669
1679931077553,1111065906898577,-1.589,7.011,6.669
1679931077554,1111065909400730,-1.591,7.011,6.669
1679931077557,1111065911902884,-1.593,7.01,6.669
1679931077562,1111065914404807,-1.595,7.01,6.668
1679931077564,1111065916906961,-1.597,7.01,6.668
1679931077569,1111065919409135,-1.611,7.014,6.661
1679931077569,1111065921911212,-1.614,7.015,6.659
1679931077570,1111065924413443,-1.615,7.015,6.659
1679931077577,1111065926915597,-1.616,7.015,6.658
1679931077577,1111065929417658,-1.617,7.015,6.658
1679931077578,1111065931919812,-1.617,7.016,6.657
1679931077580,1111065934421966,-1.617,7.017,6.656
1679931077583,1111065936923889,-1.616,7.024,6.648
1679931077585,1111065939426274,-1.616,7.026,6.647
1679931077587,1111065941928414,-1.616,7.027,6.646
1679931077589,1111065944430568,-1.616,7.027,6.645
1679931077594,1111065946932491,-1.616,7.028,6.644
1679931077595,1111065949434645,-1.616,7.029,6.644
1679931077599,1111065951936793,-1.616,7.029,6.643
1679931077600,1111065954438947,-1.602,7.038,6.638
1679931077603,1111065956941101,-1.6,7.039,6.637
1679931077605,1111065959443255,-1.6,7.04,6.636
1679931077607,1111065961945332,-1.6,7.04,6.636
1679931077611,1111065964447515,-1.6,7.041,6.635
1679931077614,1111065966949669,-1.6,7.041,6.635
1679931077616,1111065969451822,-1.601,7.041,6.634
1679931077618,1111065971953976,-1.585,7.045,6.634
1679931077619,1111065974456144,-1.583,7.046,6.634
1679931077623,1111065976958298,-1.583,7.046,6.634
1679931077628,1111065979460452,-1.583,7.046,6.634
1679931077628,1111065981962375,-1.584,7.046,6.634
1679931077629,1111065984464510,-1.584,7.046,6.633
1679931077634,1111065986966664,-1.584,7.046,6.633
1679931077637,1111065989468817,-1.57,7.046,6.637
1679931077638,1111065991970971,-1.569,7.046,6.637
1679931077640,1111065994473139,-1.569,7.046,6.637
1679931077644,1111065996975293,-1.569,7.046,6.637
1679931077645,1111065999477370,-1.57,7.045,6.637
1679931077647,1111066001979524,-1.57,7.045,6.637
1679931077649,1111066004481678,-1.57,7.045,6.638
1679931077654,1111066006983828,-1.554,7.045,6.641
1679931077655,1111066009485981,-1.552,7.045,6.642
1679931077661,1111066011988135,-1.553,7.044,6.642
1679931077662,1111066014490289,-1.553,7.044,6.643
1679931077664,1111066016992443,-1.553,7.043,6.643
1679931077665,1111066019494390,-1.554,7.043,6.644
1679931077667,1111066021996775,-1.554,7.043,6.644
1679931077670,1111066024498698,-1.545,7.038,6.65
1679931077679,1111066027000876,-1.545,7.038,6.651
1679931077680,1111066029503029,-1.545,7.037,6.652
1679931077680,1111066032005183,-1.545,7.037,6.652
1679931077682,1111066034507260,-1.546,7.036,6.653
1679931077683,1111066037009414,-1.546,7.036,6.653
1679931077685,1111066039511554,-1.546,7.035,6.654
1679931077687,1111066042013708,-1.547,7.032,6.656
1679931077689,1111066044515862,-1.547,7.032,6.657
1679931077694,1111066047017785,-1.547,7.031,6.657
1679931077695,1111066049519953,-1.547,7.031,6.658
1679931077697,1111066052022337,-1.547,7.031,6.658
1679931077701,1111066054524491,-1.547,7.03,6.659
1679931077703,1111066057026414,-1.546,7.03,6.659
1679931077705,1111066059528568,-1.562,7.028,6.658
1679931077707,1111066062030737,-1.563,7.027,6.658
1679931077712,1111066064532814,-1.562,7.027,6.658
1679931077714,1111066067035045,-1.562,7.027,6.659
1679931077716,1111066069537198,-1.561,7.027,6.659
1679931077717,1111066072039280,-1.56,7.027,6.659
1679931077720,1111066074541434,-1.559,7.027,6.659
1679931077726,1111066077043588,-1.571,7.023,6.66
1679931077728,1111066079545511,-1.571,7.023,6.661
1679931077729,1111066082047895,-1.57,7.023,6.661
1679931077730,1111066084550049,-1.569,7.023,6.661
1679931077734,1111066087052202,-1.568,7.023,6.661
1679931077736,1111066089554125,-1.566,7.023,6.662
1679931077738,1111066092056279,-1.565,7.023,6.662
1679931077740,1111066094558429,-1.571,7.02,6.664
1679931077743,1111066097060583,-1.57,7.02,6.664
1679931077745,1111066099562737,-1.569,7.02,6.664
