system_ts_ms, sensor_ts_ns, accXr, accYr, accZr, accDXr, accDYr, accDZr
1680008481890,1188470245361208,-0.25500003,2.9350502,8.3869505,0.0,0.0,0.0
1680008481893,1188470247863362,0.063,3.1909502,8.23095,0.0,0.0,0.0
1680008481896,1188470250365439,0.09705,3.387,7.9750504,0.0,0.0,0.0
1680008481898,1188470252867362,0.18105,3.4020002,7.83405,0.0,0.0,0.0
1680008481900,1188470255369439,0.23295002,3.3370502,7.8529506,0.0,0.0,0.0
1680008481910,1188470257871592,0.32895002,3.3280501,7.8550506,0.0,0.0,0.0
1680008481911,1188470260373746,0.37005,3.3610501,8.073,0.0,0.0,0.0
1680008481911,1188470262875693,0.38700002,3.1600502,8.085,0.0,0.0,0.0
1680008481911,1188470265377770,0.49695003,3.14805,8.10705,0.0,0.0,0.0
1680008481913,1188470267879924,0.64995,3.0190501,8.23095,0.0,0.0,0.0
1680008481915,1188470270381847,0.74100006,2.83695,8.368051,0.0,0.0,0.0
1680008481918,1188470272883924,0.804,2.8510501,8.610001,0.0,0.0,0.0
1680008481923,1188470275386078,0.98505,2.76195,8.713051,0.0,0.0,0.0
1680008481924,1188470277888232,0.99195004,2.6550002,8.908951,0.0,0.0,0.0
1680008481925,1188470280390155,1.07295,2.628,9.352051,0.0,0.0,0.0
1680008481927,1188470282892232,1.1380501,2.604,9.549001,0.0,0.0,0.0
1680008481930,1188470285394371,1.19505,2.5729501,9.73305,0.0,0.0,0.0
1680008481935,1188470287896294,1.43505,2.592,10.092,0.0,0.0,0.0
1680008481939,1188470290398371,1.6620001,2.604,10.36095,0.0,0.0,0.0
1680008481940,1188470292900544,1.9740001,2.66205,10.6380005,0.0,0.0,0.0
1680008481940,1188470295402697,2.1679502,2.6430001,10.677,0.0,0.0,0.0
1680008481943,1188470297904621,2.3830502,2.595,10.80105,0.0,0.0,0.0
1680008481945,1188470300406774,2.628,2.6809502,10.903951,0.0,0.0,0.0
1680008481947,1188470302908851,2.77395,2.6160002,10.79205,0.0,0.0,0.0
1680008481950,1188470305410774,2.7859502,2.6590502,10.783951,0.0,0.0,0.0
1680008481957,1188470307912928,2.874,2.6590502,10.696051,0.0,0.0,0.0
1680008481957,1188470310415005,2.841,2.7169502,10.404,0.0,0.0,0.0
1680008481958,1188470312916928,3.2929502,2.8249502,9.37395,0.0,0.0,0.0
1680008481960,1188470315419082,3.1690502,2.868,9.307051,0.0,0.0,0.0
1680008481963,1188470317921164,2.9580002,2.60205,9.163051,0.0,0.0,0.0
1680008481965,1188470320423318,2.7859502,2.568,8.77005,0.0,0.0,0.0
1680008481967,1188470322925241,2.80005,2.56605,8.59095,0.0,0.0,0.0
1680008481974,1188470325427414,2.6110501,2.664,8.29605,0.0,0.0,0.0
1680008481975,1188470327929491,2.5819502,2.6449502,8.03505,0.0,0.0,0.0
1680008481976,1188470330431414,2.50095,2.5900502,7.5940504,0.0,0.0,0.0
1680008481978,1188470332933568,2.3470502,2.77005,7.5370502,0.0,0.0,0.0
1680008481980,1188470335435645,2.283,2.77005,7.42395,0.0,0.0,0.0
1680008481983,1188470337937780,2.22795,2.8150501,7.1800504,0.0,0.0,0.0
1680008481985,1188470340439703,2.09805,2.94705,6.7920003,0.0,0.0,0.0
