system_ts_ms, sensor_ts_ns, linX, linY, linZ
1680008481890,1188470245361208,-1.486,0.261,-0.978
1680008481894,1188470247863362,-1.19,0.525,-1.129
1680008481897,1188470250365439,-1.16,0.721,-1.388
1680008481898,1188470252867362,-1.094,0.741,-1.524
1680008481900,1188470255369439,-1.06,0.692,-1.509
1680008481910,1188470257871592,-0.992,0.685,-1.507
1680008481911,1188470260373746,-0.981,0.719,-1.286
1680008481911,1188470262875693,-1.003,0.535,-1.27
1680008481911,1188470265377770,-0.932,0.528,-1.238
1680008481913,1188470267879924,-0.824,0.399,-1.111
1680008481915,1188470270381847,-0.773,0.23,-0.97
1680008481918,1188470272883924,-0.751,0.251,-0.72
1680008481923,1188470275386078,-0.622,0.164,-0.618
1680008481924,1188470277888232,-0.672,0.063,-0.408
1680008481926,1188470280390155,-0.64,0.045,0.034
1680008481928,1188470282892217,-0.623,0.04,0.245
1680008481930,1188470285394371,-0.618,0.008,0.429
1680008481936,1188470287896294,-0.423,0.045,0.79
1680008481940,1188470290398371,-0.239,0.068,1.07
1680008481940,1188470292900544,0.013,0.131,1.363
1680008481941,1188470295402697,0.174,0.127,1.397
1680008481943,1188470297904621,0.336,0.081,1.54
1680008481945,1188470300406774,0.543,0.172,1.641
1680008481948,1188470302908851,0.657,0.125,1.538
1680008481951,1188470305410774,0.638,0.174,1.53
1680008481957,1188470307912928,0.704,0.181,1.453
1680008481957,1188470310415005,0.637,0.242,1.158
1680008481958,1188470312916928,1.064,0.357,0.14
1680008481960,1188470315419087,0.922,0.404,0.075
1680008481964,1188470317921164,0.702,0.151,-0.071
1680008481965,1188470320423318,0.512,0.115,-0.464
1680008481967,1188470322925241,0.515,0.121,-0.64
1680008481974,1188470325427414,0.316,0.222,-0.926
1680008481975,1188470327929491,0.284,0.215,-1.199
1680008481977,1188470330431414,0.199,0.166,-1.635
1680008481978,1188470332933568,0.048,0.349,-1.691
1680008481981,1188470335435645,-0.018,0.355,-1.802
1680008481983,1188470337937780,-0.069,0.402,-2.049
1680008481985,1188470340439703,-0.188,0.544,-2.447
1680008481990,1188470342941856,-0.304,0.659,-2.613
1680008481990,1188470345443933,-0.461,0.705,-2.657
1680008481996,1188470347946058,-0.48,0.643,-2.892
1680008481996,1188470350447981,-0.595,0.745,-3.018
1680008481998,1188470352950135,-0.532,0.682,-3.077
1680008482000,1188470355452212,-0.673,0.565,-3.189
1680008482007,1188470357954361,-0.746,0.625,-3.233
1680008482007,1188470360456284,-0.887,0.602,-3.468
1680008482009,1188470362958361,-1.003,0.593,-3.607
1680008482011,1188470365460284,-1.228,0.693,-3.678
1680008482015,1188470367962356,-1.304,0.724,-3.844
1680008482016,1188470370464587,-1.476,0.823,-3.832
1680008482018,1188470372966664,-1.473,0.813,-3.766
1680008482024,1188470375468818,-1.417,0.843,-3.453
1680008482024,1188470377970741,-1.308,0.955,-3.154
1680008482026,1188470380472833,-1.173,0.997,-2.814
1680008482029,1188470382974756,-1.012,1.066,-2.636
1680008482031,1188470385476909,-0.908,1.025,-2.199
1680008482033,1188470387979063,-0.765,1.228,-1.857
1680008482035,1188470390481140,-0.554,1.211,-1.528
1680008482041,1188470392983289,-0.428,1.316,-1.157
1680008482042,1188470395485212,-0.357,1.31,-0.907
1680008482044,1188470397987289,-0.369,1.384,-0.766
1680008482047,1188470400489212,-0.368,1.361,-0.557
1680008482048,1188470402991578,-0.341,1.392,-0.387
1680008482050,1188470405493501,-0.273,1.339,-0.162
1680008482057,1188470407995578,-0.288,1.366,-0.169
1680008482057,1188470410497732,-0.221,1.337,-0.039
1680008482058,1188470412999655,-0.236,1.266,0.091
1680008482060,1188470415501732,-0.279,1.29,0.113
1680008482064,1188470418003655,-0.322,1.353,0.04
1680008482066,1188470420506039,-0.323,1.293,0.268
1680008482068,1188470423007962,-0.366,1.231,0.168
