system_ts_ms, sensor_ts_ns, gyrXr, gyrYr, gyrZr, gyrDXr, gyrDYr, gyrDZr
1680000008482,1179996835462028,-0.0430375,0.1530375,0.0840125,0.009214539,0.0012651639,0.0054783355
1680000008483,1179996837964105,-0.040975,0.143,0.084975,0.009214539,0.0012651639,0.0054783355
1680000008486,1179996840466028,-0.044,0.1450625,0.091025,0.009214539,0.0012651639,0.0054783355
1680000008487,1179996842968115,-0.03795,0.1310375,0.091025,0.009214539,0.0012651639,0.0054783355
1680000008491,1179996845470038,-0.0339625,0.109037496,0.09405,0.009214539,0.0012651639,0.0054783355
1680000008493,1179996847972115,-0.029975,0.091025,0.10395,0.009214539,0.0012651639,0.0054783355
1680000008505,1179996850473962,-0.0259875,0.08195,0.11605,0.009214539,0.0012651639,0.0054783355
1680000008505,1179996852975885,-0.0229625,0.087037496,0.1280125,0.009214539,0.0012651639,0.0054783355
1680000008506,1179996855477962,-0.0229625,0.0999625,0.1340625,0.009214539,0.0012651639,0.0054783355
1680000008506,1179996857979885,-0.0229625,0.099,0.1359875,0.009214539,0.0012651639,0.0054783355
1680000008507,1179996860481962,-0.025024999,0.10505,0.13695,0.009214539,0.0012651639,0.0054783355
1680000008508,1179996862983880,-0.0229625,0.113025,0.1340625,0.009214539,0.0012651639,0.0054783355
1680000008510,1179996865485957,-0.0229625,0.11605,0.1280125,0.009214539,0.0012651639,0.0054783355
1680000008513,1179996867987803,-0.018975,0.1120625,0.120037496,0.009214539,0.0012651639,0.0054783355
1680000008515,1179996870489726,-0.007975,0.10395,0.1139875,0.009214539,0.0012651639,0.0054783355
1680000008518,1179996872991875,-0.0039875,0.0919875,0.1120625,0.009214539,0.0012651639,0.0054783355
1680000008520,1179996875493721,0.0,0.084975,0.109037496,0.009214539,0.0012651639,0.0054783355
1680000008523,1179996877995798,0.00495,0.0790625,0.1079375,0.009214539,0.0012651639,0.0054783355
1680000008525,1179996880497721,0.00495,0.080025,0.10395,0.009214539,0.0012651639,0.0054783355
1680000008530,1179996882999577,0.00495,0.0760375,0.10395,0.009214539,0.0012651639,0.0054783355
1680000008530,1179996885501654,0.007975,0.0749375,0.1060125,0.009214539,0.0012651639,0.0054783355
1680000008533,1179996888003577,0.0070125,0.07095,0.102025,0.009214539,0.0012651639,0.0054783355
1680000008535,1179996890505654,0.0070125,0.0779625,0.1010625,0.009214539,0.0012651639,0.0054783355
1680000008537,1179996893007577,0.00495,0.0790625,0.099,0.009214539,0.0012651639,0.0054783355
1680000008540,1179996895509659,0.00495,0.08195,0.0999625,0.009214539,0.0012651639,0.0054783355
1680000008547,1179996898011505,0.0039875,0.088,0.09405,0.009214539,0.0012651639,0.0054783355
1680000008547,1179996900513428,9.625E-4,0.091025,0.091025,0.009214539,0.0012651639,0.0054783355
1680000008548,1179996903015505,0.0,0.0950125,0.091025,0.009214539,0.0012651639,0.0054783355
1680000008550,1179996905517413,-0.0020625,0.1010625,0.0889625,0.009214539,0.0012651639,0.0054783355
1680000008553,1179996908019490,-0.00495,0.099,0.087037496,0.009214539,0.0012651639,0.0054783355
1680000008555,1179996910521413,-0.0039875,0.0999625,0.084975,0.009214539,0.0012651639,0.0054783355
1680000008557,1179996913023490,-0.00495,0.099,0.0840125,0.009214539,0.0012651639,0.0054783355
1680000008560,1179996915525346,-0.003025,0.0969375,0.0840125,0.009214539,0.0012651639,0.0054783355
1680000008565,1179996918027269,-0.0039875,0.0999625,0.08305,0.009214539,0.0012651639,0.0054783355
1680000008566,1179996920529346,-0.0039875,0.0950125,0.0809875,0.009214539,0.0012651639,0.0054783355
1680000008570,1179996923031500,0.0,0.0900625,0.0809875,0.009214539,0.0012651639,0.0054783355
1680000008571,1179996925533321,0.0020625,0.0900625,0.08305,0.009214539,0.0012651639,0.0054783355
1680000008573,1179996928035244,9.625E-4,0.0889625,0.08195,0.009214539,0.0012651639,0.0054783355
1680000008575,1179996930537321,0.0039875,0.088,0.0840125,0.009214539,0.0012651639,0.0054783355
1680000008580,1179996933039244,0.00605,0.084975,0.08305,0.009214539,0.0012651639,0.0054783355
1680000008580,1179996935541091,0.0070125,0.0779625,0.080025,0.009214539,0.0012651639,0.0054783355
1680000008584,1179996938043154,0.013062499,0.080025,0.0790625,0.009214539,0.0012651639,0.0054783355
1680000008586,1179996940545307,0.011,0.0779625,0.0809875,0.009214539,0.0012651639,0.0054783355
1680000008588,1179996943047230,0.0089375,0.073975,0.080025,0.009214539,0.0012651639,0.0054783355
1680000008590,1179996945549077,0.014025,0.0760375,0.0779625,0.009214539,0.0012651639,0.0054783355
1680000008597,1179996948051144,0.0149875,0.0749375,0.077,0.009214539,0.0012651639,0.0054783355
1680000008598,1179996950553067,0.01705,0.07095,0.0730125,0.009214539,0.0012651639,0.0054783355
1680000008598,1179996953055144,0.0199375,0.073975,0.07095,0.009214539,0.0012651639,0.0054783355
1680000008600,1179996955556990,0.018975,0.069025,0.07205,0.009214539,0.0012651639,0.0054783355
1680000008605,1179996958058913,0.022,0.0680625,0.0680625,0.009214539,0.0012651639,0.0054783355
1680000008607,1179996960560990,0.0240625,0.0639375,0.069025,0.009214539,0.0012651639,0.0054783355
1680000008608,1179996963062913,0.02805,0.0589875,0.0669625,0.009214539,0.0012651639,0.0054783355
1680000008615,1179996965564759,0.033,0.0529375,0.0620125,0.009214539,0.0012651639,0.0054783355
1680000008615,1179996968066913,0.0339625,0.0510125,0.0620125,0.009214539,0.0012651639,0.0054783355
1680000008615,1179996970569005,0.03795,0.0460625,0.0589875,0.009214539,0.0012651639,0.0054783355
1680000008618,1179996973070928,0.03795,0.0400125,0.055,0.009214539,0.0012651639,0.0054783355
1680000008620,1179996975572774,0.0419375,0.0339625,0.0540375,0.009214539,0.0012651639,0.0054783355
1680000008625,1179996978074851,0.047025,0.02695,0.051975,0.009214539,0.0012651639,0.0054783355
1680000008626,1179996980576774,0.0479875,0.0199375,0.04895,0.009214539,0.0012651639,0.0054783355
1680000008630,1179996983078851,0.051975,0.01595,0.047025,0.009214539,0.0012651639,0.0054783355
1680000008631,1179996985580774,0.055,0.007975,0.047025,0.009214539,0.0012651639,0.0054783355
1680000008634,1179996988082851,0.055,0.00495,0.0430375,0.009214539,0.0012651639,0.0054783355
1680000008636,1179996990584774,0.0559625,-9.625E-4,0.039049998,0.009214539,0.0012651639,0.0054783355
1680000008637,1179996993086605,0.0570625,-0.00605,0.0369875,0.009214539,0.0012651639,0.0054783355
1680000008642,1179996995588682,0.061049998,-0.01595,0.0350625,0.009214539,0.0012651639,0.0054783355
1680000008647,1179996998090605,0.0589875,-0.0229625,0.029975,0.009214539,0.0012651639,0.0054783355
1680000008647,1179997000592759,0.0620125,-0.0290125,0.0320375,0.009214539,0.0012651639,0.0054783355
1680000008648,1179997003094615,0.0639375,-0.036025,0.029975,0.009214539,0.0012651639,0.0054783355
