system_ts_ms, sensor_ts_ns, graX, graY, graZ
1680015134226,1195122577362149,4.494,5.901,6.414
1680015134227,1195122579864379,4.494,5.902,6.413
1680015134231,1195122582366764,4.494,5.903,6.412
1680015134232,1195122584868995,4.494,5.903,6.412
1680015134232,1195122587371379,4.495,5.903,6.412
1680015134235,1195122589873841,4.495,5.903,6.411
1680015134249,1195122592376077,4.496,5.902,6.411
1680015134250,1195122594878461,4.501,5.898,6.411
1680015134250,1195122597380615,4.502,5.898,6.411
1680015134251,1195122599882846,4.503,5.897,6.411
1680015134251,1195122602385323,4.504,5.896,6.411
1680015134252,1195122604887784,4.505,5.896,6.411
1680015134253,1195122607389938,4.506,5.895,6.411
1680015134264,1195122609892323,4.507,5.895,6.41
1680015134264,1195122612394562,4.516,5.889,6.409
1680015134265,1195122614896947,4.518,5.888,6.409
1680015134266,1195122617399178,4.519,5.887,6.409
1680015134266,1195122619901639,4.52,5.887,6.408
1680015134267,1195122622404024,4.521,5.886,6.408
1680015134275,1195122624906255,4.522,5.886,6.408
1680015134275,1195122627408639,4.523,5.885,6.408
1680015134276,1195122629910870,4.522,5.884,6.409
1680015134277,1195122632413278,4.523,5.884,6.409
1680015134280,1195122634915739,4.524,5.884,6.408
1680015134285,1195122637417970,4.525,5.884,6.408
1680015134285,1195122639920355,4.526,5.883,6.407
1680015134287,1195122642422585,4.527,5.883,6.407
1680015134291,1195122644924965,4.529,5.883,6.406
1680015134293,1195122647427119,4.525,5.889,6.403
1680015134295,1195122649929580,4.526,5.89,6.402
1680015134301,1195122652431788,4.527,5.889,6.401
1680015134301,1195122654934173,4.528,5.889,6.4
1680015134303,1195122657436404,4.53,5.889,6.4
1680015134305,1195122659938788,4.531,5.888,6.399
1680015134307,1195122662441019,4.532,5.888,6.399
1680015134310,1195122664943395,4.528,5.892,6.399
1680015134312,1195122667445856,4.528,5.891,6.398
1680015134318,1195122669948087,4.529,5.891,6.398
1680015134319,1195122672450472,4.53,5.89,6.398
1680015134320,1195122674952682,4.532,5.89,6.398
1680015134322,1195122677455067,4.533,5.889,6.398
1680015134325,1195122679957298,4.534,5.888,6.397
1680015134328,1195122682459759,4.525,5.891,6.401
1680015134335,1195122684961923,4.525,5.89,6.402
1680015134336,1195122687464308,4.526,5.89,6.401
1680015134336,1195122689966539,4.527,5.89,6.401
1680015134340,1195122692469000,4.528,5.889,6.401
1680015134341,1195122694971168,4.529,5.889,6.4
1680015134343,1195122697473630,4.53,5.889,6.4
1680015134345,1195122699976014,4.523,5.894,6.4
1680015134351,1195122702478245,4.523,5.894,6.4
1680015134352,1195122704980630,4.523,5.895,6.399
1680015134352,1195122707482841,4.525,5.895,6.398
1680015134355,1195122709985226,4.526,5.896,6.396
1680015134358,1195122712487687,4.526,5.896,6.395
1680015134360,1195122714989918,4.527,5.897,6.394
1680015134363,1195122717492284,4.521,5.905,6.391
1680015134370,1195122719994515,4.521,5.907,6.389
1680015134371,1195122722496668,4.522,5.908,6.387
1680015134372,1195122724999053,4.523,5.909,6.386
1680015134375,1195122727501601,4.524,5.911,6.384
1680015134376,1195122730003985,4.524,5.912,6.382
1680015134378,1195122732506139,4.525,5.914,6.38
1680015134381,1195122735008370,4.514,5.922,6.38
1680015134385,1195122737510754,4.514,5.924,6.378
1680015134385,1195122740012971,4.514,5.926,6.376
1680015134388,1195122742515433,4.515,5.928,6.374
1680015134390,1195122745017817,4.515,5.93,6.371
1680015134392,1195122747520048,4.516,5.933,6.369
1680015134394,1195122750022423,4.516,5.935,6.366
