system_ts_ms, sensor_ts_ns, rotX, rotY, rotZ, rotL
1680015481651,1195470004828299,0.092247,0.128122,0.725905,0.669429
1680015481652,1195470007330530,0.092594,0.127726,0.725861,0.669505
1680015481655,1195470009832991,0.093742,0.127259,0.725832,0.669466
1680015481659,1195470012335376,0.094212,0.126828,0.725781,0.669536
1680015481661,1195470014837617,0.094648,0.126373,0.725725,0.669622
1680015481671,1195470017339770,0.095096,0.125902,0.725671,0.669705
1680015481671,1195470019842155,0.095555,0.125421,0.725621,0.669785
1680015481671,1195470022344386,0.096012,0.12495,0.725575,0.669857
1680015481672,1195470024846847,0.096483,0.124473,0.725535,0.669922
1680015481672,1195470027349256,0.096959,0.123996,0.725495,0.669985
1680015481674,1195470029851410,0.097438,0.123514,0.72546,0.670042
1680015481677,1195470032353641,0.097912,0.123038,0.725425,0.670098
1680015481683,1195470034856025,0.098395,0.122559,0.725389,0.670155
1680015481684,1195470037358251,0.098887,0.122079,0.725353,0.670208
1680015481685,1195470039860713,0.099382,0.121596,0.725316,0.670263
1680015481687,1195470042363097,0.099861,0.121124,0.725277,0.670319
1680015481690,1195470044865328,0.100342,0.120654,0.725238,0.670375
1680015481692,1195470047367497,0.100817,0.120197,0.725198,0.670429
1680015481696,1195470049869881,0.101287,0.119753,0.725158,0.670481
1680015481700,1195470052372112,0.101738,0.119341,0.72512,0.670527
1680015481701,1195470054874574,0.102184,0.118948,0.725083,0.670569
1680015481703,1195470057376958,0.102623,0.118573,0.725044,0.670611
1680015481706,1195470059879112,0.103056,0.118213,0.725006,0.670649
1680015481708,1195470062381343,0.103477,0.117872,0.72497,0.670683
1680015481710,1195470064883728,0.103908,0.117534,0.724934,0.670714
1680015481712,1195470067385948,0.104334,0.117206,0.724899,0.670743
1680015481716,1195470069888410,0.104758,0.116887,0.724863,0.670773
1680015481719,1195470072390795,0.105171,0.116583,0.724828,0.670798
1680015481723,1195470074893025,0.105578,0.116283,0.724794,0.670824
1680015481723,1195470077395169,0.105978,0.11599,0.724758,0.67085
1680015481726,1195470079897554,0.106254,0.115861,0.724695,0.670896
1680015481727,1195470082399785,0.106621,0.115605,0.724655,0.670925
1680015481733,1195470084902246,0.106994,0.115337,0.724614,0.670957
1680015481734,1195470087404391,0.107368,0.115068,0.724571,0.67099
1680015481736,1195470089906776,0.107744,0.114795,0.724526,0.671025
1680015481739,1195470092409006,0.108114,0.114523,0.724478,0.671063
1680015481741,1195470094911391,0.108481,0.114249,0.72443,0.671103
1680015481743,1195470097413622,0.108844,0.113971,0.724379,0.671147
1680015481745,1195470099916092,0.109211,0.113683,0.724325,0.671194
1680015481750,1195470102418477,0.109569,0.113395,0.724271,0.671242
1680015481750,1195470104920708,0.109923,0.113107,0.724216,0.671292
1680015481753,1195470107422862,0.110273,0.112816,0.724162,0.671343
1680015481756,1195470109925242,0.110622,0.112528,0.724103,0.671396
1680015481758,1195470112427473,0.110962,0.112247,0.724045,0.67145
1680015481760,1195470114929935,0.111129,0.111729,0.724027,0.671529
1680015481762,1195470117432088,0.111434,0.111425,0.723974,0.671585
1680015481767,1195470119934458,0.111747,0.111148,0.723915,0.671643
1680015481767,1195470122436689,0.112042,0.110884,0.723856,0.671701
