system_ts_ms, sensor_ts_ns, accX, accY, accZ
1680009479625,1189467977444675,1.3960501,7.4010005,5.973
1680009479625,1189467979946906,1.401,7.38,6.1189504
1680009479627,1189467982449060,1.4680501,7.3900504,6.102
1680009479640,1189467984951445,1.5090001,7.4610004,6.09495
1680009479641,1189467987453580,1.5619501,7.4089503,6.018
1680009479641,1189467989955734,1.6000501,7.3489504,6.0690002
1680009479641,1189467992457888,1.61205,7.497,6.1309505
1680009479641,1189467994960042,1.48695,7.5400505,6.045
1680009479642,1189467997462273,1.557,7.51905,6.102
1680009479647,1189467999964435,1.59,7.5600004,6.1140003
1680009479647,1189468002466819,1.4950501,7.6050005,6.1189504
1680009479650,1189468004968973,1.50195,7.59495,6.1759505
1680009479652,1189468007471127,1.4470501,7.6530004,6.0690002
1680009479654,1189468009973277,1.41795,7.6189504,6.1189504
1680009479656,1189468012475508,1.3800001,7.7080503,6.0420003
1680009479663,1189468014977661,1.3939501,7.6579504,6.09495
1680009479663,1189468017479815,1.3270501,7.63605,6.1210504
1680009479664,1189468019982200,1.4110501,7.66305,6.1069503
1680009479667,1189468022484358,1.36995,7.7869506,6.1330504
1680009479671,1189468024986512,1.3990501,7.7890506,6.09705
1680009479673,1189468027488742,1.33905,7.7509503,6.1380005
1680009479675,1189468029990888,1.4059501,7.8420005,6.1140003
1680009479680,1189468032493273,1.416,7.8760505,6.14295
1680009479680,1189468034995196,1.4080501,7.7970004,6.15705
1680009479682,1189468037497657,1.3939501,7.6699505,6.21495
1680009479684,1189468039999734,1.4130001,7.734,6.33195
1680009479687,1189468042501950,1.28205,7.7460003,6.09
1680009479691,1189468045004104,1.3990501,7.76595,6.2700005
1680009479692,1189468047506258,1.2859501,7.7700005,6.18405
1680009479697,1189468050008412,1.45905,7.6309505,6.1480503
1680009479698,1189468052510791,1.4440501,7.6270504,6.2650504
1680009479700,1189468055012945,1.416,7.6150503,6.15705
1680009479702,1189468057515176,1.401,7.6309505,6.1860003
1680009479704,1189468060017330,1.4950501,7.6170006,6.25995
1680009479708,1189468062519489,1.42305,7.60305,6.1600504
1680009479714,1189468065021643,1.4280001,7.6099505,6.18405
1680009479714,1189468067524027,1.47105,7.5670505,6.31995
1680009479714,1189468070026181,1.43505,7.5859504,6.3130503
1680009479717,1189468072528335,1.473,7.5859504,6.29895
1680009479721,1189468075030581,1.4680501,7.5739503,6.3079505
1680009479722,1189468077532734,1.4610001,7.5520506,6.2359505
1680009479725,1189468080034888,1.5330001,7.5040503,6.2359505
1680009479730,1189468082537042,1.4970001,7.49205,6.366
1680009479730,1189468085039407,1.452,7.4830503,6.3490505
1680009479732,1189468087541561,1.52295,7.5330005,6.3780003
1680009479734,1189468090043714,1.4779501,7.4950504,6.399
1680009479737,1189468092545945,1.5499501,7.59495,6.2629504
1680009479740,1189468095048079,1.452,7.557,6.3700504
1680009479742,1189468097550233,1.4059501,7.5520506,6.31995
1680009479748,1189468100052618,1.4250001,7.6600504,6.327
1680009479748,1189468102554771,1.5160501,7.5430503,6.366
1680009479750,1189468105056983,1.52295,7.5520506,6.3370504
1680009479752,1189468107559060,1.4779501,7.5379505,6.4350004
1680009479754,1189468110061291,1.5310501,7.6600504,6.3370504
1680009479757,1189468112563445,1.4490001,7.701,6.49695
1680009479763,1189468115065829,1.5690001,7.6099505,6.39405
1680009479764,1189468117567988,1.45395,7.6390505,6.5020504
1680009479764,1189468120070142,1.50195,7.59495,6.49305
1680009479767,1189468122572373,1.521,7.7179503,6.39195
1680009479770,1189468125074435,1.45395,7.6189504,6.327
1680009479772,1189468127576666,1.452,7.6429505,6.3780003
1680009479774,1189468130079050,1.521,7.6980004,6.3559504
1680009479781,1189468132581204,1.4280001,7.761,6.3580503
1680009479782,1189468135083358,1.3920001,7.6390505,6.387
1680009479784,1189468137585508,1.4830501,7.6410003,6.3150005
1680009479785,1189468140087662,1.4950501,7.59105,6.3580503
1680009479787,1189468142589892,1.401,7.6120505,6.4230003
1680009479790,1189468145092277,1.4800501,7.59105,6.3300004
1680009479792,1189468147594416,1.4320501,7.6750503,6.3580503
1680009479796,1189468150096570,1.49205,7.5840006,6.3150005
1680009479797,1189468152598724,1.4299501,7.62195,6.24795
1680009479800,1189468155100877,1.3960501,7.5379505,6.2959504
1680009479802,1189468157603041,1.4320501,7.5450006,6.2430005
1680009479804,1189468160105272,1.3939501,7.5810003,6.33195
1680009479807,1189468162607657,1.33395,7.5690002,6.2460003
1680009479813,1189468165109811,1.42005,7.54995,6.2790003
1680009479814,1189468167611969,1.317,7.5480003,6.2430005
1680009479815,1189468170114123,1.3800001,7.497,6.2530503
1680009479817,1189468172616277,1.30095,7.48995,6.16905
1680009479822,1189468175118431,1.3270501,7.45905,6.018
1680009479824,1189468177620901,1.32,7.4779506,6.1450505
1680009479826,1189468180132978,1.3630501,7.524,6.09
1680009479832,1189468182625209,1.33905,7.4710503,6.18405
1680009479833,1189468185127363,1.3579501,7.54995,6.15
1680009479834,1189468187629527,1.33395,7.4209504,6.1450505
1680009479835,1189468190131681,1.33395,7.497,6.1909504
1680009479837,1189468192633912,1.3440001,7.4539504,6.1050005
1680009479840,1189468195136296,1.3800001,7.485,6.1909504
1680009479842,1189468197638450,1.332,7.3969502,6.09705
1680009479848,1189468200140608,1.38195,7.4950504,6.15705
1680009479849,1189468202642762,1.2910501,7.5160503,6.1000504
1680009479850,1189468205144916,1.30095,7.5139503,5.9490004
1680009479852,1189468207647146,1.33395,7.41795,6.1860003
1680009479855,1189468210149551,1.34595,7.56195,6.2389503
1680009479858,1189468212651474,1.2379501,7.4880004,6.1380005
1680009479862,1189468215153859,1.29795,7.4779506,6.15705
1680009479863,1189468217656012,1.3609501,7.4689503,6.1330504
1680009479865,1189468220158137,1.32,7.5210004,6.2509503
1680009479867,1189468222660291,1.31295,7.452,6.29895
1680009479871,1189468225162522,1.2360001,7.5120006,6.1189504
1680009479872,1189468227664907,1.2930001,7.5160503,6.19995
1680009479874,1189468230166835,1.31295,7.59105,6.2029505
1680009479879,1189468232669219,1.3800001,7.4689503,6.22695
1680009479880,1189468235171373,1.29795,7.4490004,6.18795
1680009479882,1189468237673527,1.284,7.5210004,6.162
1680009479884,1189468240175738,1.317,7.53105,6.0330005
1680009479887,1189468242677892,1.31505,7.5739503,6.1189504
1680009479891,1189468245180276,1.365,7.4040003,6.1189504
1680009479892,1189468247682430,1.3099501,7.5280504,6.13605
1680009479898,1189468250184599,1.33905,7.5070505,6.2239504
1680009479898,1189468252686753,1.401,7.5840006,6.14295
1680009479900,1189468255188984,1.3579501,7.4419503,6.2410502
1680009479902,1189468257691137,1.3099501,7.5480003,6.306
1680009479905,1189468260193291,1.404,7.5760503,6.1789503
1680009479907,1189468262695661,1.42005,7.53105,6.2770505
1680009479914,1189468265197815,1.4419501,7.5600004,6.3079505
1680009479914,1189468267699969,1.5109501,7.5450006,6.2749505
1680009479915,1189468270202199,1.5670501,7.56195,6.25995
1680009479918,1189468272704372,1.5259501,7.5600004,6.3970504
1680009479920,1189468275206526,1.5589501,7.557,6.3150005
1680009479922,1189468277708911,1.5469501,7.5280504,6.43305
1680009479924,1189468280210834,1.6189501,7.485,6.3679504
1680009479929,1189468282713218,1.6360501,7.524,6.4489503
1680009479930,1189468285215459,1.674,7.5330005,6.3750005
1680009479933,1189468287717613,1.6650001,7.524,6.4950004
1680009479935,1189468290219767,1.6720501,7.524,6.42105
1680009479937,1189468292721921,1.6099501,7.6050005,6.4879503
1680009479940,1189468295224305,1.7389501,7.4370003,6.53595
1680009479942,1189468297726228,1.7320501,7.5259504,6.5160003
1680009479947,1189468300228613,1.76505,7.5720005,6.49305
1680009479947,1189468302730844,1.7629501,7.5019503,6.4350004
1680009479951,1189468305232979,1.7530501,7.4470506,6.50895
1680009479952,1189468307735133,1.626,7.5280504,6.5280004
1680009479955,1189468310237286,1.7010001,7.4689503,6.5449505
1680009479957,1189468312739671,1.7580001,7.5139503,6.4999504
1680009479963,1189468315241839,1.7410501,7.3819504,6.5880003
1680009479964,1189468317744070,1.64295,7.5280504,6.5839505
1680009479964,1189468320246224,1.66005,7.5670505,6.50505
1680009479967,1189468322748377,1.641,7.3699503,6.53595
1680009479972,1189468325250545,1.66005,7.452,6.5479503
1680009479973,1189468327752699,1.5979501,7.4760003,6.5020504
1680009479975,1189468330254853,1.5979501,7.45905,6.45195
1680009479981,1189468332757314,1.59,7.4209504,6.4180503
1680009479983,1189468335259468,1.5310501,7.3510504,6.50895
1680009479985,1189468337761637,1.6189501,7.51905,6.5160003
1680009479986,1189468340263791,1.53795,7.4880004,6.4810505
1680009479987,1189468342765945,1.4680501,7.3969502,6.543
1680009479990,1189468345268099,1.3939501,7.4059505,6.31995
1680009479993,1189468347770488,1.4899501,7.4350505,6.36105
1680009479997,1189468350272719,1.3939501,7.4610004,6.49695
1680009479998,1189468352774796,1.45905,7.452,6.4609504
1680009480000,1189468355276950,1.4610001,7.3630505,6.49305
1680009480002,1189468357779157,1.3219501,7.497,6.3490505
1680009480005,1189468360281541,1.3249501,7.4350505,6.3439503
1680009480009,1189468362783695,1.3270501,7.4370003,6.4470005
1680009480011,1189468365285849,1.284,7.5040503,6.327
1680009480013,1189468367787984,1.284,7.45905,6.3559504
1680009480015,1189468370290138,1.296,7.4710503,6.31995
1680009480017,1189468372792599,1.26495,7.5070505,6.28695
1680009480020,1189468375294753,1.3770001,7.63605,6.399
1680009480022,1189468377796907,1.33395,7.5040503,6.3820505
1680009480025,1189468380299028,1.284,7.56195,6.339
1680009480027,1189468382801182,1.3920001,7.4830503,6.25995
1680009480031,1189468385303336,1.3729501,7.5379505,6.3420005
1680009480032,1189468387805489,1.3990501,7.5550504,6.3439503
1680009480034,1189468390307951,1.38495,7.5160503,6.3079505
1680009480037,1189468392810123,1.41795,7.5520506,6.3700504
1680009480040,1189468395312277,1.45395,7.5930004,6.4279504
1680009480042,1189468397814430,1.4610001,7.5400505,6.3490505
1680009480046,1189468400316571,1.521,7.5810003,6.387
1680009480048,1189468402818725,1.50405,7.5760503,6.306
1680009480051,1189468405320956,1.5160501,7.5979505,6.2719502
1680009480052,1189468407823341,1.6290001,7.5880504,6.3490505
1680009480055,1189468410325494,1.58595,7.5480003,6.3150005
1680009480057,1189468412827666,1.5880501,7.5739503,6.3079505
1680009480060,1189468415329820,1.6720501,7.6480503,6.2509503
1680009480063,1189468417831974,1.6140001,7.5739503,6.3460503
1680009480065,1189468420334205,1.57605,7.5400505,6.4399505
1680009480067,1189468422836359,1.57395,7.5550504,6.2359505
1680009480070,1189468425338743,1.65795,7.5120006,6.3150005
1680009480074,1189468427840897,1.6620001,7.4370003,6.3630004
1680009480075,1189468430343051,1.5790501,7.4539504,6.3250504
