system_ts_ms, sensor_ts_ns, gyrX, gyrY, gyrZ
1680010667468,1190655822566011,-0.027224999,-0.26895,0.0059125
1680010667470,1190655825068396,-0.0323125,-0.3040125,-0.0
1680010667472,1190655827570621,-0.0323125,-0.3449875,-0.003025
1680010667474,1190655830073006,-0.039325,-0.385,-0.0070125
1680010667478,1190655832575160,-0.0372625,-0.4239125,-0.009075
1680010667479,1190655835077391,-0.0372625,-0.4609,-0.013062499
1680010667490,1190655837580063,-0.0402875,-0.4959625,-0.0149875
1680010667490,1190655840082217,-0.0422125,-0.528,-0.0121
1680010667490,1190655842584448,-0.0422125,-0.5649875,-0.0180125
1680010667490,1190655845086832,-0.0482625,-0.60101247,-0.018975
1680010667493,1190655847589068,-0.0482625,-0.64295,-0.020075
1680010667495,1190655850091453,-0.0473,-0.6799375,-0.020075
1680010667500,1190655852593914,-0.0462,-0.7220125,-0.018975
1680010667500,1190655855096145,-0.0473,-0.7599625,-0.018975
1680010667502,1190655857598530,-0.049225,-0.803,-0.0180125
1680010667505,1190655860100659,-0.049225,-0.8399875,-0.01705
1680010667508,1190655862602890,-0.0482625,-0.8729875,-0.011
1680010667510,1190655865105275,-0.0452375,-0.8980125,-0.0050875
1680010667512,1190655867607736,-0.0452375,-0.927025,0.001925
1680010667517,1190655870109967,-0.044275,-0.942975,0.007975
1680010667518,1190655872612352,-0.041249998,-0.947925,0.0169125
1680010667520,1190655875114583,-0.041249998,-0.9449,0.0279125
1680010667522,1190655877616967,-0.0363,-0.9359625,0.0429
1680010667525,1190655880119198,-0.0352,-0.925925,0.055
1680010667528,1190655882621674,-0.038225,-0.9119,0.064899996
1680010667531,1190655885124059,-0.0363,-0.898975,0.0749375
1680010667533,1190655887626290,-0.028324999,-0.887975,0.0809875
1680010667536,1190655890128444,-0.0232375,-0.8839875,0.08195
1680010667538,1190655892630832,-0.0253,-0.883025,0.0859375
1680010667540,1190655895133294,-0.028324999,-0.881925,0.084975
1680010667542,1190655897635525,-0.0242,-0.8779375,0.0859375
1680010667546,1190655900137679,-0.0232375,-0.872025,0.0809875
1680010667548,1190655902640063,-0.0242,-0.872025,0.077
1680010667549,1190655905142280,-0.0242,-0.8699625,0.0759
1680010667552,1190655907644972,-0.0242,-0.8589625,0.07095
1680010667555,1190655910147126,-0.0242,-0.8419125,0.0639375
1680010667557,1190655912649357,-0.027224999,-0.832975,0.0539
1680010667561,1190655915151736,-0.0262625,-0.8199125,0.0449625
1680010667562,1190655917653967,-0.0232375,-0.803,0.0389125
1680010667564,1190655920156352,-0.0202125,-0.7849875,0.023924999
1680010667569,1190655922658818,-0.022275,-0.7679375,0.0169125
1680010667571,1190655925161049,-0.022275,-0.7489625,0.007975
