system_ts_ms, sensor_ts_ns, accXr, accYr, accZr, accDXr, accDYr, accDZr
1680010667469,1190655822566011,0.25695002,2.046,9.361951,0.0,0.0,0.0
1680010667470,1190655825068396,0.28095,2.01495,9.34305,0.0,0.0,0.0
1680010667472,1190655827570626,0.24495001,1.9459502,9.35505,0.0,0.0,0.0
1680010667474,1190655830073006,0.19995001,2.05095,9.333,0.0,0.0,0.0
1680010667478,1190655832575160,0.10395,1.9939501,9.148951,0.0,0.0,0.0
1680010667479,1190655835077391,0.15,2.0970001,9.37395,0.0,0.0,0.0
1680010667490,1190655837580083,-0.01305,2.061,9.41205,0.0,0.0,0.0
1680010667490,1190655840082217,-0.016050002,2.058,9.328051,0.0,0.0,0.0
1680010667490,1190655842584448,-0.028050002,2.1010501,9.295051,0.0,0.0,0.0
1680010667490,1190655845086832,-0.07305,2.0320501,9.321,0.0,0.0,0.0
1680010667493,1190655847589068,-0.13800001,2.09205,9.295051,0.0,0.0,0.0
1680010667495,1190655850091453,-0.19800001,1.98195,9.313951,0.0,0.0,0.0
1680010667500,1190655852593914,-0.33405003,2.01495,9.3,0.0,0.0,0.0
1680010667500,1190655855096145,-0.29295,2.0770502,9.283051,0.0,0.0,0.0
1680010667502,1190655857598530,-0.33900002,1.9579501,9.261001,0.0,0.0,0.0
1680010667505,1190655860100659,-0.423,2.0700002,9.3,0.0,0.0,0.0
1680010667508,1190655862602890,-0.50895,2.0629501,9.331051,0.0,0.0,0.0
1680010667509,1190655865105275,-0.504,2.0400002,9.41895,0.0,0.0,0.0
1680010667511,1190655867607736,-0.40395,2.11995,9.37395,0.0,0.0,0.0
1680010667517,1190655870109967,-0.36795002,2.19,9.38805,0.0,0.0,0.0
1680010667518,1190655872612352,-0.32700002,2.21595,9.429001,0.0,0.0,0.0
1680010667520,1190655875114583,-0.25005,2.30205,9.616051,0.0,0.0,0.0
1680010667522,1190655877616967,-0.08505,2.14905,9.66405,0.0,0.0,0.0
1680010667524,1190655880119198,0.07095,2.1760502,9.55095,0.0,0.0,0.0
1680010667527,1190655882621659,0.15900001,2.17995,9.625051,0.0,0.0,0.0
1680010667531,1190655885124059,0.34395,2.17995,9.691951,0.0,0.0,0.0
1680010667533,1190655887626290,0.432,2.1079502,9.71595,0.0,0.0,0.0
1680010667536,1190655890128444,0.45105,2.05305,9.604051,0.0,0.0,0.0
1680010667538,1190655892630828,0.55395,2.0770502,9.691951,0.0,0.0,0.0
1680010667539,1190655895133294,0.52095,2.1319501,9.73305,0.0,0.0,0.0
1680010667542,1190655897635525,0.64500004,2.082,9.68805,0.0,0.0,0.0
1680010667545,1190655900137679,0.70500004,1.9960501,9.670951,0.0,0.0,0.0
